wave,supplier_id,su_name,parent_su_name,sto,srm,enable_week,period,n_suppliers,vol,weekend_msbd,weekend_ship,sat_ship,sun_ship,ifr,late_orders,o2s_stated,o2s_stated_1,o2d_stated,o2d_actual,o2s_actual,fast_badge,actual_o2d_le_5,del_rel,delivered_vol,order_bucket
wave1_jun_jul,59119,Safavieh CA 92518,Safavieh,Rugs,Alex Resnick,2026-07-05,post,1.0,11643.0,0.24701537404449025,0.15133556643476767,0.0006876987879308863,0.15077795925384682,0.8536459675341407,1704.0,0.7501073790911433,0.5325088035729623,4.652968435778614,4.135025817555938,0.813203816728273,0.7241260843425235,0.74491110538521,0.8575125064688632,11594.0,all
wave1_jun_jul,59119,Safavieh CA 92518,Safavieh,Rugs,Alex Resnick,2026-07-05,pre,1.0,11670.0,0.00034275921165381317,0.16906598114824337,0.0004285224545766198,0.16866643812135756,0.9850899742930591,174.00000000000017,1.17617823479006,0.4127677806341045,4.919724570731282,4.390022286987828,0.8688721288995543,0.7001713796058269,0.7222793487574979,0.8450643776824034,11650.0,all
wave1_jun_jul,59466,nuLOOM CA 95206,nuLOOM,Rugs,Brianna Barrett,2026-07-12,post,1.0,4341.0,0.2789679797281732,0.2884128081087307,0.11779621945597049,0.17081604426002767,0.9507026030868464,213.99999999999977,0.6797972817323198,0.5266067726330339,4.430581613508442,3.954304177244403,0.5573997233748271,0.7535130154342318,0.8000460723335637,0.8497804483475849,4327.0,all
wave1_jun_jul,59466,nuLOOM CA 95206,nuLOOM,Rugs,Brianna Barrett,2026-07-12,pre,1.0,6091.0,0.00016417665407978985,0.23033984567394516,0.12078882497945768,0.10977814297452752,0.9661796092595633,206.00000000000023,1.2319816122147431,0.5401411919225086,5.079450217901441,4.320210838412123,0.6915365653245686,0.6813331144311279,0.7410934165161714,0.9011877268228308,6062.0,all
wave1_jun_jul,70707,Aosom LLC NJ 08022,Aosom LLC,APS Outdoor,Amber Xiang,2026-07-05,post,1.0,5170.0,0.23926499032882012,0.2711798839458414,0.0,0.27133733307528546,0.981237911025145,97.00000000000027,1.1508704061895552,0.8657640232108317,3.580455259026688,3.16721629485936,0.8393652022450164,0.893036750483559,0.9158607350096711,0.8538341767224601,5138.0,all
wave1_jun_jul,70707,Aosom LLC NJ 08022,Aosom LLC,APS Outdoor,Amber Xiang,2026-07-05,pre,1.0,8998.0,0.0004445432318292954,0.2722827294954434,0.0,0.27258566978193144,0.9858857523894199,126.99999999999983,1.5405645699044233,0.6692598355190043,3.679181654676259,3.0888666444222,0.8800623052959502,0.9165370082240498,0.9360969104245388,0.9397952370353884,8986.0,all
wave1_jun_jul,85184,Aosom LLC GA30294,Aosom LLC,APS Outdoor,Amber Xiang,2026-07-05,post,1.0,6651.0,0.2467298150654037,0.2503382949932341,0.0,0.2506397711877164,0.9479777477071117,345.99999999999983,1.2112464291084049,0.8531047962712374,3.771812080536913,3.4613180515759314,0.9692909829896131,0.9155014283566381,0.9198616749360998,0.8598851269649335,6616.0,all
wave1_jun_jul,85184,Aosom LLC GA30294,Aosom LLC,APS Outdoor,Amber Xiang,2026-07-05,pre,1.0,10290.0,0.00038872691933916425,0.239067055393586,9.730466089325679e-05,0.23927216113651845,0.9792031098153547,213.9999999999997,1.563654033041788,0.6478134110787171,3.8578755301311767,3.4744014015962623,0.9833609029872531,0.9202137998056366,0.9407191448007775,0.8866160140268848,10266.0,all
wave1_jun_jul,93132,Safavieh IN46075,Safavieh,Rugs,Alex Resnick,2026-07-05,post,1.0,20089.0,0.238140275772811,0.13166409477823685,0.0008464870786237116,0.1308569436837126,0.7970033351585445,4077.9999999999995,0.9566407805655117,0.6632983224650306,3.7032043065880544,3.3580579233338317,1.0476522431907584,0.8889441983174872,0.9038777440390263,0.8356589147286821,19995.0,all
wave1_jun_jul,93132,Safavieh IN46075,Safavieh,Rugs,Alex Resnick,2026-07-05,pre,1.0,20218.0,0.00019784350578692255,0.1637155010386784,0.000148397309062129,0.16358330035615354,0.8828271836976951,2369.000000000001,1.357849441092096,0.518547828667524,4.051238996590851,3.6151180634622047,1.0940390798911699,0.8747155999604312,0.8822336531803343,0.8252638882006046,20179.0,all
