wave,order_bucket,weeks_from_enable,week_start,n_suppliers,vol,weekend_msbd,weekend_ship,sat_ship,sun_ship,ifr,late_orders,o2s_stated,o2s_stated_1,o2d_stated,o2d_actual,o2s_actual,fast_badge,o2d_actual_less5,det_o2d,det_del_rel,del_rel,delivered_vol,det_vol
wave1_jun_jul,weekday,0,2026-06-21,1.0,1238.0,0.0,0.007269789983844911,0.0,0.007275666936135812,0.9636510500807755,44.99999999999999,0.777059773828756,0.721324717285945,3.4884297520661156,2.8691437802907918,0.5675020210185934,0.938610662358643,0.9531502423263328,2.9061685490877496,0.7730210016155089,0.9200323101777059,1238.0,1151.0
wave1_jun_jul,weekday,3,2026-08-02,1.0,440.0,0.0022727272727272726,0.0,0.0,0.0,0.9181818181818182,35.999999999999986,0.6272727272727273,0.4863636363636364,3.5690476190476192,3.640909090909091,0.5818181818181818,0.7840909090909091,0.8272727272727273,3.4272076372315037,0.7090909090909091,0.7136363636363636,440.0,419.0
wave1_jun_jul,weekday,4,2026-08-02,10.0,7698.0,0.018186541958950378,0.005845674201091193,0.0010392309690828788,0.004806443232008314,0.9668745128604832,255.00000000000028,0.9479085476747207,0.6727721486100285,3.514475431606906,3.181605611847233,0.7477266822551312,0.8803585346843336,0.9055598856845934,3.19522921108742,0.7787737074564822,0.8641205507924136,7698.0,7504.0
wave1_jun_jul,weekday,4,2026-08-09,1.0,367.0,0.0,0.0,0.0,0.0,0.9155313351498637,31.00000000000001,2.2833787465940056,0.5149863760217984,4.052924791086351,4.286885245901639,1.3278688524590163,0.771117166212534,0.8283378746594006,3.559322033898305,0.773841961852861,0.9182561307901907,367.0,354.0
wave1_jun_jul,weekday,5,2026-08-09,10.0,7822.0,0.022372794681667092,0.0025568908207619537,0.000767067246228586,0.0017898235745333673,0.9307082587573511,541.9999999999999,0.9595959595959596,0.6245205829711071,3.6425398484452574,3.2328049092303757,0.7609001406469761,0.8750958834057786,0.8945282536435695,3.201185770750988,0.7357453336742521,0.8881360265916646,7822.0,7590.0
wave1_jun_jul,weekday,5,2026-08-16,1.0,418.0,0.0,0.0,0.0,0.0,0.9545454545454546,18.999999999999982,0.49521531100478466,0.4904306220095694,4.099273607748184,3.562200956937799,0.5287081339712919,0.7559808612440191,0.8110047846889952,3.6354679802955663,0.8038277511961722,0.9210526315789473,418.0,406.0
wave1_jun_jul,weekday,6,2026-08-02,1.0,1078.0,0.00463821892393321,0.0018552875695732839,0.0,0.0018552875695732839,0.9656771799628943,36.999999999999986,0.8302411873840445,0.7393320964749536,3.8879392212725548,2.9183673469387754,0.5788497217068646,0.9313543599257885,0.9647495361781077,2.879245283018868,0.7968460111317254,0.9100185528756958,1078.0,1060.0
wave1_jun_jul,weekday,6,2026-08-16,10.0,7839.0,0.020921035846408982,0.007016201046051792,0.002423778543181528,0.004592422502870264,0.9230769230769231,602.9999999999995,0.9633881872687843,0.6300548539354509,3.612992125984252,3.2287281541012884,0.7902793723689246,0.8737083811710677,0.9010077816047966,3.2276401219027426,0.7486924352595994,0.8939915805587447,7839.0,7547.0
wave1_jun_jul,weekday,6,2026-08-23,1.0,309.0,0.0,0.0,0.0,0.0,0.9676375404530745,9.999999999999984,0.5,0.49838187702265374,3.2218543046357615,2.6990291262135924,0.5162337662337663,0.9385113268608414,0.9902912621359223,2.7697594501718212,0.8705501618122977,0.970873786407767,309.0,291.0
wave1_jun_jul,weekday,7,2026-08-09,1.0,1004.0,0.00199203187250996,0.00199203187250996,0.0,0.00199203187250996,0.9701195219123506,29.99999999999997,0.7858565737051793,0.7270916334661355,4.285276073619632,2.993027888446215,0.5816733067729084,0.9073705179282868,0.9442231075697212,2.840932117527862,0.7808764940239044,0.9282868525896414,1004.0,987.0
wave1_jun_jul,weekday,7,2026-08-23,10.0,6882.0,0.0036326649229875036,0.001017146178436501,0.0002906131938390003,0.0007265329845975008,0.9315605928509154,471.0000000000001,0.8199651264167394,0.6692821854112176,3.118795647637502,2.6041848299912815,0.6843940714908456,0.953792502179599,0.994478349317059,2.571621216661672,0.7894507410636443,0.9305434466724789,6882.0,6674.0
wave1_jun_jul,weekday,8,2026-08-16,1.0,1020.0,0.00196078431372549,0.000980392156862745,0.0,0.000980392156862745,0.9882352941176471,11.999999999999957,1.0941176470588236,0.7450980392156863,4.429878048780488,3.3117647058823527,0.8509803921568627,0.8852941176470588,0.9480392156862745,3.00507614213198,0.7686274509803922,0.9274509803921569,1020.0,985.0
wave1_jun_jul,weekday,9,2026-08-23,1.0,1011.0,0.002967359050445104,0.002967359050445104,0.0,0.002967359050445104,0.8536102868447082,148.00000000000003,0.798219584569733,0.7171117705242335,4.219095477386935,2.757665677546983,0.8249258160237388,0.9475766567754699,0.9980217606330366,2.62086258776329,0.7774480712166172,0.9624134520276953,1011.0,997.0
wave2_aug,fri_sat,-11,2026-05-31,2.0,91.0,0.0,0.08791208791208792,0.03296703296703297,0.054945054945054944,0.989010989010989,0.9999999999999964,6.923076923076923,0.0,9.12087912087912,6.373626373626373,2.802197802197802,0.24175824175824176,0.3076923076923077,9.781609195402298,0.8901098901098901,0.9560439560439561,91.0,87.0
wave2_aug,fri_sat,-10,2026-05-31,2.0,189.0,0.0,0.6931216931216931,0.06349206349206349,0.6296296296296297,1.0,0.0,3.5185185185185186,0.0,5.148148148148148,3.9523809523809526,1.3650793650793651,0.8148148148148148,0.9788359788359788,5.190476190476191,0.8888888888888888,1.0,189.0,189.0
wave2_aug,fri_sat,-10,2026-06-07,2.0,85.0,0.0,0.6823529411764706,0.16470588235294117,0.5176470588235295,0.9058823529411765,8.0,3.164705882352941,0.0,5.949367088607595,6.541176470588235,2.929411764705882,0.4470588235294118,0.5529411764705883,5.493670886075949,0.6823529411764706,0.7764705882352941,85.0,79.0
wave2_aug,fri_sat,-9,2026-05-31,67.0,5802.0,0.0001723543605653223,0.7219924164081352,0.10722289260472333,0.6148939837958972,0.9734574284729404,154.0,2.758876249569114,0.0,4.959837225760793,4.412616339193382,1.3378727805550767,0.7007928300586005,0.7766287487073423,4.936745359524239,0.8403998621165115,0.8840055153395381,5802.0,5549.0
wave2_aug,fri_sat,-9,2026-06-07,2.0,154.0,0.0,0.7597402597402597,0.2792207792207792,0.4805194805194805,1.0,0.0,3.688311688311688,0.0,4.846666666666667,3.9935064935064934,1.5129870129870129,0.8961038961038961,0.9545454545454546,5.173333333333333,0.922077922077922,0.9675324675324676,154.0,150.0
wave2_aug,fri_sat,-9,2026-06-14,2.0,86.0,0.0,0.7906976744186046,0.11627906976744186,0.6744186046511628,0.9534883720930233,3.9999999999999973,2.453488372093023,0.0,5.174418604651163,4.732558139534884,1.558139534883721,0.5813953488372093,0.6046511627906976,5.011627906976744,0.872093023255814,0.9302325581395349,86.0,86.0
wave2_aug,fri_sat,-8,2026-06-07,67.0,5950.0,0.0001680672268907563,0.7408403361344538,0.12588235294117647,0.6149579831932773,0.9857142857142858,84.9999999999997,2.6500840336134455,0.0,4.892299777053679,4.269075630252101,1.2559663865546218,0.7304201680672269,0.8008403361344538,4.847487001733103,0.8680672268907563,0.913109243697479,5950.0,5770.0
wave2_aug,fri_sat,-8,2026-06-14,2.0,137.0,0.0,0.7299270072992701,0.0364963503649635,0.6934306569343066,1.0,0.0,3.510948905109489,0.0,5.007462686567164,4.007299270072993,1.1532846715328466,0.8248175182481752,0.9562043795620438,5.674242424242424,0.9124087591240876,0.9416058394160584,137.0,132.0
wave2_aug,fri_sat,-8,2026-06-21,2.0,190.0,0.0,0.8736842105263158,0.38421052631578945,0.48947368421052634,1.0,0.0,2.389473684210526,0.0,5.134408602150538,4.61578947368421,0.9105263157894737,0.6947368421052632,0.7526315789473684,5.123655913978495,0.8210526315789474,0.8894736842105263,190.0,186.0
wave2_aug,fri_sat,-7,2026-06-14,68.0,6831.0,0.0005855658029571073,0.7688478992826819,0.1390922401171303,0.6298682284040995,0.9651588347240521,238.00000000000037,2.6766212853169375,0.0,5.007782101167315,4.2687747035573125,1.236896046852123,0.6921387790953009,0.8054457619675011,4.943013034252804,0.8654662567706046,0.9136290440638267,6831.0,6598.0
wave2_aug,fri_sat,-7,2026-06-21,2.0,122.0,0.0,0.8442622950819673,0.09836065573770492,0.7459016393442623,1.0,0.0,3.3852459016393444,0.0,5.082644628099174,4.188524590163935,1.2704918032786885,0.8770491803278688,0.9180327868852459,5.537190082644628,0.9672131147540983,0.9836065573770492,122.0,121.0
wave2_aug,fri_sat,-6,2026-06-21,68.0,5400.0,0.0005555555555555556,0.7864814814814814,0.13574074074074075,0.6507407407407407,0.9864814814814815,72.99999999999982,2.7803703703703704,0.0,5.000189573459716,4.276666666666666,1.2446296296296295,0.7003703703703704,0.8068518518518518,4.95399654974123,0.8622222222222222,0.8981481481481481,5400.0,5217.0
wave2_aug,fri_sat,-2,2026-08-02,2.0,51.0,0.0784313725490196,0.8431372549019608,0.0784313725490196,0.7647058823529411,1.0,0.0,7.686274509803922,0.0,7.704545454545454,5.0,1.4705882352941178,0.35294117647058826,0.5098039215686274,7.456521739130435,0.8627450980392157,0.8431372549019608,51.0,46.0
wave2_aug,fri_sat,-1,2026-08-02,2.0,26.0,0.0,0.8461538461538461,0.0,0.8461538461538461,0.9615384615384616,0.9999999999999993,2.8461538461538463,0.0,3.4782608695652173,4.3076923076923075,2.0384615384615383,0.8846153846153846,0.9230769230769231,2.5384615384615383,0.4230769230769231,0.46153846153846156,26.0,26.0
wave2_aug,fri_sat,-1,2026-08-09,2.0,48.0,0.25,0.8333333333333334,0.08333333333333333,0.75,0.9791666666666666,1.0000000000000018,2.1666666666666665,0.14583333333333334,4.808510638297872,4.208333333333333,1.125,0.6666666666666666,0.6875,4.9361702127659575,0.8125,0.875,48.0,47.0
wave2_aug,fri_sat,0,2026-08-02,68.0,4935.0,0.0008105369807497467,0.7471124620060791,0.1375886524822695,0.6095238095238096,0.9848024316109423,74.99999999999987,2.384599797365755,0.0,4.721887341509042,4.153596757852077,1.2233029381965552,0.7467071935157041,0.8212765957446808,4.494838976052849,0.8577507598784194,0.9073961499493415,4935.0,4844.0
wave2_aug,fri_sat,0,2026-08-09,2.0,24.0,1.0,0.625,0.4583333333333333,0.16666666666666666,0.625,9.0,1.6666666666666667,0.3333333333333333,4.166666666666667,4.083333333333333,1.5833333333333333,1.0,1.0,4.125,1.0,1.0,24.0,24.0
wave2_aug,fri_sat,0,2026-08-16,2.0,42.0,0.23809523809523808,0.8333333333333334,0.11904761904761904,0.7142857142857143,1.0,0.0,3.642857142857143,0.07142857142857142,5.135135135135135,4.738095238095238,0.9285714285714286,0.42857142857142855,0.5714285714285714,5.4324324324324325,0.7380952380952381,0.7857142857142857,42.0,37.0
wave2_aug,fri_sat,1,2026-08-09,68.0,5636.0,0.8954932576295245,0.7581618168914124,0.10770049680624556,0.6504613200851668,0.9024130589070263,549.9999999999999,1.4430447125621009,0.5039034776437189,4.508683068017366,4.22764371894961,1.2668559261887864,0.8199077359829666,0.8199077359829666,4.46893063583815,0.8598296664300923,0.8066004258339248,5636.0,5536.0
wave2_aug,fri_sat,1,2026-08-16,2.0,39.0,1.0,0.9487179487179487,0.2564102564102564,0.6923076923076923,0.9743589743589743,1.0000000000000009,1.435897435897436,0.5641025641025641,4.815789473684211,4.333333333333333,1.1538461538461537,0.8461538461538461,0.8717948717948718,4.7631578947368425,0.9230769230769231,0.9230769230769231,39.0,38.0
wave2_aug,fri_sat,1,2026-08-23,2.0,58.0,0.9827586206896551,0.9137931034482759,0.10344827586206896,0.8103448275862069,0.9655172413793104,1.9999999999999976,1.2413793103448276,0.7586206896551724,5.321428571428571,4.672413793103448,1.0517241379310345,0.4482758620689655,0.5344827586206896,5.321428571428571,0.8620689655172413,0.8448275862068966,58.0,56.0
wave2_aug,fri_sat,2,2026-08-16,68.0,5448.0,0.8799559471365639,0.7077826725403817,0.12151248164464024,0.5862701908957415,0.8564610866372981,781.9999999999998,1.4754038179148312,0.4831130690161527,4.448055607739996,4.108296622613803,1.2200807635829662,0.8098384728340675,0.82140234948605,4.565422322775264,0.8711453744493393,0.82856093979442,5448.0,5304.0
wave2_aug,fri_sat,2,2026-08-23,2.0,62.0,0.9838709677419355,0.9193548387096774,0.1774193548387097,0.7419354838709677,0.9516129032258065,2.9999999999999973,1.3709677419354838,0.6290322580645161,4.147540983606557,3.9838709677419355,1.1774193548387097,0.8064516129032258,0.8870967741935484,4.114754098360656,0.7258064516129032,0.8225806451612904,62.0,61.0
wave2_aug,fri_sat,3,2026-08-23,67.0,5040.0,0.893452380952381,0.7847222222222222,0.11984126984126985,0.6648809523809524,0.9007936507936508,499.9999999999999,1.5345238095238096,0.5246031746031746,4.333468395461913,4.0170634920634924,1.234967255407819,0.8442460317460317,0.8466269841269841,4.460977093046828,0.8892857142857142,0.8412698412698413,5040.0,4933.0
wave2_aug,sunday,-11,2026-05-31,2.0,63.0,0.0,0.047619047619047616,0.0,0.047619047619047616,0.9841269841269841,1.0000000000000036,6.015873015873016,0.12698412698412698,7.555555555555555,6.841269841269841,2.380952380952381,0.3333333333333333,0.4603174603174603,9.666666666666666,0.9047619047619048,0.9523809523809523,63.0,63.0
wave2_aug,sunday,-10,2026-05-31,2.0,139.0,0.0,0.10071942446043165,0.0,0.10071942446043165,1.0,0.0,2.0,0.0,4.101449275362318,3.352517985611511,1.474820143884892,0.9928057553956835,1.0,3.7583333333333333,0.7194244604316546,0.9712230215827338,139.0,120.0
wave2_aug,sunday,-10,2026-06-07,2.0,60.0,0.0,0.31666666666666665,0.0,0.31666666666666665,0.85,9.000000000000002,2.6,0.8,5.966666666666667,4.65,1.15,0.5,0.7666666666666667,6.101694915254237,0.6,0.9333333333333333,60.0,59.0
wave2_aug,sunday,-9,2026-05-31,66.0,3522.0,0.00028392958546280523,0.131175468483816,0.0,0.13125,0.9060193072118115,331.00000000000006,1.4829642248722317,0.8026689381033504,4.096220930232558,3.67651235444476,1.0605113636363637,0.9134014764338444,0.9179443498012493,3.648224852071006,0.7072685973878479,0.8642816581487791,3522.0,3380.0
wave2_aug,sunday,-9,2026-06-07,2.0,128.0,0.0,0.1015625,0.0,0.1015625,0.984375,2.0,2.015625,0.0,4.031496062992126,2.921875,1.140625,0.984375,0.9921875,3.7410714285714284,0.671875,0.953125,128.0,112.0
wave2_aug,sunday,-9,2026-06-14,2.0,66.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.8939393939393939,7.000000000000001,1.0,1.0,4.430769230769231,4.515151515151516,1.3484848484848484,0.9090909090909091,0.8636363636363636,3.7777777777777777,0.7575757575757576,0.8787878787878788,66.0,63.0
wave2_aug,sunday,-8,2026-06-07,67.0,3969.0,0.0010078105316200555,0.17157974300831444,0.0010078105316200555,0.1705719324766944,0.9488536155202821,203.0000000000002,1.3544973544973544,0.8435374149659864,4.003066700741119,3.4991181657848323,0.9400352733686067,0.9292013101536911,0.9372637944066515,3.56567242281528,0.7326782564877803,0.909800957420005,3969.0,3822.0
wave2_aug,sunday,-8,2026-06-14,2.0,104.0,0.0,0.04807692307692308,0.0,0.04807692307692308,1.0,0.0,2.076923076923077,0.009615384615384616,4.086538461538462,3.3173076923076925,1.2788461538461537,1.0,0.9903846153846154,3.8365384615384617,0.9423076923076923,0.9807692307692307,104.0,104.0
wave2_aug,sunday,-8,2026-06-21,2.0,69.0,0.0,0.21739130434782608,0.0,0.21739130434782608,1.0,0.0,1.0,1.0,4.043478260869565,3.5072463768115942,0.782608695652174,0.9420289855072463,0.8260869565217391,3.391304347826087,0.782608695652174,0.8840579710144928,69.0,69.0
wave2_aug,sunday,-7,2026-06-14,68.0,4625.0,0.00043243243243243243,0.15502702702702703,0.0,0.155060553633218,0.9217297297297298,361.9999999999998,1.3076756756756758,0.851027027027027,4.117401799429449,3.568,0.9632352941176471,0.9195675675675675,0.9236756756756757,3.6378183457290962,0.7411891891891892,0.9048648648648648,4625.0,4437.0
wave2_aug,sunday,-7,2026-06-21,2.0,74.0,0.0,0.1891891891891892,0.0,0.1891891891891892,1.0,0.0,1.9864864864864864,0.013513513513513514,4.108108108108108,2.7837837837837838,0.8108108108108109,0.9864864864864865,1.0,3.788732394366197,0.918918918918919,1.0,74.0,71.0
wave2_aug,sunday,-6,2026-06-21,68.0,2927.0,0.0006832934745473181,0.20737956952511102,0.0003417634996582365,0.20710868079289133,0.9063887939870174,273.99999999999994,1.4414075845575676,0.8261018107277075,4.058946634112313,3.61906388793987,0.9730006835269993,0.9094636146224804,0.8913563375469764,3.6293381037567083,0.7365903655620089,0.8759822343696617,2927.0,2795.0
wave2_aug,sunday,-2,2026-08-02,2.0,45.0,0.0,0.24444444444444444,0.0,0.24444444444444444,0.9777777777777777,1.0000000000000013,4.044444444444444,0.26666666666666666,6.533333333333333,4.0,0.8222222222222222,0.7333333333333333,0.8444444444444444,7.4222222222222225,0.7555555555555555,0.9777777777777777,45.0,45.0
wave2_aug,sunday,-1,2026-08-02,2.0,8.0,0.0,0.0,0.0,0.0,0.875,1.0,1.0,1.0,3.5,2.625,1.125,1.0,1.0,2.75,0.375,1.0,8.0,8.0
wave2_aug,sunday,-1,2026-08-09,2.0,33.0,0.0,0.06060606060606061,0.0,0.06060606060606061,0.9696969696969697,0.9999999999999991,6.03030303030303,0.15151515151515152,6.375,4.303030303030303,1.0303030303030303,0.5454545454545454,0.696969696969697,9.75,0.9393939393939394,0.9393939393939394,33.0,32.0
wave2_aug,sunday,0,2026-08-02,68.0,3282.0,0.0003046922608165753,0.13558805606337598,0.0003046922608165753,0.13528336380255943,0.9006703229737965,326.00000000000006,1.1282754418037781,0.9670932358318098,3.8392471459426103,3.4070688604509445,0.9868982327848873,0.9582571602681292,0.9439366240097502,3.2705882352941176,0.7294332723948812,0.8960999390615478,3282.0,3230.0
wave2_aug,sunday,0,2026-08-09,2.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.5,2.4375,1.0,1.0,1.0,2.5625,0.4375,1.0,16.0,16.0
wave2_aug,sunday,0,2026-08-16,2.0,26.0,0.0,0.11538461538461539,0.0,0.11538461538461539,0.9615384615384616,0.9999999999999993,1.6538461538461537,0.34615384615384615,4.5,3.3076923076923075,0.9230769230769231,0.8076923076923077,1.0,4.3076923076923075,0.8846153846153846,0.9230769230769231,26.0,26.0
wave2_aug,sunday,1,2026-08-09,68.0,3515.0,0.040398293029871975,0.1388335704125178,0.0,0.1388335704125178,0.858321479374111,497.99999999999994,1.0264580369843528,0.9294452347083926,3.944748201438849,3.442958748221906,1.0236130867709816,0.9402560455192034,0.9433854907539118,3.3216763005780345,0.7331436699857753,0.8933143669985776,3515.0,3460.0
wave2_aug,sunday,1,2026-08-16,2.0,27.0,0.0,0.0,0.0,0.0,0.5925925925925926,11.0,1.0,1.0,3.5925925925925926,2.962962962962963,1.4074074074074074,1.0,1.0,3.1481481481481484,0.6666666666666666,0.8888888888888888,27.0,27.0
wave2_aug,sunday,1,2026-08-23,2.0,16.0,0.0,0.0,0.0,0.0,0.9375,1.0,1.0,1.0,4.5625,3.75,1.0625,0.875,1.0,4.125,0.9375,0.9375,16.0,16.0
wave2_aug,sunday,2,2026-08-16,68.0,3503.0,0.004282043962318013,0.15500999143591207,0.0,0.15500999143591207,0.905224093634028,331.9999999999999,1.0825007136739937,0.9626034827290894,3.787098640439688,3.3805309734513274,0.9494718812446474,0.9443334284898658,0.9508992292320868,3.371843251088534,0.7764773051669998,0.9015129888666857,3503.0,3445.0
wave2_aug,sunday,2,2026-08-23,2.0,27.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.7407407407407407,7.000000000000001,1.037037037037037,0.9629629629629629,4.037037037037037,3.6666666666666665,1.1851851851851851,0.9629629629629629,0.9259259259259259,3.740740740740741,0.6296296296296297,0.8148148148148148,27.0,27.0
wave2_aug,sunday,3,2026-08-23,67.0,3236.0,0.0188504326328801,0.19561186650185414,0.0,0.19561186650185414,0.9026576019777504,314.99999999999983,1.073238566131026,0.9443757725587144,3.6026883401062832,3.202410383189122,0.907292954264524,0.9672435105067985,0.9718788627935723,3.217486681291131,0.7833745364647713,0.9014215080346106,3236.0,3191.0
wave2_aug,weekday,-11,2026-05-31,2.0,235.0,0.0,0.059574468085106386,0.0425531914893617,0.01702127659574468,0.902127659574468,23.000000000000007,4.127659574468085,0.5361702127659574,6.321739130434783,6.008510638297873,1.9914893617021276,0.4340425531914894,0.502127659574468,7.780269058295964,0.7574468085106383,0.8468085106382979,235.0,223.0
wave2_aug,weekday,-10,2026-05-31,2.0,417.0,0.0,0.10071942446043165,0.07194244604316546,0.02877697841726619,1.0,0.0,2.3956834532374103,0.0,4.434466019417476,3.4820143884892087,1.1103117505995204,0.9088729016786571,0.935251798561151,4.33578431372549,0.8585131894484412,0.9232613908872902,417.0,408.0
wave2_aug,weekday,-10,2026-06-07,2.0,155.0,0.0064516129032258064,0.01935483870967742,0.01935483870967742,0.0,0.9032258064516129,15.000000000000004,1.335483870967742,0.967741935483871,4.828767123287672,4.2064516129032254,1.1548387096774193,0.6387096774193548,0.7032258064516129,4.535714285714286,0.7225806451612903,0.8451612903225807,155.0,140.0
wave2_aug,weekday,-9,2026-05-31,67.0,12016.0,0.0007490013315579227,0.02929427430093209,0.00974025974025974,0.019563769563769564,0.9003828229027963,1197.0000000000002,1.4672103861517976,0.7614846870838882,4.022294353805416,3.703811584553928,0.9913419913419913,0.7920272969374168,0.820572569906791,3.824540090246442,0.7455059920106525,0.8408788282290279,12016.0,11524.0
wave2_aug,weekday,-9,2026-06-07,2.0,250.0,0.0,0.184,0.184,0.0,1.0,0.0,2.576,0.0,4.285140562248996,3.472,1.204,0.94,0.932,4.302521008403361,0.812,0.848,250.0,238.0
wave2_aug,weekday,-9,2026-06-14,2.0,265.0,0.0,0.022641509433962263,0.018867924528301886,0.0037735849056603774,0.9358490566037736,16.999999999999996,1.0188679245283019,0.9773584905660377,4.315175097276264,3.8754716981132074,1.0037735849056604,0.7320754716981132,0.8113207547169812,4.147410358565737,0.6528301886792452,0.8716981132075472,265.0,251.0
wave2_aug,weekday,-8,2026-06-07,68.0,11657.0,0.000600497555117097,0.018615424208630008,0.010380919698009609,0.008236101578586136,0.9363472591575878,741.9999999999994,1.3372222698807583,0.7811615338423264,4.053174603174603,3.5822252723685337,0.8909387334820662,0.7945440507849361,0.8393240113236682,3.7691549421991217,0.7701810071201853,0.8621429184181179,11657.0,11159.0
wave2_aug,weekday,-8,2026-06-14,2.0,269.0,0.0037174721189591076,0.007434944237918215,0.0,0.007434944237918215,1.0,0.0,2.7732342007434942,0.0,4.2611940298507465,3.0185873605947955,0.9070631970260223,0.9256505576208178,0.966542750929368,4.578544061302682,0.9330855018587361,0.9553903345724907,269.0,261.0
wave2_aug,weekday,-8,2026-06-21,2.0,175.0,0.0,0.06285714285714286,0.011428571428571429,0.05142857142857143,0.8228571428571428,31.000000000000004,1.1485714285714286,0.92,4.891566265060241,4.24,0.9714285714285714,0.6114285714285714,0.6857142857142857,5.222222222222222,0.7771428571428571,0.7828571428571428,175.0,162.0
wave2_aug,weekday,-7,2026-06-14,68.0,12589.0,0.0005560409881642704,0.0035745492096274523,0.0011121703209405784,0.0024626628535112808,0.9562316307887838,551.0000000000006,1.3509412979585351,0.7703550718881563,4.119804400977995,3.472237667805227,0.8277724817286305,0.7854476129954723,0.8621812693621416,3.858646990548831,0.8023671459210422,0.9005480975454762,12589.0,12062.0
wave2_aug,weekday,-7,2026-06-21,2.0,269.0,0.0,0.007434944237918215,0.007434944237918215,0.0,0.9925650557620818,2.000000000000006,2.174721189591078,0.21561338289962825,4.097744360902255,2.936802973977695,0.9516728624535316,0.9479553903345725,0.9553903345724907,3.7710843373493974,0.6579925650557621,0.895910780669145,269.0,249.0
wave2_aug,weekday,-6,2026-06-21,68.0,11258.0,0.0003553028957186001,0.020874045123467758,0.014924047259482988,0.005951852180865239,0.9414638479303606,658.9999999999999,1.3508616095221175,0.7882394741517144,4.181311655096821,3.6478898267436697,0.8716786634675198,0.7765144785930005,0.8144430627109611,4.0463324048282265,0.7848640966423877,0.855835850062178,11258.0,10770.0
wave2_aug,weekday,-2,2026-08-02,2.0,105.0,0.0,0.0,0.0,0.0,0.9904761904761905,0.9999999999999964,3.142857142857143,0.18095238095238095,5.271844660194175,4.3619047619047615,0.9523809523809523,0.6666666666666666,0.7238095238095238,6.2745098039215685,0.8476190476190476,0.8571428571428571,105.0,102.0
wave2_aug,weekday,-1,2026-08-02,2.0,46.0,0.0,0.0,0.0,0.0,0.7608695652173914,10.999999999999998,1.7608695652173914,0.6739130434782609,3.282608695652174,3.6739130434782608,2.0434782608695654,1.0,0.7608695652173914,2.9565217391304346,0.5869565217391305,0.5869565217391305,46.0,46.0
wave2_aug,weekday,-1,2026-08-09,2.0,122.0,0.10655737704918032,0.0,0.0,0.0,0.9180327868852459,9.999999999999998,2.8114754098360657,0.2540983606557377,5.356521739130435,4.450819672131147,1.2459016393442623,0.6147540983606558,0.680327868852459,5.594827586206897,0.860655737704918,0.8360655737704918,122.0,116.0
wave2_aug,weekday,0,2026-08-02,68.0,10618.0,0.00018835938971557733,0.007346016198907516,0.005274062912036165,0.0020719532868713505,0.9541344886042569,487.00000000000057,0.9550762855528349,0.8590129967978903,3.6213189147436515,3.342154831418346,0.8130533057072895,0.8478056131098135,0.8780372951591637,3.336,0.7832925221322283,0.814183462045583,10618.0,10375.0
wave2_aug,weekday,0,2026-08-09,2.0,42.0,0.023809523809523808,0.0,0.0,0.0,0.9047619047619048,4.0,1.0476190476190477,0.9761904761904762,3.317073170731707,2.7142857142857144,1.0476190476190477,0.9523809523809523,1.0,2.902439024390244,0.7142857142857143,0.9523809523809523,42.0,41.0
wave2_aug,weekday,0,2026-08-16,2.0,99.0,0.1414141414141414,0.0,0.0,0.0,0.9090909090909091,9.000000000000004,3.0303030303030303,0.30303030303030304,5.130434782608695,4.626262626262626,1.0909090909090908,0.5555555555555556,0.6464646464646465,5.576086956521739,0.8181818181818182,0.8282828282828283,99.0,92.0
wave2_aug,weekday,1,2026-08-09,68.0,11101.0,0.003873524907665976,0.009818935231060266,0.006305738221781821,0.0035131970092784435,0.9444194216737231,617.0000000000003,0.9918018018018018,0.8546977749752275,3.751362838399704,3.3950094586073325,0.8600126114764436,0.8433474461760202,0.8731645797675885,3.366530536476703,0.7845239167642555,0.8900999909918026,11101.0,10774.0
wave2_aug,weekday,1,2026-08-16,2.0,76.0,0.0,0.09210526315789473,0.09210526315789473,0.0,0.6973684210526315,23.000000000000004,0.9868421052631579,0.9605263157894737,3.5205479452054793,3.539473684210526,1.2763157894736843,0.9210526315789473,0.881578947368421,3.410958904109589,0.3684210526315789,0.6973684210526315,76.0,73.0
wave2_aug,weekday,1,2026-08-23,2.0,84.0,0.13095238095238096,0.0,0.0,0.0,0.9761904761904762,2.000000000000002,1.2738095238095237,0.8333333333333334,4.32051282051282,3.3452380952380953,0.8928571428571429,0.7261904761904762,0.9523809523809523,4.17948717948718,0.8214285714285714,0.8809523809523809,84.0,78.0
wave2_aug,weekday,2,2026-08-16,68.0,10798.0,0.0025004630487127245,0.007501389146138173,0.006482681978144101,0.001018707167994073,0.9447119837006853,596.9999999999999,0.969253565475088,0.8629375810335247,3.6798591951289126,3.263659937025375,0.810983515465827,0.8536766067790331,0.888960918688646,3.3417672992141076,0.7824597147619929,0.8871087238377477,10798.0,10434.0
wave2_aug,weekday,2,2026-08-23,2.0,68.0,0.014705882352941176,0.0,0.0,0.0,1.0,0.0,1.0441176470588236,0.9705882352941176,3.515151515151515,2.7058823529411766,0.8823529411764706,0.9558823529411765,1.0,3.393939393939394,0.8382352941176471,0.9705882352941176,68.0,66.0
