supplier_id,su_name,lt,cutoff,station_name,address,city,state,postal_code,sto,marketing_category,srm,last_6_weeks_volume,fri_sat_order_volume,fri_sat_weekend_shipped_volume,pct_fri_sat_shipped_on_sat_or_sun,ifr,weekend_shipping_candidate
190977,Esbenshades Garden Center PA 17543 (2),24.0,,EAST HARRISBURG,546a E 28th Division Hwy,Lititz,PA,17543,Decor,Outdoor Decor,Trevor Cody,60,12,10,0.8333,0.8833,True
321979,"Zhejiang Huiguan Leisure Products Co., Ltd IN 4614",24.0,,GREENWOOD LOCAL,831 N Graham Rd ,Greenwood ,IN,46143,APS Home Improvement,Outdoor Structures,Danica Guo,54,12,10,0.8333,0.963,True
356714,  GC-WE-21,24.0,,WEST RIALTO,8375 Sultana Ave ,Fontana ,CA,92335,APS AEOF,Entertainment Furniture,Asia Supplier Service Desk,55,12,10,0.8333,0.8909,True
404081,Shanghai ShangQuan WuLiu Co.Ltd CA 92335,24.0,,WEST RIALTO,13277 San Bernardino Ave,Fontana,CA,92335,APS Outdoor,Outdoor,Moti Mao,31,12,9,0.75,0.871,True
440644,"Ningxia Xingchenxin Trading Co., Ltd._1 TX 77494",24.0,,HOUSTON LOCAL,28119 KATY FWY,KATY,TX,77494,APS Upholstery,Upholstery - Core,Estrella Wang,46,12,9,0.75,0.8696,True
446973,Haukkie Inc. GA 31407,24.0,,SAVANNAH,"302 International Trade Pkwy, suite 200",Port Wentworth,GA,31407,APS Housewares & More,Bath,Asia Supplier Service Desk,42,12,11,0.9167,1.0,True
450104,Chengdu Yaotong Wangluo Keji Youxian Gongsi GA 30168,24.0,,AUSTELL,"C/O 7915 White Road, Building 100",Austell,GA,30168,APS Housewares & More,Furniture - Home Office,Asia Supplier Service Desk,33,12,9,0.75,1.0,True
450333,"WenZhou Limu Furniture Co,.ltd CA 91710",24.0,,CHINO LOCAL,"5125 Schaefer Ave Suite 104.,dock # 30 to 33",Chino,CA,91710,APS AEOF,Furniture - Kitchen and Dining,Asia Supplier Service Desk,35,12,10,0.8333,0.9143,True
19503,Island Stone CA 95065,24.0,00:00:00,SALINAS,78 Hangar Way,Watsonville,CA,95076,Flooring,Flooring,William Rappole,57,11,8,0.7273,0.8596,True
21082,TashMart,24.0,00:00:00,HOUSTON LOCAL,18103 W Little York Rd,Katy,TX,77449,Plumbing,Plumbing - Core,Supplier Service Desk,32,11,10,0.9091,1.0,True
27489,CAN_AG Trade Corp ON M9W 1P1,24.0,00:00:00,TORONTO_LOCAL,1475 Courtney Park Drive,Toronto,ON,M9W 1P1,CA Soft Home + Rugs,Rugs,Supplier Service Desk,38,11,9,0.8182,0.9737,True
278523,Victrola CO 80601,24.0,,AURORA LOCAL,10899 Havana Street,Brighton,CO,80601,Decor,Decorative Accent - Home Accents,Supplier Service Desk,34,11,9,0.8182,1.0,True
401337,"Ningbo Yanpu Technology Co., Ltd NV 89115",24.0,,NORTH LAS VEGAS RSF,5675 E. Ann Rd,Las Vegas,NV,89115,APS Bedroom,Furniture - Bedroom,Asia Supplier Service Desk,32,11,8,0.7273,0.9688,True
100148,NingBo KaiMeiChen DianZiShangWu You CA 91761(2),24.0,,CHINO LOCAL,5721 E Santa Ana St,Ontario,CA,91761,APS Home Improvement,Outdoor Structures,Nicole Sun,27,10,8,0.8,0.8519,True
328862,Ningbo Suntel Importing and Exporting TX 77493,24.0,,HOUSTON LOCAL,28501 Hwy Blvd,Katy,TX,77494,APS,Outdoor Structures,Asia Supplier Service Desk,54,10,8,0.8,0.8519,True
334036, SAVJW1,24.0,00:00:00,SAVANNAH,1086 Oracal Parkway,Ellabell,GA,31308,APS,Plumbing - Core,Yu Xie,26,10,7,0.7,0.9231,True
375417,"Ningbo Sandinrayli impexp co.,Ltd PA 18634",24.0,,SCRANTON,250 Tradeport Rd,Nanticoke,PA,18634,APS Pet,Pet,Asia Supplier Service Desk,34,10,9,0.9,0.9706,True
406637,HOP TUU IRON PRODUCTSMANUFACTURING COMPANY NJ 08016,24.0,,ROBBINSVILLE,1950 River Road,Burlington,NJ,08016,APS K&D,Furniture - Bedroom,Asia Supplier Service Desk,30,10,7,0.7,0.9333,True
406976,ZHONGSHAN SHITIANYU DENGSHI YOUXIANGONGSI CA 90670,24.0,,SANTA FE SPRINGS,Knight Swift CA,Santa Fe Springs,CA,90670,APS Home Improvement,Lighting,Asia Supplier Service Desk,28,10,7,0.7,1.0,True
413994,Shenzhenshi Jiushangding Technology Co Ltd GA 30168 ,24.0,00:00:00,AUSTELL,"C/O 7915 White Road, Building 100",Austell,GA,30168 ,APS Home Improvement,Outdoor Decor,Asia Supplier Service Desk,30,10,7,0.7,1.0,True
441919,ENSHINES INC NJ 07064,24.0,,SOUTH CARTERET,1001 W Middlesex Ave1,Port Reading,NJ,07064,APS Bedroom,Seasonal Decor,Asia Supplier Service Desk,49,10,8,0.8,0.9796,True
473460,"Shenzhen Putian Technology Co., Ltd TN 38115",24.0,,OLIVE BRANCH LOCAL,5625 Challenge Dr,Memphis,TN,38115,APS Pet,Pet,Regan Zou,34,10,7,0.7,1.0,True
477089,QK-WPLA15,24.0,,WEST RIALTO,13277 San Bernardino Ave,Fontana,CA,92335,APS Outdoor,Outdoor,Moti Mao,37,10,7,0.7,1.0,True
11901,Moradi LLC,24.0,00:00:00,WEST DALLAS,2104 Irving Blvd.,Dallas,TX,75207,Soft Home,Bedding,Supplier Service Desk,24,9,7,0.7778,0.9583,True
243966,ARESON INC CA 91766,24.0,,,1589 E Nine St,Pomona,CA,91766,APS,Furniture - Bedroom,Wendy Wang,28,9,7,0.7778,0.9286,True
298245,FlexiSpot Inc IL 60439,24.0,00:00:00,MCCOOK,11131 Katherines Crossing,Woodridge,IL,60517,APS,Entertainment Furniture,Fiona Jiang,21,9,9,1.0,1.0,True
315042,Kichae USA Inc. CA 92571,24.0,,RIALTO LOCAL,728 W Rider St,Perris,CA,92571,APS,Plumbing - Core,Asia Supplier Service Desk,28,9,7,0.7778,0.9286,True
331142,Yantai Aifengdianzishangwu Youxiangongsi TX 77423,24.0,,HOUSTON LOCAL,28150 US 90,Brookshire,TX,77423,APS K&D,Storage & Org - Furniture Adj,Asia Supplier Service Desk,38,9,8,0.8889,0.9474,True
407903,FLINT GARDEN INC NJ 08067,24.0,,CAMDEN,2 Gateway Blvd,Pedricktown,NJ,08067,APS Home Improvement,Lighting,Asia Supplier Service Desk,35,9,7,0.7778,0.9714,True
415939,SHENZHENSHI JULIBAIBIAN KEJIYOUXIAN TX 77494,24.0,07:00:00,HOUSTON LOCAL,28501 Hwy Blvd,Katy,TX,77494,APS K&D,Furniture - Bedroom,Stella Yin,30,9,9,1.0,1.0,True
417389,"Anji Yibo Furniture Co., Ltd NJ 07036",24.0,,LINDEN,"Building E, 500 Linden Logistics Way","Linden,",NJ,07036,APS K&D,Furniture - Kitchen and Dining,Noemi Tang,34,9,7,0.7778,0.9412,True
441159,Vortex International Trading Limited TX 77494,24.0,,HOUSTON LOCAL,28501 Hwy Blvd,Katy,TX,77494,APS Youth,Playroom,Emily Liao,41,9,7,0.7778,0.9268,True
450512,"Ningbo Maowei E-commerce Co., Ltd. TX 77449",24.0,,HOUSTON LOCAL,4232 Clay Commerce Dr,Katy,TX,77449,APS Outdoor,Outdoor,Qiwen Fan,22,9,7,0.7778,0.9091,True
460581,"Shenzhenshi Yiyibushe Technology Co., Ltd. IL 60502 ",24.0,,SOUTH CHICAGO,C/O 4275 Ferry Rd,Aurora,IL,60502 ,APS Home Improvement,Accent Furniture,Asia Supplier Service Desk,24,9,7,0.7778,1.0,True
493563,Yiimo NJ 08817,24.0,,WOODBRIDGE LOCAL,250 Carter Dr1,Edison,NJ,08817,APS Bedroom,Furniture - Kitchen and Dining,Asia Supplier Service Desk,53,9,8,0.8889,0.9811,True
62582,MOTIS Brands,24.0,15:00:00,NORTH MILWAUKEE,N102 W19400 Willow Creek Way,Germantown,WI,53022,Wayfair Professional,Education,Supplier Service Desk,27,8,6,0.75,1.0,True
151386,"Aoodor (Ningbo) Tech CO.,LTD USNJ06",24.0,00:00:00,ROBBINSVILLE,1950 River Rd,Burlington,NJ,08016,APS,Spas,Asia Supplier Service Desk,30,8,6,0.75,0.9333,True
231809,Shenzhen Zhichen Trading Co. LTD. NJB,24.0,,SOUTH CARTERET,1001 W Middlesex Ave,Port Reading,NJ,07064,APS K&D,Furniture - Home Office,Stella Yin,24,8,6,0.75,0.875,True
249436,DH-BC02,24.0,00:00:00,VANCOUVER_LOCAL,11251 Dyke Rd,Richmond,BC,V7A 0A1,Wayfair,Outdoor Decor,Zoey Li,20,8,8,1.0,0.9,True
286793,Shanghai zhicheng commercial trading NJ 08505,24.0,07:00:00,ROBBINSVILLE,1175 Florence Columbus Road ,Bordentown,NJ,08505,APS Other,Decorative Accent - Wall Accents,Asia Supplier Service Desk,43,8,6,0.75,1.0,True
302582,shen zhen shi mi ge zhi ke ji you xian gong si CA 92336,24.0,00:00:00,WEST RIALTO,14779 Bar Harbor Rd,Fontana,CA,92336,Wayfair,Pet,Asia Supplier Service Desk,35,8,6,0.75,0.8571,True
322100,Hangzhou Mengfeisi Home Furnishings TX 77494,24.0,,HOUSTON LOCAL,28119 KATY FWY,KATY,TX,77494,APS Outdoor,Outdoor,Moti Mao,14,8,6,0.75,0.9286,True
413596,YXSUN COMPANY LTD GA 30168,24.0,00:00:00,AUSTELL,"C/O 7915 White Road, Building 100 ",Austell,GA,30168,APS Home Improvement,Seasonal Decor,Lavinia Zhang,34,8,6,0.75,1.0,True
414323,Shenzhen dilili trading co ltd NJ 08817,24.0,09:00:00,WOODBRIDGE LOCAL,250 CARTER DR,EDISON,NJ,08817,APS Bedroom,Plumbing - Vanities,Asia Supplier Service Desk,28,8,7,0.875,1.0,True
433375,Home Live Relax INC. CA 92571,24.0,,RIALTO LOCAL,728 W Rider St ,Perris,CA,92571,APS K&D,Accent Furniture,Ricky Yu,27,8,6,0.75,0.963,True
460561,DingFar Company Ltd. GA 30168,24.0,,AUSTELL,"C/O 7915 White Road, Building 100 ",Austell,GA,30168,APS Home Improvement,Plumbing - Core,Asia Supplier Service Desk,35,8,6,0.75,0.9714,True
472792,"MANYBOX TECHNOLOGY CO., LIMITED CA 91789",24.0,,INDUSTRY,"20300 Business Pkwy, Dock 30",City of Industry,CA,91789,APS Home Improvement,Entertainment Furniture,Supplier Service Desk,21,8,6,0.75,1.0,True
479676,"Hangzhou Cloudyard Technology Co., Ltd. TX 77066",24.0,,SPRING,11833 Cutten Road,Houston,TX,77066,APS Outdoor,Outdoor,Asia Supplier Service Desk,40,8,6,0.75,1.0,True
717,World Marketing,24.0,00:00:00,ALTOONA,7034 Juniata Valley Pike,petersburg,PA,16669,Casegoods,Appliances,Karolina Coulter,28,7,6,0.8571,0.8929,True
214401,PB USA LLC FL 33907,24.0,00:00:00,NORTH FORT MYERS,1941 Dana Dr,Fort Myers,FL,33907,Tabletop,Tabletop,Araj Shaikh,45,7,7,1.0,0.9556,True
275562,Grand Leisure Outdoor Product Co. CA 91746,24.0,00:00:00,ARCADIA,13060 Temple Ave,City of Industry,CA,91746,APS Outdoor,Lighting,Melody Lu,24,7,5,0.7143,0.9167,True
291865,GIFYET LTD NJ 08016 ,24.0,,ROBBINSVILLE,1620 River Rd,Burlington,NJ,08016 ,APS AEOF,Entertainment Furniture,Asia Supplier Service Desk,40,7,5,0.7143,0.875,True
299542,SHENZHENSHI AOJIA KEJIYOUXIANGONGSI CA 91748,24.0,,INDUSTRY,18450 East Gale Avenue ,City of Industry,CA,91748,APS K&D,Furniture - Bedroom,Hannah Guan,19,7,7,1.0,1.0,True
306557,GuCang-NJ-11629-13,24.0,,INDUSTRY,1183 Florence Rd,Columbus,NJ,08022,APS Home Improvement,Outdoor Structures,Nicole Sun,16,7,7,1.0,0.875,True
313018,"Hangzhou Gesong E-commerce Co., Ltd. GA 30168",24.0,,AUSTELL,545 Lake Careco Road,Austell,GA,30168,Wayfair,Outdoor,Qiwen Fan,22,7,5,0.7143,1.0,True
321001,"NINGBO QAYA ILLUMINATION CO.,LTD WA 98424",24.0,,TACOMA,6546 20th St E,Fife,WA,98424,APS,Furniture - Bedroom,Asia Supplier Service Desk,22,7,5,0.7143,1.0,True
323265,"Putianshi Wantaiwujin Co., Ltd. NJ 07064",24.0,,SOUTH CARTERET,1001 W Middlesex Ave,Port Reading,NJ,07064,Wayfair,Furniture - Bedroom,Asia Supplier Service Desk,21,7,6,0.8571,1.0,True
324818,运去哪儿-NJ美东仓,24.0,,SOUTH CARTERET,1001 W Middlesex Ave,Port Reading,NJ,07064,APS Youth,Decorative Accent - Wall Accents,Asia Supplier Service Desk,39,7,6,0.8571,0.9231,True
326715,GuCang-NJ-19,24.0,,PHILADELPHIA,CO 500 Ben Fairless Dr,Fairless Hills,PA,19030,APS Home Improvement,Outdoor Decor,Nicole Sun,28,7,7,1.0,0.8929,True
375460,"Ningbo Sandinrayli impexp co.,Ltd GA 31308",24.0,,SAVANNAH,1119 Interstate Center Blvd,Ellabell,GA,31308,APS Pet,Pet,Asia Supplier Service Desk,24,7,5,0.7143,1.0,True
401331,"Ningbo Yanpu Technology Co., Ltd PA 18634",24.0,,SCRANTON,250 Tradeport Rd,Nanticoke,PA,18634,APS Bedroom,Storage & Org - Frequency,Asia Supplier Service Desk,42,7,6,0.8571,0.9762,True
402261,shenzhen weimoli dianzishangwuyouxiangongsi NJ 08016,24.0,,ROBBINSVILLE,1620 River Road (door 9-46),Burlington,NJ,08016,APS Home Improvement,Appliances,Asia Supplier Service Desk,25,7,6,0.8571,0.92,True
405725,CAJW07,24.0,,WEST RIALTO,2163 Riverside Ave,Colton,CA,92324,APS Home Improvement,Plumbing - Core,Yu Xie,28,7,5,0.7143,0.9286,True
449183,GC-HOU-2,24.0,,HOUSTON LOCAL,30815 Kingsland Boulevard TX ,Brookshire ,TX,77423,APS Bedroom,Furniture - Bedroom,Asia Supplier Service Desk,40,7,7,1.0,1.0,True
475949,91440700MAC6BY20X3 CA 92337,24.0,,WEST RIALTO,11281 CITRUS AVE,FONTANA,CA,92337,APS Home Improvement,Lighting,Asia Supplier Service Desk,18,7,5,0.7143,0.8889,True
479535,"Fujian Yitai Investment Co.,LTD. NY 11530",24.0,,GARDEN CITY,4 Commercial Av,Garden City,NY,11530,APS Home Improvement,Storage & Org - Systems,Asia Supplier Service Desk,23,7,5,0.7143,0.8696,True
488722,Shenzhen shi jingchuang feilu keji youxian gongsi GA 31322,24.0,,SAVANNAH,301 CYPRESS MEADOW DR,Pooler,GA,31322,APS Decor,Outdoor Decor,Asia Supplier Service Desk,25,7,5,0.7143,0.96,True
48901,Joels Antiques,24.0,00:00:00,MANITOWOC,8122 Morrison Rd,Greenleaf,WI,54126,Decor,Decorative Accent - Wall Accents,Supplier Service Desk,28,6,5,0.8333,0.9643,True
219851,ANT19137,24.0,00:00:00,PHILADELPHIA,2900 Bridge St,Philadelphia,PA,19137,APS Youth,Decorative Accent - Wall Accents,Asia Supplier Service Desk,41,6,5,0.8333,1.0,True
271460,WILLAMSPACE LLC CA 91764,24.0,,CHINO LOCAL,800 N Barrington Avenue,Ontario,CA,91764,APS,Entertainment Furniture,Nora Li,18,6,6,1.0,0.9444,True
292448,LCNJ06,24.0,,ROBBINSVILLE,1950 River Road ,Burlington ,NJ,08016 ,APS Youth,Outdoor,Asia Supplier Service Desk,20,6,6,1.0,0.95,True
297472,YIGOBUY INC NJ 08016,24.0,00:00:00,ROBBINSVILLE,1950 River Road,Burlington ,NJ,08016,APS,Accent Furniture,Blair-Yaqing Gong,19,6,5,0.8333,0.9474,True
352993,SKC-YQN-NJ-BLL,24.0,,LINDEN, 500 Linden Logistics Way,Linden,NJ,07036,APS AEOF,Furniture - Bedroom,Nora Li,29,6,5,0.8333,0.8621,True
358255,FUJIANJIABEISIKEJIYOUXIANGONGSI PA 18052,24.0,,LEHIGH VALLEY LOCAL,"3585 S. Church St. Whitehall, PA 18052",Whitehall,PA,18052,APS K&D,Entertainment Furniture,Asia Supplier Service Desk,17,6,5,0.8333,0.9412,True
367622,Craft Home Inc CA 92337,24.0,,WEST RIALTO,13521 Santa Ana Ave, Fontana,CA,92337,Upholstery,Upholstery - Core,Demi Wang,8,6,5,0.8333,0.875,True
411941,Shenzhenshi Daman Shiye Youxiangongsi NJ 07036,24.0,,LINDEN,500 Linden Logistics Way,Linden,NJ,07036,APS K&D,Furniture - Bedroom,Stella Yin,21,6,5,0.8333,1.0,True
414257,"NINGBO GLOBALWAY IMP.& EXP.CO.,LTD CA 92337",24.0,,WEST RIALTO,"11250 Poplar Ave, Bldg C",Fontana,CA,92337,APS AEOF,Furniture - Bedroom,Asia Supplier Service Desk,17,6,5,0.8333,0.9412,True
432697,EFFLIKE BLEALL GNARUSE INC CA 92337,24.0,,WEST RIALTO,11281 Citrus Ave,Fontana,CA,92337,Wayfair,Outdoor,Asia Supplier Service Desk,34,6,6,1.0,0.8529,True
445044,TURVISION INC NJ 07064,24.0,,SOUTH CARTERET,"1001 W Middlesex Ave, Port Reading, NJ 07064",Port Reading,NJ,07064,APS Housewares & More,Indoor Fireplaces,Supplier Service Desk,44,6,6,1.0,0.9091,True
452859,JUSTMAE INC AL 08859-1098,24.0,,,99 CALLAHAN BLVD PARLIN,PARLIN,NJ,08859-1098,APS AEOF,Entertainment Furniture,Fiona Jiang,6,6,6,1.0,1.0,True
465626,Linyibaisenjiajuyongpinyouxiangongsi CA 92336,24.0,,WEST RIALTO,C/O 14779 Bar Harbor Rd Fontana,Fontana,CA,92336,APS Upholstery,Storage & Org - Frequency,Asia Supplier Service Desk,28,6,5,0.8333,0.9643,True
476167,YQN BCF_CA,24.0,,WEST RIALTO,11281 CITRUS AVE,FONTANA,CA,92337,APS Home Improvement,Lighting,Asia Supplier Service Desk,27,6,5,0.8333,0.8519,True
2227,Micro World Corp,24.0,00:00:00,INDUSTRY,855 Towne Center Dr,Pomona,CA,91767,Casegoods,Furniture - Home Office,Ashley Green,19,5,4,0.8,1.0,True
13573,Little Tikes CA 92345,24.0,00:00:00,WEST RIALTO,10200 Amargosa rd,Hesperia,CA,92345,Recreation,Recreation,XiLin Choi,26,5,5,1.0,1.0,True
17080,Durham Manufacturing CT 06422,24.0,07:00:00,NORTH HAVEN,201 Main Street,Durham,CT,06422,Storage & Org - Frequency,Storage & Org - Systems,Supplier Service Desk,11,5,5,1.0,1.0,True
24173,KW Hammocks,24.0,00:00:00,KNOXVILLE,245 LANDS RD,MADISONVILLE,TN,37354,Outdoor Furniture,Outdoor,Isha Singh,35,5,4,0.8,0.9714,True
58048,Cosiest GA 30122,24.0,00:00:00,AUSTELL,Douglas Hill Park3,Lithia Springs,GA,30122,APS Outdoor,Outdoor Fireplaces,Qiwen Fan,38,5,5,1.0,0.9474,True
219582,宁波高玮进出口有限公司 WA 98387,24.0,00:00:00,OLYMPIA,5210 196th St E,Spanaway,WA,98387,APS AEOF,Furniture - Kitchen and Dining,Asia Supplier Service Desk,20,5,4,0.8,0.95,True
244092,Nicetree Consultant Inc CA 91730,24.0,,WEST RIALTO,9189 Utica Ave,Rancho Cucamonga,CA,91730,Upholstery,Upholstery - Core,Kosi Obi,22,5,5,1.0,0.9091,True
245570,MEET SUNNY CORPORATION CA 91752,24.0,00:00:00,WEST RIALTO,3900 Hamner Ave,Eastvale,CA,91752,APS,Outdoor,Danica Guo,17,5,4,0.8,0.8824,True
285088,Qianhai Qianyi (Shenzhen) Technology Co.CA91761(2),24.0,,CHINO LOCAL,1521 E Francis St,Ontario,CA,91761,APS Home Improvement,Lighting,Hernando Xia,17,5,4,0.8,0.9412,True
291042,MEET SUNNY CORPORATION CA 91752(2),24.0,00:00:00,WEST RIALTO,11010 Hopkins st,jurupa valley,CA,91752,APS,Outdoor,Danica Guo,6,5,5,1.0,1.0,True
307546,RunFine Group CA 95691,24.0,00:00:00,SACRAMENTO LOCAL,1810 Enterprise Boulevard,West Sacramento,CA,95691,Plumbing,Plumbing - Vanities,Supplier Service Desk,22,5,4,0.8,0.9545,True
308818,Sunon TX 77493,24.0,,HOUSTON LOCAL,28501 Hwy Blvd,Katy,TX,77494,APS,Upholstery - Core,Fiona Jiang,10,5,4,0.8,0.9,True
351437,Tmekeeper INC. TX 77494,24.0,,HOUSTON LOCAL,28119 KATY FWY,KATY ,TX,77494,APS Bedroom,Lighting,Christal Ding,15,5,4,0.8,0.9333,True
351738,"Zhejiang Huaaokang Furniture Co.,Ltd NJ 07064",24.0,,SOUTH CARTERET,1001 W Middlesex Ave,Port Reading,NJ,07064,APS Outdoor,Outdoor,Qiwen Fan,20,5,4,0.8,0.9,True
353643,"FUFU and GAGA Trade Co., Ltd. TX 77494",24.0,,HOUSTON LOCAL,28119 KATY FWY,KATY ,TX,77494,APS Bedroom,Nursery,Christal Ding,25,5,4,0.8,0.96,True
361399,OSTBA APPLIANCE INC TX 77494,24.0,,HOUSTON LOCAL,28501 Hwy Blvd,Katy,TX,77494,Appliances,Small Electrics,Tracy Rong,9,5,4,0.8,1.0,True
361471,Ningboyuxudianzishangwuyouxiangongsi CA 91730,24.0,,WEST RIALTO,11340 Jersey Boulevard,Rancho Cucamonga,CA,91730,APS AEOF,Wayfair,Ricky Yu,18,5,4,0.8,0.9444,True
365190,Central Power International Limited LLC CA 92337,24.0,,WEST RIALTO,13083 Slover Ave,Fontana,CA,92337,APS K&D,Wayfair,Hannah Guan,20,5,5,1.0,0.9,True
372797,TaizhouYishabeianJiejuCLtd. NJ 08036,24.0,,CAMDEN,"C/O 100 Lawrence Blvd, Hainesport",Hainesport,NJ,08036,Wayfair,Pet,Asia Supplier Service Desk,16,5,4,0.8,1.0,True
373915,hangzhousushijiajushejiyouxiangongsi CA 91731,24.0,,ARCADIA,4388 Shirle Avenue,El Monte,CA,91731,APS Bedroom,Wayfair,Asia Supplier Service Desk,7,5,4,0.8,1.0,True
408557,"Ganzhou Yong Xin Zuo Furniture Co., Ltd. NJ 07064",24.0,,SOUTH CARTERET,1001 W Middlesex Ave,Port Readin,NJ,07064,Wayfair,Entertainment Furniture,Asia Supplier Service Desk,11,5,4,0.8,1.0,True
431283,GYM HERO TECHNOLOGY CO LTD NJ 08831,24.0,,PRINCETON,117 Interstate Blvd,Monroe,NJ,08831,APS Decor,Furniture - Home Office,Asia Supplier Service Desk,11,5,4,0.8,1.0,True
432817,"Hangzhou Tingyun International Trading Co., Ltd. PA 18052",24.0,05:00:00,LEHIGH VALLEY LOCAL,3585 S. Church St.,Whitehall,PA,18052,Wayfair,Outdoor,Supplier Service Desk,26,5,4,0.8,0.9615,True
451986,HONGKONG AODK UNIVERSAL LIMITED NJ 07064,24.0,,SOUTH CARTERET,1001 W Middlesex Ave,Port Reading,NJ,07064,APS AEOF,Furniture - Bedroom,Fiona Jiang,17,5,5,1.0,1.0,True
472162,"Shenzhen Vivid Trading Co., Ltd. CA 92324",24.0,,WEST RIALTO,"2163 Riverside Ave, Colton, CA 92324",CA,CA,92324,APS Bedroom,Furniture - Kitchen and Dining,Supplier Service Desk,23,5,4,0.8,0.9565,True
476622,hangzhoukuajingyiwangluokejiyouxiangongsi CA 91730-1111,24.0,,WEST RIALTO,9189 Utica Ave,Rancho Cucamonga,CA,91730-1111,APS Home Improvement,Outdoor,Asia Supplier Service Desk,22,5,4,0.8,0.9091,True
306,Bradley Smoker,24.0,00:00:00,ROCK ISLAND,644 Enterprise Ave,Galesburg,IL,61401,Grills,Grills,Annie Reed,18,4,3,0.75,1.0,True
99315,nicesoul furniture inc CHINO CA 91710,24.0,00:00:00,CHINO LOCAL,DONG FANG MARKETING INC 5125 Schaefer Ave,Chino ,CA,91710,APS Outdoor,Outdoor,Moti Mao,17,4,3,0.75,0.8824,True
148984,CAP CA 92571,24.0,00:00:00,RIALTO LOCAL,728 W Rider St,Perris,CA,92571,Appliances,Appliances,Adam Quarterman,13,4,4,1.0,0.9231,True
202241,Sonor Rous INC CA,24.0,00:00:00,RIALTO LOCAL,728 W Rider St,Perris,CA,92571,APS,Pet,Asia Supplier Service Desk,19,4,3,0.75,0.9474,True
235001,ZHUHAI PEITIANLI DECORATIVE MATERIAL CA 91710,24.0,00:00:00,CHINO LOCAL,14310 Ramona Avenue,Chino,CA,91710,APS,Decorative Accent - Wall Accents,Asia Supplier Service Desk,9,4,3,0.75,0.8889,True
247397,Nicaragua Innovation Technology CA 91766,24.0,,INDUSTRY,1589 E Nine St,Pomona,CA,91766,APS,Plumbing - Core,Ida Li,18,4,3,0.75,1.0,True
279061,"Anji Wuyeqianxing Furniture Co., Ltd CA 92571",24.0,,RIALTO LOCAL,728 W Rider St,Perris,CA,92571,APS Home Improvement,Outdoor Decor,Danica Guo,16,4,3,0.75,0.9375,True
285924,"Shenzhen Laiwo Trading Co., Ltd. NJ 08505",24.0,,ROBBINSVILLE,3280 US 206,Bordentown,NJ,08505,APS,Furniture - Kitchen and Dining,Stella Yin,31,4,3,0.75,0.871,True
286009,WILLAMSPACE LLC CA 91731 ,24.0,,ARCADIA,4388 Shirley Ave,El Monte ,CA,91731,APS,Entertainment Furniture,Nora Li,15,4,3,0.75,0.8667,True
288223,Oxford USA Corporation TX 77423,24.0,,HOUSTON LOCAL,32045 US-90 Bus ,Brookshire,TX,77423,Wayfair,Tabletop,Isabella Keel,12,4,4,1.0,1.0,True
298758,BDI Alabama,24.0,00:00:00,ANNISTON,809 Bama Drive,Oxford,AL,36203,Pet,Pet,Supplier Service Desk,7,4,3,0.75,1.0,True
327779,"AD ASTRA(Xiamen) E-Commerce Co.,LTD NJ 08846 ",24.0,,WOODBRIDGE LOCAL,245 Mountain Ave,Middlesex,NJ,08846,APS Youth,Decorative Accent - Wall Accents,Thomas Zhang,11,4,3,0.75,1.0,True
328841,Foshanshiqizhengdianqiyouxiangongsi CA 91724,24.0,,ARCADIA,1067 N Grand Ave,Covina,CA,91724,APS Home Improvement,Seasonal Decor,Asia Supplier Service Desk,19,4,4,1.0,0.9474,True
333498,Shenzhen shi jingchuang feilu keji CA 92337(2),24.0,00:00:00,WEST RIALTO, 11281 CITRUS AVE,FONTANA,CA,92337,APS Youth,Outdoor Decor,Asia Supplier Service Desk,25,4,3,0.75,0.88,True
334357,GIROMET CO NJ 08817 (2),24.0,00:00:00,WOODBRIDGE LOCAL,18 Distribution Blvd,Edison,NJ,08817,Casegoods,Furniture - Home Office,Prisha Mark,11,4,3,0.75,1.0,True
344769,Deepcooling LLC TX 77494,24.0,00:00:00,HOUSTON LOCAL,28501 Hwy Blvd,Katy,TX,77494,Casegoods,Storage & Org - Furniture Adj,Asia Supplier Service Desk,17,4,4,1.0,1.0,True
351741,"Zhejiang Huaaokang Furniture Co.,Ltd TX 77494",24.0,,HOUSTON LOCAL,28501 Hwy Blvd,Katy,TX,77494,APS Outdoor,Outdoor,Qiwen Fan,14,4,4,1.0,1.0,True
353157,WPHOU4-WPHOU6-HOU05.,24.0,,HOUSTON LOCAL,14402 Fallbrook Dr Suite 290,Cypress,TX,77429,APS Bedroom,Furniture - Kitchen and Dining,Asia Supplier Service Desk,25,4,3,0.75,0.96,True
355328,Heininger Holdings LLC CA 94538,24.0,00:00:00,FREMONT,40577 Albrae St Ste E,Fremont,CA,94538,Outdoor Furniture,Outdoor,Kate Schryver,22,4,3,0.75,1.0,True
365479,YQN-GA,24.0,,BRASELTON,2105 Buford Highway,Buford,GA,30518 ,APS Rugs,Rugs,Rainbow Wu,13,4,4,1.0,1.0,True
372238,Nantongmijieshangmaoyouxiangongsi NJ 07064,24.0,,SOUTH CARTERET,1001 W Middlesex Ave, Port Reading,NJ,07064,APS AEOF,Furniture - Home Office,Asia Supplier Service Desk,23,4,3,0.75,1.0,True
