supplier_id,su_name,lt,cutoff,station_name,address,city,state,postal_code,sto,marketing_category,srm,last_6_weeks_volume,fri_sat_order_volume,fri_sat_weekend_shipped_volume,pct_fri_sat_shipped_on_sat_or_sun,ifr,weekend_shipping_candidate
372644,anjihengyidianzishangwuyouxiangongsi CA 92335,24.0,,WEST RIALTO,13277 San Bernardino Ave,Fontana,CA,92335,APS K&D,Furniture - Kitchen and Dining,Hannah Guan,28,4,4,1.0,0.8929,True
375475,shenzhen weimoli dianzishangwuyouxiangongsi TX 75056,24.0,,IRVING,"C/O 4301 Live Oak Dr, Building E",The Colony,TX,75056,APS Home Improvement,Small Electrics,Asia Supplier Service Desk,12,4,3,0.75,0.9167,True
375833,WANYITONG USWC5,24.0,,INDUSTRY,151 Marcellin Dr,City of Industry,CA,91789,APS Bedroom,Furniture - Bedroom,Noemi Tang,10,4,3,0.75,1.0,True
399388, 乐歌HOU07,24.0,00:00:00,HOUSTON LOCAL,28119 KATY FWY,KATY,TX,77494,APS Bedroom,Storage & Org - Furniture Adj,Iris Sang,11,4,4,1.0,0.9091,True
406400,ZT TRADING INC. CA 92337 (2),24.0,,WEST RIALTO,13423 Santa Ana Avenue,Fontana,CA,92337,APS Outdoor,Spas,Asia Supplier Service Desk,22,4,3,0.75,0.9545,True
412125,anjigufengjiajuyouxiangongsi CA 92571,24.0,,RIALTO LOCAL,728 W Rider St,Perris,CA,92571,APS Upholstery,Upholstery - Core,Asia Supplier Service Desk,15,4,4,1.0,1.0,True
413704,Chengdushi Fengteng Technology Co Ltd GA 30168,24.0,,AUSTELL,"C/O 7915 White Road, Building 100",Austell,GA,30168,APS Home Improvement,Tabletop,Asia Supplier Service Desk,23,4,4,1.0,0.913,True
414055,"NANJING HENGKE ELECTRONIC COMMERCE CO., LTD KY 41048",24.0,,N.  KENTUCKY LOCAL,2125 Gateway Blvd,Hebron,KY,41048,APS Housewares & More,Decorative Accent - Home Accents,Asia Supplier Service Desk,16,4,3,0.75,0.9375,True
427128,QUANZHOURUNYONGMAOYIYOUXIANGONGSI CA 91764,24.0,,CHINO LOCAL,800 N. Barrington Avenue,Ontario,CA,91764,APS AEOF,Furniture - Bedroom,Asia Supplier Service Desk,16,4,3,0.75,0.875,True
440354,ZHIMAO STAR TECHNOLOGY LIMITED TN 38118(1),24.0,,OLIVE BRANCH LOCAL,4259 Air Trans Road,Memphis,TN,38118,Wayfair,Upholstery - Core,Supplier Service Desk,21,4,4,1.0,1.0,True
440538,"Hangzhou Ruiwei Intelligent Home Technology Co., Ltd. NJ 08086",24.0,,CAMDEN,"301 Grove Rd, Suites#200,West Deptford,Thorofare",Thorofare,NJ,08086,APS Upholstery,Upholstery - Core,Asia Supplier Service Desk,11,4,3,0.75,1.0,True
446200,AISUNG INC IL 60451,24.0,,MOKENA,"2301 Ellis Court New Lenox, IL 60451", Ellis Court New Lenox,IL,60451,APS AEOF,Accent Furniture,Asia Supplier Service Desk,18,4,3,0.75,0.9444,True
458639,               WPPA2,24.0,,LEHIGH VALLEY LOCAL,3363 Gun Club Rd,Nazareth,PA,18064 ,APS K&D,Entertainment Furniture,Hannah Guan,19,4,3,0.75,0.8947,True
460574,YXSUN COMPANY LTD IL 60502,24.0,,SOUTH CHICAGO,C/O 4275 Ferry Rd,Aurora,IL,60502,APS Decor,Storage & Org - Systems,Lavinia Zhang,18,4,4,1.0,1.0,True
463929,"Hangzhou Meikaxi Technology Co.,LTd TX 77494",24.0,,HOUSTON LOCAL,28501 Hwy Blvd,Katy,TX,77494,APS AEOF,Upholstery - Core,Asia Supplier Service Desk,21,4,3,0.75,0.9048,True
468539,Peachtree press inc_1 TX 77521,24.0,,BAYTOWN,1770 East Freeway Services Rd,Baytown,TX,77521,APS Wayfair Professional,Office,Asia Supplier Service Desk,16,4,3,0.75,0.875,True
484103,AIVITUVIN INC GA 31326(3),24.0,,SAVANNAH,3300 Coastal Trade Center Parkway,Rincon,GA,31326,APS Pet,Pet,Regan Zou,8,4,4,1.0,1.0,True
3574,Travel Chair,24.0,00:00:00,TACOMA,5709 34th Ave NW,Gig Harbor,WA,98335,Outdoor Furniture,Outdoor,Supplier Service Desk,4,3,3,1.0,1.0,True
26762,Central Brass CA,24.0,00:00:00,SANTA FE SPRINGS,3325 S. Garfield Ave.,Commerce,CA,90040,Plumbing,Plumbing - Core,Madison MacDowell,5,3,3,1.0,1.0,True
40547,Pacific Currents Inc. CA 91765,24.0,00:00:00,INDUSTRY,20538 E OAK MEADOW LN,DIAMOND BAR,CA,91765,Outdoor Structures,Outdoor Structures,Supplier Service Desk,15,3,3,1.0,0.8667,True
108154,"FlySoar Trade Co., Ltd TX 77494",24.0,00:00:00,HOUSTON LOCAL,28119 KATY FWY,KATY ,TX,77494,APS,Lighting,Christal Ding,14,3,3,1.0,0.9286,True
182554,Chintex Orential USA INC CA 91761,24.0,,CHINO LOCAL,13015 S kirkwood Rd,Ontario,CA,91761,Soft Home,Upholstery - Core,Alaina Phelan,7,3,3,1.0,1.0,True
191719,Interlink Products International NJ 07036,24.0,00:00:00,LINDEN,1375 E LINDEN AVE,LINDEN,NJ,07036,Plumbing,Plumbing - Core,Madison MacDowell,19,3,3,1.0,0.9474,True
221412,"Zhejiang Linya Co., Ltd TXJW",24.0,00:00:00,DALLAS LOCAL,321 W Centre Park Blvd #100,Desoto,TX,75115,APS Home Improvement,Wayfair,Danica Guo,23,3,3,1.0,0.9565,True
224130,CA JW2,24.0,00:00:00,INDUSTRY,1589 E 9th St,Pomona,CA,91766,APS,Plumbing - Core,Yu Xie,8,3,3,1.0,1.0,True
269278,Tigris OH 43615,24.0,13:00:00,TOLEDO LOCAL,2854 N Holland Sylvania Road,Toledo,OH,43615,Plumbing,Plumbing - Core,Maverick Schlosser,8,3,3,1.0,1.0,True
270751,TANYA DECOR INC CA 91730,24.0,14:00:00,,10013 Eighth Street Unit K,Rancho Cucamonga,CA,91730,Wayfair,Lighting,Asia Supplier Service Desk,10,3,3,1.0,1.0,True
286836,"Shenzhen Laiwo Trading Co., Ltd. IL 60431",24.0,,SOUTH CHICAGO,1600 Rock Creek Blvd,Joliet,IL,60431,APS,Pet,Stella Yin,8,3,3,1.0,0.875,True
293152,Shenzhenshiweilukejiyouxiangongsi CA 92335 (3),24.0,,WEST RIALTO,8375 Sultana Ave Unit 2,Fontana,CA,92335,APS,Furniture - Bedroom,Stella Yin,9,3,3,1.0,1.0,True
299570,Healthcareco ltd NJ 08901 ,24.0,,EAST BRUNSWICK,520 JERSEY AVE ,NEW BRUNSWICK,NJ,08901,APS Mattresses,Upholstery - Core,Sylvia Ding,8,3,3,1.0,1.0,True
314813,Xiamenchaoshengmaoyiyouxiangongsi PA 18052,24.0,00:00:00,LEHIGH VALLEY LOCAL,3585 S Church St,Whitehall,PA,18052,Wayfair,Entertainment Furniture,Asia Supplier Service Desk,14,3,3,1.0,1.0,True
315533,"Anji Yibo Furniture Co., Ltd TX 77493",24.0,00:00:00,HOUSTON LOCAL,28501 Hwy Blvd,Katy,TX,77493,APS,Furniture - Kitchen and Dining,Noemi Tang,13,3,3,1.0,0.9231,True
332861,Ningbo Suntel Importing and Exporting NJ 07064,24.0,,SOUTH CARTERET,1001 W Middlesex Ave,Port Reading,NJ,07064,APS,Pet,Asia Supplier Service Desk,11,3,3,1.0,1.0,True
344809,ARTICLE-ET TECHNOLOGY DEVELOPMENT INC CA 95304,24.0,,TRACY LOCAL,2795 Paradise Road,Tracy,CA,95304,APS Bedroom,Furniture - Bedroom,Asia Supplier Service Desk,10,3,3,1.0,0.9,True
350767,Rossy Sprouts Inc TX 77494,24.0,00:00:00,HOUSTON LOCAL,28501 Hwy Blvd,Katy,TX,77494,APS Home Improvement,Lighting,Asia Supplier Service Desk,8,3,3,1.0,1.0,True
361136,SHEN ZHEN SHI FENG QIAO MAO YI YOU XIAN GONG SI CA 90022,24.0,,SANTA FE SPRINGS,5650 Grace Pl,Commerce ,CA,90022,APS Upholstery,Upholstery - Niche,Asia Supplier Service Desk,5,3,3,1.0,1.0,True
401272,Allied Plush lnc TX 75141,24.0,,DALLAS LOCAL,1200 W Wintergreen Rd,Hutchins,TX,75141,APS Home Improvement,Pet,Asia Supplier Service Desk,19,3,3,1.0,1.0,True
401274,Allied Plush lnc IN 46143,24.0,,GREENWOOD LOCAL,831 N Graham Rd,Greenwood,IN,46143,APS Home Improvement,Pet,Asia Supplier Service Desk,25,3,3,1.0,1.0,True
401347,Great Gamix Ltd NJ 08512,24.0,,PRINCETON,311 Cranbury Half Acre Rd,Cranbury,NJ,08512,APS Upholstery,Furniture - Home Office,Asia Supplier Service Desk,9,3,3,1.0,0.8889,True
405004,"Hangzhou Skytech Outdoor Co., LTD NJ 08067",24.0,,CAMDEN,2 Gateway Blvd,Pedricktown,NJ,08067,APS Home Improvement,Outdoor Structures,Danica Guo,7,3,3,1.0,1.0,True
408857,lijincheng canada T2C 4Z8,24.0,,CALGARY YYCA,150 to 9620 68th Street SE ,Calgary,AB,T2C 4Z8,Wayfair Professional,Storage & Org - Frequency,Andres Liu,14,3,3,1.0,1.0,True
411781,"Changsha Lulang Information Technology Co., Ltd. CA 92337-8234",24.0,,,10850 Business Drive,Fontana,CA,92337-8234,APS Bedroom,Furniture - Bedroom,Asia Supplier Service Desk,10,3,3,1.0,1.0,True
414516,"Anji Younike Furniture Co.,Ltd CAN ON L5L 6A6",24.0,,MISSISSAUGA YIBA,3600A Laird RD Unit10 Back Door,Mississauga,ON,L5L 6A6,APS K&D,Furniture - Kitchen and Dining,,27,3,3,1.0,0.963,True
452865,JUSTMAE INC NJ 08554,24.0,,,839 Railroad Ave,Roebling,NJ,08554,APS AEOF,Furniture - Home Office,Fiona Jiang,3,3,3,1.0,1.0,True
464772,WYD-CA06,24.0,,WEST RIALTO,3285 De Forest Cir,Jurupa Valley,CA,91752,APS Home Improvement,Storage & Org - Frequency,Danica Guo,10,3,3,1.0,0.9,True
466279,"Zhongshan Chuanglai Lighting Technology Co., Ltd. TX 77494",24.0,,HOUSTON LOCAL,"28501 Hwy Blvd,",Katy,TX,77494,APS Home Improvement,Lighting,Asia Supplier Service Desk,10,3,3,1.0,1.0,True
475179,[WPLA4],24.0,,WEST RIALTO,13083 Slover Ave,Fontana,CA,92337-7313,APS Bedroom,Furniture - Bedroom,Noemi Tang,20,3,3,1.0,0.95,True
19104,EKKA International Co. LTD.,24.0,00:00:00,MCCOOK,5200 Thatcher Rd,Downers Grove,IL,60515,Storage & Org - Frequency,Storage & Org - Frequency,Bryn Bennett,3,2,2,1.0,1.0,True
31331,SCHEER USA DISTRIBUTION,24.0,00:00:00,FORT LAUDERDALE,4800 Lyons Technology Pkwy,Coconut Creek,FL,33073,Kitchen & Small Electrics,Kitchen,Jake Han,7,2,2,1.0,1.0,True
59310,Truker NJ 07072,24.0,,EAST BRUNSWICK,520 Jersey Ave,New Brunswick ,NJ,08901,APS,Upholstery - Core,Asia Supplier Service Desk,18,2,2,1.0,0.8889,True
75782,BANGTON INC GA 30122,24.0,00:00:00,AUSTELL,850 Douglas Hills Rd,Lithia Springs,GA,30122,APS,Teen,Asia Supplier Service Desk,10,2,2,1.0,0.9,True
105470,Spot Light Inc CA 92660,24.0,,ANAHEIM,781 Alderwood Dr,Newport Beach,CA,92660,Lighting,Lighting,Supplier Service Desk,4,2,2,1.0,1.0,True
177561,MM CASA TX 30ESP,24.0,06:00:00,SPRING,30 Esplanade Blvd #100,Houston,TX,77060,APS,Outdoor,Janet Jiang,11,2,2,1.0,1.0,True
198282,GWLinens CA 95050,24.0,,SAN JOSE,2080 Walsh Ave Ste A,Santa Clara,CA,95050,Tabletop,Tabletop,Isabella Keel,16,2,2,1.0,0.9375,True
203540,西邮美西洛杉矶7仓,24.0,00:00:00,,13083 Slover Ave,Fontana,CA,92335,APS K&D,Furniture - Home Office,Stella Yin,10,2,2,1.0,1.0,True
224126,NJ JW2,24.0,00:00:00,EAST BRUNSWICK,1605 Jersey Ave,North Brunswick,NJ,08902,APS,Plumbing - Vanities,Yu Xie,10,2,2,1.0,1.0,True
236630,"Chengdu Cuihu Palace Wall Technology Co., Ltd. NJ4",24.0,,PRINCETON,311 Cranbury Half Acre Rd,Cranbury,NJ,08512,APS,Upholstery - Core,Asia Supplier Service Desk,5,2,2,1.0,1.0,True
237544,MXY-CA-92337,24.0,,WEST RIALTO,12005 Cabernet Dr,Fontana,CA,92337,APS,Upholstery - Core,Asia Supplier Service Desk,7,2,2,1.0,0.8571,True
241000,Circlelink Group NJ 08022,24.0,00:00:00,ROBBINSVILLE,1179 Florence Road,Mansfield Jersey,NJ,08022,APS,Furniture - Kitchen and Dining,Asia Supplier Service Desk,10,2,2,1.0,1.0,True
245496,BATAMEX LLC FL 32216,24.0,,JACKSONVILLE,1859 Caravan Trail Road ,Jacksonville,FL,32216,WGS-Turkey,Decorative Accent - Wall Accents,Asia Supplier Service Desk,6,2,2,1.0,1.0,True
245866,Hawk Crest Products,24.0,,POTTSVILLE,21 walnut drive,orwigsburg ,PA,17961,Plumbing,Plumbing - Vanities,Supplier Service Desk,13,2,2,1.0,1.0,True
252543,GuCang CA-133,24.0,00:00:00,WEST RIALTO,14779 Bar Harbor Road,Fontana,CA,92336,APS Home Improvement,Outdoor Structures,Nicole Sun,7,2,2,1.0,0.8571,True
254015,GC-NJ15,24.0,,CAMDEN,CO 100 Lawrence Blvd,Hainesport,NJ,08036,APS Outdoor,Outdoor Structures,Danica Guo,5,2,2,1.0,1.0,True
255356,nanjinghangzhouwangluokejiyouxiangongsi NJ 08016,24.0,,ROBBINSVILLE,1950 River Road,Burlington,NJ,08016,APS Mattresses,Mattresses - Utility Bedding,Asia Supplier Service Desk,5,2,2,1.0,1.0,True
268452,Tianjin heman kejiyouxiangongsi NJ 07064,24.0,,SOUTH CARTERET,1001 W Middlesex Ave,Port Reading,NJ,07064,APS Bedroom,Furniture - Bedroom,Asia Supplier Service Desk,23,2,2,1.0,1.0,True
282258,JUXING furniture inc CA 91764,24.0,00:00:00,CHINO LOCAL,800 N Barrington Avenue,Ontario,CA,91764,APS,Wayfair,Asia Supplier Service Desk,12,2,2,1.0,1.0,True
290889,XY-SOU-4,24.0,,HOUSTON LOCAL,14402 Fallbrook Drive,Houston ,TX,77429,APS,Furniture - Kitchen and Dining,Asia Supplier Service Desk,8,2,2,1.0,1.0,True
292876,XHD-NJ08-US,24.0,,EAST BRUNSWICK,1202 Airport Road,North Brunswick ,NJ,08902,APS Home Improvement,Playroom,Evelyn Chen,6,2,2,1.0,1.0,True
295251,NJ-KYT19,24.0,00:00:00,BAYTOWN,8790 Wallisville Rd,HOUSTON,TX,77029,APS,Furniture - Bedroom,Lydia Liu,8,2,2,1.0,1.0,True
299227,Ever Grace CA 92335,24.0,00:00:00,WEST RIALTO,8300 Almeria Ave,Fontana,CA,92335,APS,Bedding,lance Zhou,14,2,2,1.0,1.0,True
307646,ningbo dreamer trading co ltd CA 91710,24.0,,,5228 Edison Ave,Chino,CA,91710,APS,Furniture - Home Office,Asia Supplier Service Desk,3,2,2,1.0,1.0,True
316866,Stellweilan Tessberg LLC NJ 08036,24.0,,CAMDEN,C O 100 Lawrence Blvd,Hainesport,NJ,08036,Storage & Org,Tabletop,Supplier Service Desk,3,2,2,1.0,1.0,True
330224,Vego Garden Inc. NJ 07036,24.0,,LINDEN,1600 Lower Rd,Linden,NJ,07036,Decor,Outdoor Decor,Phoebe Leonard,15,2,2,1.0,1.0,True
345222,HOLTEK Home LLC AL 31407,24.0,00:00:00,SAVANNAH,150 Portside Ct,Savannah,GA,31407,Outdoor Furniture,Upholstery - Core,Isha Singh,7,2,2,1.0,1.0,True
348327,luoyangshuyijiajuyouxiangongsi NJ 07036,24.0,,LINDEN,700 Linden Logistics Way,Linden,NJ,07036,Wayfair,Storage & Org - Systems,Asia Supplier Service Desk,8,2,2,1.0,1.0,True
349255,FLINT GARDEN INC GA 31326,24.0,,SAVANNAH,1001 Trade Center parkway,Rincon,GA,31326,APS Home Improvement,Lighting,Asia Supplier Service Desk,4,2,2,1.0,1.0,True
349280,"Ningbo Xin Su Da Trading Co., Ltd. TX 77494",24.0,09:00:00,HOUSTON LOCAL,28501 Hwy Blvd ,Katy ,TX,77494,APS AEOF,Furniture - Home Office,Fiona Jiang,2,2,2,1.0,1.0,True
352810,FSFYQN-BLL_NJ_US,24.0,,LINDEN,500 Linden Logistics Way,Linden,NJ,07036,APS AEOF,Furniture - Home Office,Nora Li,6,2,2,1.0,1.0,True
352992,Nicetree Consultant Inc TX 77085,24.0,,SUGAR LAND,5810 W Fuqua St,Houston,TX,77085,Upholstery,Upholstery - Core,Kosi Obi,2,2,2,1.0,1.0,True
353100,shenzhenshi linenmaoyi youxiangongsi NJ 07064,24.0,,SOUTH CARTERET,1001 W Middlesex Ave,Port Reading,NJ,07064,APS K&D,Furniture - Bedroom,Stella Yin,6,2,2,1.0,1.0,True
354908,Lifelong Company CA 91761 (4),24.0,06:00:00,CHINO LOCAL,3510 E Francis St,Ontario ,CA,91761,APS Youth,Youth Bedroom,Asia Supplier Service Desk,3,2,2,1.0,1.0,True
354913,Lifelong Company GA 31302,24.0,09:00:00,SAVANNAH,3001 Jimmy Deloach Parkway,Bloomingdale ,GA,31302,APS Youth,Storage & Org - Furniture Adj,Asia Supplier Service Desk,4,2,2,1.0,1.0,True
356164,Yantai Aifengdianzishangwu Youxiangongsi WA 98439,24.0,,OLYMPIA,14801 Spring Street SW,Lakewood ,WA,98439 ,APS K&D,Furniture - Bedroom,Asia Supplier Service Desk,3,2,2,1.0,1.0,True
358069,Minka/Metropolitan CA 92551,24.0,00:00:00,RIALTO LOCAL,16901 San Celeste St,Moreno Valley,CA,92551,Lighting,Lighting,Cheryl Lin,5,2,2,1.0,1.0,True
364600,shenzhenshidouchikejiyouxiangongsi NJ 07064,24.0,,SOUTH CARTERET,1001 W Middlesex Ave,Port Reading,NJ,07064,Decor,Seasonal Decor,Asia Supplier Service Desk,3,2,2,1.0,1.0,True
366879,GC WEST 20,24.0,00:00:00,WEST RIALTO,C/O 11296 Harrel St,Jurupa Valley,CA,91752,APS AEOF,Furniture - Bedroom,Asia Supplier Service Desk,18,2,2,1.0,0.8889,True
369844,"Shenzhen Gaohe Intelligent Furniture Co., Ltd. TN 38115",24.0,,OLIVE BRANCH LOCAL,"5625 Challenge Dr, suite 104",Memphis,TN,38115,Wayfair,Accent Furniture,Asia Supplier Service Desk,2,2,2,1.0,1.0,True
370473,wuhanyilanshidianzishangwuyouxiangongsi CA 92337,24.0,,WEST RIALTO,15950 Boyle Avenue,Fontana,CA,92337,APS Upholstery,Furniture - Home Office,Asia Supplier Service Desk,9,2,2,1.0,0.8889,True
399523,"Chengdu Aisenya E-commerce Co., Ltd CA 90670 (2)",24.0,,,10226 Palm Dr,Santa Fe Springs,CA,90670,APS K&D,Accent Furniture,Asia Supplier Service Desk,2,2,2,1.0,1.0,True
401339,"Ningbo Yanpu Technology Co., Ltd GA 31308",24.0,,SAVANNAH,1119 Interstate Center Blvd,Ellabell,GA,31308,APS Bedroom,Storage & Org - Furniture Adj,Asia Supplier Service Desk,26,2,2,1.0,1.0,True
401759,"VISION VORTEX CO.,LTD MD 21921",24.0,,NEW CASTLE,"1003 konica drive,elkton md 21921",Elkton,MD,21921,APS Outdoor,Outdoor,Qiwen Fan,11,2,2,1.0,0.9091,True
402094,SUMIJ LTD CA 92571,24.0,,RIALTO LOCAL,728 W Rider St,Perris,CA,92571,APS Bedroom,Recreation,Asia Supplier Service Desk,26,2,2,1.0,1.0,True
402311,91330523323510646E CA 92335,24.0,,WEST RIALTO,​8300 Almeria Avenue,Fontana,CA,92335,APS K&D,Furniture - Kitchen and Dining,Asia Supplier Service Desk,12,2,2,1.0,1.0,True
406497,Mary  Elisa Marketplace Inc. (Joyxeon) CA 92337,24.0,,WEST RIALTO,"11281 CITRUS AVE,, BUILDING2",Fontana,CA,92337,APS Housewares & More,Seasonal Decor,Asia Supplier Service Desk,5,2,2,1.0,1.0,True
409962,FEEDING JOY LLC PA 18064,24.0,,LEHIGH VALLEY LOCAL,3363 Gun Club Rd,Nazareth,PA,18064,APS Bedroom,Furniture - Bedroom,Asia Supplier Service Desk,7,2,2,1.0,0.8571,True
413852,shenzhenshixiangyukejiyouxianzerengongsi CA 91761,24.0,,CHINO LOCAL,2825 E Jurupa St dock 83-86,Ontario,CA,91761,Wayfair,Pet,Asia Supplier Service Desk,8,2,2,1.0,0.875,True
414344,shenzhenshi linenmaoyi youxiangongsi CAN BC V6W 0A1,24.0,,VANCOUVER_LOCAL,"16111 Blundell Road, #102",Richmond,BC,V6W 0A1,APS K&D,Furniture - Bedroom,Stella Yin,9,2,2,1.0,0.8889,True
414777,"Taizhou Yourun Trading Co., Ltd GA 30294",24.0,,ATLANTA LOCAL,14178 East Tanners Church Rd,Ellenwood,GA,30294,APS Housewares & More,Storage & Org - Furniture Adj,Asia Supplier Service Desk,3,2,2,1.0,1.0,True
416411,"Kunming Faping International Trading Co., Ltd CA 91731",24.0,,ARCADIA,4388 Shirle Avenue,El Monte,CA,91731,APS Home Improvement,Upholstery - Core,Asia Supplier Service Desk,5,2,2,1.0,1.0,True
418836,Shenzhenshiliyuguojimaoyiyouxianzerengongsi AL 08022,24.0,,ROBBINSVILLE,1179 Florence Rd,Columbus,NJ,08022,APS Bedroom,Outdoor Structures,Asia Supplier Service Desk,9,2,2,1.0,0.8889,True
422718,NJ2.,24.0,,SECAUCUS,140 Central Ave,Kearny,NJ,07032,APS K&D,Furniture - Kitchen and Dining,Asia Supplier Service Desk,5,2,2,1.0,1.0,True
425978,shenzhenshipengchengfengmaoyiyouxiangongsi OH 43228,24.0,,COLUMBUS LOCAL,3640 Zane Trace Drive,Columbus,OH,43228,APS Upholstery,Accent Furniture,Asia Supplier Service Desk,8,2,2,1.0,1.0,True
430050,Anji Xuanxian Commercial Trading Co Ltd CA 90220,24.0,,CARSON,1714 S. Anderson Ave.,Compton,CA,90220,APS Upholstery,Wayfair,Asia Supplier Service Desk,7,2,2,1.0,1.0,True
430462,Direct Wicker GA 31407,24.0,,,425 Jimmy Deloach Parkway,Savannah,GA,31407,APS Outdoor,Wayfair,Amber Xiang,2,2,2,1.0,1.0,True
432570,Living Source International CA 90703,24.0,,SANTA FE SPRINGS,16026 Manning Way,Cerritos,CA,90703,Outdoor Furniture,Entertainment Furniture,Isha Singh,3,2,2,1.0,1.0,True
433532,hangzhou wentong crafts furniture manufacturing co CA 91752,24.0,,WEST RIALTO,"3285 De Forest Cir, Jurupa Valley, CA 91752",Jurupa Valley,CA,91752,APS Upholstery,Accent Furniture,Estrella Wang,18,2,2,1.0,1.0,True
435362,"Jinbao Trade Import and Export Co., Limited CA 91761",24.0,,CHINO LOCAL,"1521 E Francis St,Unit B",Ontario,CA,91761,APS K&D,Furniture - Kitchen and Dining,Asia Supplier Service Desk,5,2,2,1.0,1.0,True
437965,TXJW10,24.0,,DALLAS LOCAL,321 W Centre Park Blvd #100,Desoto,TX,75115,APS Home Improvement,Plumbing - Core,Yu Xie,4,2,2,1.0,1.0,True
441684,"Hong Kong Qingkong Home Furnishing Co., Limited CA 91748",24.0,,INDUSTRY,18457 Railroad St,City of Industry,CA,91748,Soft Home,Rugs,Cecilia Jia,11,2,2,1.0,1.0,True
451412,中山市科炬灯饰有限公司 CA 92337,24.0,,WEST RIALTO,11281 CITRUS AVE,FONTANA,CA,92337,APS Home Improvement,Lighting,Asia Supplier Service Desk,8,2,2,1.0,0.875,True
460595,"Shenzhenshi Yiyibushe Technology Co., Ltd. GA 30168",24.0,,AUSTELL,"C/O 7915 White Road, Building 100",Austell,GA,30168,APS Home Improvement,Storage & Org - Furniture Adj,Asia Supplier Service Desk,16,2,2,1.0,0.875,True
465332,"Shenzhen Aoqi Technology CO., Ltd CA 92337",24.0,,WEST RIALTO,13052 Jurupa Ave,Fontana,CA,92337,APS K&D,Outdoor,Hannah Guan,7,2,2,1.0,1.0,True
467179,guangzhoushiwenqingdianzishangwuyouxiangongsi IL 60446,24.0,,SOUTH CHICAGO,"160 Southcreek Pky, Romeoville, IL 60446",Romeoville,IL,60446,APS Bedroom,Furniture - Bedroom,Asia Supplier Service Desk,5,2,2,1.0,1.0,True
471588,  Y-CA-3,24.0,,CHINO LOCAL,5491 E Philadelphia St,Ontario,CA,91761,APS Outdoor,Outdoor,Melody Lu,5,2,2,1.0,1.0,True
484142,"Wenzhou Maojia Trading Co., Ltd. PA 19030",24.0,,PHILADELPHIA,C/O 500 Ben Fairless Dr,Fairless Hills,PA,19030,Wayfair,Accent Furniture,Asia Supplier Service Desk,11,2,2,1.0,1.0,True
493667,Yiimo IL 60451,24.0,,MOKENA,2301 Ellis Court Unit A,New Lenox,IL,60451,APS Bedroom,Outdoor,Asia Supplier Service Desk,8,2,2,1.0,0.875,True
857,Preferred Nation,24.0,00:00:00,,821 E Francis St ,Ontario,CA,91761,Tabletop,Tabletop,Araj Shaikh,7,1,1,1.0,1.0,True
2487,Chroma USA Inc,24.0,00:00:00,BRASELTON,116 Helen Highway,CLEVELAND,GA,30528,Kitchen & Small Electrics,Kitchen,Jake Han,2,1,1,1.0,1.0,True
3017,Lone Star Darts & Billiards,24.0,00:00:00,ARLINGTON,2550 Gravel Dr,Fort Worth,TX,76118,Recreation,Recreation,Supplier Service Desk,1,1,1,1.0,1.0,True
10827,Couture Dreams,24.0,00:00:00,LONG ISLAND,1630 N. Ocean Ave,Holtsville,NY,11742,Soft Home,Bedding,Supplier Service Desk,14,1,1,1.0,1.0,True
17466,A Soft Idea,24.0,00:00:00,NORTH STRATFORD,67 Poland Street,Bridgeport,CT,06605,Soft Home,Bedding,Supplier Service Desk,2,1,1,1.0,1.0,True
25319,Averen Inc.,24.0,00:00:00,ARCADIA,1612 Chico Ave,South El Monte,CA,91733,Plumbing,Plumbing - Core,Madison MacDowell,3,1,1,1.0,1.0,True
25463,CAN_Bazz,24.0,00:00:00,SAINT LAURENT YULA,6000 Boulevard Thimens,St Laurent,QC,H4S 1S5,Lighting,Lighting,Supplier Service Desk,3,1,1,1.0,1.0,True
28794,Kube Bath CA 90040,24.0,00:00:00,,5354 E Slauson Avenue,Commerce,CA,90040,Plumbing,Plumbing - Core,Supplier Service Desk,2,1,1,1.0,1.0,True
31786,CAN_Provence Garden Decor,24.0,00:00:00,SCARBOROUGH,43 Riviera Drive,Markham,Ontario,L3R 5J6,Casegoods,Outdoor Decor,Supplier Service Desk,1,1,1,1.0,1.0,True
49120,Memomad TX 77027,24.0,07:00:00,SUGAR LAND,12835 Jess Pirtle Blvd,Sugar Land,TX,77027,Casegoods,Furniture - Bedroom,Prisha Mark,1,1,1,1.0,1.0,True
50771,Equator Advanced Appliances NC 27407,24.0,11:00:00,GREENSBORO LOCAL,2751 Patterson St,Greensboro,NC,27407,Appliances,Education,Bolu Ojuko,3,1,1,1.0,1.0,True
58208,"Livi Decor, LLC CA 90650",24.0,00:00:00,SANTA FE SPRINGS,14767 Carmenita Road,Norwalk,CA,90650,Rugs,Rugs,Supplier Service Desk,4,1,1,1.0,1.0,True
65272,Forme Millinery Inc dba Hat Boxes USA,24.0,00:00:00,EAST LOUISVILLE,1009 E Main St,Louisville,KY,40206,Decor,Decorative Accent - Home Accents,Supplier Service Desk,11,1,1,1.0,1.0,True
68369,"Mr. Peanuts Premium Products, LLC",24.0,00:00:00,,1544 Fieldbrook Street,Henderson,NV,89052,Pet,Pet,Supplier Service Desk,1,1,1,1.0,1.0,True
69371,Restaurantware,24.0,00:00:00,,2150 W 43rd St Unit B,Chicago,IL,60609,Tabletop,Tabletop,Rehaan Sardana,9,1,1,1.0,1.0,True
