supplier_id,su_name,parent_suid,parent_su_name,ops,purchase_order_number,order_complete_date,msbd_su,sp_lt,order_lt,cushion,supplierpartid,supplierpartnumber,SKU,ProductCategory,sto,inducted_on_time_or_early,order_lt_days,sp_lt_days
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",12293413975,658205609,2026-05-25,2026-07-06,,600,0,65045670,809-044/NAVY,BXCM4486,Furniture - Bedroom,PG Upholstery - Core,0,25.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",11375362506,657096671,2026-05-21,2026-06-26,,600,0,92022962,1024-022/SEAGLASS,BXCM1640,Entertainment Furniture,PG Upholstery - Core,1,25.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",12152100663,657180893,2026-05-21,2026-06-26,,600,0,65519093,1031-072/ANTFROSTWHITE,BXCM4523,Entertainment Furniture,PG Upholstery - Core,0,25.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",12174503169,654192832,2026-05-07,2026-06-26,,840,0,117124585,1031-009/0809-33/OCEAN,BXCM4525,Upholstery - Core,PG Upholstery - Core,0,35.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",12264071101,657033677,2026-05-21,2026-06-26,,600,0,107543432,809-144G/ANTIQUEFROST,BXCM4487,Furniture - Bedroom,PG Upholstery - Core,0,25.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",12279690865,657064213,2026-05-21,2026-06-26,,600,0,121573676,979-075/GL0999-061/ANTIQUEFROSTWHITE,BXCL1175,Furniture - Kitchen and Dining,PG Upholstery - Core,1,25.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",12183119342,654027111,2026-05-06,2026-06-25,,840,0,96134067,818-094/0317-63/HONEY,BXCM4596,Accent Furniture,PG Upholstery - Core,1,35.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",12206406989,656892741,2026-05-20,2026-06-25,,600,0,107543493,809-044G/SEAGLASS,BXCM4486,Furniture - Bedroom,PG Upholstery - Core,1,25.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",12277779105,656912741,2026-05-20,2026-06-25,,600,0,107543505,809-144G/SEAGLASS,BXCM4487,Furniture - Bedroom,PG Upholstery - Core,0,25.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",12182198679,656646023,2026-05-19,2026-06-24,,600,6,120615455,848-020/CELERY,BXCM5157,Furniture - Bedroom,PG Upholstery - Core,1,25.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",12273965025,656599768,2026-05-19,2026-06-24,,600,6,65519116,1031-072/SEAGLASS,BXCM4523,Entertainment Furniture,PG Upholstery - Core,0,25.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",12198506229,656203390,2026-05-17,2026-06-22,,600,6,27529542,979-075/GL0999-098/Celery,BXCL1175,Furniture - Kitchen and Dining,PG Upholstery - Core,1,25.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",12229942332,653383769,2026-05-03,2026-06-22,,840,0,55220047,1046-194/0865-91/SEAGLASS,BXCM3777,Accent Furniture,PG Upholstery - Core,1,35.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",12253144475,656081072,2026-05-17,2026-06-22,,600,6,121569037,914-072/WILLOW,BXCL1150,Entertainment Furniture,PG Upholstery - Core,1,25.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",12253251351,656148059,2026-05-17,2026-06-22,,600,6,39938218,1054-073/FROSTWHITE,BXCM1606,Accent Furniture,PG Upholstery - Core,1,25.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",12260048692,655773984,2026-05-15,2026-06-22,,600,6,112879639,838-072/COFFEE,BXCM5133,Entertainment Furniture,PG Upholstery - Core,1,25.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",12265703035,655939796,2026-05-16,2026-06-22,,600,6,65523438,1031-071/ANTFROSTWHITE,BXCM4529,Entertainment Furniture,PG Upholstery - Core,1,25.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",12103113323,652805904,2026-04-30,2026-06-19,,840,0,96986980,1023-094/0851-54/FROSTWHITE,BXCM5030,Accent Furniture,PG Upholstery - Core,0,35.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",12225929495,652829758,2026-04-30,2026-06-19,,840,0,150860956,546-009/0210-61,BXCM4522,Upholstery - Core,PG Upholstery - Core,1,35.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",12254319942,655334300,2026-05-13,2026-06-18,,600,6,126211007,838-071/AGEDBARREL,BXCM5134,Entertainment Furniture,PG Upholstery - Core,1,25.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",11354963366,655269018,2026-05-12,2026-06-17,,600,6,130052887,914-072/AGEDBARREL,BXCL1150,Entertainment Furniture,PG Upholstery - Core,1,25.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",11388192827,652457911,2026-04-28,2026-06-17,,840,0,64792282,549-005/0126-73,BXCM1676,Upholstery - Core,PG Upholstery - Core,1,35.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",12069114049,645138558,2026-03-23,2026-06-16,,1440,0,50079186,1023-073/HONEY,BXCM1784,Accent Furniture,PG Upholstery - Core,1,60.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",12183616581,652123764,2026-04-27,2026-06-16,,840,0,115176190,1046-194/0204-64/OCEAN,BXCM3777,Accent Furniture,PG Upholstery - Core,1,35.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",12249724942,654968552,2026-05-11,2026-06-16,,600,6,107543435,809-144G/NAVY,BXCM4487,Furniture - Bedroom,PG Upholstery - Core,0,25.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",11401700187,654384227,2026-05-08,2026-06-15,,600,6,112879736,838-044/BISQUE,BXCM5139,Furniture - Bedroom,PG Upholstery - Core,1,25.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",12119782583,654395268,2026-05-08,2026-06-15,,600,6,120615455,848-020/CELERY,BXCM5157,Furniture - Bedroom,PG Upholstery - Core,1,25.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",12204503765,650972248,2026-04-24,2026-06-15,,840,0,113063575,767-009/0126-63,BXCM5142,Upholstery - Core,PG Upholstery - Core,1,35.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",12234814691,654721919,2026-05-10,2026-06-15,,600,6,65519098,1031-072/CELERY,BXCM4523,Entertainment Furniture,PG Upholstery - Core,0,25.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",12249631445,654689413,2026-05-10,2026-06-15,,600,6,65046149,809-144/NAVY,BXCM4487,Furniture - Bedroom,PG Upholstery - Core,0,25.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",12250520715,654761998,2026-05-10,2026-06-15,,600,6,65045672,809-044/SEAGLASS,BXCM4486,Furniture - Bedroom,PG Upholstery - Core,1,25.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",11378776167,650848813,2026-04-24,2026-06-12,,840,0,116891309,914-009/0809-14/COFFEE,BXCL1616,Upholstery - Core,PG Upholstery - Core,1,35.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",11400695357,654238088,2026-05-07,2026-06-12,,600,6,107543503,809-144G/HONEY,BXCM4487,Furniture - Bedroom,PG Upholstery - Core,1,25.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",12118271883,654198491,2026-05-07,2026-06-12,,600,6,25869937,1046-171//Black,BXCL1408,Entertainment Furniture,PG Upholstery - Core,1,25.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",12242284555,654140288,2026-05-07,2026-06-12,,600,6,121573636,979-075/GL0999-098/OCEAN,BXCL1175,Furniture - Kitchen and Dining,PG Upholstery - Core,0,25.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",12243368875,654221716,2026-05-07,2026-06-12,,600,6,50078502,1023-071/HONEY,BXCM1782,Entertainment Furniture,PG Upholstery - Core,1,25.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",12112093343,653836427,2026-05-05,2026-06-10,,600,6,92022349,907-171/NAVY,BXCL1145,Entertainment Furniture,PG Upholstery - Core,1,25.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",11352454656,653688170,2026-05-04,2026-06-09,,600,6,65523488,1031-122/NAVY,BXCM4528,Entertainment Furniture,PG Upholstery - Core,0,25.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",12167874169,653603333,2026-05-04,2026-06-09,,600,6,121568791,1046-171/WILLOW,BXCL1408,Entertainment Furniture,PG Upholstery - Core,1,25.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",12232399422,653642571,2026-05-04,2026-06-09,,600,6,65046149,809-144/NAVY,BXCM4487,Furniture - Bedroom,PG Upholstery - Core,0,25.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",12213348341,653023160,2026-05-01,2026-06-08,,600,6,65519116,1031-072/SEAGLASS,BXCM4523,Entertainment Furniture,PG Upholstery - Core,0,25.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",12215186961,653164274,2026-05-02,2026-06-08,,600,6,50078506,1023-071/NAVY,BXCM1782,Entertainment Furniture,PG Upholstery - Core,0,25.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",12215706095,652962100,2026-05-01,2026-06-08,,600,6,92022957,1024-022/CELERY,BXCM1640,Entertainment Furniture,PG Upholstery - Core,1,25.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",12229849145,653122330,2026-05-02,2026-06-08,,600,6,92022446,953-071/CELERY,BXCL1160,Entertainment Furniture,PG Upholstery - Core,1,25.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",12230761165,653196763,2026-05-02,2026-06-08,,600,6,39938205,1054-071/NAVY,BXCM1605,Entertainment Furniture,PG Upholstery - Core,1,25.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",12232383485,653316681,2026-05-03,2026-06-08,,600,6,121568671,1054-073/OCEAN,BXCM1606,Accent Furniture,PG Upholstery - Core,1,25.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",12209518961,652809712,2026-04-30,2026-06-05,,600,6,112879639,838-072/COFFEE,BXCM5133,Entertainment Furniture,PG Upholstery - Core,1,25.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",12210750201,652813346,2026-04-30,2026-06-05,,600,6,65519098,1031-072/CELERY,BXCM4523,Entertainment Furniture,PG Upholstery - Core,0,25.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",12220589902,652662604,2026-04-29,2026-06-04,,600,6,92023025,1023-071/SEAGLASS,BXCM1782,Entertainment Furniture,PG Upholstery - Core,1,25.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",11344178586,652471778,2026-04-28,2026-06-03,,600,6,92022418,914-072/GREYSTONE,BXCL1150,Entertainment Furniture,PG Upholstery - Core,1,25.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",11344182216,652471778,2026-04-28,2026-06-03,,600,6,92022379,914-071/GREYSTONE,BXCL1149,Entertainment Furniture,PG Upholstery - Core,1,25.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",12099338283,652490378,2026-04-28,2026-06-03,,600,6,121568799,1046-171/COFFEE,BXCL1408,Entertainment Furniture,PG Upholstery - Core,1,25.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",11379396727,652169439,2026-04-27,2026-06-02,,600,6,80206771,807-020/SEAGLASS,BXCM1655,Furniture - Bedroom,PG Upholstery - Core,0,25.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",11385658677,651997613,2026-04-27,2026-06-02,,600,6,126210875,1054-073/TRUFFLE,BXCM1606,Accent Furniture,PG Upholstery - Core,1,25.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",11385913207,652044747,2026-04-27,2026-06-02,,600,6,41438786,1024-122/HONEY,BXCM1641,Entertainment Furniture,PG Upholstery - Core,1,25.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",12218191785,652141328,2026-04-27,2026-06-02,,600,6,130053076,1023-072/PUMICE,BXCM1783,Entertainment Furniture,PG Upholstery - Core,1,25.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",12218191795,652141328,2026-04-27,2026-06-02,,600,6,130053067,1023-071/PUMICE,BXCM1782,Entertainment Furniture,PG Upholstery - Core,1,25.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",12219155585,652268652,2026-04-27,2026-06-02,,600,6,112879718,838-022/NAVY,BXCM5138,Entertainment Furniture,PG Upholstery - Core,1,25.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",12086689943,651206891,2026-04-25,2026-06-01,,600,6,92022370,914-071/CELERY,BXCL1149,Entertainment Furniture,PG Upholstery - Core,1,25.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",12089642323,651480334,2026-04-26,2026-06-01,,600,6,65523490,1031-122/SEAGLASS,BXCM4528,Entertainment Furniture,PG Upholstery - Core,0,25.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",12092810163,651775797,2026-04-26,2026-06-01,,600,6,115199509,809-044G/OCEAN,BXCM4486,Furniture - Bedroom,PG Upholstery - Core,1,25.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",12140764869,651141638,2026-04-25,2026-06-01,,600,6,121573673,1977-075/GL0999-098/HAZEL,BXCM1667,Furniture - Kitchen and Dining,PG Upholstery - Core,0,25.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",12144335819,651433920,2026-04-26,2026-06-01,,600,6,65523482,1031-122/HAVANA,BXCM4528,Entertainment Furniture,PG Upholstery - Core,0,25.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",12188305131,650883837,2026-04-24,2026-06-01,,600,6,65523490,1031-122/SEAGLASS,BXCM4528,Entertainment Furniture,PG Upholstery - Core,0,25.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",12188315151,650885488,2026-04-24,2026-06-01,,600,6,27774927,818-044/CELERY,BXCL1785,Furniture - Bedroom,PG Upholstery - Core,1,25.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",12193234481,651260400,2026-04-25,2026-06-01,,600,6,82263796,934-072/ANTFROSTWHITE,BXCL1152,Entertainment Furniture,PG Upholstery - Core,1,25.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",12193801712,651006350,2026-04-25,2026-06-01,,600,6,107543470,809-044G/CELERY,BXCM4486,Furniture - Bedroom,PG Upholstery - Core,1,25.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",12196135931,651502399,2026-04-26,2026-06-01,,600,6,41438769,1024-022/NAVY,BXCM1640,Entertainment Furniture,PG Upholstery - Core,1,25.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",12203985652,651240235,2026-04-25,2026-06-01,,600,6,113150426,1048-071/HAZEL,BXCM5149,Entertainment Furniture,PG Upholstery - Core,1,25.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",12211924102,651870376,2026-04-26,2026-06-01,,600,6,65523438,1031-071/ANTFROSTWHITE,BXCM4529,Entertainment Furniture,PG Upholstery - Core,1,25.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",12080628133,650689137,2026-04-23,2026-05-29,,600,0,92022407,914-072/BRASS,BXCL1150,Entertainment Furniture,PG Upholstery - Core,1,25.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",12136234859,650748024,2026-04-23,2026-05-29,,600,0,92022747,1055-073/COFFEE,BXCM1607,Accent Furniture,PG Upholstery - Core,1,25.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",11332852996,650522556,2026-04-22,2026-05-28,,600,0,121573676,979-075/GL0999-061/ANTIQUEFROSTWHITE,BXCL1175,Furniture - Kitchen and Dining,PG Upholstery - Core,1,25.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",12079906583,650627555,2026-04-22,2026-05-28,,600,0,129799990,9740-009/0317-63/HAZEL,BXCM5723,Upholstery - Core,PG Upholstery - Core,0,25.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",12133927989,650567169,2026-04-22,2026-05-28,,600,0,107543432,809-144G/ANTIQUEFROST,BXCM4487,Furniture - Bedroom,PG Upholstery - Core,1,25.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",12183719461,650545627,2026-04-22,2026-05-28,,600,0,89482797,807-020/NICKEL,BXCM1655,Furniture - Bedroom,PG Upholstery - Core,0,25.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",12183719471,650545627,2026-04-22,2026-05-28,,600,0,89482797,807-020/NICKEL,BXCM1655,Furniture - Bedroom,PG Upholstery - Core,0,25.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",12182439481,650448320,2026-04-21,2026-05-27,,600,0,120615455,848-020/CELERY,BXCM5157,Furniture - Bedroom,PG Upholstery - Core,1,25.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",12195740275,650342424,2026-04-21,2026-05-27,,600,0,39938211,1054-073/BLACK,BXCM1606,Accent Furniture,PG Upholstery - Core,1,25.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",12195885805,650352275,2026-04-21,2026-05-27,,600,0,92023025,1023-071/SEAGLASS,BXCM1782,Entertainment Furniture,PG Upholstery - Core,0,25.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",12197339185,650454440,2026-04-21,2026-05-27,,600,0,92023025,1023-071/SEAGLASS,BXCM1782,Entertainment Furniture,PG Upholstery - Core,1,25.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",12126100549,650138430,2026-04-20,2026-05-26,,600,0,65523467,1031-122/ANTFROSTWHITE,BXCM4528,Entertainment Furniture,PG Upholstery - Core,1,25.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",12129199989,650186096,2026-04-20,2026-05-26,,600,0,130053073,1023-072/AGEDBARREL,BXCM1783,Entertainment Furniture,PG Upholstery - Core,1,25.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",12178850611,650187607,2026-04-20,2026-05-26,,600,0,127576350,1922-012/0884-91/JAVA,BXCM5641,Furniture - Kitchen and Dining,PG Upholstery - Core,0,25.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",12189088125,650285230,2026-04-20,2026-05-26,,600,0,92022370,914-071/CELERY,BXCL1149,Entertainment Furniture,PG Upholstery - Core,1,25.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",12193303655,650161066,2026-04-20,2026-05-26,,600,0,130076600,807-026/PUMICE,BXCM1655,Furniture - Bedroom,PG Upholstery - Core,1,25.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",12194588385,650252329,2026-04-20,2026-05-26,,600,0,65045670,809-044/NAVY,BXCM4486,Furniture - Bedroom,PG Upholstery - Core,1,25.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",11370943907,649784971,2026-04-18,2026-05-22,,600,0,25866945,914-072/BLACK,BXCL1150,Entertainment Furniture,PG Upholstery - Core,1,25.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",12039182053,649954652,2026-04-19,2026-05-22,,600,0,65523437,1031-071/ANTBLACK,BXCM4529,Entertainment Furniture,PG Upholstery - Core,1,25.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",12039183423,649954652,2026-04-19,2026-05-22,,600,0,65523466,1031-122/ANTBLACK,BXCM4528,Entertainment Furniture,PG Upholstery - Core,1,25.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",12070206553,649826539,2026-04-18,2026-05-22,,600,0,121568668,934-072/WILLOW,BXCL1152,Entertainment Furniture,PG Upholstery - Core,1,25.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",12171617711,649845193,2026-04-18,2026-05-22,,600,0,112879750,838-044/PACIFIC,BXCM5139,Furniture - Bedroom,PG Upholstery - Core,1,25.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",12177542081,650067303,2026-04-19,2026-05-22,,600,0,65523479,1031-122/FROSTWHITE,BXCM4528,Entertainment Furniture,PG Upholstery - Core,1,25.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",12178831382,650088371,2026-04-19,2026-05-22,,600,0,65523490,1031-122/SEAGLASS,BXCM4528,Entertainment Furniture,PG Upholstery - Core,1,25.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",12184439732,649749162,2026-04-18,2026-05-22,,600,0,92022446,953-071/CELERY,BXCL1160,Entertainment Furniture,PG Upholstery - Core,1,25.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",12121309799,649558436,2026-04-16,2026-05-21,,600,0,129448599,1912-022/AGEDBARREL,BXCM5703,Entertainment Furniture,PG Upholstery - Core,0,25.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",12183255715,649438796,2026-04-16,2026-05-21,,600,0,129448793,1912-070/HONEY,BXCM5717,Entertainment Furniture,PG Upholstery - Core,0,25.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",11324544996,649280671,2026-04-15,2026-05-20,,600,0,92022964,1054-171/ANTBLACK,BXCM1647,Entertainment Furniture,PG Upholstery - Core,1,25.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",11325293056,649404799,2026-04-15,2026-05-20,,600,0,132860255,979-075/GL0999-061/FLAX,BXCL1175,Furniture - Kitchen and Dining,PG Upholstery - Core,1,25.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",12169338362,649383444,2026-04-15,2026-05-20,,600,0,96985082,970-012/0321-91/BLACK,BXCM5029,Furniture - Kitchen and Dining,PG Upholstery - Core,0,25.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",12178305942,649283911,2026-04-15,2026-05-20,,600,0,130053364,818-044/AGEDBARREL,BXCL1785,Furniture - Bedroom,PG Upholstery - Core,1,25.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",11366174237,649078419,2026-04-14,2026-05-19,,600,0,92022747,1055-073/COFFEE,BXCM1607,Accent Furniture,PG Upholstery - Core,1,25.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",12165630171,649195396,2026-04-14,2026-05-19,,600,0,112879559,838-071/COFFEE,BXCM5134,Entertainment Furniture,PG Upholstery - Core,1,25.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",12059328723,648881774,2026-04-13,2026-05-18,,600,0,27774930,818-044/GREYSTONE,BXCL1785,Furniture - Bedroom,PG Upholstery - Core,1,25.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",12161490801,648879669,2026-04-13,2026-05-18,,600,0,96990739,708-109/0822-61/JAVA,BXCM4807,Upholstery - Core,PG Upholstery - Core,1,25.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",11319022646,648622880,2026-04-11,2026-05-15,,600,0,64848197,1046-009/0884-91/ANTBLACK,BXCM3779,Upholstery - Core,PG Upholstery - Core,1,25.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",12057209743,648680019,2026-04-12,2026-05-15,,600,0,41693028,1977-075/GL0999-098/HONEY,BXCM1667,Furniture - Kitchen and Dining,PG Upholstery - Core,1,25.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",12086163862,648504157,2026-04-11,2026-05-15,,600,0,25866940,914-071/HONEY,BXCL1149,Entertainment Furniture,PG Upholstery - Core,1,25.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",12086203342,648504157,2026-04-11,2026-05-15,,600,0,65523482,1031-122/HAVANA,BXCM4528,Entertainment Furniture,PG Upholstery - Core,1,25.0,
238939,"Braxton Culler, Inc NC 27350",13208,"CCNC Operations, LLC dba Braxton Culler",12112170399,648751436,2026-04-12,2026-05-15,,600,0,130065729,818-094/0809-63/AGEDBARREL,BXCM4596,Accent Furniture,PG Upholstery - Core,0,25.0,
