grain,supplier_id,su_name,parent_suid,parent_su_name,address_1,city_name,state_name,postal_code,distinct_parents,distinct_suppliers,volume
PARENT,,,49636,General Sherman International Inc.,,,,,,18,7740
PARENT,,,39423,COMPHOME.CORP,,,,,,19,4664
PARENT,,,72498,"SOOTEN INTERNATIONAL TRADING CO., LIMITED_1",,,,,,15,3739
PARENT,,,354157,Silverton Partners LLC,,,,,,7,3141
PARENT,,,81878,All-In furniture Inc,,,,,,15,2566
PARENT,,,135780,Hebei Xiong an Aibike Technology Co Ltd,,,,,,10,2499
PARENT,,,399949,"Hangzhou Langting Network Technology Co., Ltd.",,,,,,4,2265
PARENT,,,242916,Tengjian Electronic Technology Shenzhen Co LTD,,,,,,6,2149
PARENT,,,244259,"ANJI XIN SHI JUE HOUSEHOLD SUPPLIES CO.,LTD",,,,,,4,2126
PARENT,,,79674,SHENZHEN TIANSHUXING TECHNOLOGY CO LTD,,,,,,18,1899
PARENT,,,8574,Comptree Inc,,,,,,18,1754
PARENT,,,89747,OPTIONS TRADING LLC,,,,,,18,1708
PARENT,,,200164,"Shijiazhuang New Cast Sun Trading Co., Ltd",,,,,,11,1650
PARENT,,,232560,Gujia Furniture LLC,,,,,,18,1644
PARENT,,,314245,"Changsha Yuefeng Zhisheng Technical Service Co., Ltd.",,,,,,18,1621
PARENT,,,302479,Suzhou Yuanrun Trading Co.,,,,,,14,1535
PARENT,,,201347,Home Sweet Dream Joy Inc,,,,,,13,1458
PARENT,,,281985,Greenhome Trade Inc,,,,,,14,1432
PARENT,,,178315,Joywaa inc,,,,,,13,1368
PARENT,,,300621,Bitwise Techie Inc,,,,,,14,1360
PARENT,,,67212,"Shenzhenshi Damengyuan Technology Co., Ltd",,,,,,18,1324
PARENT,,,201348,Shinely Homes Style Inc,,,,,,16,1302
PARENT,,,106010,Smash sports group Inc,,,,,,14,1294
PARENT,,,86671,"Wuhan Gojin Technology Co., Ltd.",,,,,,6,1214
PARENT,,,57457,"Lefun Trading co.,ltd.",,,,,,10,1123
PARENT,,,74031,Farm On Table Inc,,,,,,12,1110
PARENT,,,105692,GOBEYONDWF INC,,,,,,15,1110
PARENT,,,249405,Albany Living INC,,,,,,2,1090
PARENT,,,296357,shenzhenshipengchengfengmaoyiyouxiangongsi,,,,,,14,1070
PARENT,,,220960,Impact Outdoor Supplies Ltd.,,,,,,16,1028
PARENT,,,54500,Phoebecat Inc,,,,,,4,1027
PARENT,,,299761,Chet Connect Inc,,,,,,13,1008
PARENT,,,296339,shenzhenwannengdakejiyouxiangongsi,,,,,,14,984
PARENT,,,77714,haoqingnianus inc,,,,,,16,970
PARENT,,,321015,shenzhenheimaokejiyouxiangongsi,,,,,,14,966
PARENT,,,323094,langfangshituruiqimaoyiyouxiangongsi,,,,,,15,965
PARENT,,,208802,FURNITURE GROUP LIMITED,,,,,,13,964
PARENT,,,320356,haikouqiyikemaoyiyouxiangongsi,,,,,,21,952
PARENT,,,211665,LAIHAMEUS INDUSTRIAL LIMITED,,,,,,18,946
PARENT,,,292376,fuzhoutongtuomaoyiyouxiangongsi,,,,,,3,931
PARENT,,,110026,_YIWUSHIQUEYUEMAOYIYOUXIANGONG,,,,,,14,923
PARENT,,,324170,"Office Furniture Concepts, Inc.",,,,,,14,916
PARENT,,,305799,ningjinxiannuojiejiajuyouxiangongsi,,,,,,14,904
PARENT,,,240536,langfangyuemingqishangmaoyouxiangongsi,,,,,,5,900
PARENT,,,300115,"Shenzhen Dachen Times Technology Co., Ltd.",,,,,,17,843
PARENT,,,172396,Dongguan Hewei Kejiyouxiangongsi,,,,,,13,840
PARENT,,,348609,"Yiwu Zeyi E-commerce Co., Ltd",,,,,,12,822
PARENT,,,238168,taiyuan bidengguai dianzishangwu youxiangongsi,,,,,,5,815
PARENT,,,298106,SHANGHAI LEJIA MAOYI YOUXIANGONGSI,,,,,,4,803
PARENT,,,248957,"Anji YiMengZhongJia E-commerce Co., Ltd",,,,,,15,801
PARENT,,,76378,A&L Technology Support LLC,,,,,,11,794
PARENT,,,93985,"Yiwu Longfei Trading Co.,Ltd",,,,,,15,792
PARENT,,,234304,quanzhoushilipobaowangluokejiyouxiangongsi,,,,,,14,792
PARENT,,,46785,JZ Home Decor LLC,,,,,,13,778
PARENT,,,271401,Amorphous Biz Inc,,,,,,16,770
PARENT,,,286653,bazhoushidetaijiajuyouxiangongsi,,,,,,16,767
PARENT,,,209850,langfangouluolashangmaoyouxiangongsi,,,,,,4,766
PARENT,,,271400,Tech Cube Inc,,,,,,11,744
PARENT,,,68923,WILLAMSPACE LLC,,,,,,19,743
PARENT,,,208461,Audio Visual Commodity Ltd,,,,,,13,739
PARENT,,,201517,HIKING GARDEN LIMITED,,,,,,20,738
PARENT,,,315215,shenzhenshijinmanningkejiyouxiangongsi,,,,,,13,709
PARENT,,,147909,"Xiamen Enjoy Industry Co.,Ltd.",,,,,,11,696
PARENT,,,350699,QUANZHOURUNYONGMAOYIYOUXIANGONGSI,,,,,,12,692
PARENT,,,282199,SDK Mirror Inc,,,,,,13,682
PARENT,,,281393,Willow-Wares ltd,,,,,,18,682
PARENT,,,105677,Shenzhen Guli Wangluokeji youxiangongsi,,,,,,2,681
PARENT,,,205980,Jetly Prey Outdoor Inc,,,,,,4,678
PARENT,,,69838,BANGTON INC,,,,,,9,678
PARENT,,,354350,"Xuzhou Abosi Network Technology Co., Ltd",,,,,,17,675
PARENT,,,335668,WU HAN SU DA YUE DIAN ZI SHANG WU YOU XIAN GONG SI,,,,,,6,674
PARENT,,,107006,SHHANGHAIYUNMAFUSHIYOUXIANGONGSI,,,,,,16,672
PARENT,,,120229,"Shenzhen Xiao Hailuo Shangmao Co., Ltd.",,,,,,15,668
PARENT,,,89762,KINGHOSE INDUSTRY LLC,,,,,,19,659
PARENT,,,83121,"Fujian DecoWin E-commerce Co., Ltd",,,,,,2,654
PARENT,,,273296,Skunk Pro Inc,,,,,,12,638
PARENT,,,308220,Dwelling Dots Ltd,,,,,,3,637
PARENT,,,120310,Forest Aurora Inc,,,,,,11,636
PARENT,,,108449,Anji Junmei Furniture Partnership,,,,,,16,631
PARENT,,,124034,zhengzhoushisatingmaoyiyouxiangongsi,,,,,,13,624
PARENT,,,333348,Honorine Axis Inc,,,,,,12,619
PARENT,,,227111,bazhoushiderongjiajuyouxiangongsi,,,,,,8,618
PARENT,,,209042,VOLMAY FURNITURE INC,,,,,,2,618
PARENT,,,70737,KARLIE FAMILY WHOLESALE INC,,,,,,12,617
PARENT,,,69377,MONOTTI FURNITURE INC,,,,,,15,617
PARENT,,,274919,SUMIJ LTD,,,,,,10,610
PARENT,,,124692,GOODSILO LLC,,,,,,4,610
PARENT,,,247010,DongguanshiYuanmumuDianzikejiYouxiangongsi,,,,,,13,607
PARENT,,,329993,"WEIHENG INTERNATIONAL TRADING CO., LIMITED",,,,,,4,595
PARENT,,,304161,"Artist Only, LLC",,,,,,12,592
PARENT,,,353189,"Taizhou Yourun Trading Co., Ltd",,,,,,12,585
PARENT,,,322685,"Kunming Shanru International Trading Co., Ltd.",,,,,,15,583
PARENT,,,206258,The Awesome View Inc,,,,,,3,577
PARENT,,,326423,"Chenggu Hengxin Trading Co., Ltd.",,,,,,15,571
PARENT,,,182898,Hadda Kella INC,,,,,,16,559
PARENT,,,214653,Stylish Lamps Ltd,,,,,,11,559
PARENT,,,214024,Longtrace Integration Inc,,,,,,6,558
PARENT,,,269964,Graceful Garments LLC,,,,,,4,548
PARENT,,,357395,"Zhuji Zeze Trading Co., Ltd",,,,,,12,547
PARENT,,,337242,iNestopia Limited,,,,,,7,547
PARENT,,,431802,"Yisheng E-Commerce (Foshan) Co., Ltd.",,,,,,15,546
PARENT,,,74029,Sofa Template Inc,,,,,,14,544
PARENT,,,350037,fo shan shi pin zhi dian zi shang wu you xian gong si_1,,,,,,2,541
PARENT,,,354698,"Chuangyi Network Technology (Taizhou City) Co., Ltd",,,,,,14,541
PARENT,,,299331,shenzhenshiweixunguangdiankejiyouxiangongsi,,,,,,13,535
PARENT,,,206479,changzhou brilliant dianzi shangwu youxiangongsi,,,,,,15,534
PARENT,,,296053,"CREATEABLE, LLC",,,,,,14,534
PARENT,,,208431,BOSSTON DRIVEWAYS AND PATIOS LTD,,,,,,14,530
PARENT,,,431816,"Kunming Yuandeguan Trading Co., Ltd.",,,,,,12,529
PARENT,,,189543,ATLAS CG COMPANY LLC,,,,,,17,527
PARENT,,,63585,"Huzhou Shenzhou Home Furnishing Co.,Ltd",,,,,,15,524
PARENT,,,299347,shenzhenshichenyangzhichuangkejiyouxiangongsi,,,,,,12,524
PARENT,,,103170,shenzhenshi bonaite dianzishangwu youxiangongsi,,,,,,3,523
PARENT,,,34959,Bella Depot Inc.,,,,,,4,519
PARENT,,,132263,"Shenzhen Huli Network Technology Co., Ltd.",,,,,,6,518
PARENT,,,445334,RAYMOON LIMITED,,,,,,3,515
PARENT,,,359637,"Guangzhou Licen Trading Co., Ltd",,,,,,14,510
PARENT,,,334599,"Xinghua Feixi Trading Co., Ltd",,,,,,4,505
PARENT,,,299412,HOME FREE HOMES SP LLC,,,,,,11,499
PARENT,,,77629,"WANSHENG ENTERPRISE CO., LIMITED",,,,,,11,499
PARENT,,,271948,ONOTIM LTD,,,,,,17,490
PARENT,,,255127,Dapper Doodles Inc,,,,,,12,486
PARENT,,,243505,1 UP 1 Down Ltd,,,,,,19,477
PARENT,,,108080,Morandi Grey Inc,,,,,,6,477
PARENT,,,313421,"Honghe Lewang E-commerce Co., Ltd",,,,,,13,473
PARENT,,,295478,Trading Sizzle Inc,,,,,,2,468
PARENT,,,206246,Greenery Assembly Inc,,,,,,4,464
PARENT,,,337916,"Boai County Xingfan Trading Co., Ltd",,,,,,12,461
PARENT,,,453525,guang zhou yun shen mao yi you xian gong si,,,,,,12,461
PARENT,,,402143,"ZhenGongfang (Foshan) Trading Co., Ltd",,,,,,12,457
PARENT,,,211441,quanzhoushilianqiangdianzi LLC,,,,,,13,451
PARENT,,,205869,Express Through Fashion Inc,,,,,,13,450
PARENT,,,212607,Myhomekeepers Limited,,,,,,12,449
PARENT,,,115537,"US- JIANGSU BENMU INDUSTRY CO., LTD",,,,,,5,444
PARENT,,,213156,Home View Improvements Ltd,,,,,,10,444
PARENT,,,44345,39f Inc.,,,,,,10,444
PARENT,,,78881,"Anji Shengxing Office Furniture Co., Ltd",,,,,,17,442
PARENT,,,368644,"Zhongshan Suowei Network Technology Co., Ltd",,,,,,13,441
PARENT,,,317078,shenzhenshihuihuadianzishangwuyouxiangongsi,,,,,,9,437
PARENT,,,350128,Quanzhou Ceyueshangmao Youxiangongsi,,,,,,4,437
PARENT,,,73782,HECARIM HOLDINGS LIMITED,,,,,,3,433
PARENT,,,357807,bazhoushijuhongjiajuyouxiangongsi,,,,,,13,432
PARENT,,,271202,ASCREATE INC.,,,,,,11,429
PARENT,,,295355,Shenzhenshiliyuguojimaoyiyouxianzerengongsi,,,,,,11,427
PARENT,,,303646,MIAMI CUSTOM FURNITURE & UPHOLSTERY LLC,,,,,,12,423
PARENT,,,244508,CX GLOBAL TRADING INC,,,,,,2,421
PARENT,,,94795,huozhoushi leyikeji youxiangongsi,,,,,,3,421
PARENT,,,354008,"Quanzhou Walton Trading Co., Ltd",,,,,,13,419
PARENT,,,286935,"AIW FURNITURE, INC.",,,,,,13,411
PARENT,,,39143,Formosa Living Products,,,,,,2,410
PARENT,,,207075,MAGIC CACTUS INC,,,,,,4,405
PARENT,,,289054,"SZHEJIANG JIETE SMART TECHNOLOGY CO.,LTD",,,,,,12,404
PARENT,,,209956,"Shenzhen Haiyi Cross border Technology Co., Ltd",,,,,,13,399
PARENT,,,103840,Anji Xuanxian Commercial Trading Co Ltd,,,,,,18,398
PARENT,,,441892,wu han shi xiao zhen wu mao yi you xian gong si,,,,,,12,397
PARENT,,,283625,Urban-Unite Ltd,,,,,,17,396
PARENT,,,281758,Goowinny Technologies Limited,,,,,,14,394
PARENT,,,345861,"Hangzhou Runxin E-commerce Co., Ltd",,,,,,10,392
PARENT,,,249819,Think Urban Inc,,,,,,12,391
PARENT,,,374226,Jiaying Business Inc,,,,,,13,390
PARENT,,,178597,YDT furniture inc,,,,,,4,383
PARENT,,,80044,DELTA FURNITURE INC.,,,,,,17,382
PARENT,,,246400,Aio Trading Limited,,,,,,2,379
PARENT,,,67058,Takasan Inc,,,,,,3,379
PARENT,,,84664,FOSH NATURE INC,,,,,,6,378
PARENT,,,193450,BIRCHLAND TRADING LTD.,,,,,,11,373
PARENT,,,365856,"Kunming Wuhua District Lvchenman Trading Co., Ltd",,,,,,13,373
PARENT,,,214395,Han Lin Furniture LLC,,,,,,10,372
PARENT,,,270772,foshanshinanhaikangjianweiyuyouxiangongsi,,,,,,13,371
PARENT,,,286680,Protons Link Inc,,,,,,1,371
PARENT,,,92999,RUIAN INC,,,,,,12,369
PARENT,,,212531,"HANGZHOU QIANYU TECHNOLOGY CO., LTD.",,,,,,4,362
PARENT,,,369642,"Suzhou suiyi E-commerce Co., Ltd",,,,,,13,361
PARENT,,,63339,GOOD GLASS HOME FURNISHINGS LLC,,,,,,8,361
PARENT,,,103159,shenzhenshi hongmu jinchukoumaoyi youxiangongsi,,,,,,3,360
PARENT,,,442353,"DC CARPET SFL, INC.",,,,,,10,358
PARENT,,,368647,"Foshan Wangzhi Trading Co., Ltd",,,,,,4,358
PARENT,,,83935,YULONGGE Inc,,,,,,13,358
PARENT,,,402089,"YiQiyin (Hangzhou) Trading Co., Ltd",,,,,,3,356
PARENT,,,188902,Senbabe Inc,,,,,,6,355
PARENT,,,296346,shenzhenxunwangkejifuwuyouxiangongsi,,,,,,14,354
PARENT,,,214756,Outdoor Retail Limited,,,,,,12,353
PARENT,,,460922,"Longyan Kaishi Information Technology Co., Ltd",,,,,,11,352
PARENT,,,352361,"NANJING HENGKE ELECTRONIC COMMERCE CO., LTD",,,,,,3,352
PARENT,,,46556,5 Oaks Furniture,,,,,,3,351
PARENT,,,376118,"Yichang Wanruxi Technology Co., LTD",,,,,,11,350
PARENT,,,212093,Grace ecommerce LLC,,,,,,9,349
PARENT,,,203102,"ROOM FULL OF ROOMS, LLC",,,,,,13,348
PARENT,,,343379,RIDGEPOLE BUSSINESS INC,,,,,,11,346
PARENT,,,238018,HUNANAOLAIFUKUAJINGDIANZISHANGWUYOUXIANGONGSI,,,,,,16,343
PARENT,,,367690,Shenzhenshiyaoqinmaoyiyouxiangongsi,,,,,,2,333
PARENT,,,411663,"YueShengshi (Guangzhou) Information Technology Co., Ltd",,,,,,14,331
PARENT,,,371448,"Wuhan Tingkunke Trading Co., Ltd",,,,,,10,331
PARENT,,,184576,Sevenine LLC,,,,,,5,328
PARENT,,,91619,"Anji Xuanxian Commercial and Trading Co.,Ltd",,,,,,12,327
PARENT,,,289091,shenzhenyuanhuankejiyouxiangongsi,,,,,,19,326
PARENT,,,266638,Magic Racks Inc,,,,,,19,325
PARENT,,,63938,Brilliant International Trading Inc,,,,,,11,324
PARENT,,,369964,Xiju Keji (Guangzhou) YouxianGongsi,,,,,,4,321
PARENT,,,72363,"WingLanber Co., Ltd.",,,,,,16,321
PARENT,,,363189,"Foshan Jinghong Network Technology Co., Ltd",,,,,,11,320
PARENT,,,363899,"Beijing Bactrian Camel Technology Co., Ltd.​",,,,,,14,320
PARENT,,,66991,Schnappi Inc,,,,,,15,319
PARENT,,,247824,wuhanbaizhikejiyouxiangongsi,,,,,,10,316
PARENT,,,269987,ELATEP LIMITED,,,,,,4,315
PARENT,,,218572,WOLTU GmbH_1,,,,,,14,313
PARENT,,,274990,Huizhou Juzhiran Furniture Co Ltd,,,,,,14,312
PARENT,,,450419,"Zhengsheng E-Commerce (Jiangxi) Co., Ltd",,,,,,8,311
PARENT,,,153390,SOARFLASH LLC,,,,,,3,310
PARENT,,,459308,"Wenzhou Qingmu Xing Building Materials Co., Ltd",,,,,,11,303
PARENT,,,369884,"Shenzhen Hengyuehai Trading Co., Ltd",,,,,,11,303
PARENT,,,82112,"Hangzhou Zhuoli Furniture Co., Ltd.",,,,,,2,303
PARENT,,,245661,Abay Tech LLC,,,,,,3,300
PARENT,,,301816,Time Apparel Inc,,,,,,2,297
PARENT,,,75517,Amzmos,,,,,,3,296
PARENT,,,66041,"shenzhen coeus technology  co,ltd",,,,,,9,295
PARENT,,,81879,BLUE SOFA INC,,,,,,3,295
PARENT,,,241051,ZhangzhoushiXiangchengquXiaoluoboDianzishangwuyouxiangongsi,,,,,,14,294
PARENT,,,85208,Kunpeng Inc.,,,,,,19,292
PARENT,,,208712,"Shenzhen Gemwon Technology CO., LTD.",,,,,,14,292
PARENT,,,65377,"Shenzhen Chuangjicheng Network Technology Co., Ltd",,,,,,3,292
PARENT,,,431885,"Qixian Jiafan Trading Co., Ltd.",,,,,,11,291
PARENT,,,288148,Petal Perfecto Inc,,,,,,11,291
PARENT,,,105688,Red Cloud Inc,,,,,,11,291
PARENT,,,286718,Mosaic-Motif Ltd,,,,,,18,290
PARENT,,,68042,"Langfang Juwangshang E-Commerce Co., Ltd",,,,,,13,290
PARENT,,,66187,Knlnny Lighting,,,,,,14,289
PARENT,,,74026,"Beyond Sofa,Inc",,,,,,3,288
PARENT,,,214780,"Qingju Kitchen and bathroom Technology Co., Ltd",,,,,,10,288
PARENT,,,221637,BURDOCK PROPERTY LIMITED,,,,,,6,285
PARENT,,,35652,Living Source International,,,,,,11,285
PARENT,,,431627,"Guangzhou Dianya Mansion E-commerce Trading Co., Ltd.",,,,,,6,285
PARENT,,,56227,LALA  WONZ INC.,,,,,,16,285
PARENT,,,333931,shenzhenshiqishanghongyuekejiyouxiangongsi,,,,,,19,285
PARENT,,,60235,Aufind Inc.,,,,,,10,284
PARENT,,,87111,HomaaPack LLC,,,,,,11,283
PARENT,,,93035,"Chengdu Fangbo Fire Fighting Equipment Co., Ltd.",,,,,,15,282
PARENT,,,81356,"Hangzhou Obay Home Decor Co., Ltd.",,,,,,5,279
PARENT,,,269305,Bantam Interiors Inc,,,,,,9,277
PARENT,,,195928,ARTCHIRLY INC,,,,,,8,277
PARENT,,,292482,InnovateTech Corner Inc,,,,,,5,275
PARENT,,,366520,Senlin Bosheng Trading Limited,,,,,,5,274
PARENT,,,62128,SOLOLIFE LLC.,,,,,,7,274
PARENT,,,103176,shenzhen jiejiegao wangluokejiyouxiangongsi,,,,,,2,273
PARENT,,,438068,dongguanshiliqiangwangluokejiyouxiangongsi,,,,,,2,272
PARENT,,,434320,RED GINGER 88 INC,,,,,,10,272
PARENT,,,157915,"Chengdu Cuihu Palace Wall Technology Co., Ltd.",,,,,,19,271
PARENT,,,447173,Harbor Nooks Inc,,,,,,11,270
PARENT,,,403150,"Chongqing Rongwanda Trading Co., Ltd",,,,,,11,269
PARENT,,,342726,"Dongguan Zhengqiang Furniture Ltd, Co.",,,,,,5,266
PARENT,,,323520,"Xihe (Beijing) Biotechnology Co., Ltd.",,,,,,3,265
PARENT,,,235183,"Huizhou Jiade Smart Home Co., LTD",,,,,,15,264
PARENT,,,294744,"Quanzhou Yuze trading Co., LTD",,,,,,16,263
PARENT,,,211138,FURNITURE FRENZY LTD,,,,,,9,262
PARENT,,,91615,Home Variety,,,,,,16,261
PARENT,,,104995,HONG KONG HORIZON REACH LIMITED,,,,,,3,258
PARENT,,,369481,"Nanyang Xiaoyang Trading Co., Ltd",,,,,,10,257
PARENT,,,363184,"Zhongshan Jufu Trading Co., Ltd",,,,,,10,257
PARENT,,,298107,"Fujian Yitai Investment Co.,LTD.",,,,,,16,257
PARENT,,,31000,JUXING furniture inc,,,,,,15,254
PARENT,,,253048,Great Nature Tracks Inc,,,,,,17,253
PARENT,,,354699,"Cixi Mohai E-commerce Co., Ltd",,,,,,11,252
PARENT,,,186788,Landskip Yard LLC,,,,,,13,252
PARENT,,,307492,HUNG THUAN DAT ONE MEMBER LIMITED  LIABILITY COMPANY,,,,,,10,251
PARENT,,,299073,"PV SUPPLIERS TO THE HOSPITALITY INDUSTRY, INC.",,,,,,17,251
PARENT,,,269996,Magics Simplicity LLC,,,,,,14,248
PARENT,,,184022,Epoch Site INC,,,,,,12,247
PARENT,,,299058,"A & S SUPPLIERS, INC.",,,,,,15,247
PARENT,,,464962,HONG KONG ZHICHENG TRADING CO LIMITED,,,,,,11,247
PARENT,,,109123,chengduyanzhiguikejiyouxiangongsi,,,,,,18,245
PARENT,,,81179,Beijingwuyimingyunshangmaoyouxiangongsi,,,,,,3,245
PARENT,,,62404,Join In Technology Limited,,,,,,17,244
PARENT,,,300630,Casa Decors Inc,,,,,,9,242
PARENT,,,77337,"Shenzhou Home Furnishing Co.,Limited",,,,,,12,240
PARENT,,,183523,Fune Corp INC,,,,,,7,238
PARENT,,,291120,Smart Bit Trade Inc,,,,,,2,236
PARENT,,,327249,shenzhenkaisenlingkejiyouxiangongsi,,,,,,4,234
PARENT,,,133238,BEINGNEXT INC,,,,,,4,234
PARENT,,,302651,Aromas Style LLC,,,,,,11,234
PARENT,,,405091,"Ningbo Zhenen Network Technology Co., Ltd",,,,,,12,232
PARENT,,,289461,"Xiamen Senjoys Trade Co.,Ltd.",,,,,,9,232
PARENT,,,324564,"Jiangsu Xiewan Home Technology Co.,Ltd",,,,,,5,231
PARENT,,,207429,Za Online Shop Inc,,,,,,17,230
PARENT,,,213497,MERYT INC,,,,,,13,230
PARENT,,,443011,"Guangzhou Xinpinjia Information Technology Co., Ltd",,,,,,11,230
PARENT,,,404322,bazhoushiguanchenjiajuyouxiangongsi,,,,,,11,230
PARENT,,,434147,Yeuk Fung GS international Limited,,,,,,16,229
PARENT,,,269994,Elevated Eats Inc,,,,,,13,228
PARENT,,,270506,Best Robe Ever Inc,,,,,,10,228
PARENT,,,74724,RED CHAIR PRODUCTIONS,,,,,,14,227
PARENT,,,80813,Lifelong Company,,,,,,17,227
PARENT,,,185923,Hara Aches INC,,,,,,15,225
PARENT,,,104983,Beeleo International inc,,,,,,10,224
PARENT,,,297421,ART SECURITY METAL CORP.,,,,,,15,222
PARENT,,,363488,"Foshan Meiyijia E-commerce Co., Ltd",,,,,,11,222
PARENT,,,215177,BED BATH AND HOME LIMITED,,,,,,7,220
PARENT,,,324827,Shenzhenjiahongnianhuakejiyouxiangongsi,,,,,,1,220
PARENT,,,332776,GRFFINHOME INTERIORS LLC,,,,,,13,219
PARENT,,,340742,"Xichong County Zhaoxin E-commerce Business Co., Ltd",,,,,,13,219
PARENT,,,80811,"Yiwu YiKong Trading Co., Ltd",,,,,,17,218
PARENT,,,210590,"FOSHAN WEIQUAN TRADING CO.,LTD",,,,,,9,218
PARENT,,,333930,shenzhenlihongshangwuyouxiangongsi_1,,,,,,19,218
PARENT,,,23772,Direct Wicker,,,,,,9,216
PARENT,,,255424,"Shenzhen Yousi Internet Digital Marketing C o., Ltd.",,,,,,1,216
PARENT,,,431412,"Xiangyang Xuexin Trading Co., Ltd.",,,,,,10,215
PARENT,,,367246,"Guangzhou Xinmian E-commerce Co., Ltd",,,,,,11,214
PARENT,,,231595,quanzhoushi wobodianzishangwu youxiangongsi,,,,,,15,213
PARENT,,,365791,ZHANGMINGFANG,,,,,,8,210
PARENT,,,376053,"Shenzhen Zhichao E-commerce Co., Ltd",,,,,,3,209
PARENT,,,175356,Lingshui Yingzhou hua hua hua Electronic Commerce studio,,,,,,11,209
PARENT,,,206790,ADESSO EXTERIORS LLC,,,,,,4,208
PARENT,,,253298,Go Peak Track Inc,,,,,,10,207
PARENT,,,369961,DINGXIN INTELLIGENCE HOME (HK) LIMITED,,,,,,4,206
PARENT,,,321207,shenzhenshidingdangxiangkejiyouxiangongsi,,,,,,17,206
PARENT,,,299297,Classic Maple Lovesac Inc,,,,,,12,206
PARENT,,,296347,shenzhendefuxinnengyuankejiyouxiangongsi,,,,,,10,206
PARENT,,,186944,Yiwu Dai Bo E-commerce Co.,,,,,,15,203
PARENT,,,37764,LivEditor Lighting Co. Ltd.,,,,,,1,202
PARENT,,,266442,Home Enter Hub Inc,,,,,,11,202
PARENT,,,341112,Ju Liang Yun ( Shen Zhen ) Ke Ji You Xian Gong Si,,,,,,2,202
PARENT,,,295102,"PURPLEDREAMJG, LLC",,,,,,3,201
PARENT,,,307373,"ANJI MUFAN FURNITURE CO.,LTD",,,,,,4,201
PARENT,,,251331,bazhoushinuolijiajuyouxiangongsi,,,,,,5,199
PARENT,,,351812,"Yongkang Chengmi Trading Co., Ltd",,,,,,10,198
PARENT,,,84639,"Changsha Lulang Information Technology Co., Ltd.",,,,,,10,198
PARENT,,,149502,"GWI.,INC.",,,,,,7,196
PARENT,,,221660,TABLE FABLES LIMITED,,,,,,13,196
PARENT,,,306852,anjijiuyangjiajuyouxiangongsi,,,,,,4,195
PARENT,,,124089,YJ TONWIN INC,,,,,,16,194
PARENT,,,368642,"Qiyu E-commerce (Zhongshan) Co., Ltd",,,,,,12,193
PARENT,,,85516,Sunny yard LLC,,,,,,8,192
PARENT,,,297292,Buriza Can Inc,,,,,,2,192
PARENT,,,408587,"Hangzhou Yanning Trading Co., Ltd.",,,,,,7,192
PARENT,,,363187,"Foshan Chenyuan E-commerce Co., Ltd",,,,,,11,191
PARENT,,,241579,DEEPSKY FURNITURE INC,,,,,,15,191
PARENT,,,304188,COFVIAL LTD,,,,,,11,191
PARENT,,,430870,WuLiang Company Inc,,,,,,10,191
PARENT,,,276834,"US KINDLY, INC.",,,,,,13,190
PARENT,,,306058,"OMEGA KITCHENS, LLC",,,,,,18,189
PARENT,,,207418,Patio Crafty Furn Inc,,,,,,14,189
PARENT,,,404079,Kellyderike LLC,,,,,,11,187
PARENT,,,229877,"Foshan Yifanshi Home Furnishing Co., Ltd.,",,,,,,6,186
PARENT,,,53471,Lanora Lighting,,,,,,2,185
PARENT,,,75618,3AM Technology Inc,,,,,,12,184
PARENT,,,238652,"Huizhou Xinlin Jiaju Technology Co., LTD",,,,,,11,184
PARENT,,,320623,Kunming Zhuhe International Trading Co.，Ltd.,,,,,,11,184
PARENT,,,224465,BQBP ELECTRONICS INC.,,,,,,14,183
PARENT,,,329047,shenzhenshixinyinxiangkejiyouxiangongsi,,,,,,3,183
PARENT,,,238092,"Wuxi Yuhua E-commerce Co., Ltd.",,,,,,11,183
PARENT,,,56225,Suzhou Yunding Information Technology Co.,,,,,,15,182
PARENT,,,58520,Cheerwing Trading Limited,,,,,,4,181
PARENT,,,241110,zhangzhoukailelongmaoyiyouxiangongsi,,,,,,13,181
PARENT,,,291172,Shenzhen Shaoting Technology Co.Ltd.,,,,,,7,178
PARENT,,,334593,"Guangzhou Xiangkai Technology Co., Ltd",,,,,,15,177
PARENT,,,284461,Langfangbaobolijiajuyouxiangongsi,,,,,,11,177
PARENT,,,323133,"Sansu Wood Industry (Xia Men) Co., LTD",,,,,,1,177
PARENT,,,216206,Shen zhen shi zhu si ke ji you xian gong si,,,,,,15,176
PARENT,,,326600,shenzhenshixinyuehedianzikejiyouxiangongsi,,,,,,13,175
PARENT,,,92672,eChamp CO.LTD,,,,,,2,173
PARENT,,,293580,Blue Ocean Electronics Inc,,,,,,15,173
PARENT,,,202245,ZHEJIANG XINGHUA FURNITURE CO LTD,,,,,,2,173
PARENT,,,76873,JJI Deco LLC_1,,,,,,6,172
PARENT,,,200281,Foshan Weixun Furniture,,,,,,5,171
PARENT,,,245497,Elevate Furns Inc,,,,,,14,170
PARENT,,,200633,GRILLO HOME SOLUTIONS LLC,,,,,,11,170
PARENT,,,79472,"Shenzhen You Nuo Yunshang Electronic Commerce Co.,",,,,,,8,170
PARENT,,,400560,shen zhen shi jin hui feng jian cai you xian gong si,,,,,,12,169
PARENT,,,452361,WINMATCH GLOBAL (HK) TRADING LIMITED,,,,,,2,167
