grain,supplier_id,su_name,parent_suid,parent_su_name,address_1,city_name,state_name,postal_code,distinct_parents,distinct_suppliers,volume
PARENT,,,50414,LTMATE GLOBAL INC.,,,,,,2,8
PARENT,,,369039,DongGuanShiHuiNanJiaJuYouXianGongSi,,,,,,3,8
PARENT,,,467487,"Shenzhen Yujiashengpai Home Furnishings Co., Ltd.",,,,,,3,8
PARENT,,,108030,CLEARVISTA INTERNATIONAL LIMITED_1,,,,,,2,8
PARENT,,,356595,CAL-SCAN TRADING PTE. LTD.,,,,,,5,8
PARENT,,,483285,"Quanzhou Xiaopeng Information Technology Co., Ltd",,,,,,2,8
PARENT,,,105439,Chery Industrial inc,,,,,,1,8
PARENT,,,299307,changshashienxiudianzimaoyiyouxiangongsi,,,,,,5,8
PARENT,,,489908,"Wenling MasaiTrading Co., Ltd",,,,,,1,8
PARENT,,,486672,"Henan Kuaisheng Trading Co., Ltd",,,,,,4,8
PARENT,,,437219,HONG KONG ULTRA STRONG INDUSTRIES  LIMITED,,,,,,3,8
PARENT,,,77036,"GrandBoard Home, Inc.",,,,,,1,8
PARENT,,,486875,"Jieyang Xinqun Trading Co., Ltd",,,,,,3,8
PARENT,,,492629,"Zhongshan Muwei E-commerce Co., Ltd.",,,,,,3,8
PARENT,,,361018,yiwushigangbokejiyouxiangongsi,,,,,,5,8
PARENT,,,315643,GLORY DESIGN GROUP LLC,,,,,,5,8
PARENT,,,276591,DongGuan Jia Mu Trading Company Limited,,,,,,3,7
PARENT,,,455152,VODKALETI FORMATIONS LLC,,,,,,6,7
PARENT,,,295202,"Chengdu Xiwuyingxue Home Co., Ltd.",,,,,,3,7
PARENT,,,62825,MIM Home Furnishings INC.,,,,,,1,7
PARENT,,,245107,"Qingdao Egles International Trade Co., Ltd.",,,,,,1,7
PARENT,,,365555,"Nanjing Longyu Home Technology Co., Ltd.",,,,,,4,7
PARENT,,,451765,"Suzhou Yunxiangjia Trading Co., Ltd.",,,,,,5,7
PARENT,,,483101,"Dongguan Tuike Network Technology Co., Ltd",,,,,,1,7
PARENT,,,287967,"ICELAINE Crafts (Shenzhen) Co.,Ltd",,,,,,2,7
PARENT,,,271581,SHENZHENSHI YINHUOCHONG KEJI CO. LTD.,,,,,,3,7
PARENT,,,468828,Aether Chain Inc,,,,,,4,7
PARENT,,,350558,"Huzhou Chuangke Sponge Products Co., Ltd",,,,,,1,7
PARENT,,,82673,FurnitureR Inc,,,,,,4,7
PARENT,,,374591,jiangmenshisonghuizhaomingyouxiangongsi,,,,,,3,7
PARENT,,,308792,fo shan fu qi lin jia ju you xian gong si,,,,,,1,7
PARENT,,,213014,Grand Servico Inc,,,,,,1,7
PARENT,,,305242,SANNWSG INC,,,,,,3,7
PARENT,,,334866,zhejiangyoukaixinkejiyouxiangongsi,,,,,,3,7
PARENT,,,79186,JOIN CROWN COSMETICS TRADING COMPANY,,,,,,3,7
PARENT,,,56360,J Sing LLC,,,,,,1,7
PARENT,,,72365,ZHANGHU AMUSEMENT INC,,,,,,3,7
PARENT,,,369117,"Yunfu Kexing Kitchen and Bathroom Co., Ltd.",,,,,,5,7
PARENT,,,156202,ShenZhenShiYingZeZhiNengWeiYuYouXianGongSi,,,,,,1,7
PARENT,,,68305,Qingdao Jimi Kitchen Supply Co.ltd,,,,,,1,7
PARENT,,,281610,Rugus Inc,,,,,,6,7
PARENT,,,486929,Hong Kong Aikepide Technology Limited,,,,,,4,7
PARENT,,,406931,"Guangzhou Aocheng Trading Co., Ltd",,,,,,1,6
PARENT,,,473035,ENERGY ILLUMINATION LLC,,,,,,2,6
PARENT,,,49538,NORTH ELM ARTISAN LLC_1,,,,,,1,6
PARENT,,,475988,Tway Innocraft Inc,,,,,,3,6
PARENT,,,65085,Hapeisy,,,,,,1,6
PARENT,,,312994,"Kaiping Linlong Sanitary Technology Co., Ltd",,,,,,1,6
PARENT,,,496925,"Zhaoqing Meizhi Trading Co., Ltd",,,,,,2,6
PARENT,,,497801,HONG KONG ZERO BEST BUSINESS LIMITED,,,,,,4,6
PARENT,,,490642,"FUZHOU WONDERLAND FURNITURE CO.,LTD.",,,,,,1,6
PARENT,,,213857,UTOPIA FULFILLMENT INC,,,,,,1,6
PARENT,,,350553,Sunshine Home America Ltd_1,,,,,,1,6
PARENT,,,494210,Skybound Inc,,,,,,2,6
PARENT,,,214337,xia men qi yao xun ke dian zi shang wu you xian go,,,,,,1,6
PARENT,,,200843,yichunshi yuhong jiaju youxian gongsi,,,,,,4,6
PARENT,,,510990,huizhoushizhuoyuezhinengjiajuyouxiangongsi,,,,,,1,6
PARENT,,,408549,HUHONGTAO NNA INC,,,,,,1,6
PARENT,,,438966,"Plum Chef Electrical Appliance Co., Limited",,,,,,1,6
PARENT,,,474515,"Hubei Lihuitong Trading Co., Ltd.",,,,,,4,6
PARENT,,,254253,FOSHAN WEIQUANSHUN FURNITURE CO LTD,,,,,,2,6
PARENT,,,312242,shenzhenkeweichuangxiangzhinengkejiyouxiangongsi,,,,,,1,6
PARENT,,,367191,guangzhoudoudoubokuajingdianshangyouxiangongsi,,,,,,4,6
PARENT,,,455779,"Ji'an Shijia E-Commerce Co., Ltd",,,,,,2,6
PARENT,,,497058,"Meishan Yechen Trading Co., Ltd",,,,,,1,6
PARENT,,,405723,"Hong Kong Yimile Technology Co., Limited",,,,,,2,6
PARENT,,,182867,Watque Kita INC,,,,,,4,6
PARENT,,,460696,HK Birds Business Investment Co.. Limited,,,,,,1,5
PARENT,,,81809,"ANJI JIAHONG IMPORTEXPORT TRADING CO.,LTD",,,,,,3,5
PARENT,,,58094,Castle Rock Inc,,,,,,2,5
PARENT,,,176049,shenzhenshiduokekejiyouxiangongsi,,,,,,2,5
PARENT,,,302028,Guangzhou Xinxiangkun Trading Co,,,,,,1,5
PARENT,,,329062,wu han liu xin dian zi shang wu you xian gong si,,,,,,1,5
PARENT,,,91801,KEEHOOM INC,,,,,,4,5
PARENT,,,483447,xia men mu rui ying kai mao yi you xian gong si,,,,,,2,5
PARENT,,,239960,Fuzhou Yawode Electronic Commerce Co. LTD,,,,,,1,5
PARENT,,,271405,Ezees Hub Inc,,,,,,2,5
PARENT,,,329552,Hangzhou Leyu E Commerce Co Ltd,,,,,,1,5
PARENT,,,356175,shantoushimeihekejifazhanyouxiangongsi,,,,,,4,5
PARENT,,,358201,"Foshan Haixiang Trading Co., Ltd",,,,,,1,5
PARENT,,,453357,"Hong Kong Friend Trading Co., Limited",,,,,,3,5
PARENT,,,205626,A Luxury Galore Inc,,,,,,3,5
PARENT,,,508909,shen zhen shi ze xing wang dian zi shang wu you xian gong si,,,,,,3,5
PARENT,,,503558,"HK Lando International Trading Co., Limited",,,,,,3,5
PARENT,,,82223,"Shaoxing LianFeng Textile CO.,LTD",,,,,,2,5
PARENT,,,368605,"Guangdong Yagas Home Furnishings Co., Ltd.",,,,,,4,5
PARENT,,,332787,"Shenzhen Huiyouqian Network Technology Co., Ltd.",,,,,,3,5
PARENT,,,298707,"Zhongshan Big Blue Elephant Lighting Co., Ltd.",,,,,,3,5
PARENT,,,473400,"Rizhao Baixiangda Trading Co., Ltd",,,,,,2,5
PARENT,,,269179,ADL House Pros LLC,,,,,,2,5
PARENT,,,471709,LUCKHUZ INC,,,,,,3,5
PARENT,,,64914,Homelink INC.,,,,,,1,5
PARENT,,,267915,zhongshanshifengzhiyuanwangluokejiyouxiangongsi,,,,,,3,5
PARENT,,,486600,"Ruian City Yingtu Trading Co., Ltd",,,,,,4,4
PARENT,,,407264,MAKE FUN INC.,,,,,,1,4
PARENT,,,344412,SHENZHENSHI TAXI MAOYI YOUXIAN GONGSI,,,,,,3,4
PARENT,,,297588,"Shenzhenshihaidexinxinxijishu Co., Ltd",,,,,,2,4
PARENT,,,348854,"Auburn Home (Hong Kong) International Trade Co., Limited",,,,,,1,4
PARENT,,,478602,an hui sheng mai shang mao you xian gong si,,,,,,1,4
PARENT,,,105685,"Jiangsu Star Intelligent Home Furnishing Co., Ltd.",,,,,,1,4
PARENT,,,485469,Henanyangyukejiyouxiangongsi,,,,,,2,4
PARENT,,,59265,"Guangzhou Yuyi Trade Co., Ltd",,,,,,3,4
PARENT,,,291267,"Zhongshan Meiyangyang Lighting Co., LTD",,,,,,1,4
PARENT,,,221796,Shenzhen Weiruida Technology Co Ltd,,,,,,2,4
PARENT,,,486231,METAPULSE LLC,,,,,,2,4
PARENT,,,450394,"Huizhou CaiZhi E-Commerce Co., Ltd",,,,,,1,4
PARENT,,,247601,Ningbo Huitianfu E-commerce Co.Ltd,,,,,,1,4
PARENT,,,317510,"Ningbo Karry Furniture Co., Ltd.",,,,,,1,4
PARENT,,,267911,"HUZHOU YIXIN IMPORT & EXPORT CO.,  LTD",,,,,,1,4
PARENT,,,189650,JK Industry Inc.,,,,,,3,4
PARENT,,,454217,FUJIAN JINZUAN ARTS&CRAFTS CO..LTD,,,,,,2,4
PARENT,,,192812,HOMARNI FURNISHINGS INC,,,,,,1,4
PARENT,,,349232,nanjingwanshitongjiajuyouxiangongsi,,,,,,1,4
PARENT,,,66327,"Foshan Shi Wo Fu Furniture Co.,Ltd",,,,,,2,4
PARENT,,,359822,"Huzhou Shenzhou Home Furnishing Co., Ltd",,,,,,1,4
PARENT,,,67813,hangzhou wentong crafts furniture manufacturing co,,,,,,2,4
PARENT,,,469523,嘉兴澳霖家居用品有限公司,,,,,,1,4
PARENT,,,324799,"Xiangyang Quanmian Trading Co., Ltd.",,,,,,2,4
PARENT,,,464202,"Ruian Xincong Trading Co., Ltd",,,,,,2,3
PARENT,,,64096,"NANJING HENGNING HOME FURNISHING CO., LTD.",,,,,,2,3
PARENT,,,255249,"LINHAI JIYUN TEXTILE TECHNOLOGY CO.,LTD",,,,,,1,3
PARENT,,,150637,HIGHRATING TRADE INC,,,,,,2,3
PARENT,,,410974,AetherLight Technology Studio INC,,,,,,1,3
PARENT,,,400043,"Ningbo Yuxun E-commerce Co., Ltd.",,,,,,1,3
PARENT,,,374883,"Shenzhen Asisen international trade CO.,LTD",,,,,,2,3
PARENT,,,472937,ECOVILLAGE REAL ESTATE LLC,,,,,,2,3
PARENT,,,348967,nanyangdingjiayueshangmaoyouxiangongsi,,,,,,1,3
PARENT,,,228384,"Kaiping Dejin Hardware Industry Co., Ltd",,,,,,3,3
PARENT,,,305803,ning bo lian gou dian zi shang wu you xian gong si,,,,,,2,3
PARENT,,,57449,Topcraft Kitchen and Bath Inc,,,,,,2,3
PARENT,,,321071,"Guangdong HaoYun Furniture Co., Ltd.",,,,,,2,3
PARENT,,,265421,SHIELD TRADING LIMITED,,,,,,1,3
PARENT,,,488255,Fo shan shi yi pai chan ye tou zi you xian gong si,,,,,,1,3
PARENT,,,508253,"ANJI MINGJIA FURNITURE CO.,LTD.",,,,,,3,3
PARENT,,,433298,"Foshan Muting Bath Sanitary Equipment Co.,Ltd",,,,,,1,3
PARENT,,,57016,ROOJER LIMITED,,,,,,3,3
PARENT,,,172742,Foshanpensenjiancaiyouxiangongsi,,,,,,2,3
PARENT,,,347185,Anji Zhongchi Intelligent Home Products Co.,,,,,,2,3
PARENT,,,486951,"Wenzhou Yiwei Building Materials Co., Ltd",,,,,,2,3
PARENT,,,431408,"Sichuan Maijin Era Technology Co., Ltd.",,,,,,3,3
PARENT,,,296729,shenzhenshiweishengouludianzishangwuyouxiangongsi,,,,,,2,3
PARENT,,,410537,fu qing shi hai long mao yi you xian gong si,,,,,,1,3
PARENT,,,458492,"GANZHOU XINLIXING INTELLIGENT FURNITURE Co., Ltd",,,,,,1,3
PARENT,,,440818,"Zhongshan Qianze Technology Co., Ltd",,,,,,1,3
PARENT,,,406984,guang zhou jie xun xin xi ke ji you xian gong si,,,,,,2,3
PARENT,,,89748,"Guangzhou Hengli supply chain Co., Ltd",,,,,,2,3
PARENT,,,478731,"Zhanjiang Xinjie E-commerce Co., Ltd",,,,,,1,3
PARENT,,,266635,Sunbeam Lure Inc,,,,,,2,3
PARENT,,,337051,"Shanghai Youbeijia Supply Chain Co., Ltd.",,,,,,1,3
PARENT,,,213266,Weilianda Home LLC,,,,,,1,3
PARENT,,,289088,"China Holdya Tech Co., Limited",,,,,,2,3
PARENT,,,486554,"Wuhan Xingqi E-Commerce Co., Ltd",,,,,,3,3
PARENT,,,74319,"DONGGUAN HANER FURNITURE CO.,LTD",,,,,,1,3
PARENT,,,266196,Ningbo Free Trade Zone Top Green Industry and Trade Co Ltd,,,,,,3,3
PARENT,,,490162,"Nanchang Zanhui Trading Co., Ltd",,,,,,1,3
PARENT,,,408244,SINTHE,,,,,,1,3
PARENT,,,374503,"Shenzhen Yihang Home Furnishing Co., Ltd.",,,,,,2,3
PARENT,,,464457,"Hangzhou Jinguaisi Trading Co., Ltd.",,,,,,2,3
PARENT,,,349032,An Yang Shi Qi En Shang Mao You Xian Gong Si,,,,,,1,3
PARENT,,,301991,shenzhenshituomengmaoyiyouxiangongsi,,,,,,1,3
PARENT,,,490601,SU ZHOU SAN HEI WANG LUO JI SHU YOU XIAN GONG SI,,,,,,2,3
PARENT,,,483095,"HANGZHOU ZHONGKEJIGUANG LASER TECHNOLOGY SERVICES CO.,LTD",,,,,,1,3
PARENT,,,303026,Estate Splendor Ltd,,,,,,2,3
PARENT,,,323433,"FoshanShi Shaina keji Co., Ltd.",,,,,,1,3
PARENT,,,355576,"Xuzhou Sansheng Sauna Equipment Co., Ltd.",,,,,,2,2
PARENT,,,444666,"FoshanchengyuejujiajuCo.,ltd",,,,,,2,2
PARENT,,,488807,zhongshanshimingoukejiyouxiangongsi,,,,,,1,2
PARENT,,,337918,"Wuhan Xinyun Tong Trading Co., Ltd",,,,,,1,2
PARENT,,,245666,Guanda Furniture,,,,,,1,2
PARENT,,,497916,"Foshan Wendangdi Furniture Co., Ltd.",,,,,,2,2
PARENT,,,470427,Limitless Leaf Inc.,,,,,,1,2
PARENT,,,459873,FUNTECH INCORPORATION LIMITED,,,,,,1,2
PARENT,,,349422,HONGKONG TEMPUAL TRADING LIMITED,,,,,,1,2
PARENT,,,309776,UNITEMAN TECHNOLOGY (HK) LIMITED,,,,,,1,2
PARENT,,,103843,Zhejiang Paide Network Technology Co Ltd,,,,,,2,2
PARENT,,,107564,"Shenzhen Bona Technology Co., LTD",,,,,,1,2
PARENT,,,469266,Lenmoe kapool Commercial Limited,,,,,,2,2
PARENT,,,244096,TATEUS LLC,,,,,,1,2
PARENT,,,365557,"Shenzhen Xuan Engineering machinery rental  INDUSTRIAL CO.,LTD",,,,,,1,2
PARENT,,,287864,hangzhoukuajingyiwangluokejiyouxiangongsi,,,,,,1,2
PARENT,,,475562,"Zhaoqing Sishufang Trading Co., Ltd",,,,,,1,2
PARENT,,,455774,"Shenzhen Xingfei Network Technology Co., Ltd",,,,,,1,2
PARENT,,,105234,ShenZhen BeiMei GaoDuan GuoJi ShangWuZiXun You Xian Gong Si,,,,,,2,2
PARENT,,,474000,"Ningbo Weisheng E-Commerce Co., Ltd",,,,,,2,2
PARENT,,,266530,"Shenzhen Huoji Home Furnishing Co., Ltd",,,,,,1,2
PARENT,,,237039,Shenzhenshichenzhoukejikaifayouxiangongsi,,,,,,2,2
PARENT,,,270003,Foshanshifengyanjiajuyouxiangongsi,,,,,,1,2
PARENT,,,479316,"Wuhan Linggui Digital Technology Co., LTD",,,,,,2,2
PARENT,,,411368,yichuangyundatianjinkejiyouxiangongsi,,,,,,1,2
PARENT,,,473457,"Quanzhou Fengze Zhongyu Technology Co., Ltd",,,,,,2,2
PARENT,,,156231,"Shenzhen Shengyuan home furnishing Co., Ltd",,,,,,1,2
PARENT,,,479505,qingdaozhaohaoshengmaoyiyouxiangongsi,,,,,,2,2
PARENT,,,468335,"Fuqing Tengxiang Trading Co., Ltd",,,,,,1,2
PARENT,,,334255,fo shan shi lan fei lin wei yu you xian gong si,,,,,,1,2
PARENT,,,473299,"Ruian City Junchi E-commerce Co., Ltd",,,,,,1,2
PARENT,,,384069,"Zhejiang Wuliang Intelligent Computing Technology Co., Ltd",,,,,,1,2
PARENT,,,491795,Lagolak Commerce Inc,,,,,,1,2
PARENT,,,320740,JueQiGongYingLian(GuangDong)You XianGongSi,,,,,,1,2
PARENT,,,302223,DECOR TREND INDUSTRIES SDN.BHD.,,,,,,1,2
PARENT,,,206109,"UPPER ECHELON PRODUCTS, LLC_1",,,,,,1,2
PARENT,,,450480,"Anji Xiaoluohao Home Furnishings CO.,Ltd",,,,,,1,2
PARENT,,,238324,Quanzhouhuciweiyuyouxiangongsi,,,,,,2,2
PARENT,,,475323,"Shenzhen Jiamingyang Trading Co., Ltd",,,,,,2,2
PARENT,,,447734,"Foshan Kaiyue Home Technology Co., Ltd.",,,,,,2,2
PARENT,,,476568,Strive Stream Inc.,,,,,,1,2
PARENT,,,176369,"Tang Sheng (Shenzhen) International Trade Co., Ltd",,,,,,1,2
PARENT,,,498980,jiaxingfeifankejiyouxiangongsi,,,,,,2,2
PARENT,,,348052,"Ningbo Jinchai Network Technology Co., Ltd",,,,,,2,2
PARENT,,,369424,"Shenzhen Aolai Electronic Commerce Co., Ltd.",,,,,,1,2
PARENT,,,431388,Foshan Bobao furniture co ltd,,,,,,2,2
PARENT,,,296562,"Tianze E-Commerce Technology Co., Limited",,,,,,2,2
PARENT,,,491124,SHENZHENLUOERERDIANZISHANGWUYOUXIANGONGSI,,,,,,1,2
PARENT,,,505396,Great Grace LLC,,,,,,2,2
PARENT,,,63216,HHK Furniture Inc.,,,,,,2,2
PARENT,,,62432,"Changle Yasen Houseware Co.,Ltd",,,,,,1,2
PARENT,,,445455,"SHEN ZHEN ZHI HAN TRADING CO., LTD.",,,,,,2,2
PARENT,,,400586,Fuzhoudianxiangdianzishangwuyouxiangongsi,,,,,,1,2
PARENT,,,157524,HOLTEK Home LLC,,,,,,1,2
PARENT,,,358388,RESO HOMES EWC LLC,,,,,,2,2
PARENT,,,487600,"Jiaxing Baibian E-Commerce Co., Ltd",,,,,,1,2
PARENT,,,451429,fu zhou zhang xiu ke ji you xian gong si,,,,,,1,2
PARENT,,,68371,LyKings Global inc,,,,,,1,2
PARENT,,,62237,GLAM HOME INC,,,,,,1,1
PARENT,,,284842,GAFIKY CO,,,,,,1,1
PARENT,,,59929,"Longzhaoxin Furniture Co., Ltd.",,,,,,1,1
PARENT,,,65184,Smartlet Bidet,,,,,,1,1
PARENT,,,500113,nanjingqiersixinxikejiyouxiangongsi,,,,,,1,1
PARENT,,,431639,Su Zhou Feng Zhi Gu Ke Ji You Xian Gong Si,,,,,,1,1
PARENT,,,252402,"New Hong Ning Electronic Technology (Shenzhen) Co., Ltd",,,,,,1,1
PARENT,,,284754,"Anji Youjia Furniture Accessory Co.,Ltd",,,,,,1,1
PARENT,,,224164,"Shenzhen Mengya Technology Co., Ltd",,,,,,1,1
PARENT,,,486894,"Jiaheng Network Technology (Qidong) Co., Ltd",,,,,,1,1
PARENT,,,340856,"Nantong Haimen Mengyiduo home textiles Co., LTD",,,,,,1,1
PARENT,,,323425,nanyangrongmingshangmaoyouxiangongsi,,,,,,1,1
PARENT,,,403423,foshan shi jian chuang guan pin jia ju you xian gong si,,,,,,1,1
PARENT,,,473372,"Shao Guan Chengrui Trading Co., Ltd",,,,,,1,1
PARENT,,,196515,Anysonic inc,,,,,,1,1
PARENT,,,59446,JXZH Inc.,,,,,,1,1
PARENT,,,317567,Alteck LLC,,,,,,1,1
PARENT,,,301799,Marina Surf Eshop Inc,,,,,,1,1
PARENT,,,268720,Jdm Interiors Inc,,,,,,1,1
PARENT,,,303003,ALRETA LIMITED,,,,,,1,1
PARENT,,,487686,"Daliy City Qiyirong Culture and Media Co., Ltd.",,,,,,1,1
PARENT,,,293002,GLIBOY LTD.,,,,,,1,1
PARENT,,,288139,Craft Tech Haven Inc,,,,,,1,1
PARENT,,,276860,FOSHAN HONGJUN FURNITURE CO.，LTD,,,,,,1,1
PARENT,,,496725,ABOSI GLOBAL TRADING LIMITED,,,,,,1,1
PARENT,,,490596,chengdufengyinwuyushangmaoyouxiangongsi,,,,,,1,1
PARENT,,,439016,"Guangzhou Yicheng Trading Co., Ltd.",,,,,,1,1
PARENT,,,480437,"Maoming Keying Trading Co., Ltd",,,,,,1,1
PARENT,,,473302,"Shaoguan Yuanfeng Trading Co., Ltd",,,,,,1,1
PARENT,,,101027,"Xiamen Ama Silk E-commerce Co.,Ltd.",,,,,,1,1
PARENT,,,353901,Home Ease,,,,,,1,1
PARENT,,,70240,KANAS LLC,,,,,,1,1
PARENT,,,65449,ROVOGO LLC,,,,,,1,1
PARENT,,,62646,ROOMFITTERS CO LTD,,,,,,1,1
PARENT,,,104462,JTJ INTERNATIONAL INC.,,,,,,1,1
PARENT,,,510225,株式会社システムK,,,,,,1,1
PARENT,,,327716,hangzhou maoqi jiaju keji youxiangongsi,,,,,,1,1
PARENT,,,135247,Grandor Max LLC,,,,,,1,1
PARENT,,,348875,yiwufengjudianzishangwuyouxiangongsi,,,,,,1,1
PARENT,,,183527,Kaden Ena INC,,,,,,1,1
PARENT,,,332127,Xian You Jing Shan Mao Yi You Xian Gongsi,,,,,,1,1
PARENT,,,271373,"Foshan Meigu Home Furnishing Co., Ltd.",,,,,,1,1
PARENT,,,177829,Extromax Lea Inc,,,,,,1,1
PARENT,,,306909,shenzhenyoumichuangxinshengtaikejiyouxiangongsi,,,,,,1,1
PARENT,,,243715,AISHIMEI INTERNATIONAL E-COMMERCE TRADE  LIMITED,,,,,,1,1
PARENT,,,479823,"Qingdao Liandaojia Decoration Materials Co., Ltd.",,,,,,1,1
PARENT,,,61460,Tammy Decor,,,,,,1,1
PARENT,,,336370,"Shenzhen Yaqi Furniture Co., Ltd.",,,,,,1,1
PARENT,,,436250,Milestone International (Global) Limited,,,,,,1,1
PARENT,,,296657,"Suzhou Tou Ju San Technology Co., Ltd.",,,,,,1,1
PARENT,,,242366,SOULMATE ART INC,,,,,,1,1
PARENT,,,491606,"Langfang Lanyang Trading Co., Ltd.",,,,,,1,1
PARENT,,,353509,guangzhoulankunmaoyiyouxiangongsi,,,,,,1,1
PARENT,,,250964,shenzhenshiwoshidakejiyouxiangongsi,,,,,,1,1
PARENT,,,450089,"Puning  Qundihui Network Technology Co., Ltd",,,,,,1,1
PARENT,,,412110,"Huzhou Shunyuan Trading Co., Ltd",,,,,,1,1
PARENT,,,291902,"CROSS BORDER SUPPLY CHAIN MANAGEMENT (VIETNAM) CO.,LTD",,,,,,1,1
PARENT,,,467236,JinSong Home Furnishing (HongKong) Limited,,,,,,1,1
PARENT,,,413493,KAIMAX INC,,,,,,1,1
PARENT,,,266699,SWIFT MIRACLE LIMITED,,,,,,1,1
PARENT,,,370029,"Pinghu Leyou Sanitary Ware Co.,Ltd",,,,,,1,1
PARENT,,,354431,Brilliant Home Inc,,,,,,1,1
PARENT,,,77866,QingyuanBaibianjiajuyouxiangongsi,,,,,,1,1
PARENT,,,486855,danchengxianguangmaoshangmaoyouxiangongsi,,,,,,1,1
PARENT,,,503865,shanxibangjumashangmaoyouxiangongsi,,,,,,1,1
PARENT,,,508536,"Wuhan Bu Suanzi Trading Co., Ltd.",,,,,,1,1
PARENT,,,66987,TANK FACTORY LLC,,,,,,1,1
PARENT,,,233192,VANITII LLC,,,,,,1,1
PARENT,,,65706,Sarlai Home Inc,,,,,,1,1
PARENT,,,344489,ShenZhenShi xin zhu ke ji you xian gong si,,,,,,1,1
PARENT,,,120001,HongKong Mingyu Enterprise Limited_1,,,,,,1,1
PARENT,,,89121,Hikon International LLC,,,,,,1,1
PARENT,,,359638,BLISS STAR LLC,,,,,,1,1
PARENT,,,369287,"Guangzhou Yican Trading Co., Ltd.",,,,,,1,1
PARENT,,,495676,Guangzhou SanLi kejifazhanyouxiangongsi,,,,,,1,1
PARENT,,,343198,"Shenzhen Dingtai Huaxian Supply Chain Management Co., LTD",,,,,,1,1
PARENT,,,354020,guang zhou lin he mu yu ke ji you xian gong si,,,,,,1,1
PARENT,,,210857,Sanmin,,,,,,1,1
PARENT,,,500280,"Hong Kong Rover Technology Co., Limited",,,,,,1,1
PARENT,,,97922,SHENZHENSHIQINGCHUNSHUKEJIYOUXIANGONGSI,,,,,,1,1
PARENT,,,208184,LL TRADE LLC,,,,,,1,1
PARENT,,,473413,"Fuzhou Cangshan Susheng Technology Co., Ltd",,,,,,1,1
PARENT,,,121226,Comopink Decor Inc,,,,,,1,1
PARENT,,,357343,dong guan shi su bei ya dian zi shang wu you xian gong si,,,,,,1,1
PARENT,,,413510,Furniture Direct,,,,,,1,1
PARENT,,,227011,Deluxe Living Inc,,,,,,1,1
PARENT,,,473052,"Ningbo Henglan Trading Co., Ltd",,,,,,1,1
PARENT,,,460493,TREXO LLC,,,,,,1,1
PARENT,,,211924,Hautice LLC,,,,,,1,1
PARENT,,,290823,"Huanggang Xinyue e-commerce Co., Ltd.",,,,,,1,1
PARENT,,,478990,Shen Zhen Mai Tuo Sheng Ke Ji You Xian Gong Si,,,,,,1,1
PARENT,,,361549,shenzhenzhiyukejiyouxiangongsi,,,,,,1,1
PARENT,,,434815,guang zhou kong zhong zhen di ke ji you xian gong si,,,,,,1,1
PARENT,,,60844,Shenzhen Shi Ji Xing Shi Dai Technology Co.,,,,,,1,1
PARENT,,,232997,nanjingjiaduoduojiajukejiyouxiangongsi,,,,,,1,1
PARENT,,,95328,"Huizhou Rongxingtai Industrial Co., Ltd",,,,,,1,1
PARENT,,,30987,FlexiSpot Inc,,,,,,1,1
PARENT,,,361198,MODEL HOME DESIGN INC,,,,,,1,1
PARENT,,,464742,"Xiamen Geno Industry and Trade Co., Ltd.",,,,,,1,1
PARENT,,,69210,Right Way Light LLC,,,,,,1,1
PARENT,,,270173,Suzhou Zhenyingxiang keji you xian gong si,,,,,,1,1
