level,city_name,state_name,vol,current_1d_pct,current_2d_pct,current_3d_pct,current_fast_pct,cutoff_gain_1d_pp,cutoff_gain_2d_pp,cutoff_gain_3d_pp,cutoff_gain_fast_pp,weekend_gain_1d_pp,weekend_gain_2d_pp,weekend_gain_3d_pp,weekend_gain_fast_pp,cutoff_new_1d,cutoff_new_2d,cutoff_new_3d,cutoff_new_fast,weekend_new_1d,weekend_new_2d,weekend_new_3d,weekend_new_fast
account,Safavieh (parent),,73294,0.52,9.46,42.46,84.67,3.75,12.16,10.37,0.95,1.76,3.74,9.0,1.89,2750,8912,7597,697,1291,2743,6595,1388
