level,vol,fri_sat_vol,current_1d,current_2d,current_3d,current_fast,fri_sat_minus1_1d,fri_sat_minus1_2d,fri_sat_minus1_3d,fri_sat_minus1_fast,lift_1d_pp,lift_2d_pp,lift_3d_pp,lift_fast_pp,new_1d,new_2d,new_3d,new_fast
parent,73294,17881,0.52,9.46,42.46,84.67,2.29,13.2,51.45,86.56,1.76,3.74,9.0,1.89,1291,2743,6595,1388
