ops,purchase_order_number,supplier_id,su_name,city_name,state_name,order_complete_date,msbd_su,order_dow,is_fri_sat_placed,o2d_stated,cushion,is_before_cutoff,order_hour_supplier_local,adj_cushion,adj_2pm_cutoff,adj_weekend,sim_current,sim_policy,sim_full,inducted_on_time_or_early,badge_current_1d,badge_current_2d,badge_current_3d,badge_current_fast,badge_policy_1d,badge_policy_2d,badge_policy_3d,badge_policy_fast,badge_full_1d,badge_full_2d,badge_full_3d,badge_full_fast,new_from_cutoff_1d,new_from_cutoff_2d,new_from_cutoff_3d,new_from_cutoff_fast,new_from_weekend_1d,new_from_weekend_2d,new_from_weekend_3d,new_from_weekend_fast
12209313953,661836887,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-12,2026-06-15,6,1,6,1,0,16,1,0,1,6,5,4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
12209320203,661864550,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-12,2026-06-15,6,1,4,1,0,18,1,0,1,4,3,2,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0
12209321343,661864550,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-12,2026-06-15,6,1,4,1,0,18,1,0,1,4,3,2,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0
12209470223,661847650,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-12,2026-06-15,6,1,11,1,0,17,1,0,1,11,10,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12209532973,661858255,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-12,2026-06-15,6,1,5,1,0,18,1,0,1,5,4,3,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0
12209619453,662109024,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-14,2026-06-15,1,0,4,1,1,1,1,0,0,4,3,3,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0
12209756803,661870476,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-12,2026-06-15,6,1,6,1,0,19,1,0,1,6,5,4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
12209793585,659797809,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-01,2026-06-02,2,0,3,1,0,20,1,0,0,3,2,2,0,0,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0
12209854623,662759590,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-16,2026-06-17,3,0,3,1,0,22,1,0,0,3,2,2,1,0,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0
12209936833,662018068,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-13,2026-06-15,7,0,3,1,1,16,1,0,0,3,2,2,1,0,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0
12209986133,661890447,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-12,2026-06-15,6,1,6,1,0,21,1,0,1,6,5,4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
12210043153,661892444,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-12,2026-06-15,6,1,5,1,0,21,1,0,1,5,4,3,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0
12210097623,662889651,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-17,2026-06-18,4,0,4,1,0,17,1,0,0,4,3,3,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0
12210102823,662077028,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-13,2026-06-15,7,0,4,1,1,21,1,0,0,4,3,3,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0
12210137373,661902987,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-12,2026-06-15,6,1,5,1,0,23,1,0,1,5,4,3,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0
12210168093,661901765,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-12,2026-06-15,6,1,6,1,0,23,1,0,1,6,5,4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
12210198813,662151407,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-14,2026-06-15,1,0,4,1,1,11,1,0,0,4,3,3,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0
12210209413,662196169,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-14,2026-06-15,1,0,4,1,1,14,1,0,0,4,3,3,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0
12210323933,661910592,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-13,2026-06-15,7,0,3,1,1,0,1,0,0,3,2,2,0,0,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0
12210539943,662118552,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-14,2026-06-15,1,0,4,1,1,6,1,0,0,4,3,3,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0
12210559023,661930086,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-13,2026-06-15,7,0,4,1,1,7,1,0,0,4,3,3,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0
12210712243,661942831,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-13,2026-06-15,7,0,4,1,1,9,1,0,0,4,3,3,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0
12210712583,661943517,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-13,2026-06-15,7,0,6,1,1,9,1,0,0,6,5,5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
12210736343,663415005,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-20,2026-06-22,7,0,5,1,1,20,1,0,0,5,4,4,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
12210770783,661948021,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-13,2026-06-15,7,0,5,1,1,10,1,0,0,5,4,4,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
12210773093,662065151,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-13,2026-06-15,7,0,4,1,1,20,1,0,0,4,3,3,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0
12210851472,663745018,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-22,2026-06-23,2,0,3,1,0,18,1,0,0,3,2,2,1,0,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0
12210895933,662247808,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-14,2026-06-15,1,0,4,1,1,17,1,0,0,4,3,3,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0
12210908823,661961092,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-13,2026-06-15,7,0,5,1,1,11,1,0,0,5,4,4,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
12210956113,661974289,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-13,2026-06-15,7,0,5,1,1,12,1,0,0,5,4,4,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
12211094823,662436851,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-15,2026-06-16,2,0,3,1,0,12,1,1,0,3,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
12211187383,661990566,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-13,2026-06-15,7,0,9,1,1,13,1,0,0,9,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12211198253,661986775,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-13,2026-06-15,7,0,5,1,1,13,1,0,0,5,4,4,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
12211247593,661992486,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-13,2026-06-15,7,0,5,1,1,14,1,0,0,5,4,4,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
12211410193,662007476,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-13,2026-06-15,7,0,5,1,1,15,1,0,0,5,4,4,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
12211458463,662014835,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-13,2026-06-15,7,0,10,1,1,15,1,0,0,10,9,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12211500753,662036252,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-13,2026-06-15,7,0,4,1,1,17,1,0,0,4,3,3,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0
12211566483,662026732,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-13,2026-06-15,7,0,4,1,1,16,1,0,0,4,3,3,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0
12211654723,662057069,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-13,2026-06-15,7,0,4,1,1,19,1,0,0,4,3,3,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0
12211656223,662030524,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-13,2026-06-15,7,0,5,1,1,16,1,0,0,5,4,4,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
12211743473,662037965,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-13,2026-06-15,7,0,4,1,1,17,1,0,0,4,3,3,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0
12211745851,660054889,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-03,2026-06-04,4,0,3,1,0,9,1,1,0,3,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
12211804493,662045132,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-13,2026-06-15,7,0,4,1,1,18,1,0,0,4,3,3,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0
12211816823,662197940,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-14,2026-06-15,1,0,3,1,1,14,1,0,0,3,2,2,1,0,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0
12211854873,662047708,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-13,2026-06-15,7,0,4,1,1,18,1,0,0,4,3,3,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0
12211970613,664990329,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-28,2026-06-29,1,0,5,1,1,0,1,0,0,5,4,4,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
12211987863,662058211,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-13,2026-06-15,7,0,3,1,1,19,1,0,0,3,2,2,1,0,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0
12211993693,662058914,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-13,2026-06-15,7,0,5,1,1,19,1,0,0,5,4,4,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
12212129693,662069743,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-13,2026-06-15,7,0,5,1,1,20,1,0,0,5,4,4,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
12212132615,651594478,19770,Safavieh NJ 08809,Lebanon,NJ,2026-04-26,2026-06-29,1,0,67,0,,,0,0,0,67,67,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12212207703,662080929,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-13,2026-06-15,7,0,4,1,1,21,1,0,0,4,3,3,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0
12212303303,662081806,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-13,2026-06-15,7,0,4,1,1,21,1,0,0,4,3,3,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0
12212384343,662089356,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-13,2026-06-15,7,0,5,1,1,22,1,0,0,5,4,4,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
12212655253,662126395,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-14,2026-06-15,1,0,4,1,1,8,1,0,0,4,3,3,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0
12213458443,662164134,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-14,2026-06-15,1,0,4,1,1,12,1,0,0,4,3,3,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0
12213471143,662152074,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-14,2026-06-15,1,0,4,1,1,11,1,0,0,4,3,3,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0
12213537293,662729184,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-16,2026-06-17,3,0,3,1,0,18,1,0,0,3,2,2,1,0,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0
12213613283,662182538,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-14,2026-06-15,1,0,4,1,1,13,1,0,0,4,3,3,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0
12213632223,662165994,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-14,2026-06-15,1,0,4,1,1,12,1,0,0,4,3,3,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0
12213759433,662172598,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-14,2026-06-15,1,0,4,1,1,12,1,0,0,4,3,3,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0
12213855363,662180617,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-14,2026-06-15,1,0,4,1,1,13,1,0,0,4,3,3,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0
12213927939,660456888,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-05,2026-06-08,6,1,5,1,0,13,1,0,1,5,4,3,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0
12214110193,662219610,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-14,2026-06-15,1,0,4,1,1,15,1,0,0,4,3,3,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0
12214394553,662220609,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-14,2026-06-15,1,0,4,1,1,15,1,0,0,4,3,3,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0
12214437931,664819394,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-28,2026-06-29,1,0,4,1,1,9,1,0,0,4,3,3,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0
12214519893,662230045,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-14,2026-06-15,1,0,3,1,1,16,1,0,0,3,2,2,0,0,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0
12214553843,662231876,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-14,2026-06-15,1,0,3,1,1,16,1,0,0,3,2,2,1,0,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0
12214593653,662234977,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-14,2026-06-15,1,0,4,1,1,16,1,0,0,4,3,3,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0
12214599823,662236075,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-14,2026-06-15,1,0,4,1,1,16,1,0,0,4,3,3,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0
12214681203,662241120,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-14,2026-06-15,1,0,4,1,1,17,1,0,0,4,3,3,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0
12214824503,662252208,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-14,2026-06-15,1,0,4,1,1,17,1,0,0,4,3,3,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0
12214929799,659494340,19770,Safavieh NJ 08809,Lebanon,NJ,2026-05-31,2026-06-01,1,0,4,1,,,1,0,0,4,3,3,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0
12215634433,662319459,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-14,2026-06-15,1,0,4,1,1,22,1,0,0,4,3,3,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0
12215648933,662321025,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-14,2026-06-15,1,0,4,1,1,22,1,0,0,4,3,3,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0
12215999643,662350646,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-15,2026-06-15,2,0,4,1,1,1,1,0,0,4,3,3,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0
12216107553,662437780,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-15,2026-06-16,2,0,4,1,0,12,1,1,0,4,2,2,1,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0
12216194973,662376477,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-15,2026-06-15,2,0,4,1,1,6,1,0,0,4,3,3,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0
12216247003,662377584,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-15,2026-06-15,2,0,3,1,1,6,1,0,0,3,2,2,0,0,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0
12216365113,662385125,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-15,2026-06-16,2,0,3,1,0,8,1,1,0,3,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
12216631775,653616706,19770,Safavieh NJ 08809,Lebanon,NJ,2026-05-04,2026-06-30,2,0,3,0,,,0,0,0,3,3,3,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
12216702993,662412371,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-15,2026-06-16,2,0,4,1,0,10,1,1,0,4,2,2,1,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0
12216779373,662423861,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-15,2026-06-16,2,0,4,1,0,11,1,1,0,4,2,2,1,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0
12216796583,662420084,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-15,2026-06-16,2,0,3,1,0,11,1,1,0,3,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
12216852539,657776961,19770,Safavieh NJ 08809,Lebanon,NJ,2026-05-24,2026-06-30,1,0,4,1,,,1,0,0,4,3,3,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0
12216863343,662425616,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-15,2026-06-16,2,0,3,1,0,11,1,1,0,3,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
12216899363,662428088,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-15,2026-06-16,2,0,3,1,0,12,1,1,0,3,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
12216900673,662496179,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-15,2026-06-16,2,0,4,1,0,16,1,0,0,4,3,3,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0
12216968963,662434075,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-15,2026-06-16,2,0,4,1,0,12,1,1,0,4,2,2,1,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0
12217018443,662437099,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-15,2026-06-16,2,0,3,1,0,12,1,1,0,3,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
12217035813,662508075,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-15,2026-06-16,2,0,3,1,0,17,1,0,0,3,2,2,1,0,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0
12217134723,662448093,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-15,2026-06-16,2,0,3,1,0,13,1,1,0,3,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
12217229693,663207154,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-19,2026-06-22,6,1,5,1,0,15,1,0,1,5,4,3,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0
12217266673,662454746,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-15,2026-06-16,2,0,7,1,0,14,1,1,0,7,5,5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
12217339403,662460364,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-15,2026-06-16,2,0,3,1,0,14,1,1,0,3,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
12217460903,662711656,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-16,2026-06-17,3,0,3,1,0,17,1,0,0,3,2,2,1,0,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0
12217654993,662485310,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-15,2026-06-16,2,0,4,1,0,16,1,0,0,4,3,3,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0
12217738533,662545660,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-15,2026-06-16,2,0,4,1,0,20,1,0,0,4,3,3,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0
12217909499,659445294,19770,Safavieh NJ 08809,Lebanon,NJ,2026-05-31,2026-06-01,1,0,4,1,,,1,0,0,4,3,3,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0
12217968563,662522946,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-15,2026-06-16,2,0,3,1,0,19,1,0,0,3,2,2,1,0,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0
12218020013,662513183,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-15,2026-06-16,2,0,8,1,0,18,1,0,0,8,7,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12218098033,662519243,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-15,2026-06-16,2,0,4,1,0,18,1,0,0,4,3,3,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0
12218322103,662536094,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-15,2026-06-16,2,0,4,1,0,20,1,0,0,4,3,3,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0
12218435123,662546831,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-15,2026-06-16,2,0,7,1,0,20,1,0,0,7,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12218689693,662694325,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-16,2026-06-17,3,0,4,1,0,15,1,0,0,4,3,3,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0
12218722553,662573917,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-15,2026-06-16,2,0,4,1,0,22,1,0,0,4,3,3,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0
12218724413,662573175,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-15,2026-06-16,2,0,3,1,0,22,1,0,0,3,2,2,1,0,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0
12218745653,662576642,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-15,2026-06-16,2,0,3,1,0,22,1,0,0,3,2,2,1,0,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0
12218751423,662577684,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-15,2026-06-16,2,0,4,1,0,22,1,0,0,4,3,3,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0
12218817583,662587641,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-15,2026-06-16,2,0,4,1,0,23,1,0,0,4,3,3,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0
12219347123,662631303,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-16,2026-06-17,3,0,3,1,0,8,1,1,0,3,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
12219349493,662629752,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-16,2026-06-17,3,0,2,1,1,7,1,0,0,2,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
12219653493,662648474,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-16,2026-06-17,3,0,4,1,0,10,1,1,0,4,2,2,1,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0
12219658633,662648469,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-16,2026-06-17,3,0,3,1,0,10,1,1,0,3,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
12219760083,662654592,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-16,2026-06-17,3,0,4,1,0,11,1,1,0,4,2,2,1,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0
12219791223,662656276,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-16,2026-06-17,3,0,3,1,0,11,1,1,0,3,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
12219983353,662688724,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-16,2026-06-17,3,0,2,0,0,14,0,1,0,2,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
12220233873,662695569,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-16,2026-06-17,3,0,4,1,0,15,1,0,0,4,3,3,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0
12220266493,662688028,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-16,2026-06-17,3,0,4,1,0,14,1,1,0,4,2,2,1,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0
12220333793,662813956,19770,Safavieh NJ 08809,Lebanon,NJ,2026-06-17,2026-06-18,4,0,6,1,0,9,1,1,0,6,4,4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
