supplier_type,supplier_id,su_name,sto,own_state,assigned_hub,total_vol,direct_vol,pct_direct,ifr_direct,ifr_local,ifr_lift,del_direct,del_local,del_lift,avg_gain_direct
constrained,116460,J.Queen CA 91710,Soft Home,CA,CHINO LOCAL,2830,368,0.13003533568904593,0.9673913043478264,0.9408825978351365,0.026508706512689884,0.8206521739130432,0.8426311407160697,-0.021978966803026467,0.9438161723449093
constrained,30330,Aspen Creative Corporation,Lighting,CA,WEST RIALTO,2902,368,0.1268090971743625,0.9891304347826084,0.8661770705834343,0.12295336419917413,0.8559782608695653,0.7902896776825773,0.065688583186988,0.9504677076997977
constrained,295509,"Freestyle Outdoor Living Co., Ltd GA 31405(2)",APS Outdoor,GA,SAVANNAH,3724,364,0.09774436090225563,0.6978021978021974,0.7280813214739519,-0.03027912367175445,0.8598901098901106,0.8487928843710276,0.011097225519082987,0.8159240251591299
constrained,66315,Million Dollar Baby Co GA 31322,Youth Furniture & Decor,GA,SAVANNAH,5477,362,0.0660945773233522,0.4116022099447514,0.8145403564990996,-0.40293814655434823,0.4364640883977904,0.7426396955738028,-0.30617560717601244,0.8896058760035102
constrained,2743,Greenland Home Fashions,Soft Home,CA,CHINO LOCAL,616,362,0.5876623376623377,0.781767955801105,0.7682119205298014,0.013556035271303668,0.7541436464088399,0.8410596026490066,-0.08691595624016668,0.9466091076325353
constrained,96245,Vanten LLC CA 92880,APS,CA,CHINO LOCAL,3336,361,0.10821342925659472,0.9695290858725765,0.957542285122541,0.011986800750035442,0.9085872576177282,0.8743527787366245,0.03423447888110365,0.9591173351517654
constrained,409504,WuYouDa-CA-06-NBYY,APS Home Improvement,CA,WEST RIALTO,2699,358,0.13264171915524267,0.7960893854748614,0.8161189358372467,-0.020029550362385296,0.8743016759776533,0.8474178403755864,0.026883835602066863,0.9114628302119863
constrained,204862,Keter US GA 31326,Outdoor Structures,GA,SAVANNAH,4230,358,0.08463356973995272,0.631284916201117,0.6131673763511306,0.01811753984998643,0.8128491620111734,0.8509662626924346,-0.03811710068126117,0.889035243320993
constrained,62940,HONGYE TECHNOLOGY CA 92879,APS,CA,WEST RIALTO,1763,357,0.20249574588769143,0.9411764705882357,0.8430493273542606,0.09812714323397509,0.9383753501400562,0.8677130044843043,0.07066234565575191,0.9582468198976188
constrained,281658,Joseph Joseph CA 92835,Storage & Org - Frequency,CA,ANAHEIM,2855,355,0.1243432574430823,0.9295774647887322,0.9173486088379706,0.012228855950761508,0.9690140845070423,0.9140752864157125,0.054938798091329843,0.95000981512254
constrained,26103,Jeco Inc. CA 91761,Outdoor Furniture,CA,CHINO LOCAL,1780,352,0.19775280898876405,0.6875000000000002,0.49159021406727904,0.19590978593272118,0.7698863636363638,0.76223241590214,0.007653947734223787,0.9534802200175794
constrained,244511,Delta Enterprise CA 92570,Youth Furniture & Decor,CA,RIALTO LOCAL,3485,351,0.10071736011477762,0.8205128205128208,0.8361148197596798,-0.01560199924685901,0.8205128205128206,0.8251001335113483,-0.0045873129985276595,0.9536045195827394
constrained,245572,YITA LLC CA 92374,APS AEOF,CA,WEST RIALTO,4098,349,0.0851634943875061,0.6876790830945558,0.7920403587443954,-0.10436127564983955,0.7650429799426933,0.8640695067264589,-0.09902652678376556,0.9298452266382539
constrained,305641,Cozayh LLC CA 91762 ,APS,CA,CHINO LOCAL,2096,346,0.1650763358778626,1.0,0.9718875502008033,0.028112449799196693,0.8699421965317913,0.8815261044176701,-0.01158390788587882,0.9477858395591111
constrained,32159,Classic Home CA,Casegoods,CA,ARCADIA,2927,337,0.1151349504612231,0.655786350148368,0.8365461847389561,-0.1807598345905882,0.8189910979228484,0.8192771084337349,-0.000286010510886503,0.9441891998870974
constrained,269131,Suprecozy INC CA 91748 Wayfair,APS Outdoor,CA,INDUSTRY,2503,334,0.1334398721534159,0.9251497005988021,0.9274891774891785,-0.0023394768903763907,0.9191616766467066,0.8836580086580094,0.035503667988697196,0.9514467593398246
constrained,28772,Linon CA 92408,Casegoods,CA,WEST RIALTO,3493,325,0.09304322931577441,0.8123076923076924,0.885478547854786,-0.07317085554709357,0.7969230769230772,0.8316831683168326,-0.034760091393755466,0.9178028182834191
constrained,326360,"Freestyle Outdoor Living Co., Ltd GA 31407 ",APS Outdoor,GA,SAVANNAH,4240,323,0.07617924528301886,0.8018575851393188,0.9248428532385901,-0.12298526809927124,0.8452012383900932,0.889860617655096,-0.04465937926500285,0.8677894675892757
constrained,324724,shanghaihuzidianzishangwuyouxiangongsi CA 91789 ,APS Home Improvement,CA,INDUSTRY,3407,321,0.09421778690930438,0.9937694704049842,0.9915750915750905,0.002194378829893706,0.9096573208722741,0.9395604395604391,-0.029903118688164976,0.8233745145005384
constrained,44299,Luxier CA 91708,Plumbing,CA,CHINO LOCAL,2342,319,0.13620836891545687,0.9968652037617556,0.9567901234567893,0.040075080304966315,0.8432601880877746,0.8446502057613172,-0.0013900176735426317,0.9462226267867165
constrained,82474,Farfarview  CA 91761 E Jurupa,APS,CA,CHINO LOCAL,4203,311,0.07399476564358791,0.8681672025723475,0.9582878953107968,-0.09012069273844936,0.8456591639871378,0.8912213740457998,-0.04556221005866201,0.9122478931974752
constrained,112453,terby inc CA 91708,Lighting,CA,CHINO LOCAL,1378,310,0.22496371552975328,0.8193548387096775,0.8423799582463465,-0.02302511953666897,0.9193548387096777,0.9070981210855948,0.012256717624082869,0.953854129369432
constrained,60092,EMG CA 92316,Kitchen & Small Electrics,CA,WEST RIALTO,3098,307,0.09909619109102646,0.781758957654723,0.8718914845516207,-0.09013252689689766,0.7426710097719864,0.8575734740015069,-0.11490246422952044,0.9454299852618112
constrained,147943,HYTX美西LA-003仓,APS,CA,WEST RIALTO,4026,305,0.07575757575757576,0.931147540983606,0.9177036199095037,0.013443921074102305,0.8065573770491805,0.7932692307692303,0.01328814627995023,0.8959621499909894
constrained,286944,Tianjin Yuyao Technology Co. CA 92410,Wayfair,CA,WEST RIALTO,2045,303,0.14816625916870416,0.910891089108911,0.9377358490566032,-0.0268447599476922,0.7062706270627059,0.837735849056604,-0.1314652219938981,0.950477293743987
constrained,50633,TOV Furniture CA 91764,Upholstery,CA,CHINO LOCAL,1678,300,0.17878426698450536,0.5766666666666663,0.9106737320211962,-0.33400706535452984,0.4566666666666669,0.7365632096896295,-0.27989654302296263,0.9467654002467258
constrained,147134,Star Home Living Corp. CA 92337,Upholstery,CA,WEST RIALTO,1663,299,0.179795550210463,0.9063545150501671,0.7952569169960477,0.11109759805411934,0.8929765886287621,0.817391304347826,0.07558528428093603,0.9579904820007249
constrained,50419,Permasteel CA,Fireplaces & Grills,CA,INDUSTRY,1645,294,0.17872340425531916,0.8163265306122449,0.9552941176470581,-0.13896758703481316,0.7687074829931971,0.9019607843137246,-0.13325330132052748,0.9567750962739929
constrained,236471,Cozayh LLC CA 91752(5),APS,CA,WEST RIALTO,2269,291,0.12825033054208904,1.0,0.9404159640247332,0.05958403597526685,0.8797250859106526,0.8695896571107365,0.010135428799916024,0.9484681408650312
constrained,355670,CA-1545,APS Bedroom,CA,OLIVE BRANCH LOCAL,3335,291,0.08725637181409296,0.9553264604810995,0.8659611992945322,0.08936526118656729,0.8556701030927832,0.7425044091710756,0.11316569392170761,0.8927807194231152
constrained,57236,Seville Classics Inc CA 90501,Storage & Org,CA,CARSON,2368,290,0.12246621621621621,0.910344827586207,0.9703815261044175,-0.060036698518210474,0.8172413793103449,0.8910642570281113,-0.07382287771776641,0.9507040061211639
constrained,251367,CA02,APS,CA,CHINO LOCAL,2414,286,0.11847555923777962,0.8986013986013989,0.8690987124463528,0.029502686155046032,0.8181818181818181,0.8004291845493563,0.017752633632461823,0.9371217454870568
constrained,455376,EFCA03,APS AEOF,CA,WEST RIALTO,5912,284,0.04803788903924222,0.9542253521126759,0.9917642752562235,-0.037538923143547565,0.869718309859154,0.8559663250366039,0.013751984822550134,0.886488505152734
constrained,352873,"Foshan Youfanka Furniture Co., Ltd. CA 91761",Upholstery,CA,CHINO LOCAL,1434,284,0.19804741980474197,0.9753521126760568,0.9523809523809519,0.02297116029510493,0.9542253521126762,0.877289377289377,0.07693597482329928,0.9541377781552391
constrained,399436,"Shenzhen Litian Technology Co., Ltd AL 31308",APS Home Improvement,GA,SAVANNAH,3680,282,0.0766304347826087,0.8049645390070923,0.8074245939675184,-0.002460054960426117,0.8829787234042553,0.8571428571428563,0.025835866261399,0.7567994272652295
constrained,299125,EVE AY CORP CA 91789,Wayfair,CA,INDUSTRY,565,281,0.49734513274336284,0.4306049822064055,0.5180180180180182,-0.0874130358116127,0.9359430604982207,0.8153153153153152,0.12062774518290553,0.9515937213927569
constrained,336483,"NINGBO JOYS IMP. EXP. CO.,LTD CA 92374",APS Outdoor,CA,WEST RIALTO,2677,281,0.10496824803884945,0.8291814946619213,0.8665611814345996,-0.03737968677267833,0.7615658362989326,0.8412447257383971,-0.07967888943946455,0.9418851493830765
constrained,248927,CA.,APS Bedroom,CA,WEST RIALTO,3804,280,0.07360672975814932,0.8607142857142859,0.8250134192163177,0.03570086649796822,0.8178571428571427,0.859366612989801,-0.041509470132658266,0.9284922668104659
constrained,248614,WINADO INC GA 31326,APS Outdoor,GA,SAVANNAH,4304,277,0.06435873605947956,0.6534296028880872,0.7424681344148306,-0.08903853152674346,0.8231046931407942,0.7668018539976819,0.05630283914311229,0.744255780626933
constrained,251283,JourneyClassArtLLC CA 91708 ,APS Outdoor,CA,CHINO LOCAL,2492,275,0.11035313001605136,0.7490909090909091,0.7667862634546379,-0.01769535436372871,0.8254545454545457,0.7724243977447458,0.05303014770979986,0.9409662431628376
constrained,75071,Duhome Inc CA 91748,APS,CA,INDUSTRY,2102,273,0.12987630827783064,0.9194139194139195,0.9543661971830997,-0.034952277769180196,0.7545787545787547,0.6969014084507037,0.05767734612805098,0.9086037261089008
constrained,77923,Wayfair Embellish chang LLC CA 92880,APS Outdoor,CA,CHINO LOCAL,2048,273,0.13330078125,0.9304029304029303,0.9399054692775155,-0.009502538874585187,0.8901098901098901,0.8615800135043886,0.028529876605501436,0.9477323830198883
constrained,76445,TranS Ideal LLC CA 90670,APS,CA,SANTA FE SPRINGS,2615,272,0.1040152963671128,0.9963235294117647,0.9539282250242478,0.04239530438751693,0.9117647058823527,0.8976721629485941,0.014092542933758612,0.9446728286055068
constrained,493064,USSAV02,APS Bedroom,GA,SAVANNAH,2154,270,0.12534818941504178,0.9851851851851853,0.9294653014789531,0.055719883706232154,0.8999999999999998,0.9072810011376558,-0.007281001137655951,0.89329882522909
constrained,410092,NW Investment Inc CA 91766,APS Decor,CA,INDUSTRY,4143,270,0.06517016654598118,0.9740740740740741,0.9815476190476209,-0.007473544973546797,0.8370370370370368,0.8580357142857145,-0.020998677248677655,0.892588851323013
constrained,357179,"Dewenwils Network Technology Co., Ltd CA 92335",APS Home Improvement,CA,WEST RIALTO,2792,270,0.09670487106017192,0.7259259259259262,0.8307560137457023,-0.1048300878197761,0.6259259259259263,0.778780068728523,-0.15285414280259668,0.9401863529388762
constrained,101609,source max inc CA 91761,APS,CA,CHINO LOCAL,1673,269,0.1607890017931859,0.9814126394052048,0.958872810357959,0.02253982904724583,0.8736059479553906,0.8575780654988586,0.016027882456531972,0.9452476892771016
constrained,231495,Chenxin Optoelectronic Co CA 91761,APS Outdoor,CA,CHINO LOCAL,3609,269,0.07453588251593239,0.8401486988847583,0.8764404609475024,-0.03629176206274409,0.8327137546468403,0.8351472471190775,-0.002433492472237231,0.9112380224409741
constrained,255050,JOYIN US CORP. CA 91730,APS Decor,CA,WEST RIALTO,2411,267,0.11074243052675238,0.9962546816479402,0.9677980852915574,0.028456596356382757,0.9363295880149811,0.8711923411662312,0.06513724684874989,0.9413365720247838
constrained,98216,EFCA 92337,APS,CA,WEST RIALTO,4143,267,0.06444605358435916,0.9438202247191014,0.8887092427917006,0.055110981927400826,0.7265917602996256,0.8499056857989751,-0.1233139254993495,0.9185219623667786
constrained,370575,JIAJING-CA5,APS Bedroom,CA,WEST RIALTO,2320,266,0.1146551724137931,0.9887218045112779,0.9764644351464448,0.012257369364833126,0.8646616541353385,0.8587866108786619,0.005875043256676538,0.9484514272499321
constrained,32733,TarHong CA 91748,Tabletop,CA,INDUSTRY,2061,265,0.12857836001940806,0.20754716981132093,0.4487693188322838,-0.2412221490209629,0.6226415094339621,0.8133943903835139,-0.19075288094955178,0.957829963617145
constrained,238404,HomArt CA,Decor,CA,ANAHEIM,1905,264,0.13858267716535433,0.9962121212121212,0.976990049751244,0.019222071460877177,0.8484848484848483,0.8899253731343274,-0.041440524649479116,0.9421516681340916
constrained,406808,Yii Lighting CA  92324,APS Home Improvement,CA,WEST RIALTO,2413,264,0.10940737670949026,0.9507575757575752,0.9422792303897396,0.008478345367835649,0.8750000000000001,0.8006906758756773,0.07430932412432278,0.9436314069504044
constrained,295983,"Shenzhen Laiwo Trading Co., Ltd. GA 31407",APS,GA,SAVANNAH,3206,263,0.08203368683718029,0.8060836501901144,0.8561320754716979,-0.050048425281583486,0.8669201520912546,0.8447327044025138,0.022187447688740813,0.7887589149075882
constrained,336760,Edgemod CA 92374,Upholstery,CA,WEST RIALTO,2089,262,0.125418860698899,0.9961832061068702,0.9588268471517213,0.03735635895514888,0.8931297709923663,0.8770445572476029,0.01608521374476346,0.9614793085762096
constrained,225771,Shenzhenshixiangde CA91761(12),APS,CA,CHINO LOCAL,2916,261,0.08950617283950617,0.8352490421455938,0.9175553732567688,-0.08230633111117502,0.8084291187739467,0.8589007383100898,-0.0504716195361431,0.9298302855769184
constrained,280957,"CHITA (HK) IMPORT & EXPORT CO., LIMITED CA 91762 ",APS,CA,WEST RIALTO,3472,258,0.07430875576036866,0.8759689922480619,0.884285714285714,-0.008316722037652102,0.8565891472868213,0.8224999999999988,0.03408914728682255,0.9178034431322698
constrained,211658,WPLA4,APS,CA,WEST RIALTO,4112,255,0.0620136186770428,0.9490196078431372,0.8625660740028835,0.08645353384025367,0.7372549019607847,0.871696299855838,-0.13444139789505327,0.9342903194896479
constrained,349604,Kusnug CA 92337,Mattress,CA,WEST RIALTO,1228,255,0.20765472312703584,0.9686274509803923,0.9763975155279507,-0.007770064547558464,0.8352941176470591,0.8968944099378886,-0.06160029229082953,0.9487318003098348
constrained,143818,JoJospring CA,Lighting,CA,CHINO LOCAL,1642,253,0.1540803897685749,0.9960474308300395,0.9362017804154307,0.059845650414608875,0.9169960474308297,0.8686943620178055,0.048301685413024265,0.9505320442468018
constrained,146557,A298 CA01,Mattress,CA,WEST RIALTO,1036,253,0.24420849420849422,0.49802371541502,0.7298701298701303,-0.23184641445511034,0.8458498023715417,0.8857142857142849,-0.03986448334274317,0.9465946426941605
constrained,293858,AROZU INC CA 90660,APS SEA,CA,SANTA FE SPRINGS,1985,253,0.127455919395466,0.980237154150198,0.8954207920792078,0.08481636207099019,0.8814229249011853,0.8576732673267318,0.023749657574453575,0.9422806017725884
constrained,23903,Adeco Trading CA 91761,Upholstery,CA,CHINO LOCAL,2110,249,0.11800947867298578,0.9558232931726909,0.9305396096440881,0.025283683528602774,0.8835341365461846,0.9001148105625717,-0.016580674016387076,0.9534767777381384
constrained,264753,OaDeerHome CA 91761,Upholstery,CA,CHINO LOCAL,1080,248,0.22962962962962963,0.8185483870967744,0.8498452012383895,-0.031296814141615115,0.9798387096774193,0.9380804953560371,0.04175821432138216,0.9479399657898072
constrained,23670,Kinfine USA Inc CA,Casegoods,CA,CHINO LOCAL,2347,248,0.10566680869194717,0.8104838709677423,0.9228471876555507,-0.11236331668780841,0.7903225806451616,0.8894972623195615,-0.09917468167439991,0.9284411215612169
constrained,327977,SHEN JUN TRADING LIMITED CA 91710,APS,CA,CHINO LOCAL,2250,245,0.10888888888888888,0.771428571428571,0.8979721166032955,-0.12654354517472444,0.7306122448979595,0.8396704689480358,-0.10905822405007626,0.9209728791810275
constrained,60505,"Shenzhen Qaya Commerce Co., LTD CA 92337",APS,CA,WEST RIALTO,3048,245,0.08038057742782152,0.8734693877551016,0.8177376925967678,0.05573169515833387,0.6816326530612247,0.8391582111987975,-0.15752555813757285,0.9138236004190105
constrained,22430,EnitialLab CA,Casegoods,CA,INDUSTRY,3594,244,0.06789092932665554,0.6721311475409837,0.8602324080051662,-0.18810126046418252,0.7786885245901637,0.8624919302775977,-0.08380340568743405,0.9496859366039967
constrained,316941, AMCA,APS,CA,WEST RIALTO,1748,243,0.13901601830663615,0.7572016460905351,0.9228769497400348,-0.16567530364949967,0.7530864197530862,0.8396880415944535,-0.08660162184136733,0.9267926248873252
constrained,347235,DC Big Shop CA 91761(2),Upholstery,CA,CHINO LOCAL,1321,243,0.18395155185465556,0.9794238683127573,0.9691417550626813,0.010282113250075997,0.9053497942386832,0.9016393442622953,0.0037104499763879195,0.9586656901473093
constrained,304134,YouCopia Products CA 92316,Storage & Org - Frequency,CA,WEST RIALTO,1360,243,0.1786764705882353,0.5967078189300413,0.6046511627906977,-0.007943343860656427,0.703703703703704,0.8632558139534883,-0.15955211024978422,0.9489408639149919
constrained,356194,Shenzhen Like Keji Youxiangongsi GA 31407,APS Bedroom,GA,SAVANNAH,4879,238,0.04878048780487805,0.9747899159663865,0.8492520138089753,0.12553790215741123,0.8865546218487393,0.8626006904487922,0.02395393139994717,0.8072548836819421
constrained,405364,Eglinton Decor Inc CA 91761,APS Outdoor,CA,CHINO LOCAL,966,238,0.2463768115942029,0.9411764705882355,0.9338374291115308,0.007339041476704722,0.9117647058823528,0.9035916824196599,0.008173023462692885,0.9359407112713674
constrained,114038,Glitz Home SC 29927,APS Youth,SC,SAVANNAH,2164,238,0.1099815157116451,0.7563025210084034,0.9533560864618873,-0.19705356545348385,0.9159663865546218,0.9203640500568838,-0.004397663502262006,0.8696719194906944
constrained,200279, WYD-CAJW04,APS Bedroom,CA,WEST RIALTO,3522,238,0.06757524134014764,0.7563025210084036,0.9030880420499341,-0.14678552104153053,0.7184873949579831,0.868265440210249,-0.1497780452522659,0.9414970744481219
constrained,497107,Greenland Home Fashions CA 91710,Soft Home,CA,CHINO LOCAL,4381,237,0.0540972380734992,0.9873417721518986,0.8985686080947679,0.08877316405713065,0.8818565400843886,0.8087364264560697,0.07312011362831894,0.9442276782791029
constrained,296279,FAVICLA CORP CA 92337,APS Youth,CA,WEST RIALTO,474,236,0.4978902953586498,0.9745762711864406,0.7684210526315792,0.2061552185548614,0.9067796610169491,0.7210526315789471,0.185727029438002,0.9505309846133047
constrained,366303,HuiAnXian XiMao DianZiShangWu YouXianGongSi CA 91789,APS Decor,CA,INDUSTRY,1172,234,0.19965870307167236,0.841880341880342,0.8751677852348989,-0.03328744335455691,0.8504273504273503,0.8456375838926168,0.004789766534733508,0.937619297522034
constrained,288324,WIN STELLAR LIMITED CA 91761,APS,CA,CHINO LOCAL,1633,232,0.14206981016533987,0.9137931034482759,0.9003663003663005,0.013426803081975414,0.8922413793103448,0.8227106227106232,0.06953075659972152,0.9446364752680415
constrained,302513,Alphamarts GA 31326(2),APS Outdoor,GA,SAVANNAH,4494,227,0.05051179350244771,0.7180616740088106,0.7991876110687977,-0.08112593705998705,0.8105726872246697,0.8618938816958622,-0.051321194471192544,0.787290295865649
constrained,460617,FUJIAN VIITION INTERNET DEVELOPMENT CO LTD CA 92571,APS Decor,CA,RIALTO LOCAL,1257,227,0.1805887032617343,0.8678414096916295,0.6324786324786322,0.23536277721299725,0.8546255506607927,0.8696581196581192,-0.015032568997326523,0.9463082014012182
constrained,245533,Edrosie Inc GA 30297,Outdoor Furniture,GA,SOUTH ATLANTA,2452,227,0.09257748776508973,1.0,0.9632587859424921,0.036741214057507854,0.7444933920704847,0.8343982960596382,-0.08990490398915352,0.8415411811480747
constrained,132494,Zekoo Inc CA 91730,APS,CA,WEST RIALTO,1867,226,0.12104981253347616,0.9911504424778759,0.956760466712423,0.034389975765452885,0.8097345132743365,0.8565545641729586,-0.04682005089862207,0.9552354181734793
constrained,288244,Men Dao Le (Bei Jing) Shang Mao You Xian CA 91761 ,APS,CA,CHINO LOCAL,1693,225,0.13290017720023628,0.8266666666666661,0.8220815752461316,0.004585091420534537,0.8533333333333332,0.7995780590717306,0.05375527426160254,0.9469645520139417
constrained,450941,INNOMARK LIMITED CA 91768,Wayfair,CA,INDUSTRY,1864,224,0.12017167381974249,0.9285714285714285,0.8441064638783268,0.08446496469310172,0.8660714285714279,0.7585551330798488,0.10751629549157915,0.9504670244980016
constrained,351826,AMEZIEL INC GA 30096,APS AEOF,GA,SOUTH ATLANTA,2907,221,0.07602339181286549,0.986425339366516,0.9418057338468125,0.044619605519703454,0.8371040723981902,0.871202396234488,-0.03409832383629785,0.8152967262592773
constrained,248417,Welland Industries LLC CA,APS Youth,CA,ANAHEIM,2015,221,0.10967741935483871,0.9909502262443437,0.9636982416335783,0.02725198461076539,0.9321266968325791,0.8825865002836065,0.04954019654897257,0.9531907317446991
constrained,36535,Simpli Home Ltd. GA 31322,Casegoods,GA,SAVANNAH,1960,219,0.11173469387755101,0.8082191780821913,0.8924665856622118,-0.08424740758002047,0.8904109589041096,0.893681652490888,-0.0032706935867784503,0.8937417513012703
constrained,403160,"Zhengzhou Huanerxian Network Technology Co., Ltd CA 92337",APS Housewares & More,CA,WEST RIALTO,2154,217,0.10074280408542247,1.0,0.9768000000000004,0.023199999999999554,0.8571428571428571,0.852800000000001,0.004342857142856094,0.9192923909752823
constrained,463964,Grand Leisure Outdoor Product CA 92335,APS Outdoor,CA,WEST RIALTO,2504,216,0.08626198083067092,0.9629629629629628,0.9645522388059702,-0.0015892758430073872,0.8935185185185187,0.8563432835820891,0.0371752349364296,0.9225670983778131
constrained,321554,TIDITA LLC CA 91761,APS SEA,CA,CHINO LOCAL,833,216,0.25930372148859543,0.9768518518518523,0.9840989399293288,-0.007247088077476538,0.9722222222222219,0.9257950530035327,0.04642716921868917,0.9521537493301457
constrained,279091,"Ningbo Detaike Trading Co., Ltd. GA 30349",APS Outdoor,GA,SAVANNAH,1397,216,0.15461703650680028,0.9398148148148149,0.8856526429341963,0.05416217188061856,0.7916666666666669,0.819848975188781,-0.02818230852211412,0.8231258458142371
constrained,151179,The Luxtrada Company CA 91706,Plumbing,CA,INDUSTRY,1130,215,0.1902654867256637,0.8837209302325578,0.9162679425837323,-0.03254701235117452,0.8279069767441859,0.8456937799043065,-0.0177868031601206,0.950961564173189
constrained,130956,Emson USA CA 91761,Kitchen & Small Electrics,CA,CHINO LOCAL,1541,214,0.13887086307592472,0.8598130841121492,0.9706601466992669,-0.11084706258711774,0.8037383177570094,0.8565607171964135,-0.05282239943940403,0.9555682189107955
constrained,68136,VNT Link CA,APS SEA,CA,SANTA FE SPRINGS,1534,212,0.13820078226857888,1.0,0.9938461538461539,0.006153846153846065,0.938679245283019,0.9184615384615381,0.02021770682148094,0.9443546947527295
constrained,285933,"Shenzhen Laiwo Trading Co., Ltd. CA 92410",APS,CA,WEST RIALTO,2681,211,0.07870197687430064,0.6729857819905214,0.8692955250332305,-0.1963097430427091,0.7298578199052131,0.8028356225077532,-0.07297780260254005,0.9207626344249058
constrained,38373,Monarch International Inc,Decor,CA,CHINO LOCAL,1278,207,0.1619718309859155,1.0,0.9970731707317072,0.0029268292682927965,0.8067632850241546,0.8439024390243905,-0.03713915400023593,0.9469874255813828
constrained,148929,"Grove NA, INC. dba Chicology CA",Soft Home,CA,SANTA FE SPRINGS,1698,207,0.12190812720848057,0.8357487922705311,0.580892608089261,0.2548561841812701,0.8888888888888892,0.6087866108786628,0.28010227801022636,0.8876398963318319
constrained,150553,XH DV-SWN GA 31326,APS,GA,SAVANNAH,4180,206,0.049282296650717705,0.8980582524271844,0.9343733189887029,-0.036315066561518505,0.8300970873786409,0.759279182356104,0.07081790502253682,0.7832983506570631
constrained,478575,"Ningbo le verde home furnishing co.,ltd. CA 91752-3717",APS Outdoor,CA,WEST RIALTO,1292,205,0.1586687306501548,0.9707317073170733,0.9297693920335431,0.040962315283530115,0.8780487804878044,0.8553459119496859,0.022702868538118537,0.9154345389760256
constrained,228373,HOME Groczo INC SAV,Outdoor Furniture,GA,SAVANNAH,1083,205,0.18928901200369344,1.0,1.0,0.0,0.7804878048780486,0.7809239940387477,-0.0004361891606990964,0.7908074600383094
constrained,407374,"Shenzhen Litian Technology Co., Ltd CA 92324",APS Home Improvement,CA,WEST RIALTO,2625,205,0.07809523809523809,0.9365853658536587,0.9498861047835988,-0.013300738929940104,0.8731707317073168,0.8678815489749417,0.005289182732375108,0.9140005810698392
constrained,335400,Torre Tagus CA 92570,Decor,CA,RIALTO LOCAL,1020,203,0.19901960784313724,1.0,0.996207332490518,0.0037926675094820395,0.8916256157635469,0.9469026548672563,-0.0552770391037094,0.96136183462025
constrained,117278,Torchstar Corp. CA 91752,Lighting,CA,WEST RIALTO,1392,203,0.14583333333333334,0.9802955665024632,0.9082892416225748,0.07200632487988834,0.8374384236453204,0.8624338624338617,-0.02499543878854127,0.9519209903791216
constrained,19273,Storkcraft USA CA 91708,Youth Furniture & Decor,CA,CHINO LOCAL,2635,202,0.07666034155597723,0.7475247524752476,0.7724731182795695,-0.024948365804321915,0.7821782178217819,0.7741935483870975,0.007984669434684344,0.9325714917560318
constrained,325553,Zhongshan Henglan Bolang Lighting Factory CA 92337,APS Home Improvement,CA,WEST RIALTO,1671,201,0.12028725314183124,0.9353233830845773,0.9529505582137165,-0.01762717512913925,0.8706467661691542,0.8421052631578946,0.028541503011259572,0.9435266526790128
constrained,192570,Pacific Coast Home Furnishings CA,Soft Home,CA,SANTA FE SPRINGS,950,200,0.21052631578947367,0.8400000000000002,0.854368932038835,-0.014368932038834825,0.8699999999999999,0.8058252427184462,0.06417475728155364,0.9489843273667963
constrained,213128,XCO-CA warehouse,APS Outdoor,CA,CHINO LOCAL,1550,200,0.12903225806451613,0.9799999999999998,0.9387931034482754,0.04120689655172438,0.9249999999999999,0.8741379310344835,0.05086206896551648,0.9364404858221157
nonconstrained,59806,DesignArt Inc. NY,Decor,NY,PLATTSBURGH,35260,4754,0.13482699943278503,0.8838872528397137,0.8953895928821788,-0.011502340042465087,0.9087084560370213,0.8788420059315181,0.02986645010550326,0.919425801187807
nonconstrained,34657,Unique Loom SC29707,Rugs,SC,FORT MILL,42380,3765,0.08883907503539405,0.595750332005312,0.857421982497661,-0.261671650492349,0.6648074369189904,0.8437173207110997,-0.17890988379210937,0.8515031753733379
nonconstrained,44034,Wexford Home IL,Decor,IL,BEDFORD PARK,38039,3625,0.09529693209600673,0.8868965517241388,0.8704980842911874,0.01639846743295148,0.8540689655172411,0.8277630415561441,0.02630592396109699,0.895986672955436
nonconstrained,35109,Mohawk Home GA 30705 Highland,Rugs,GA,EAST CHATTANOOGA,15678,2856,0.1821660926138538,0.5395658263305321,0.8724985706117765,-0.3329327442812444,0.5539215686274508,0.8288001306869229,-0.27487856205947214,0.8949631424775092
nonconstrained,43978,Revman International SC 29301,Soft Home,SC,SPARTANBURG,24908,1988,0.07981371446924683,0.9230382293762562,0.973754686663095,-0.05071645728683871,0.8827967806841038,0.9326905909658989,-0.04989381028179507,0.8640470067524657
nonconstrained,363084,NorthCape International (Chicago Wicker) GA 30024,Outdoor Furniture,GA,BRASELTON,7848,1957,0.24936289500509684,0.9693408277976499,0.5997846374730794,0.36955619032457043,0.9693408277976497,0.7525125628140706,0.2168282649835791,0.9021274197866394
nonconstrained,110022,Loloi Rugs TX 75241,Rugs,TX,DALLAS LOCAL,29983,1940,0.06470333188806991,0.8412371134020622,0.9297317028654873,-0.08849458946342514,0.7814432989690718,0.8524183245117731,-0.0709750255427013,0.9367354468844602
nonconstrained,14129,nuLOOM NJ 08512,Rugs,NJ,PRINCETON,23575,1926,0.0816967126193001,0.9704049844236752,0.9336434982846935,0.03676148613898167,0.9065420560747661,0.9115089994830583,-0.004966943408292179,0.8977959020426106
