supplier_type,supplier_id,su_name,sto,own_state,assigned_hub,total_vol,direct_vol,pct_direct,ifr_direct,ifr_local,ifr_lift,del_direct,del_local,del_lift,avg_gain_direct
nonconstrained,136894,Sanders Collection NJ 10913,Soft Home,NY,SPRING VALLEY,19690,1904,0.09669883189436262,0.9721638655462183,0.9848353302077922,-0.012671464661573983,0.9028361344537821,0.9102853504659371,-0.00744921601215498,0.91650986326406
nonconstrained,35142,Tayse Rugs GA 30701,Rugs,GA,EAST CHATTANOOGA,17634,1852,0.10502438471135307,0.9686825053995678,0.8493699515347337,0.11931255386483408,0.8957883369330448,0.8308885298869164,0.06489980704612841,0.8804275339891802
nonconstrained,46519,Amerock KY 40165,Hardware,KY,EAST LOUISVILLE,15452,1700,0.11001812063163345,0.9252941176470588,0.9603923608530879,-0.035098243206029056,0.9752941176470581,0.9542988779074085,0.020995239739649563,0.8825469177632679
nonconstrained,100229,Zgear LLC TX 75247,APS Home Improvement,TX,WEST DALLAS,19956,1661,0.08323311284826619,0.9765201685731486,0.9697171750847379,0.006802993488410736,0.9403973509933782,0.9202089237095076,0.020188427283870602,0.9083046807098593
nonconstrained,49461,Uniek WI 53597,Decor,WI,MADISON,24496,1649,0.0673171129980405,0.9963614311704061,0.989787309622129,0.006574121548277079,0.9266221952698608,0.8996048132853796,0.027017381984481226,0.913590717351143
nonconstrained,223799,Safavieh Texas,Rugs,TX,BAYTOWN,31217,1596,0.05112598904443092,0.9335839598997486,0.806047593487208,0.12753636641254062,0.869047619047619,0.8167829665414217,0.05226465250619727,0.873412872070434
nonconstrained,149929,Dalyn Rugs GA,Rugs,GA,EAST CHATTANOOGA,15126,1540,0.10181145048261273,0.7766233766233769,0.8377709442736077,-0.06114756765023077,0.8512987012987016,0.8379209480237013,0.013377753275000237,0.888703157163324
nonconstrained,12590,Liberty Hardware Manufacturing Corp. NC 27107,Hardware,NC,GREENSBORO LOCAL,14384,1523,0.10588153503893215,0.7852921864740655,0.8635843816369875,-0.07829219516292196,0.8772160210111618,0.8970756412350916,-0.01985962022392984,0.8706226492090027
nonconstrained,42121,Creative Co-Op TN,Decor,TN,OLIVE BRANCH LOCAL,11713,1372,0.11713480747886963,0.9978134110787161,0.9944317390872023,0.003381671991513846,0.9307580174927115,0.9129959232375465,0.01776209425516495,0.8956581541238711
nonconstrained,81518,"Fitueyes,Inc. GA 30518",APS,GA,BRASELTON,13558,1319,0.09728573535919752,0.9848369977255487,0.9423861318830724,0.04245086584247626,0.9234268385140257,0.8716859279401769,0.051740910573848886,0.8489219858079705
nonconstrained,8678,Linon NC 27288,Casegoods,NC,HAGERSTOWN,13690,1286,0.09393718042366692,0.8157076205287714,0.8212267287234041,-0.005519108194632638,0.8312597200622072,0.8409242021276597,-0.009664482065452562,0.8622769693260977
nonconstrained,14177,Nourison GA 30701,Rugs,GA,EAST CHATTANOOGA,16431,1256,0.07644087395776276,0.8980891719745219,0.974200975081258,-0.07611180310673615,0.8335987261146504,0.8896262188515701,-0.05602749273691976,0.8676935453084351
nonconstrained,62754,Lichtenberg GA,Soft Home,GA,SOUTH AUGUSTA,23771,1255,0.05279542299440495,0.9394422310756971,0.9858909675402956,-0.04644873646459846,0.8549800796812741,0.834799303478145,0.02018077620312908,0.8863784783586746
nonconstrained,282299,Chew Street PA 19120,Plumbing,PA,PHILADELPHIA,11826,1210,0.10231692880094706,0.98099173553719,0.9455350269438032,0.03545670859338679,0.9049586776859511,0.8952078521939961,0.00975082549195494,0.9243043203879633
nonconstrained,2245,Blazing Needles,Outdoor Furniture,TX,FORT WORTH LOCAL,12316,1169,0.09491718090289054,0.9888793840889643,0.9959751189169425,-0.007095734827978206,0.7331052181351592,0.8281192828393711,-0.09501406470421192,0.9191170184865617
nonconstrained,63391,Kenney Manufacturing Company AR 72401,Soft Home,AR,JONESBORO,8586,1163,0.1354530631260191,0.8890799656061911,0.9508884846788864,-0.061808519072695356,0.83834909716251,0.8774310899678192,-0.03908199280530911,0.8985079657373123
nonconstrained,155962,Compamia FL 33147,Outdoor Furniture,FL,MEDLEY,7910,1160,0.14664981036662453,0.8818965517241377,0.9545675413022336,-0.07267098957809592,0.9405172413793108,0.9234693877551022,0.017047853624208575,0.9310641718139823
nonconstrained,39283,Design Imports WA 98390,Tabletop,WA,TACOMA,7289,1084,0.14871724516394566,0.9501845018450172,0.9497253204594637,0.00045918138555356425,0.9003690036900373,0.9142666888629929,-0.013897685172955643,0.9566105081442077
nonconstrained,31996,I Enjoy Bedding Company TN37086,Soft Home,TN,EAST MURFREESBORO,24176,1061,0.04388649900727995,0.9990574929311968,0.9899350790815209,0.009122413849675937,0.9000942507068801,0.9043178946451131,-0.004223643938233046,0.8965370380075944
nonconstrained,64836,TMS IL 60108,Casegoods,IL,CAROL STREAM,12188,1049,0.0860682638660978,0.9551954242135358,0.94901144640999,0.006183977803545737,0.9408960915157284,0.8927253807586789,0.048170710757049484,0.897439691287552
nonconstrained,134907,Urbanest IL,Soft Home,IL,NILES,10908,1039,0.09525119178584525,0.744947064485081,0.8509674763277063,-0.10602041184262534,0.7141482194417709,0.7704816797035796,-0.05633346026180874,0.8958971239095095
nonconstrained,27346,Nearly Natural FL,Decor,FL,MIAMI,7593,1037,0.13657315948900303,0.8736740597878506,0.9493670886075946,-0.07569302881974393,0.8582449373191906,0.8918466120625461,-0.033601674743355514,0.9232458512363516
nonconstrained,154934,Stupell Industries RI,Decor,RI,PROVIDENCE,8734,1034,0.11838790931989925,0.9477756286266918,0.8429729729729728,0.10480265565371905,0.9197292069632497,0.8452702702702706,0.0744589366929791,0.912982863290394
nonconstrained,58269,Wholesale Interiors IL 60502,Casegoods,IL,SOUTH CHICAGO,9124,1012,0.11091626479614204,0.6837944664031622,0.6681806712086812,0.015613795194481028,0.8211462450592886,0.8126419379258122,0.008504307133476385,0.90034598298037
nonconstrained,41921,UMA Enterprises KY 41094(2),Decor,KY,N.  KENTUCKY LOCAL,18321,1010,0.05512799519676873,0.8287128712871287,0.8544303797468353,-0.02571750845970666,0.8643564356435642,0.8726048078039707,-0.008248372160406414,0.8861375271635814
nonconstrained,30825,Trademark Global Oh44053,Casegoods,OH,CLEVELAND,15743,917,0.05824811027123166,0.9214830970556153,0.9737613303346297,-0.052278233279014485,0.8724100327153761,0.9107203707489937,-0.03831033803361761,0.8733528296000695
nonconstrained,287737,Safavieh CA 95363,Rugs,CA,TRACY LOCAL,14001,913,0.06520962788372259,0.9627601314348307,0.9018231687641179,0.0609369626707128,0.905805038335159,0.8785898676992558,0.027215170635903174,0.9168575387873967
nonconstrained,195292,Momeni GA 30103,Rugs,GA,EAST CHATTANOOGA,7703,896,0.11631831753862132,0.6819196428571436,0.8573347261602737,-0.17541508330313016,0.8437499999999993,0.8716609461274445,-0.027910946127445158,0.9083638715720462
nonconstrained,21186,Crosley KY,Casegoods,KY,EAST LOUISVILLE,11696,896,0.07660738714090287,0.8928571428571419,0.9817351598173513,-0.08887801696020936,0.9017857142857137,0.9351986787136891,-0.03341296442797537,0.8701941800047123
nonconstrained,147944,孟菲斯仓Foxridge LLC,APS,TN,OLIVE BRANCH LOCAL,11763,894,0.07600102014792146,0.9407158836689041,0.7673138220805548,0.17340206158834937,0.85682326621924,0.7357287742683285,0.12109449195091149,0.8438967929837355
nonconstrained,42637,Lenox Corporation MD 21740,Tabletop,MD,HAGERSTOWN LOCAL,7940,871,0.1096977329974811,0.9437428243398386,0.9145486415425059,0.029194182797332657,0.9150401836969,0.8607946245983037,0.0542455590985963,0.9236986853519378
nonconstrained,63689,Surya CA 93725,Rugs,CA,FRESNO,11286,869,0.0769980506822612,0.9976985040276182,0.9752706326348204,0.022427871392797782,0.9125431530494819,0.8766511073592205,0.03589204569026139,0.9257989305403141
nonconstrained,59466,nuLOOM CA 95206,Rugs,CA,TRACY LOCAL,9684,863,0.08911606774060306,0.9779837775202784,0.9595355383532725,0.018448239167005887,0.8864426419466966,0.8849401829697389,0.0015024589769577767,0.9218688179791142
nonconstrained,38290,Oriental Weavers Sphinx GA WH2 30720,Rugs,GA,EAST CHATTANOOGA,8088,860,0.10633036597428289,0.9023255813953492,0.937491181035699,-0.03516559964034971,0.8767441860465117,0.9146324255679412,-0.0378882395214295,0.8766618486861365
nonconstrained,153049,AMAZFIT GA 30518,APS,GA,BRASELTON,3947,851,0.2156067899670636,0.8660399529964751,0.8180283592167459,0.04801159377972919,0.868390129259694,0.8443619176232281,0.024028211636465957,0.908214873356741
nonconstrained,242993,"Haomaijia Technology (Shenzhen) Co., LTD GA 30519",APS,GA,BRASELTON,13497,822,0.06090242276061347,0.757907542579075,0.7862803579037052,-0.028372815324630207,0.8588807785888072,0.8299105240732838,0.028970254515523375,0.8243930392423199
nonconstrained,40360,Cathay Home Inc. NJ,Soft Home,NJ,MOONACHIE,20759,807,0.038874704947251794,0.9789343246592327,0.9123677416088695,0.06656658305036323,0.8661710037174726,0.880828228623499,-0.01465722490602639,0.9136929451249342
nonconstrained,43446,"Best Home Fashion, Inc. NJ",Soft Home,NJ,SPRING VALLEY,7582,794,0.1047217093115273,1.0,0.9981715678805411,0.0018284321194589337,0.9357682619647361,0.9239676976992224,0.01180056426551368,0.9217462422521464
nonconstrained,239346,Annie Selke NJ 08512,PG Rugs,NJ,PRINCETON,9091,790,0.08689913100868991,0.9594936708860761,0.9447898532703307,0.014703817615745352,0.9126582278481017,0.9372046754538675,-0.024546447605765853,0.9008836310892177
nonconstrained,59498,The Distribution Point AL 35004,Plumbing,AL,BIRMINGHAM,11536,789,0.06839459084604715,0.9112801013941703,0.929429429429429,-0.018149328035258705,0.7794676806083649,0.8369932432432432,-0.05752556263487829,0.8921457002172973
nonconstrained,19326,Triangle Home Fashions NJ 08816,Soft Home,NJ,EAST BRUNSWICK,9828,787,0.08007733007733008,0.980940279542566,0.9556576680068923,0.025282611535673682,0.8691232528589583,0.8452613440551401,0.02386190880381822,0.8985923338863325
nonconstrained,60227,Unique Loom CA 93725,Rugs,CA,FRESNO,9051,780,0.08617832283725556,0.8871794871794869,0.9581151832460734,-0.07093569606658645,0.7410256410256414,0.8426634447576857,-0.10163780373204434,0.9243196462916969
nonconstrained,39912,Modway NJ 08520,Outdoor Furniture,NJ,ROBBINSVILLE,9147,770,0.08418060566305893,0.41688311688311624,0.7216342603987185,-0.30475114351560223,0.6545454545454542,0.8211912380014779,-0.16664578345602366,0.9001356718490364
nonconstrained,213570,Feiss SC 29651,Lighting,SC,SPARTANBURG,8897,757,0.08508486006519052,0.4055482166446499,0.817560598246518,-0.41201238160186815,0.7120211360634084,0.8098246518824147,-0.09780351581900626,0.8975557618943415
nonconstrained,350373,York Wallcoverings PA 17408,Decor,PA,HARRISBURG LOCAL,15579,757,0.04859105205725656,0.8520475561426674,0.8103133556434445,0.04173420049922283,0.8335535006605018,0.8202768481898379,0.013276652470663897,0.8960768032209022
nonconstrained,31504,"Top Knobs, Inc. NJ 08876",Hardware,NJ,WOODBRIDGE LOCAL,7836,745,0.09507401735579377,0.8979865771812084,0.9413877316477516,-0.043401154466543135,0.8912751677852352,0.9064789541732503,-0.015203786388015117,0.8919935578318551
nonconstrained,91411,Malouf Fine Linens SC29360,Mattress,SC,SPARTANBURG,3866,743,0.19218830832902226,0.8707940780619112,0.884265734265735,-0.013471656203823734,0.8559892328398379,0.8667832167832162,-0.010793983943378382,0.8596027239600659
nonconstrained,93132,Safavieh IN46075,Rugs,IN,NORTH  INDIANAPOLIS,31706,738,0.02327635147921529,0.8956639566395661,0.8609226823259419,0.03474127431362417,0.8672086720867218,0.8550842023556414,0.01212446973108039,0.8451325428826231
nonconstrained,321075,"All Strong Industry USA, Inc. GA",Soft Home,GA,BRASELTON,8669,722,0.08328526935055947,0.5373961218836568,0.7975771785853849,-0.2601810567017281,0.4736842105263153,0.761365116581999,-0.2876809060556837,0.9005739500701715
nonconstrained,253370,Edecor Center Inc._1 NJ 08110,Wayfair,NJ,CAMDEN,6341,721,0.11370446301845134,0.7239944521497916,0.8759077991790325,-0.15191334702924086,0.8155339805825244,0.8708556994000631,-0.05532171881753878,0.898602466318558
nonconstrained,28664,Saro CA,Tabletop,CA,BURBANK,7454,720,0.0965924335927019,0.9652777777777776,0.9439252336448598,0.02135254413291776,0.8680555555555558,0.8613204703044933,0.006735085251062478,0.9484834535125373
nonconstrained,369918,Trans Ocean NJ 08816,Rugs,NJ,EAST BRUNSWICK,7042,709,0.10068162453848338,0.9873060648801124,0.9249382716049372,0.062367793275175165,0.9252468265162203,0.8793415637860087,0.04590526273021156,0.9204609876439284
nonconstrained,365143,Home & More LLC GA 30720,Decor,GA,EAST CHATTANOOGA,5298,695,0.1311815779539449,0.9179856115107919,0.9536497984773847,-0.03566418696659279,0.8604316546762585,0.9043887147335431,-0.043957060057284614,0.8917771539014377
nonconstrained,63140,Trademark Global OH 44053,Casegoods,OH,CLEVELAND,11827,691,0.05842563625602435,0.9088277858176549,0.9735129271379506,-0.06468514132029568,0.8784370477568741,0.9203579822816853,-0.04192093452481116,0.8778186670185215
nonconstrained,22195,Meridian Furniture NJ 08638,Upholstery,NJ,ROBBINSVILLE,6457,691,0.10701564193898096,0.93342981186686,0.9319908143437552,0.0014389975231048346,0.9247467438494936,0.8954248366013096,0.029321907248184065,0.9256805076129501
nonconstrained,200271,CasePiece USA INC GA 30349,Casegoods,GA,AUSTELL,6587,681,0.10338545620160923,0.9985315712187957,0.9911871435977172,0.007344427621078453,0.8972099853157122,0.9142906514601697,-0.01708066614445758,0.8868723441700369
nonconstrained,292469,Baishi NJ 08810 Bedshe,APS,NJ,PRINCETON,14800,680,0.04594594594594595,0.9735294117647062,0.9865572625698336,-0.013027850805127361,0.7867647058823524,0.8210544692737416,-0.03428976339138923,0.8888626256219198
nonconstrained,302333,NW Investment Inc TX 75041,APS Youth,TX,MESQUITE,9822,664,0.06760333944206882,0.6084337349397596,0.5508661997788429,0.05756753516091673,0.7981927710843375,0.5958348691485431,0.2023579019357944,0.9004990709292683
nonconstrained,62366,Best Choice Products IN 46231,Decor,IN,NORTH  INDIANAPOLIS,3803,655,0.17223244806731527,0.9083969465648851,0.9523985239852412,-0.04400157742035604,0.8519083969465644,0.7583025830258305,0.09360581392073386,0.8757949192949549
nonconstrained,50655,Convenience Concepts IL 60185,Casegoods,IL,CAROL STREAM,8400,650,0.07738095238095238,0.9476923076923074,0.9122049898853675,0.03548731780693992,0.8292307692307687,0.8130815913688466,0.01614917786192205,0.8953303020806729
nonconstrained,110415,Lux Decor collection TX 77479,Soft Home,TX,SUGAR LAND,4191,644,0.15366261035552375,0.9720496894409947,0.7282705428656189,0.2437791465753758,0.8835403726708075,0.7807772174428957,0.1027631552279118,0.9131463512725149
nonconstrained,184038,Household Essentials TN 38109,Decor,TN,MEMPHIS LOCAL,5368,632,0.11773472429210134,0.984177215189874,0.9950097635061833,-0.01083254831630931,0.9588607594936712,0.9342590583640699,0.02460170112960136,0.898895499646409
nonconstrained,19770,Safavieh NJ 08809,Rugs,NJ,LEHIGH VALLEY LOCAL,23326,617,0.02645117036782989,0.9335494327390594,0.7515914878137502,0.18195794492530926,0.9173419773095624,0.8558566751546024,0.06148530215495995,0.8939776917307567
nonconstrained,20947,Mint Group Inc.,Casegoods,VA,VIRGINIA BEACH,14461,616,0.042597330751676925,0.9675324675324675,0.9795754026354329,-0.01204293510296539,0.9594155844155844,0.9397510980966309,0.019664486318953456,0.8988847537216436
nonconstrained,44688,Jonathan Y NJ 08822,Lighting,NJ,WOODBRIDGE LOCAL,7550,616,0.08158940397350993,0.5665584415584423,0.6481509663673715,-0.0815925248089292,0.7500000000000001,0.807639628671434,-0.05763962867143391,0.903004885673113
nonconstrained,277201,3i Products SC,Outdoor Furniture,SC,FORT MILL,3874,606,0.15642746515229736,0.7986798679867989,0.7267896217567997,0.07189024622999918,0.9042904290429044,0.8086902156924033,0.09560021335050106,0.8907015145669254
nonconstrained,61486,Regal Art Gift KS 66062,Decor,KS,OLATHE,4644,606,0.13049095607235142,0.9323432343234312,0.9912167398605,-0.058873505537068715,0.8910891089108909,0.9496254197881681,-0.058536310877277176,0.8923365017326023
nonconstrained,186459,Revman International UT 84074,Soft Home,UT,MAGNA LOCAL,13962,601,0.04304540896719668,0.9234608985024955,0.956561430201596,-0.033100531699100544,0.9034941763727121,0.8983643971091676,0.0051297792635445205,0.8571519739993976
nonconstrained,23259,Livex Lighting NJ,Lighting,NJ,WOODBRIDGE LOCAL,7441,600,0.08063432334363661,0.9116666666666671,0.8280273728057145,0.08363929386095259,0.8683333333333336,0.8680452246355259,0.00028810869780770965,0.9151900664023461
nonconstrained,91781,Bargain Online Shops LLC NV 89032,Soft Home,NV,NORTH LAS VEGAS RSF,4399,598,0.13593998636053647,0.9949832775919729,0.9903421633554071,0.004641114236565769,0.9030100334448163,0.8948675496688745,0.008142483775941844,0.937577584216906
nonconstrained,27175,CreativeDisplaysInc NJ,Decor,NJ,PRINCETON,4805,585,0.12174817898022892,0.9880341880341882,0.9866828087167072,0.0013513793174809718,0.9384615384615385,0.9230024213075053,0.015459117154033142,0.9199783178900364
nonconstrained,410177,NW Investment Inc PA 19114,APS Decor,PA,PHILADELPHIA,9190,585,0.06365614798694233,0.9606837606837609,0.9579240775152632,0.0027596831684977285,0.8,0.8583753650119462,-0.05837536501194618,0.8902020909892252
nonconstrained,267400,TEXTILES HUB LLC NJ 08833,Decor,NJ,LEHIGH VALLEY LOCAL,4178,574,0.13738630923887027,0.6533101045296161,0.7786346758069108,-0.12532457127729468,0.7717770034843207,0.7912025135675528,-0.019425510083232123,0.9212557550629767
nonconstrained,30538,Godinger Silver Art Co. Ltd NY 10917,Tabletop,NY,MONTGOMERY,5884,569,0.09670292318150918,0.9753954305799646,0.9273144605967876,0.04808096998317701,0.8892794376098412,0.8465952563121646,0.04268418129767659,0.9227208246876657
nonconstrained,70707,Aosom LLC NJ 08022,APS Outdoor,NJ,ROBBINSVILLE,11419,560,0.04904107189771434,0.9607142857142855,0.9838834951456316,-0.02316920943134604,0.9107142857142864,0.9134951456310679,-0.002780859916781564,0.8714728366356952
nonconstrained,23629,Home City Inc. NJ 08817,Soft Home,NJ,WOODBRIDGE LOCAL,7891,548,0.06944620453681409,0.7518248175182483,0.8696204317764922,-0.11779561425824392,0.8576642335766423,0.8364611260053617,0.021203107571280633,0.9077428274940537
nonconstrained,36851,Half Price Drapes GA,Soft Home,GA,AUSTELL,5874,541,0.09210078311201907,0.9482439926062851,0.8508805513016846,0.0973634413046005,0.8613678373382626,0.8032159264931079,0.0581519108451547,0.8938669718596742
nonconstrained,28815,Vickerman Co. MN,Decor,MN,MINNEAPOLIS,6235,541,0.0867682437850842,1.0,0.9934163701067613,0.006583629893238685,0.9112754158964887,0.8950177935943063,0.016257622302182417,0.9165864427482211
nonconstrained,17059,Flash Furniture MS 38654,Casegoods,MS,OLIVE BRANCH LOCAL,5749,538,0.0935814924334667,0.6858736059479553,0.3308631211857018,0.3550104847622535,0.8048327137546474,0.6146469049694857,0.19018580878516167,0.8961448156488983
nonconstrained,149173,Alphamarts 006-F NJ 08554,APS Outdoor,NJ,ROBBINSVILLE,9233,521,0.05642802989277591,0.5508637236084453,0.8357988165680469,-0.2849350929596016,0.8848368522072935,0.9043392504930974,-0.019502398285803912,0.8464040580510317
nonconstrained,134818,Glass Warehouse CA 92056,Plumbing,CA,OCEANSIDE,2794,514,0.18396564065855406,0.9669260700389103,0.9508576726935566,0.016068397345353702,0.9649805447470815,0.9388038942976356,0.02617665044944595,0.9396808453978684
nonconstrained,301295,Karat Home Inc (14 Karat) TX 77048,APS Upholstery,TX,SOUTH HOUSTON,3056,507,0.16590314136125656,0.8264299802761343,0.7789770061004219,0.04745297417571248,0.7218934911242605,0.6855936180197089,0.03629987310455163,0.8820752230706168
nonconstrained,432907,SmartStandard GA 30349,APS Home Improvement,GA,AUSTELL,4447,497,0.11176073757589386,0.9818913480885315,0.9790084859312187,0.0028828621573128155,0.8712273641851099,0.8892362661902631,-0.01800890200515315,0.8380283479442943
nonconstrained,429755,SLM NJ7,APS Outdoor,NJ,ROBBINSVILLE,12496,491,0.03929257362355954,0.9287169042769852,0.8902366105748685,0.0384802937021167,0.8716904276985739,0.9133851541812592,-0.04169472648268535,0.8976334954498335
nonconstrained,24326,Tvilum VA 23927,Casegoods,VA,EMPORIA,7810,490,0.06274007682458387,0.9877551020408165,0.8734964744919118,0.1142586275489047,0.9489795918367347,0.8974146274021835,0.051564964434551275,0.891401099831505
nonconstrained,57866,Suncast IL 60185,Outdoor Structures,IL,CAROL STREAM,3856,490,0.1270746887966805,0.9061224489795919,0.9015687480775135,0.004553700902078406,0.957142857142857,0.9129498615810521,0.04419299556180489,0.9110589097824597
nonconstrained,34738,LR Resources GA,Rugs,GA,EAST CHATTANOOGA,5542,488,0.08805485384337784,0.903688524590164,0.9637211187677334,-0.06003259417756934,0.8217213114754097,0.8899473044183209,-0.0682259929429112,0.8880728521553717
nonconstrained,50127,Eastern Accents IL 60641,"PG Bedding, Bath & Window",IL,NILES,3449,487,0.14120034792693534,0.8829568788501023,0.8754361479413825,0.007520730908719853,0.8850102669404512,0.8639218422889043,0.02108842465154681,0.9008520918051968
nonconstrained,13342,Kennedy International Inc,Storage & Org - Frequency,NJ,EAST BRUNSWICK,4963,486,0.09792464235341528,0.9320987654320981,0.9814220183486241,-0.04932325291652595,0.8374485596707828,0.8720183486238524,-0.03456978895306961,0.928430687207223
nonconstrained,41979,World Rug Gallery NJ,Rugs,NJ,SECAUCUS,7613,476,0.0625246289242086,0.9768907563025206,0.9897944720056695,-0.012903715703148855,0.8697478991596641,0.9122608079376334,-0.042512908777969316,0.9015310178848318
nonconstrained,138427,Wells International LLC NJ,APS,NJ,PRINCETON,3052,471,0.15432503276539974,0.9851380042462845,0.9375510204081633,0.04758698383812121,0.9256900212314225,0.9146938775510204,0.010996143680402137,0.9218704803865929
nonconstrained,127095,Home Design Inc IN 46982,Casegoods,IN,KOKOMO,23799,465,0.0195386360771461,0.8817204301075263,0.9476098606645242,-0.06588943055699792,0.8215053763440858,0.8736120042872452,-0.052106627943159345,0.9063287851187911
nonconstrained,96375,Lucky Flower Inc. NC 27410,APS Youth,NC,GREENSBORO LOCAL,6912,463,0.0669849537037037,0.8984881209503239,0.9417585983127865,-0.04327047736246259,0.8423326133909282,0.8878974691758595,-0.0455648557849313,0.8654080991831552
nonconstrained,20883,StyleCraft MS,Lighting,MS,OLIVE BRANCH LOCAL,4169,459,0.11009834492684097,0.899782135076253,0.7706371191135738,0.12914501596267924,0.9455337690631811,0.8601108033240995,0.08542296573908159,0.8834976236269985
nonconstrained,44421,Danya B. CA,Decor,CA,OTAY MESA,3530,452,0.12804532577903682,0.9800884955752216,0.9613185334678771,0.018769962107344496,0.8318584070796463,0.8829465186680114,-0.051088111588365126,0.9403078726644519
nonconstrained,249,Whitehall Products,Decor,MI,GRAND RAPIDS,6001,451,0.07515414097650391,0.7317073170731704,0.7400036185996023,-0.008296301526431904,0.8869179600886921,0.8586936855436944,0.028224274544997652,0.8865657871089654
nonconstrained,62941,Meyer CA,Kitchen & Small Electrics,CA,FAIRFIELD,2588,442,0.17078825347758886,0.6719457013574663,0.8039786511402228,-0.13203294978275648,0.7601809954751132,0.8452207666181466,-0.0850397711430334,0.9474529213373818
nonconstrained,37606,Veradek Inc. NY 14043,Decor,NY,CHEEKTOWAGA,12906,440,0.034092670075933675,0.9022727272727268,0.9469604243166035,-0.04468769704387676,0.8954545454545454,0.9109751121991023,-0.01552056674455693,0.8869926691401598
nonconstrained,60107,Happy Girl GA 30168,APS Outdoor,GA,AUSTELL,6127,440,0.0718132854578097,0.8795454545454545,0.9218475930617811,-0.04230213851632658,0.8681818181818176,0.8920288442798672,-0.023847026098049562,0.8329412257771164
nonconstrained,296207,Covers And All GA,Outdoor Furniture,GA,BRASELTON,3903,429,0.10991544965411222,0.7902097902097901,0.4261615862681263,0.3640482039416638,0.8275058275058275,0.6099437703462561,0.21756205715957133,0.9014796645087247
nonconstrained,98034,Peakhome Furnishings Inc GA30122(2),APS Outdoor,GA,AUSTELL,3290,429,0.1303951367781155,0.8904428904428902,0.8385826771653538,0.051860213277536316,0.9254079254079252,0.8836395450568689,0.041768380351056233,0.834271736998531
nonconstrained,62632,"Shenzhen Qaya Commerce Co., LTD GA 30349",APS,GA,AUSTELL,5718,427,0.07467646030080448,0.9461358313817331,0.8557900966660097,0.09034573471572338,0.9437939110070257,0.8759124087591251,0.06788150224790057,0.802872316473699
nonconstrained,138950,iCanvasART  IL 60053,Decor,IL,NILES,4324,426,0.09851988899167438,0.9061032863849766,0.930807682188898,-0.024704395803921364,0.7793427230046949,0.8263614838200477,-0.047018760815352834,0.8988488739007665
nonconstrained,443890,Huliz Ic Mekan Dekorasyon ve Tasarim As NJ 07004-3221,WGS-Turkey,NJ,WAYNE,3346,417,0.1246264196054991,0.8225419664268583,0.9544498948843714,-0.1319079284575131,0.832134292565947,0.9292221443587945,-0.09708785179284751,0.9181568327212961
nonconstrained,248110,Yamazaki USA Inc. NV 89502,Storage & Org - Frequency,NV,RENO,2626,414,0.15765422696115766,0.9468599033816429,0.8962790697674419,0.05058083361420107,0.9057971014492756,0.8925581395348837,0.013238961914391889,0.9466625210118078
nonconstrained,25636,Crestview Collection TN,Casegoods,TN,OLIVE BRANCH LOCAL,4468,411,0.09198746642793196,0.9878345498783455,0.9431303472571717,0.044704202621173805,0.939172749391727,0.9036235530951185,0.035549196296608465,0.8993688520151382
nonconstrained,71672,Bed Bath N More NJ 07065,Soft Home,NJ,LINDEN,4267,403,0.09444574642606046,0.9925558312655091,0.9216996258685208,0.07085620539698823,0.838709677419355,0.8270978086584709,0.011611868760884048,0.9107465451170391
nonconstrained,30837,Hamilton Beach Brands MS,Kitchen & Small Electrics,MS,OLIVE BRANCH LOCAL,2666,400,0.15003750937734434,0.9425,0.9783210332103318,-0.03582103321033181,0.9275,0.9566420664206639,-0.02914206642066386,0.9003426483636623
nonconstrained,24884,Riztex USA GA,Rugs,GA,EAST CHATTANOOGA,3679,398,0.10818157107909758,0.99748743718593,0.9924953095684796,0.0049921276174503815,0.8969849246231156,0.9155722326454033,-0.018587308022287696,0.9098837955852206
nonconstrained,40747,Design Toscano NC 27260,Decor,NC,GREENSBORO LOCAL,4544,398,0.08758802816901408,0.8969849246231161,0.913032518275775,-0.016047593652658954,0.8894472361809044,0.9120241996470901,-0.022576963466185762,0.887189524134216
nonconstrained,288109,WINADO INC NJ 08505(3),APS Outdoor,NJ,ROBBINSVILLE,12257,395,0.032226482826140164,0.9088607594936703,0.9214504150283953,-0.01258965553472502,0.8759493670886074,0.9046745303626025,-0.028725163273995102,0.876178648369839
nonconstrained,279442,HONGKONG BESTARE TECH NJ 08810,APS,NJ,PRINCETON,9582,391,0.04080567731162597,0.9667519181585678,0.855508189365044,0.11124372879352373,0.9156010230179031,0.8709894547902177,0.044611568227685416,0.8424490676867383
nonconstrained,207638,Journey ClassArt LLC GA2 30519,APS Other,GA,BRASELTON,3437,389,0.11318009892347979,0.7172236503856045,0.6612685560053986,0.05595509438020596,0.5141388174807199,0.7049032838506519,-0.19076446636993205,0.8658257432451701
nonconstrained,40218,Loloi Rugs TX 75244,Rugs,TX,IRVING,6549,387,0.059092991296381125,0.8578811369509041,0.8527910423184595,0.005090094632444586,0.7958656330749355,0.8239749711839282,-0.028109338108992632,0.9144256321069011
nonconstrained,59611,Crystal Art Gallery CA 90058,Decor,CA,LOS ANGELES,3371,387,0.1148027291604865,0.9457364341085276,0.8992805755395671,0.046455858568960506,0.8785529715762276,0.8437821171634101,0.034770854412817465,0.9518119556099436
