dest_region,vol_direct,vol_local,o2d_direct,o2d_local,o2d_delta,ifr_direct,ifr_local,del_direct,del_local,det_direct,det_local
Southeast,15662,748,7.921846582649568,10.064294322139087,-2.142447739489519,0.8302260247733365,0.7366310160427807,0.849189120163453,0.7406417112299465,0.7267909590090665,0.6229946524064172
Northeast,10501,914,8.318922007427862,9.872375705283721,-1.5534536978558595,0.8247785925149985,0.7603938730853391,0.8586801257023142,0.7768052516411379,0.7136463193981525,0.700218818380744
South Central,11689,876,5.597394401532034,7.112243748752696,-1.514849347220662,0.8449824621438962,0.7785388127853882,0.8286423132859954,0.8059360730593608,0.767045940627941,0.726027397260274
Midwest,20806,2610,7.922876638124505,8.568351892862918,-0.6454752547384128,0.8344708257233491,0.7992337164750958,0.8788330289339615,0.8022988505747126,0.7764106507738152,0.7624521072796935
Mountain,13195,9983,4.821770010371421,4.014396341789387,0.8073736685820343,0.8566123531640771,0.8649704497646,0.8388783630162941,0.8838024641891219,0.7736263736263739,0.8023640188320144
West Coast,21252,36097,4.764987752535563,3.5041396477996125,1.2608481047359508,0.8609072087332957,0.863811397069008,0.8575192923019006,0.9061694877690667,0.8057594579333708,0.8069368645593815
