segment,suppliers,vol,avg_direct_share,ifr,delivery_rel,det_on_time,det_hits_minus_1
IFR << del (≥10pp),1010,373393.0,0.07575664246517744,0.5813365542471337,0.8124067671327528,0.788067968626359,0.5341372133626213
IFR not << del,1606,540536.0,0.06097281217162224,0.8459529060044105,0.8424563766335639,0.8576219189376257,0.7068701059416861
