sto,vol_bucket,vol,ifr,delivery_rel,sto_total,pct_of_sto_vol
WGS India,ghost,16,1.0,0.8125,2431,0.00658165364047717
WGS India,local_wrong_hub,92,0.6739130434782608,0.4347826086956522,2431,0.03784450843274373
WGS India,misshipping,10,0.8,0.8999999999999999,2431,0.004113533525298231
WGS India,other_closer,16,0.625,0.4375,2431,0.00658165364047717
WGS-Turkey,aligned,3951,0.9382434826626171,0.8337129840546693,4536,0.871031746031746
WGS-Turkey,ghost,9,0.8888888888888888,0.6666666666666666,4536,0.001984126984126984
WGS-Turkey,local_wrong_hub,457,0.8752735229759302,0.921225382932166,4536,0.10074955908289242
WGS-Turkey,misshipping,40,0.8249999999999998,0.8999999999999997,4536,0.008818342151675485
WGS-Turkey,other_closer,79,0.8734177215189873,0.8860759493670886,4536,0.017416225749559082
Wayfair,aligned,30063,0.9142467484948279,0.8187805608222736,81797,0.3675318165702899
Wayfair,ghost,3056,0.8409685863874353,0.7002617801047121,81797,0.037360783402814284
Wayfair,local_wrong_hub,31128,0.9021781033153425,0.8893921870984337,81797,0.3805518539799748
Wayfair,misshipping,4770,0.8951781970649888,0.6522012578616351,81797,0.05831509713070161
Wayfair,other_closer,12780,0.8920970266040681,0.8940532081377158,81797,0.1562404489162194
Wayfair Professional,aligned,5575,0.9040358744394635,0.8243946188340815,8601,0.648180444134403
Wayfair Professional,ghost,186,0.935483870967742,0.7634408602150539,8601,0.021625392396232995
Wayfair Professional,local_wrong_hub,2086,0.8437200383509094,0.8878235858101633,8601,0.24252993837925824
Wayfair Professional,misshipping,190,0.8789473684210526,0.542105263157895,8601,0.022090454598302525
Wayfair Professional,other_closer,564,0.895390070921986,0.898936170212766,8601,0.06557377049180328
Youth Furniture & Decor,aligned,9267,0.8808675946908405,0.791734110283803,25364,0.3653603532565841
Youth Furniture & Decor,ghost,189,0.7989417989417992,0.746031746031746,25364,0.00745150607159754
Youth Furniture & Decor,local_wrong_hub,12809,0.8354282145366547,0.8551799515965327,25364,0.5050070966724491
