supplier_id,su_name,sto,is_cushioned,vol,vol_det,vol_direct,vol_local,direct_share,ifr,delivery_rel,det_on_time,det_hits_minus_1,ifr_direct,ifr_local,del_direct,det_on_time_direct,det_m1_direct,cushion,ifr_vs_del_pp,ifr_vs_det_pp
286367,BANGTON INC GA 31408,APS,1,117.0,111.0,13.0,95.0,0.1111111111111111,0.6923076923076923,0.94017094017094,0.7197724039829303,0.3956377430061641,0.7692307692307693,0.6736842105263158,1.0,0.7692307692307693,0.38461538461538464,1.0,-24.786324786324776,-2.7464711675238007
65627,"Rubber-Cal, Inc. CA 92708",Flooring,1,113.0,111.0,19.0,87.0,0.168141592920354,0.7079646017699116,0.9203539823008848,0.7877187532359944,0.6102309205757482,0.5263157894736843,0.7471264367816094,1.0,0.7894736842105262,0.47368421052631576,1.0,-21.23893805309732,-7.975415146608277
366465,Eglinton Decor Inc CA 91708,APS Outdoor,1,109.0,108.0,26.0,68.0,0.23853211009174313,0.24770642201834858,0.8623853211009176,0.8996459694989106,0.7253540305010894,0.11538461538461539,0.3529411764705882,0.9230769230769229,1.0,0.9230769230769229,2.0,-61.4678899082569,-65.1939547480562
405232,HAULLISUM INTERNATIONAL CO.，LIMITED CA 92337,APS Decor,1,108.0,106.0,33.0,69.0,0.3055555555555556,0.6851851851851852,0.8703703703703703,0.8337435056056876,0.6117035821711788,0.7575757575757575,0.6811594202898551,0.8484848484848483,0.8787878787878786,0.6969696969696971,1.0,-18.518518518518512,-14.855832042050231
444663,Yiwu Suya Trading Co Ltd. CA 91761,Wayfair,1,108.0,108.0,33.0,71.0,0.3055555555555556,0.777777777777778,0.8703703703703703,0.7592592592592593,0.6666666666666666,0.7575757575757576,0.8169014084507046,0.8181818181818183,0.8787878787878787,0.7878787878787878,1.0,-9.259259259259235,1.8518518518518712
414071,Hangzhou Daya Information Technology CA 92337(3),APS K&D,1,107.0,102.0,14.0,70.0,0.1308411214953271,0.7570093457943923,0.8504672897196262,0.8060224089635853,0.5819327731092437,0.8571428571428571,0.7285714285714283,0.7857142857142858,0.9285714285714286,0.7857142857142858,1.0,-9.345794392523388,-4.901306316919307
351472,M-NJ-4,APS Home Improvement,1,104.0,102.0,13.0,80.0,0.125,0.7980769230769232,0.8749999999999999,0.7990196078431373,0.6639705882352941,0.7692307692307693,0.8000000000000002,0.9230769230769231,1.0,0.6923076923076923,1.0,-7.692307692307665,-0.09426847662140636
86065,JULI LLC CA 92835,APS,1,103.0,103.0,19.0,81.0,0.18446601941747573,0.6504854368932036,0.8737864077669901,0.9126213592233008,0.6019417475728155,0.47368421052631576,0.6913580246913577,0.8421052631578946,0.8947368421052629,0.47368421052631576,1.0,-22.330097087378654,-26.21359223300972
440533,LBE Design CA 90221,Decor,1,101.0,98.0,22.0,72.0,0.21782178217821782,0.5148514851485149,0.9306930693069304,0.8920068027210885,0.7325680272108844,0.4090909090909091,0.5972222222222222,0.9090909090909087,0.9545454545454544,0.6363636363636362,2.0,-41.58415841584156,-37.71553175725736
347231,Rock Opnum Inc CA 91752,APS AEOF,1,99.0,99.0,10.0,88.0,0.10101010101010101,0.717171717171717,0.8787878787878785,0.7878787878787876,0.5252525252525253,0.5,0.7386363636363634,0.6,0.6,0.6,1.0,-16.161616161616145,-7.07070707070706
415106,Y-CA-3,APS Home Improvement,1,96.0,95.0,22.0,65.0,0.22916666666666666,0.6041666666666666,0.8645833333333334,0.688259109311741,0.37489878542510113,0.3181818181818182,0.7076923076923077,0.7272727272727271,0.8636363636363634,0.3636363636363636,1.0,-26.041666666666675,-8.409244264507432
109001,Ningbo NSC FOREIGN TRADE & SERVICE CO GA 30349,APS,1,91.0,89.0,14.0,44.0,0.15384615384615385,0.7032967032967034,0.857142857142857,0.7180796731358529,0.48723186925434114,0.6428571428571429,0.6136363636363635,0.857142857142857,0.7857142857142858,0.5714285714285714,1.0,-15.384615384615364,-1.4782969839149507
35139,Pillow Decor,Soft Home,1,91.0,89.0,41.0,50.0,0.45054945054945056,0.5494505494505494,0.989010989010989,0.9784269662921348,0.9784269662921348,0.36585365853658536,0.6999999999999998,0.975609756097561,1.0,1.0,4.0,-43.95604395604396,-42.897641684158536
364997,无忧达-GA-03-NBYY,Wayfair,1,89.0,87.0,24.0,43.0,0.2696629213483146,0.6292134831460675,0.8539325842696629,0.8094092488639401,0.4485431702753275,0.6666666666666666,0.7209302325581397,0.9166666666666665,0.8749999999999999,0.4583333333333335,1.0,-22.471910112359538,-18.019576571787255
293438,Etan Pet Supplies Inc. CA 92336,APS,1,88.0,85.0,17.0,62.0,0.19318181818181818,0.7727272727272726,0.8522727272727273,0.8538899430740038,0.7178368121442125,0.8823529411764703,0.725806451612903,1.0,1.0,0.8823529411764703,1.0,-7.954545454545469,-8.116267034673118
407998,"Henan Changhou Information Technology Co., Ltd. NY 11367",APS Bedroom,1,86.0,84.0,10.0,73.0,0.11627906976744186,0.7441860465116279,0.8604651162790701,0.8723091976516637,0.8259947814742338,0.8,0.726027397260274,0.9,0.9,0.9,2.0,-11.627906976744217,-12.812315114003582
328314,Mirage Capital Corp NY 12919,Casegoods,1,83.0,81.0,18.0,26.0,0.21686746987951808,0.7349397590361446,0.9759036144578314,0.9202279202279202,0.8717948717948718,0.9444444444444442,0.6538461538461537,1.0,1.0,1.0,2.0,-24.096385542168676,-18.52881611917756
410103,Shenzhenshiyaoqinmaoyiyouxiangongsi NJ 08861,APS Mattresses,1,83.0,81.0,17.0,64.0,0.20481927710843373,0.2771084337349398,0.9036144578313253,0.7334104938271605,0.21604938271604937,0.29411764705882354,0.28125000000000006,0.7647058823529411,0.5294117647058824,0.11764705882352941,1.0,-62.65060240963856,-45.63020600922207
324974,SMG Brands LLC CA 92570,Storage & Org - Frequency,1,81.0,80.0,25.0,53.0,0.30864197530864196,0.7283950617283951,0.876543209876543,0.790566037735849,0.716745283018868,0.7600000000000001,0.7169811320754716,0.92,0.8799999999999999,0.8400000000000002,1.0,-14.814814814814792,-6.217097600745392
