supplier_id,su_name,sto,is_cushioned,vol,vol_det,vol_direct,vol_local,direct_share,ifr,delivery_rel,det_on_time,det_hits_minus_1,ifr_direct,ifr_local,del_direct,det_on_time_direct,det_m1_direct,cushion,ifr_vs_del_pp,ifr_vs_det_pp,big_gap
332597,Urban Legacy PA 17501,Decor,1,58.0,55.0,0.0,58.0,0.0,1.0,0.8275862068965517,0.9137931034482757,0.8620689655172413,,1.0,,,,2.0,17.24137931034483,8.62068965517243,False
329944,ENIBOS LTD CA 92879,Casegoods,1,58.0,57.0,0.0,57.0,0.0,0.7586206896551724,0.6724137931034483,0.827639273622653,0.8104032009849184,,0.7543859649122807,,,,1.0,8.62068965517241,-6.901858396748062,False
356810, YQN-GA,APS Outdoor,1,58.0,58.0,1.0,44.0,0.017241379310344827,1.0,0.7241379310344828,0.9310344827586207,0.8448275862068966,1.0,1.0,1.0,1.0,1.0,1.0,27.586206896551722,6.896551724137934,False
405167,weifangshikunqidianzishangwuyouxiangongsi FL 32824,APS AEOF,1,58.0,53.0,1.0,19.0,0.017241379310344827,0.6379310344827587,0.6724137931034483,0.6314886702175679,0.39363847010321695,1.0,0.6315789473684211,1.0,1.0,1.0,1.0,-3.4482758620689613,0.6442364265190736,False
364968,大方广-NJ-02,Wayfair,1,58.0,58.0,3.0,51.0,0.05172413793103448,0.6896551724137931,0.7413793103448275,0.8965517241379308,0.6379310344827585,0.3333333333333333,0.7058823529411765,0.6666666666666666,1.0,1.0,1.0,-5.172413793103436,-20.68965517241377,False
61320,Octane Seating GA 30281,Upholstery,1,58.0,53.0,6.0,52.0,0.10344827586206896,0.5862068965517241,0.8620689655172412,0.8124092888243832,0.7764876632801161,0.8333333333333334,0.5576923076923076,1.0,1.0,0.8333333333333334,2.0,-27.58620689655171,-22.620239227265916,True
402738,shenzhenshifeihuangxinxijishuyouxiangong GA 30518,APS Decor,1,58.0,57.0,2.0,51.0,0.034482758620689655,0.7586206896551725,0.896551724137931,0.827313381492948,0.6542827657378739,0.5,0.8039215686274511,1.0,1.0,0.5,1.0,-13.793103448275856,-6.869269183777549,True
352265,luoyangmengrunshangmaoyouxiangongsi NJ 08016,APS AEOF,1,58.0,57.0,2.0,37.0,0.034482758620689655,0.9137931034482756,0.8103448275862069,0.8624940730203888,0.7771455666192507,1.0,0.8648648648648646,0.5,0.5,0.5,1.0,10.344827586206872,5.1299030427886745,False
354098,Wuyouda-SAV-1,APS Home Improvement,1,58.0,57.0,0.0,50.0,0.0,0.8620689655172411,0.9310344827586207,0.6378947368421053,0.3442105263157896,,0.8799999999999997,,,,1.0,-6.8965517241379555,22.41742286751358,False
403938,Barry Room Inc NJ 08016,APS Outdoor,1,58.0,58.0,0.0,58.0,0.0,0.879310344827586,0.6896551724137929,0.8620689655172413,0.7068965517241379,,0.879310344827586,,,,1.0,18.965517241379303,1.724137931034464,False
411967,chengduyanzhiguikejiyouxiangongsi YQN NJ,APS Upholstery,1,58.0,58.0,0.0,58.0,0.0,0.8103448275862072,0.8793103448275861,0.9655172413793103,0.7241379310344828,,0.8103448275862072,,,,1.0,-6.89655172413789,-15.51724137931031,False
125767,GOODSILO LLC NJ 08512,Upholstery,1,58.0,57.0,2.0,54.0,0.034482758620689655,0.20689655172413796,0.9310344827586204,0.8105912930474334,0.32748538011695905,0.5,0.20370370370370375,1.0,1.0,0.5,2.0,-72.41379310344824,-60.369474132329536,True
231958,AQUAGALLERY-EDAQPX-NJ,APS Spa,1,58.0,57.0,0.0,56.0,0.0,0.7758620689655172,0.6206896551724139,0.7929197994987469,0.568922305764411,,0.7678571428571429,,,,1.0,15.517241379310331,-1.7057730533229676,False
29632,Nichols Bros. Stoneworks,Decor,1,57.0,56.0,0.0,57.0,0.0,0.7017543859649122,0.7719298245614035,0.8771929824561401,0.6842105263157895,,0.7017543859649122,,,,1.0,-7.017543859649122,-17.543859649122783,False
340863,东阳市新贤阳电子商务有限公司 TX 77023,Wayfair,1,57.0,56.0,8.0,41.0,0.14035087719298245,0.7192982456140349,0.9649122807017543,0.842334494773519,0.4912891986062717,0.75,0.7317073170731705,1.0,1.0,0.5,1.0,-24.56140350877194,-12.303624915948408,True
239651,Bella Depot Inc. NJ 07047,APS Home Improvement,1,57.0,57.0,0.0,57.0,0.0,0.35087719298245607,0.9473684210526315,0.824561403508772,0.26315789473684215,,0.35087719298245607,,,,1.0,-59.64912280701755,-47.3684210526316,True
353197,Kulamoon INC. NJ 08831,Recreation,1,57.0,57.0,0.0,56.0,0.0,0.7543859649122808,0.9649122807017545,0.894736842105263,0.6315789473684209,,0.767857142857143,,,,1.0,-21.052631578947366,-14.035087719298222,True
37398,MyFun Corporation,Lighting,1,57.0,55.0,11.0,41.0,0.19298245614035087,0.8245614035087719,0.8421052631578947,0.9308203991130819,0.7898004434589802,0.8181818181818182,0.8048780487804879,0.8181818181818182,1.0,0.7272727272727272,1.0,-1.754385964912275,-10.625899560430996,False
