vol,ifr,delivery_rel,avg_o2d_stated,avg_o2d_actual,avg_direct_gain,avg_mi_actual_to_cust,suppliers,period,slice,msbd_week,o2d_gap
22978.0,0.8415440856471408,0.8742710418661328,8.992826976663183,7.909549926003308,0.9660601464158148,68.49597005831666,3588.0,peak_memorial_2026-05-24,direct,2026-05-24,-1.0832770506598752
33054.0,0.8456767713438615,0.8664609426998245,8.966205457224735,7.914765506807867,0.9662316685459428,67.9520851658722,4236.0,peak_memorial_2026-05-24,midwest_induct,2026-05-24,-1.051439950416868
36123.0,0.8399357749910029,0.8625806273011655,8.963317648512321,7.953660025528609,0.9563843101670605,86.81530196701901,4470.0,peak_memorial_2026-05-24,corridor_all,2026-05-24,-1.0096576229837124
122.0,0.7622950819672131,0.9180327868852459,9.680327868852459,5.819672131147541,0.7587188848269878,497.0762295081967,77.0,july4_week_2026-06-28,direct,2026-06-28,-3.860655737704918
75.0,0.8266666666666667,0.96,11.04,6.1466666666666665,0.9139486654665884,171.43384615384616,35.0,july4_week_2026-06-28,midwest_induct,2026-06-28,-4.893333333333333
21072.0,0.877040622627183,0.8670747911921033,8.38496583143508,7.323916383545044,0.00788704208039251,1983.7723299342094,3700.0,july4_week_2026-06-28,corridor_all,2026-06-28,-1.0610494478900359
201.0,0.8059701492537313,0.8756218905472637,10.412935323383085,5.36180904522613,0.7087001548767955,589.7084577114427,137.0,july5_week_2026-07-05,direct,2026-07-05,-5.051126278156954
102.0,0.9019607843137255,0.9803921568627451,15.450980392156863,5.637254901960785,0.9145152510851573,160.53636363636366,50.0,july5_week_2026-07-05,midwest_induct,2026-07-05,-9.813725490196077
30688.0,0.8882299270072993,0.8624217935349322,8.057415488347154,6.987691453340787,0.0089947743949391,1984.6429926824324,4486.0,july5_week_2026-07-05,corridor_all,2026-07-05,-1.0697240350063666
