supplier_type,suppliers,direct_vol,avg_ifr_direct,avg_ifr_local,avg_ifr_lift,med_ifr_lift,pct_positive_ifr_lift,avg_del_direct,avg_del_local,avg_del_lift,med_del_lift,pct_positive_del_lift,avg_gain
constrained,214,120706,0.8574026970475674,0.8808975713976512,-0.023494874350083884,-0.007856704204107445,0.45794392523364486,0.840288069800011,0.8493758875249336,-0.009087817724922558,-0.003273962292519972,0.45794392523364486,0.9224401114801727
nonconstrained,287,154215,0.8999158492325626,0.9032830156373886,-0.0033671664048259835,0.003472222222223431,0.5505226480836237,0.8640593675301419,0.8646638298679713,-0.0006044623378294111,0.005023400936038591,0.5331010452961672,0.8987092110247356
