msbd_week,dest_region,supplier_id,su_name,sto,vol_direct,o2d_actual_direct,ifr_direct,delivery_rel_direct,det_on_time_direct,mi_to_cust_direct,top_actual_hub_direct,top_assigned_hub_direct,avg_gain_direct,vol_local,o2d_actual_local,ifr_local,delivery_rel_local,det_on_time_local,mi_to_cust_local,top_actual_hub_local,o2d_delta,faster
2026-06-07,Midwest,82470,Ledel Lighting INC CA92841,Lighting,27,6.111111111111112,1.0,0.8888888888888887,0.8888888888888887,73.95185185185184,Chicago,ANAHEIM,0.9633593004755947,15,6.3999999999999995,1.0,0.9333333333333332,0.8666666666666666,1629.325,Anaheim,-0.28888888888888786,True
2026-06-07,Midwest,82484,Elrene Home Fashions CA 91748,Soft Home,26,6.461538461538462,1.0,0.5,0.5,53.06923076923078,Chicago,INDUSTRY,0.9743127190796328,11,6.909090909090909,0.9090909090909091,0.8181818181818182,0.8181818181818182,1545.92,Industry,-0.4475524475524475,True
2026-05-24,Midwest,272144,PRS Enterprises LLC CA 92821,APS SEA,24,7.5,1.0,0.8749999999999998,0.7916666666666667,57.41250000000001,Maple Grove,ANAHEIM,0.97341441348091,13,8.000000000000002,1.0,0.6923076923076922,0.6923076923076922,75.12857142857143,Maple Grove,-0.5000000000000018,True
2026-06-07,Midwest,244511,Delta Enterprise CA 92570,Youth Furniture & Decor,22,6.1818181818181825,1.0,0.8181818181818181,0.8636363636363635,70.49090909090908,Chicago,RIALTO LOCAL,0.9643157963627452,15,6.533333333333333,1.0,0.7333333333333334,0.8666666666666666,2041.9750000000001,Rialto,-0.35151515151515067,True
2026-06-07,Mid-Atlantic,25980,California Umbrella CA,Outdoor Furniture,21,9.238095238095239,1.0,0.9523809523809522,0.9523809523809522,85.56666666666668,Hagerstown,RIALTO LOCAL,0.9674273554397812,13,10.307692307692308,0.923076923076923,0.923076923076923,0.923076923076923,2413.338461538461,Rialto,-1.0695970695970693,True
2026-06-07,Northeast,348867,JAFFE MURPHY HOUSE INC CA 91746 (2),APS Housewares & More,20,5.999999999999999,1.0,0.9500000000000001,1.0,54.49000000000001,Lehigh Valley,ARCADIA,0.9793051752063398,15,7.666666666666667,0.9333333333333333,1.0,1.0,66.18749999999999,Syracuse,-1.6666666666666679,True
2026-06-07,South Central,151576,Gibson CA,Tabletop,20,4.1,1.0,1.0,1.0,63.129999999999995,Fort Worth,SANTA FE SPRINGS,0.9519813100595694,10,4.8,0.9,0.9,0.9,1458.1750000000002,Santa Fe Springs,-0.7000000000000002,True
2026-05-17,Northeast,479684,Xingchen-CA03,APS Rugs,19,9.421052631578947,0.7894736842105262,0.7894736842105262,0.7894736842105262,70.90526315789472,Scranton,ARCADIA,0.9726928158450125,10,9.7,1.0,1.0,1.0,26.35,Syracuse,-0.2789473684210524,True
2026-06-07,Southeast,320854,Curtis International CA,Appliances,19,10.157894736842104,0.0,0.9473684210526314,0.6842105263157896,103.04210526315791,Marietta,CARSON,0.9546718515895481,24,11.166666666666668,0.0,0.5000000000000001,0.25000000000000006,2200.588888888889,Carson,-1.0087719298245634,True
2026-06-07,Northeast,280028, CHINO,APS Outdoor,19,6.842105263157896,1.0,0.9473684210526315,0.7368421052631579,111.41578947368421,Columbus,CHINO LOCAL,0.9547840825006347,11,7.363636363636364,1.0,1.0,1.0,2788.990909090909,Industry,-0.5215311004784686,True
2026-06-07,Mid-Atlantic,27593,NFusion CA El Monte,Outdoor Furniture,18,6.222222222222222,1.0,0.9444444444444443,0.8333333333333333,119.99999999999999,Hagerstown,ARCADIA,0.9538056677026324,11,7.0,1.0,0.9090909090909091,0.8181818181818182,1840.6999999999998,Arcadia,-0.7777777777777777,True
2026-06-07,Northeast,413783,"Sorara Outdoor Living USA, Inc. CA 91746",Outdoor Structures,18,6.388888888888888,0.9444444444444443,0.8888888888888886,0.8888888888888886,81.0111111111111,Lehigh Valley,ARCADIA,0.9690734424449053,46,7.369565217391303,1.0,1.0,0.9782608695652173,2283.8799999999997,Arcadia,-0.9806763285024145,True
2026-06-07,Northeast,23370,Cheungs Rattan CA,Decor,18,5.833333333333332,1.0,1.0,1.0,82.01666666666665,Metuchen,ANAHEIM,0.9688689109231667,11,6.2727272727272725,1.0,0.8181818181818182,0.8181818181818182,2261.5166666666664,Anaheim,-0.43939393939394034,True
2026-05-24,Midwest,249783,BeatiNeon Irvine Warehouse,Lighting,18,6.388888888888888,0.8888888888888887,1.0,1.0,54.48333333333333,Chicago,ANAHEIM,0.9704587708271417,10,7.1,0.7,1.0,1.0,43.699999999999996,Toledo,-0.7111111111111112,True
2026-06-07,Midwest,153927,YI LIGHTING CA 91744,Lighting,17,7.588235294117646,0.6470588235294118,0.5882352941176471,0.5882352941176471,66.54705882352941,Chicago,INDUSTRY,0.9686897514121912,13,9.384615384615383,0.07692307692307693,0.07692307692307693,0.07692307692307693,2134.6461538461535,Industry,-1.7963800904977374,True
2026-05-17,Midwest,463964,Grand Leisure Outdoor Product CA 92335,APS Outdoor,17,7.23529411764706,1.0,1.0,1.0,70.10588235294118,Greenwood,WEST RIALTO,0.9654212928984347,12,10.083333333333334,0.9166666666666666,0.9166666666666666,0.9166666666666666,1902.7899999999997,South Rialto - Ncpc,-2.848039215686274,True
2026-06-07,Midwest,64753,CYE-WAY Inc CA 92335(2),APS Outdoor,17,9.647058823529413,0.5882352941176471,0.7058823529411765,0.4705882352941177,126.5470588235294,Chicago,WEST RIALTO,0.93889499107123,13,10.23076923076923,0.30769230769230765,0.15384615384615385,0.30769230769230765,1995.1333333333332,Rialto,-0.5837104072398169,True
2026-05-17,Midwest,148929,"Grove NA, INC. dba Chicology CA",Soft Home,17,12.588235294117645,0.7647058823529411,0.8823529411764703,0.8823529411764703,100.18235294117646,Niles,SANTA FE SPRINGS,0.9480849762004927,12,13.888888888888888,0.24999999999999997,0.24999999999999997,0.24999999999999997,2042.8,,-1.3006535947712425,True
2026-06-07,Midwest,248417,Welland Industries LLC CA,APS Youth,16,5.437499999999999,1.0,0.9374999999999999,0.8124999999999999,87.38125,Toledo,ANAHEIM,0.9559865074583994,10,6.299999999999999,1.0,1.0,0.8999999999999999,1809.2,Anaheim,-0.8624999999999998,True
2026-05-24,Midwest,25980,California Umbrella CA,Outdoor Furniture,16,8.625,1.0,0.8749999999999999,0.8749999999999999,51.78125,Chicago,RIALTO LOCAL,0.9751701607680527,59,9.94915254237288,1.0,0.9830508474576269,0.9830508474576269,1887.3928571428576,Rialto,-1.3241525423728806,True
2026-06-07,South Central,320854,Curtis International CA,Appliances,16,7.625,0.0,0.9374999999999999,0.5625,116.35,Fort Worth,CARSON,0.9209913839750205,17,8.588235294117647,0.0,0.41176470588235287,0.29411764705882354,1399.3062500000003,Carson,-0.9632352941176467,True
2026-06-07,Southeast,148929,"Grove NA, INC. dba Chicology CA",Soft Home,16,6.000000000000001,1.0,0.8749999999999998,0.9375,104.50624999999998,Marietta,SANTA FE SPRINGS,0.9529242275504061,34,21.708333333333332,0.05882352941176472,0.08823529411764706,0.08823529411764706,2113.15,,-15.708333333333332,True
2026-06-07,Northeast,153927,YI LIGHTING CA 91744,Lighting,16,8.624999999999998,0.375,0.43749999999999994,0.3125,58.19375,Woodbridge,INDUSTRY,0.9786859912226242,13,10.461538461538462,0.07692307692307693,0.15384615384615385,0.07692307692307693,2660.576923076923,Industry,-1.8365384615384635,True
2026-06-07,Midwest,494257,"ADVANCED INFO SERVICES, LLC CA 91746",Casegoods,16,7.533333333333333,0.9374999999999999,0.8124999999999999,0.75,63.4625,Chicago,ARCADIA,0.9688923457686178,12,9.416666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1782.2142857142858,Arcadia,-1.8833333333333329,True
2026-05-24,Northeast,25980,California Umbrella CA,Outdoor Furniture,14,7.428571428571428,1.0,0.9285714285714285,0.9285714285714285,72.41428571428573,Metuchen,RIALTO LOCAL,0.9730021344312713,33,9.818181818181822,1.0,1.0,1.0,2692.8545454545456,Rialto,-2.389610389610394,True
2026-06-07,Florida,413783,"Sorara Outdoor Living USA, Inc. CA 91746",Outdoor Structures,14,6.071428571428572,1.0,0.8571428571428571,0.7857142857142858,118.0142857142857,Orlando,ARCADIA,0.9512284883938655,10,6.8,1.0,1.0,1.0,2492.7799999999997,Arcadia,-0.7285714285714278,True
2026-06-07,Midwest,494150,Global Girls LLC CA 91746,Decor,13,8.076923076923077,0.8461538461538461,0.7692307692307692,0.6923076923076923,42.42307692307692,Chicago,ARCADIA,0.9791132360301363,11,9.545454545454545,0.7272727272727272,0.5454545454545454,0.5454545454545454,928.0999999999999,Kansas City,-1.4685314685314683,True
2026-06-07,Midwest,214497,SGDL HOLDINGS INC CA 91706,Lighting,13,7.0,1.0,0.38461538461538464,0.38461538461538464,159.4230769230769,Toledo,ARCADIA,0.9201203985288773,15,8.266666666666666,0.7333333333333334,0.8666666666666665,0.8666666666666665,1613.8000000000002,Arcadia,-1.2666666666666657,True
2026-05-31,South Central,238404,HomArt CA,Decor,13,5.0,1.0,0.7692307692307692,0.7692307692307692,124.23846153846152,Houston,ANAHEIM,0.9181949282864174,12,6.416666666666666,1.0,0.25000000000000006,0.25000000000000006,21.65,,-1.416666666666666,True
2026-06-07,Midwest,148929,"Grove NA, INC. dba Chicology CA",Soft Home,13,6.461538461538462,0.8461538461538461,0.923076923076923,0.7692307692307693,144.0923076923077,Chicago,SANTA FE SPRINGS,0.9324492055967527,35,19.75,0.11428571428571428,0.20000000000000004,0.20000000000000004,1947.3,,-13.288461538461538,True
2026-06-07,Southeast,153927,YI LIGHTING CA 91744,Lighting,13,9.0,0.4615384615384615,0.5384615384615384,0.3846153846153846,49.36923076923077,Marietta,INDUSTRY,0.9775605843925855,11,9.454545454545455,0.0,0.0,0.0,2086.5272727272722,Industry,-0.45454545454545503,True
2026-06-07,Northeast,27593,NFusion CA El Monte,Outdoor Furniture,13,6.769230769230769,0.923076923076923,0.846153846153846,0.846153846153846,77.58461538461539,Lehigh Valley,ARCADIA,0.9698547041035689,11,7.090909090909091,1.0,0.9090909090909091,0.9090909090909091,2338.371428571428,Arcadia,-0.32167832167832167,True
2026-05-31,Midwest,331616,NingBo KaiMeiChen DianZiShangWu You CA 92335,APS Home Improvement,12,7.25,0.49999999999999994,0.49999999999999994,0.49999999999999994,97.9,North St.Louis,WEST RIALTO,0.9510762559079686,11,7.545454545454545,0.9090909090909091,0.36363636363636365,0.36363636363636365,729.8666666666667,Kansas City,-0.29545454545454497,True
2026-05-31,South Central,148929,"Grove NA, INC. dba Chicology CA",Soft Home,11,5.0,0.7272727272727273,0.8181818181818181,0.8181818181818182,123.60909090909092,Houston,SANTA FE SPRINGS,0.9184792460928847,10,11.444444444444445,0.7,0.8999999999999999,0.8999999999999999,,,-6.444444444444445,True
2026-06-07,Midwest,82474,Farfarview  CA 91761 E Jurupa,APS,11,5.7272727272727275,0.9090909090909091,0.9090909090909091,0.9090909090909091,33.099999999999994,Maple Grove,CHINO LOCAL,0.9830600463229996,11,7.181818181818182,1.0,0.5454545454545455,0.5454545454545455,1984.5818181818183,Diamond Bar Rsf,-1.4545454545454541,True
2026-06-07,Northeast,60106,Winado CA 91762,APS Outdoor,10,5.700000000000001,1.0,0.8999999999999999,0.8999999999999999,89.07000000000001,Hagerstown,CHINO LOCAL,0.9657772221840594,10,7.0,0.7,0.7,0.7,2651.166666666667,Chino,-1.299999999999999,True
2026-05-31,Midwest,148929,"Grove NA, INC. dba Chicology CA",Soft Home,10,6.5,1.0,0.8999999999999999,0.8999999999999999,92.02000000000001,Chicago,SANTA FE SPRINGS,0.9563086822408251,16,10.1,0.4375,0.5625,0.5625,184.1,,-3.5999999999999996,True
