period,vol,ifr,delivery_rel,avg_o2d_stated,avg_o2d_actual,avg_direct_gain,avg_mi_actual_to_cust,suppliers,o2d_gap
July4_week_2026-06-28,122.0,0.7622950819672131,0.9180327868852459,9.680327868852459,5.819672131147541,0.7587188848269878,497.0762295081967,77.0,-3.860655737704918
baseline_other_msbd_weeks,72232.0,0.8810499501605936,0.8531952597186843,8.5317238848343,7.43280621198327,0.9592925872326775,82.31397303134345,6366.0,-1.0989176728510293
