dest_region,sto,vol_direct,vol_local,o2d_direct,o2d_local,o2d_delta,ifr_direct,ifr_local,del_direct,del_local,det_direct,det_local
South Central,APS Rugs,558,2089,5.397849462365591,5.062423657360443,0.33542580500514774,0.9121863799283154,0.8951651507898516,0.7795698924731183,0.6974629009095261,0.9014336917562723,0.778362853039732
South Central,APS Soft Home,308,1554,5.6396103896103895,5.283786960666906,0.3558234289434834,0.7662337662337663,0.8893178893178891,0.7305194805194803,0.7239382239382239,0.8538961038961039,0.7895752895752896
South Central,APS Upholstery,959,6610,5.1908237747653825,5.203704680859358,-0.012880906093975852,0.9259645464025026,0.9003025718608172,0.8665276329509907,0.7443267776096822,0.8529718456725759,0.7537065052950073
South Central,APS Youth,760,3849,5.132894736842107,5.042129516573843,0.09076522026826339,0.9276315789473685,0.852689010132502,0.8578947368421053,0.7381137957911146,0.8605263157894734,0.7687711093790595
South Central,Casegoods,1769,7544,5.310874134506882,5.051355123417298,0.2595190110895844,0.8400226116449971,0.8920996818663839,0.783493499152063,0.7564952279957582,0.7942340305257207,0.7826086956521741
South Central,Decor,1543,5224,5.616369193716068,5.190624109389265,0.42574508432680247,0.899546338302009,0.9104134762633995,0.829552819183409,0.7957503828483921,0.8282566429034347,0.8181470137825421
South Central,Hardware,813,1527,4.8819188191881935,4.78293117170503,0.09898764748316324,0.9225092250922508,0.8919449901768173,0.8942189421894217,0.7871643745907008,0.8253382533825339,0.7662082514734772
South Central,Kitchen & Small Electrics,370,1377,5.075675675675674,4.77193144105209,0.3037442346235837,0.889189189189189,0.8983297022512708,0.8054054054054054,0.7915758896151053,0.8459459459459457,0.8090050835148874
South Central,Lighting,1695,5599,5.317404129793509,5.065422170775201,0.2519819590183081,0.8690265486725661,0.9001607429898196,0.8430678466076696,0.7899624933023754,0.829498525073746,0.7947847829969638
South Central,Outdoor Furniture,1354,5755,5.271787296898079,5.585127361910581,-0.31334006501250133,0.8279172821270306,0.8185925282363161,0.7850812407680944,0.6894874022589056,0.7799113737075334,0.7070373588184189
South Central,Outdoor Structures,329,1132,5.4924012158054705,5.241640303643326,0.2507609121621446,0.8328267477203646,0.8966431095406361,0.8145896656534952,0.7977031802120141,0.8328267477203647,0.8180212014134275
South Central,Plumbing,861,2438,5.322880371660862,5.232772568447129,0.09010780321373257,0.9117305458768876,0.9438063986874488,0.8710801393728222,0.8170631665299426,0.8548199767711963,0.8552091878589008
South Central,Soft Home,1669,5527,5.139280581298918,5.060558379534167,0.07872220176475064,0.9113241461953264,0.9138773294734938,0.8418214499700419,0.7875882033652978,0.8208508088675854,0.7798082142210966
South Central,Storage & Org - Frequency,731,2246,5.203323480555012,4.953216988557299,0.2501064919977125,0.905608755129959,0.8909171861086375,0.86593707250342,0.7943009795191451,0.8837209302325578,0.8085485307212821
South Central,Tabletop,778,2251,4.9447300771208225,4.836989919594152,0.10774015752667054,0.8766066838046274,0.8898267436694802,0.8303341902313626,0.7894269213682807,0.8277634961439587,0.8120835184362504
South Central,Upholstery,1719,5024,5.552646887725418,5.344658542970075,0.20798834475534278,0.8662012798138455,0.8966958598726115,0.8400232693426409,0.77687101910828,0.7923211169284469,0.7840366242038214
South Central,Wayfair,2071,7835,5.282472235634959,5.287142161996781,-0.00466992636182173,0.9111540318686625,0.902361199744735,0.8382423949782715,0.7530312699425652,0.8874939642684695,0.8088066368857688
South Central,Youth Furniture & Decor,566,2309,4.862190812720847,4.94250675720132,-0.08031594448047308,0.9081272084805654,0.8822000866175834,0.8551236749116607,0.7752273711563448,0.8551236749116607,0.7414465136422694
Southeast,APS,9859,29852,7.463179642629868,6.956052735226304,0.5071269074035634,0.8396389086114203,0.902217606860512,0.8511005172938434,0.8056411630711507,0.7376001622882649,0.7388114699182633
Southeast,APS AEOF,889,3977,6.913385826771654,6.845663549060482,0.06772227771117212,0.8965129358830146,0.9054563741513703,0.8627671541057368,0.7933115413628362,0.8571428571428573,0.7520744279607745
Southeast,APS Bedroom,1229,4611,6.823433685923517,6.754467901600084,0.06896578432343237,0.9292107404393818,0.8837562350900021,0.8616761594792515,0.7785729776621123,0.8641171684296177,0.7540663630448927
Southeast,APS Decor,751,2299,7.005326231691079,7.045738673942868,-0.04041244225178886,0.8961384820239678,0.9038712483688558,0.8668442077230359,0.7925184862983906,0.8814913448735019,0.7816441931274465
Southeast,APS Home Improvement,4144,14266,7.080050558570846,6.803596218994412,0.2764543395764347,0.8935810810810808,0.8938034487592879,0.8559362934362933,0.7857142857142856,0.8298745173745169,0.7585167531193048
Southeast,APS Housewares & More,989,3356,7.358855173903226,6.813811812820594,0.545043361082632,0.9150657229524772,0.91507747318236,0.8543983822042469,0.8003575685339689,0.865520728008089,0.7854588796185934
Southeast,APS K&D,1062,3869,6.953860640301318,6.6653993681424435,0.28846127215887485,0.906779661016949,0.9255621607650556,0.8436911487758947,0.7893512535538898,0.8267419962335217,0.7725510467821142
Southeast,APS Mattresses,868,2652,7.130184331797234,6.699245408762606,0.43093892303462766,0.8490783410138248,0.8552036199095022,0.8294930875576036,0.7680995475113124,0.804147465437788,0.751131221719457
Southeast,APS Outdoor,3469,9727,6.928303873915789,6.608898750721736,0.3194051231940529,0.8979533006630157,0.9215585483705149,0.8636494667051026,0.813817209828313,0.8065724992793316,0.7733114012542409
Southeast,APS Rugs,511,1772,7.596868884540117,6.972864033568459,0.6240048509716587,0.8923679060665363,0.9068848758465009,0.8023483365949118,0.7957110609480813,0.8806262230919767,0.7872460496613995
Southeast,APS SEA,327,1039,7.434250764525994,6.573191005337299,0.861059759188695,0.9388379204892963,0.931665062560154,0.9021406727828745,0.7892204042348413,0.8685015290519876,0.7718960538979788
Southeast,APS Soft Home,463,1884,7.591792656587472,7.303052687705337,0.28873996888213505,0.7645788336933045,0.8604033970276008,0.8596112311015116,0.744692144373673,0.8639308855291576,0.7430997876857749
Southeast,APS Upholstery,1835,6979,7.301907356948225,7.010376316694967,0.2915310402532576,0.8926430517711171,0.8989826622725318,0.8561307901907357,0.8048431007307635,0.8081743869209806,0.7541195013612265
Southeast,APS Youth,1365,4116,7.242697473466703,6.764823888144393,0.4778735853223095,0.9120879120879121,0.8634596695821184,0.8608058608058609,0.7565597667638484,0.8432234432234432,0.7419825072886297
Southeast,Casegoods,2081,6989,7.2715040845747225,6.922720613252083,0.34878347132263965,0.8827486785199425,0.8891114608670768,0.8356559346468042,0.7742166261267707,0.8000961076405574,0.7630562312204894
Southeast,Decor,1890,6068,7.685794801012195,7.1096357039492135,0.5761590970629813,0.9068783068783072,0.9212261041529334,0.8470899470899471,0.7826301911667763,0.8269841269841269,0.7686222808174025
Southeast,Hardware,550,1867,6.837522879804759,6.404800067030635,0.4327228127741236,0.9327272727272727,0.9003749330476698,0.8309090909090908,0.7359400107123728,0.8054545454545454,0.6973754686663095
Southeast,Kitchen & Small Electrics,507,1614,7.019723865877713,6.386198890616267,0.6335249752614454,0.895463510848126,0.9058240396530358,0.8126232741617356,0.7936802973977694,0.7672583826429981,0.7676579925650556
Southeast,Lighting,2442,7489,7.467649467649471,6.993703663651006,0.47394580399846475,0.879606879606879,0.8985178261450124,0.8570843570843573,0.7997062358125248,0.7989352989352991,0.7587127787421553
Southeast,Outdoor Furniture,2171,5620,7.3266287936946615,7.540269314680685,-0.21364052098602393,0.8489175495163519,0.8523131672597865,0.8263473053892217,0.7485765124555162,0.7835099032703824,0.7181494661921708
Southeast,Outdoor Structures,351,1323,7.512820512820513,7.071963937825735,0.44085657499477815,0.8575498575498576,0.9236583522297808,0.8717948717948718,0.8095238095238095,0.8404558404558403,0.7800453514739227
Southeast,Plumbing,1153,3417,7.606244579358196,7.272646836672594,0.33359774268560205,0.9228100607111882,0.9370793093356745,0.8673026886383349,0.7986537898741585,0.8187337380745879,0.7831431079894644
Southeast,Recreation,348,1174,6.681034482758621,6.146328342150094,0.5347061406085274,0.9511494252873564,0.9437819420783645,0.8362068965517241,0.7998296422487223,0.8132183908045977,0.75809199318569
Southeast,Soft Home,2352,7623,7.229591836734697,6.936336958074858,0.29325487865983835,0.9251700680272112,0.9130263675718222,0.8341836734693877,0.761248852157943,0.8005952380952376,0.7089072543617997
Southeast,Storage & Org - Frequency,872,2721,7.333554574588412,6.87392552474714,0.45962904984127206,0.9025229357798163,0.8915839764792356,0.8520642201834863,0.7813303932377802,0.8233944954128439,0.7350238882763689
Southeast,Tabletop,979,3234,7.086249440497642,6.6172250741303555,0.46902436636728684,0.8723186925434115,0.8837353123067406,0.8488253319713993,0.7854050711193569,0.8110316649642493,0.7594310451453309
Southeast,Upholstery,2292,6059,7.554662512761927,7.296054535175429,0.25860797758649756,0.8664921465968586,0.8918963525334214,0.8643106457242585,0.8148209275457996,0.768760907504363,0.7585410133685426
Southeast,Wayfair,2739,7681,7.409638554216867,7.173410651018298,0.23622790319856968,0.8897407813070465,0.8945449811222496,0.874406717780212,0.8027600572842076,0.8736765242789337,0.7945580002603828
Southeast,Youth Furniture & Decor,639,2743,6.95148669796557,6.508221556401054,0.4432651415645159,0.8998435054773083,0.8807874589865111,0.7965571205007826,0.7685016405395553,0.7167449139280127,0.7152752460809331
West Coast,APS,11739,104078,4.619085952806882,3.5082358272415997,1.1108501255652827,0.8635318170201891,0.8951651645880977,0.8305647840531558,0.8633524856357732,0.8226424738052642,0.8116316608697323
West Coast,APS AEOF,3402,33503,4.4044679600235135,3.3433740990470353,1.0610938609764782,0.8985890652557319,0.9168134196937587,0.8489124044679601,0.8723397904665254,0.8259847148736035,0.8223442676775212
West Coast,APS Bedroom,3835,37868,4.29543676662321,3.3079122922276327,0.9875244743955771,0.9097783572359839,0.9011302418928913,0.8623207301173403,0.8799514101616144,0.8448500651890485,0.8134308651103832
West Coast,APS Decor,1194,10828,4.932160804020101,3.6826880334033043,1.2494727706167965,0.907035175879397,0.9316586627262652,0.7780569514237856,0.8460472848171408,0.8609715242881072,0.856852604359069
West Coast,APS Home Improvement,5658,47888,4.547592346673262,3.3931371338587644,1.154455212814498,0.8893601979498051,0.9049866354827929,0.8361611876988336,0.8767958569996659,0.8133616118769882,0.8240268960908788
West Coast,APS Housewares & More,1450,12049,4.6591034482758635,3.520018591945156,1.1390848563307077,0.9124137931034484,0.9082081500539461,0.8268965517241381,0.8645530749439787,0.8682758620689657,0.8370819155116604
West Coast,APS K&D,3028,29240,4.371814085277105,3.256035753731785,1.1157783315453198,0.9081902245706737,0.9226402188782494,0.8583223249669742,0.8897058823529411,0.8632760898282698,0.8468536251709985
West Coast,APS Mattresses,764,8096,4.488219895287959,3.3979613923695617,1.0902585029183975,0.8691099476439789,0.8784584980237155,0.8167539267015704,0.8572134387351777,0.8416230366492146,0.8262104743083004
West Coast,APS Outdoor,8259,61448,4.390072100110553,3.2903757148323316,1.0996963852782211,0.9102796948783153,0.925693269105585,0.8656011623683252,0.897571930738185,0.8300036324010172,0.8363494336674909
West Coast,APS Pet,372,3622,4.534946236559141,3.6028673661291353,0.9320788704300056,0.9381720430107527,0.9110988404196576,0.8494623655913979,0.8277194919933737,0.9112903225806451,0.7976256212037548
West Coast,APS Rugs,637,5299,4.914442700156987,3.651888976045125,1.2625537241118616,0.8885400313971743,0.9026231364408379,0.7739403453689169,0.8218531798452535,0.8524332810047096,0.8401585204755614
West Coast,APS SEA,365,3175,4.605479452054796,3.426077215799788,1.179402236255008,0.9397260273972603,0.9310236220472441,0.8712328767123286,0.8803149606299211,0.8849315068493149,0.8582677165354331
West Coast,APS Upholstery,1978,17318,4.753791708796764,3.6477792212401448,1.1060124875566193,0.8781597573306371,0.8966970781845478,0.845803842264914,0.8621087885437116,0.8240647118301314,0.8212842129576163
West Coast,APS Youth,1366,12281,4.633235724743775,3.499098440214015,1.1341372845297601,0.8535871156661785,0.8693917433433758,0.8587115666178625,0.8574220340363162,0.8762811127379206,0.8326683494829411
West Coast,Casegoods,3075,29170,4.7070894308943085,3.5677223989977263,1.1393670318965823,0.8617886178861791,0.8897497428865271,0.8399999999999999,0.8638327048337331,0.8214634146341458,0.8302022625985601
West Coast,Decor,1737,14965,4.9879101899827285,3.686226896462937,1.3016832935197913,0.8957973517559006,0.9166054126294686,0.810592976396085,0.863214166388239,0.8111686816350028,0.8537921817574342
West Coast,Hardware,373,4341,5.25201072386059,4.255198451632555,0.996812272228035,0.9115281501340483,0.9255931812946324,0.7640750670241285,0.8113337940566688,0.6675603217158176,0.6046993780234969
West Coast,Kitchen & Small Electrics,381,3578,4.656167979002625,3.371494334060118,1.2846736449425067,0.8320209973753281,0.8859698155394075,0.8057742782152231,0.8569032979318053,0.7926509186351706,0.8258803801006148
West Coast,Lighting,1478,11984,5.129228687415426,3.7838481388739615,1.3453805485414647,0.8728010825439784,0.8976134846461947,0.7780784844384303,0.8608144192256341,0.7855209742895806,0.8385347129506008
West Coast,Outdoor Furniture,2622,21088,5.004576659038899,3.9346618462619967,1.0699148127769025,0.8375286041189928,0.8492507587253414,0.8230358504958044,0.8285754931714719,0.7471395881006864,0.7503793626707133
West Coast,Outdoor Structures,469,4660,4.852878464818763,3.6584069483004136,1.194471516518349,0.7761194029850745,0.8793991416309013,0.8017057569296374,0.8806866952789701,0.8336886993603412,0.8386266094420601
West Coast,Plumbing,756,8395,4.596461187214612,3.3456376468935325,1.25082354032108,0.8968253968253966,0.9254318046456222,0.8584656084656085,0.8692078618225134,0.8637566137566136,0.8538415723645026
West Coast,Rugs,1006,9005,4.0109343936381725,2.5928236838214707,1.4181107098167018,0.9731610337972171,0.926152137701277,0.8836978131212724,0.8869516935036091,0.8210735586481114,0.7915602443087174
West Coast,Soft Home,793,8214,4.829760403530895,3.8159774383519616,1.0137829651789336,0.9218158890290039,0.908570732895057,0.8839848675914249,0.869125882639396,0.8738965952080705,0.8402727051375702
West Coast,Storage & Org,444,4273,4.126126126126125,2.992845993987234,1.133280132138891,0.9752252252252253,0.9517903112567283,0.8783783783783783,0.9073250643575941,0.8626126126126125,0.8684764802246663
West Coast,Storage & Org - Frequency,706,6528,4.526912181303116,3.527390739198204,0.9995214421049119,0.8852691218130309,0.886642156862745,0.8611898016997167,0.8665747549019607,0.8725212464589235,0.8651960784313723
West Coast,Tabletop,624,5284,4.695512820512819,3.438150890967824,1.2573619295449956,0.831730769230769,0.8932626797880392,0.8044871794871796,0.8802043906131718,0.7884615384615387,0.864118092354277
West Coast,Upholstery,1575,12932,4.834285714285714,3.7207613200324374,1.1135243942532762,0.7790476190476189,0.8936746056294463,0.8520634920634921,0.8762759047324467,0.8342857142857143,0.8575626353232293
West Coast,Wayfair,2911,23884,4.890930951563041,3.769217119859929,1.121713831703112,0.887667468223978,0.9054178529559535,0.826176571624871,0.84943895494892,0.8684300927516314,0.8357896499748786
West Coast,Youth Furniture & Decor,620,5975,4.637096774193547,3.453720736072242,1.1833760381213052,0.8693548387096774,0.8748117154811715,0.8564516129032256,0.8651046025104603,0.7919354838709678,0.818744769874477
