segment,vol,vol_det,suppliers,ifr,delivery_rel,det_on_time,det_hits_minus_1,stored_det_del_rel,stored_det_one_more,pct_direct,ifr_minus_del_pp,ifr_minus_det_on_time_pp
cushion>=1,1001449,981474,10209,0.7410651965302277,0.8299653801641421,0.8291016288159705,0.6392433528242867,0.34280572771715484,0.6256885716598494,0.06606327431551681,-8.89001836339144,-8.803643228574277
no cushion,6675993,6470932,42184,0.9144744459738049,0.8585280122372807,0.7406136905891522,0.33190421155053085,0.6422135702452095,0.8202650781237717,0.07556688570524266,5.594643373652419,17.386075538465274
