supplier_id,su_name,parent_suid,parent_su_name,sto,vol_peak,ifr_peak,delivery_rel_peak,o2d_stated_peak,o2d_actual_peak,o2d_gap_peak,gain_peak,mi_to_cust_peak,top_actual_hub_peak,vol_july4,ifr_july4,delivery_rel_july4,o2d_stated_july4,o2d_actual_july4,o2d_gap_july4,gain_july4,mi_to_cust_july4,top_actual_hub_july4,vol_july5,ifr_july5,delivery_rel_july5,o2d_stated_july5,o2d_actual_july5,o2d_gap_july5,gain_july5,mi_to_cust_july5,top_actual_hub_july5,ifr_delta_july4_vs_peak,del_delta_july4_vs_peak,o2d_actual_delta_july4_vs_peak,built_july4,built_july5
237104,Devion Furniture,58079,Devion Furniture_1,APS,754.0,0.4469496021220159,0.8209549071618037,10.071618037135279,9.236074270557028,-0.835543766578251,0.9608743311305412,76.14721485411143,Romeoville Rsf,,,,,,,,,,,,,,,,,,,,,,False,False
316872,"Heze Starfire Trading Co., Ltd CA 91761(5)",83413,"Heze Starfire Trading Co., Ltd",APS,280.0,0.6678571428571427,0.9035714285714285,11.014285714285714,9.442857142857143,-1.5714285714285712,0.9700431238943487,58.95642857142855,Romeoville Rsf,,,,,,,,,,,,,,,,,,,,,,False,False
28971,NFusion CA 91761 Warehouse CA11,3215,"GigaCloud Trading, Inc.",Outdoor Furniture,270.0,0.7888888888888889,0.9259259259259259,8.207407407407407,7.385185185185185,-0.822222222222222,0.9658724422751995,67.64481481481481,Toledo,,,,,,,,,,,,,,,,,,,,,,False,False
238512,CP HomeDecor CA 91761(2),66884,CP HomeDecor,APS,212.0,0.6650943396226415,0.8679245283018868,9.004716981132075,8.339622641509434,-0.665094339622641,0.9583680029400413,82.50990566037737,Romeoville Rsf,,,,,,,,,,,,,,,,,,,,,,False,False
280028, CHINO,88820,"Ningbo Meigao Outdoor Products Co., Ltd.",APS Outdoor,199.0,0.9949748743718593,0.8944723618090452,7.71356783919598,6.944723618090452,-0.7688442211055273,0.9627082677890596,74.05628140703517,Chicago,,,,,,,,,,,,,,,,,,,,,,False,False
17066,  CA2,3215,"GigaCloud Trading, Inc.",Outdoor Furniture,198.0,0.7272727272727273,0.8888888888888888,7.833333333333333,6.1313131313131315,-1.7020202020202015,0.9715397743020544,58.757070707070696,Chicago,1.0,0.0,1.0,9.0,6.0,-3.0,0.7854851643945469,481.5,East Chattanooga,1.0,1.0,1.0,7.0,4.0,-3.0,0.5745869211077496,914.0,Davenport,-0.7272727272727273,0.11111111111111116,-0.1313131313131315,True,True
322082,"Hangzhou Mengfeisi Home Furnishings Co., CA 92571 ",313810,"Hangzhou Mengfeisi Home Furnishings Co., Ltd",APS Outdoor,182.0,0.9835164835164835,0.9725274725274725,8.67032967032967,6.873626373626373,-1.7967032967032965,0.9660195163189493,71.30054945054945,Toledo,,,,,,,,,,,,,,,,,,,,,,False,False
119437,Aosom LLC CA 92374,5725,Aosom LLC,APS Outdoor,165.0,0.9939393939393939,0.8484848484848485,7.587878787878788,6.848484848484849,-0.7393939393939393,0.9631631815175806,75.11575757575758,Chicago,,,,,,,,,,,,,,,,,,,,,,False,False
39837,Kingston CA,2940,Kingston,Plumbing,151.0,0.8807947019867549,0.8940397350993378,9.56953642384106,8.682119205298013,-0.887417218543046,0.9662205361255427,66.65827814569536,Chicago,,,,,,,,,,,,,,,,,,,,,,False,False
272805,Karat Home Inc (14 Karat) CA 92880,21718,Karat Home Inc (14 Karat),APS Upholstery,149.0,0.5771812080536913,0.8456375838926175,9.961409395973154,8.63758389261745,-1.323825503355705,0.9682811046233405,63.05906040268457,Chicago,,,,,,,,,,,,,,,,,,,,,,False,False
236498,Oberon Dist,49956,Oberon Distribution,Lighting,143.0,0.8041958041958042,0.9300699300699301,9.678321678321678,8.552447552447552,-1.1258741258741267,0.9671134638467994,65.72447552447552,Toledo,,,,,,,,,,,,,,,,,,,,,,False,False
293214,CIAO JING INC CA 92879 ,88927,CIAO JING INC,Upholstery,129.0,0.7131782945736435,0.8914728682170543,8.30232558139535,7.6434108527131785,-0.6589147286821708,0.9669979129995494,67.28294573643413,Romeoville Ncpc,,,,,,,,,,,,,,,,,,,,,,False,False
292636,Green Living Group INC CA 91762,78686,Green Living Group INC,Soft Home,122.0,0.860655737704918,0.8442622950819673,8.51639344262295,7.762295081967213,-0.7540983606557372,0.9662351442702513,68.99918032786886,Toledo,,,,,,,,,,,,,,,,,,,,,,False,False
20530,Million Dollar Baby CA 90660,426,Million Dollar Baby Co,Youth Furniture & Decor,121.0,0.9669421487603306,0.9090909090909091,8.049586776859504,7.595041322314049,-0.45454545454545503,0.9694967061198033,63.41157024793388,Chicago,,,,,,,,,,,,,,,,,,,,,,False,False
297318,Eazeemats CA 91752 (4),45285,Eazeemats,APS Upholstery,120.0,0.95,0.8583333333333333,8.15,7.85,-0.3000000000000007,0.9692064343900085,64.2375,Chicago,,,,,,,,,,,,,,,,,,,,,,False,False
39283,Design Imports WA 98390,8018,Design Imports,Tabletop,105.0,0.9428571428571428,0.7238095238095238,8.447619047619048,8.161904761904761,-0.2857142857142865,0.9609485849281036,83.44380952380953,Chicago,,,,,,,,,,,,,,,,,,,,,,False,False
272846,Pony Bros-2,50278,"US_INSONG TRADING CO., LIMITED",APS Youth,104.0,0.375,0.9134615384615384,8.971153846153847,8.278846153846153,-0.6923076923076934,0.9667062611503249,66.01057692307691,Chicago,,,,,,,,,,,,,,,,,,,,,,False,False
8833,Lifetime Brands Inc.92376,1175,Lifetime Brands Inc.,Tabletop,104.0,0.7019230769230769,0.75,8.115384615384615,7.855769230769231,-0.25961538461538414,0.972535281316859,54.777884615384615,Chicago,,,,,,,,,,,,,,,,,,,,,,False,False
70741,Westin Outdoor CA,39357,Westin Outdoor,Outdoor Furniture,101.0,0.2871287128712871,0.26732673267326734,7.178217821782178,8.128712871287128,0.9504950495049496,0.9705773352708851,59.87227722772278,Chicago,,,,,,,,,,,,,,,,,,,,,,False,False
59119,Safavieh CA 92518,381,Safavieh,Rugs,99.0,0.98989898989899,0.8383838383838383,7.555555555555555,6.91919191919192,-0.6363636363636358,0.9569502564407599,82.6131313131313,Romeoville Rsf,,,,,,,,,,,,,,,,,,,,,,False,False
408080,"Hangzhou Chuandiai Cultural Media Co., Ltd. CA 92337",284231,Kaiyon International (Hong Kong) Limited_1,APS Rugs,99.0,0.9797979797979798,0.9595959595959596,12.8989898989899,7.737373737373737,-5.161616161616163,0.9720602607920827,56.82727272727274,Chicago,,,,,,,,,,,,,,,,,,,,,,False,False
126078,Ideal Ventures - GGI International CA,11859,Ideal Ventures - GGI International,Storage & Org - Frequency,95.0,1.0,0.9473684210526315,8.136842105263158,7.526315789473684,-0.6105263157894738,0.9591888707060224,78.7221052631579,Chicago,,,,,,,,,,,,,,,,,,,,,,False,False
27593,NFusion CA El Monte,3215,"GigaCloud Trading, Inc.",Outdoor Furniture,91.0,0.8681318681318682,0.9230769230769231,8.186813186813186,7.417582417582418,-0.7692307692307683,0.9763848674205163,49.16263736263736,Chicago,,,,,,,,,,,,,,,,,,,,,,False,False
117518,Winsome House CA 92881,31822,Winsome House,Decor,88.0,0.9886363636363636,0.9204545454545454,7.920454545454546,7.340909090909091,-0.579545454545455,0.9695637229003903,61.21477272727273,Greenwood,,,,,,,,,,,,,,,,,,,,,,False,False
348867,JAFFE MURPHY HOUSE INC CA 91746 (2),72736,JAFFE MURPHY HOUSE INC,APS Housewares & More,88.0,1.0,1.0,9.352272727272727,7.340909090909091,-2.011363636363636,0.9712891655358585,60.332954545454534,Toledo,,,,,,,,,,,,,,,,,,,,,,False,False
287737,Safavieh CA 95363,381,Safavieh,Rugs,87.0,0.8735632183908046,0.7701149425287356,8.275862068965518,7.091954022988506,-1.1839080459770122,0.9653157333029277,71.96436781609196,Chicago,,,,,,,,,,,,,,,,,,,,,,False,False
79383,ColourTree CA,41086,ColourTree,Upholstery,86.0,0.37209302325581395,0.8604651162790697,9.5,8.255813953488373,-1.2441860465116275,0.9532964996761663,93.39767441860467,Chicago,,,,,,,,,,,,,,,,,,,,,,False,False
296291,AMCA,64001,Zhengzhou hanzhouboyang jinchukoumaoyiyouxiangongs,APS Housewares & More,85.0,0.5294117647058824,0.6235294117647059,9.035294117647059,8.847058823529412,-0.1882352941176464,0.964833895127452,68.34470588235293,Chicago,1.0,1.0,1.0,7.0,6.0,-1.0,0.5913956570496482,801.6,Fairless Hills,3.0,1.0,1.0,9.333333333333334,5.333333333333333,-4.000000000000001,0.6929700586131671,648.9333333333334,Fairless Hills,0.47058823529411764,0.3764705882352941,-2.8470588235294123,True,True
275205,Town Country Linen Corporation CA 92376,29622,Town Country Linen Corporation,Tabletop,84.0,0.9761904761904762,0.9880952380952381,9.464285714285714,7.428571428571429,-2.0357142857142847,0.9609500223529601,74.11547619047617,Chicago,1.0,0.0,0.0,9.0,11.0,2.0,0.7838975126239013,462.2,North Charlotte Rsf,3.0,0.0,0.0,9.0,13.666666666666666,4.666666666666666,0.6274302472931248,749.0666666666666,Concord,-0.9761904761904762,-0.9880952380952381,3.571428571428571,True,True
399345,Shenzhen Like Keji Youxiangongsi CA 91730(2),62368,Shenzhen Like Keji Youxiangongsi,APS Bedroom,83.0,0.9397590361445783,0.891566265060241,8.855421686746988,7.373493975903615,-1.4819277108433733,0.9622002838682755,75.47710843373493,Romeoville Rsf,,,,,,,,,,,,,,,,,,,,,,False,False
79733,MKAY GROUP CORP,79733,MKAY GROUP CORP,Outdoor Structures,81.0,0.9629629629629629,0.9382716049382716,9.716049382716049,8.185185185185185,-1.530864197530864,0.9625170532583602,77.49629629629631,Chicago,,,,,,,,,,1.0,0.0,1.0,10.0,9.0,-1.0,0.4716289104638619,1224.5,Fort Worth,,,,False,True
373889, SLM CA3,58041,YISHANG TRADE INC,APS Outdoor,80.0,0.9625,0.95,8.1625,7.2,-0.9624999999999995,0.9490127625896191,98.5325,Romeoville Rsf,,,,,,,,,,,,,,,,,,,,,,False,False
125473,Tregards LLC CA 91730,81672,Tregards LLC,APS,79.0,0.45569620253164556,0.7341772151898734,9.329113924050633,9.316455696202532,-0.012658227848101333,0.9684323971826626,64.71518987341773,Chicago,,,,,,,,,,,,,,,,,,,,,,False,False
267302,Karat Home Inc (14 Karat) CA 90249,21718,Karat Home Inc (14 Karat),APS Upholstery,78.0,0.9230769230769231,0.8461538461538461,8.320512820512821,8.012820512820513,-0.3076923076923084,0.9656005201826457,71.65256410256411,Chicago,,,,,,,,,,,,,,,,,,,,,,False,False
105765,Andes Furniture CA 92870,56976,Andes Furniture,Upholstery,74.0,1.0,0.972972972972973,9.324324324324325,8.337837837837839,-0.986486486486486,0.9611862054806746,74.42027027027027,Chicago Loop,,,,,,,,,,,,,,,,,,,,,,False,False
123170,Puredown CA 91761,24613,Puredown,APS Mattresses,74.0,0.7972972972972973,0.918918918918919,8.08108108108108,7.554054054054054,-0.5270270270270263,0.969259199284946,61.28243243243243,Toledo,,,,,,,,,,,,,,,,,,,,,,False,False
288245,Xiamen MDM CA 91761,85432,Xiamen MDM,APS,74.0,0.6891891891891891,0.8783783783783784,9.364864864864865,8.405405405405405,-0.9594594594594597,0.9566649264109512,81.80810810810812,Romeoville Rsf,,,,,,,,,,,,,,,,,,,,,,False,False
338215,"Bedshe International Co.,LTD CA 91761",25843,"Bedshe International Co.,LTD",APS,72.0,0.9305555555555556,0.9444444444444444,9.208333333333334,7.347222222222222,-1.8611111111111116,0.9710022884296019,56.973611111111104,Chicago,,,,,,,,,,1.0,1.0,1.0,7.0,4.0,-3.0,0.5417169887278582,910.7,King Of Prussia,,,,False,True
433182,NUU GARDEN CORPORATION CA 91730,39276,NUU GARDEN CORPORATION,APS Outdoor,70.0,0.2571428571428571,0.7428571428571429,9.542857142857143,9.457142857142857,-0.08571428571428541,0.9588252627843673,84.40714285714287,Chicago,10.0,1.0,1.0,16.9,8.8,-8.099999999999998,0.9546653491233862,91.4,Greenwood,19.0,1.0,1.0,27.263157894736842,7.052631578947368,-20.210526315789473,0.956023910021647,88.60000000000002,New Brighton Ncpc,0.7428571428571429,0.2571428571428571,-0.6571428571428566,True,True
63689,Surya CA 93725,291,Surya,Rugs,69.0,0.9855072463768116,0.8840579710144928,8.666666666666666,7.507246376811594,-1.1594202898550723,0.9706707911076374,61.721739130434784,Chicago,,,,,,,,,,,,,,,,,,,,,,False,False
182959,Brightech Inc. CA,63240,Brightech Inc.,Lighting,68.0,0.8382352941176471,0.8382352941176471,7.985294117647059,7.088235294117647,-0.8970588235294121,0.9715287894384879,57.417647058823526,Chicago,3.0,0.6666666666666666,1.0,7.666666666666667,3.0,-4.666666666666667,0.6736718502540625,669.6999999999999,Lehigh Valley,4.0,1.0,1.0,7.75,3.25,-4.5,0.6391231342110916,724.25,Lehigh Valley,-0.17156862745098045,0.16176470588235292,-4.088235294117647,True,True
54805,Enova Corporation CA 91732,39581,Enova Corporation,Decor,68.0,0.9411764705882353,0.9264705882352942,9.25,7.9411764705882355,-1.3088235294117645,0.9721198469846863,60.03823529411765,Toledo,,,,,,,,,,,,,,,,,,,,,,False,False
318241,"AD ASTRA(Xiamen) E-Commerce Co.,LTD CA 92337",275382,"HONGKONG BENJAMIN TRADE CO., LIMITED",APS Youth,67.0,1.0,0.9552238805970149,7.925373134328358,6.582089552238806,-1.3432835820895521,0.9649913088134964,69.45522388059702,Columbus,,,,,,,,,,,,,,,,,,,,,,False,False
313259,AM-CA,100553,SHENZHEN NAMUNANI WANGLUO KEJI YOUXIAN GONGSI,APS,67.0,0.44776119402985076,0.6119402985074627,9.253731343283581,8.940298507462687,-0.313432835820894,0.9672445718548272,66.54477611940298,Chicago,2.0,1.0,1.0,9.5,3.5,-6.0,0.9436152357842487,125.45,Etna Rsf,2.0,1.0,1.0,8.0,4.0,-4.0,0.9453693419798732,116.69999999999999,Etna Rsf,0.5522388059701493,0.3880597014925373,-5.440298507462687,True,True
60106,Winado CA 91762,58611,WINADO INC,APS Outdoor,65.0,0.7538461538461538,0.7692307692307693,7.953846153846154,7.230769230769231,-0.7230769230769232,0.9659169794120313,66.04153846153847,Toledo,,,,,,,,,,,,,,,,,,,,,,False,False
58244,P and P Imports LLC CA92614,8832,P and P Imports LLC,Recreation,64.0,1.0,0.921875,7.4375,7.03125,-0.40625,0.9605364884293045,75.33125,Chicago,,,,,,,,,,,,,,,,,,,,,,False,False
54257,XSL INC CA 92880 Wayfair,50139,XSL TECHNOLOGIES INC,APS Upholstery,64.0,0.828125,0.796875,8.40625,7.859375,-0.546875,0.9673657557411262,65.71249999999999,Toledo,,,,,,,,,,,,,,,,,,,,,,False,False
269131,Suprecozy INC CA 91748 Wayfair,67643,Suprecozy INC,APS Outdoor,64.0,0.890625,0.953125,9.890625,7.96875,-1.921875,0.9751351058456201,51.69375000000001,Toledo,,,,,,,,,,,,,,,,,,,,,,False,False
8176,Rod Desyne,8176,Rod Desyne,Soft Home,62.0,0.9354838709677419,0.9193548387096774,9.35483870967742,8.209677419354838,-1.1451612903225818,0.9611455690742156,78.20483870967742,Chicago,,,,,,,,,,,,,,,,,,,,,,False,False
2743,Greenland Home Fashions,2743,Greenland Home Fashions,Soft Home,61.0,0.8688524590163934,0.9344262295081968,8.491803278688524,7.688524590163935,-0.8032786885245891,0.9600915509706399,78.79344262295083,Toledo,,,,,,,,,,,,,,,,,,,,,,False,False
21190,Globe Electric Company CA 92410,9534,Globe Electric Company,Lighting,59.0,0.9661016949152542,0.9661016949152542,8.05084745762712,6.9491525423728815,-1.101694915254238,0.9735060630348942,54.41694915254237,Chicago,,,,,,,,,,,,,,,,,,,,,,False,False
82484,Elrene Home Fashions CA 91748,22255,Threadmade Home LLC,Soft Home,58.0,0.9137931034482759,0.8793103448275862,8.155172413793103,7.344827586206897,-0.8103448275862064,0.970630844014715,58.7155172413793,Chicago,,,,,,,,,,,,,,,,,,,,,,False,False
151576,Gibson CA,19128,Gibson,Tabletop,58.0,1.0,0.9310344827586207,7.741379310344827,7.293103448275862,-0.4482758620689653,0.9691755561494891,63.186206896551724,Chicago,,,,,,,,,,,,,,,,,,,,,,False,False
60227,Unique Loom CA 93725,20901,Unique Loom,Rugs,57.0,0.22807017543859648,0.21052631578947367,7.719298245614035,8.842105263157896,1.1228070175438605,0.9627135197340444,79.38421052631578,Chicago,,,,,,,,,,,,,,,,,,,,,,False,False
44532,GlideRite Hardware CA,19340,GlideRite Hardware,Hardware,57.0,0.9649122807017544,0.7719298245614035,7.982456140350878,7.87719298245614,-0.10526315789473717,0.9658303168310237,67.27368421052631,Chicago,,,,,,,,,,,,,,,,,,,,,,False,False
23665,"Cozy Line Home Fashions, Inc.",23665,"Cozy Line Home Fashions, Inc.",Soft Home,55.0,0.7636363636363637,0.9636363636363636,7.909090909090909,7.327272727272727,-0.581818181818182,0.9708597080321312,58.45090909090909,North St.Louis,,,,,,,,,,,,,,,,,,,,,,False,False
28664,Saro CA,13460,Saro,Tabletop,54.0,0.8888888888888888,0.9259259259259259,8.222222222222221,7.407407407407407,-0.814814814814814,0.9714553564130215,59.507407407407406,Chicago,,,,,,,,,,,,,,,,,,,,,,False,False
32733,TarHong CA 91748,19818,TarHong,Tabletop,53.0,0.18867924528301888,0.8679245283018868,10.81132075471698,10.037735849056604,-0.7735849056603765,0.954743888821318,93.57924528301885,Chicago,,,,,,,,,,,,,,,,,,,,,,False,False
112675,Sign Leader Incorporation CA 91766,109826,Sign Leader Incorporation,APS Youth,53.0,0.9056603773584906,0.9811320754716981,8.584905660377359,7.6415094339622645,-0.9433962264150946,0.9656900696743487,72.49056603773585,Columbus,,,,,,,,,,2.0,0.0,0.0,7.5,8.5,1.0,0.6408427752818068,710.6,Hagerstown,,,,False,True
30002,Amrapur Overseas Inc. CA,14580,Amrapur Overseas Inc.,Soft Home,52.0,1.0,1.0,8.442307692307692,7.4423076923076925,-0.9999999999999991,0.9649980966957578,74.70384615384616,Chicago,,,,,,,,,,,,,,,,,,,,,,False,False
413783,"Sorara Outdoor Living USA, Inc. CA 91746",49963,"Sorara Outdoor Living USA, Inc.",Outdoor Structures,52.0,0.19230769230769232,0.6923076923076923,8.25,8.26923076923077,0.01923076923077005,0.9739347772359235,54.048076923076934,Chicago,,,,,,,,,,,,,,,,,,,,,,False,False
59466,nuLOOM CA 95206,5468,nuLOOM,Rugs,52.0,0.9038461538461539,0.8846153846153846,8.096153846153847,7.0,-1.0961538461538467,0.967616940666544,67.6673076923077,Chicago,,,,,,,,,,,,,,,,,,,,,,False,False
282751,Natus Sports & Recreation Inc WA 98421,19626,Natus Sports & Recreation Inc,Recreation,51.0,1.0,1.0,10.764705882352942,7.647058823529412,-3.11764705882353,0.9612099792006777,84.81960784313726,Chicago,,,,,,,,,,,,,,,,,,,,,,False,False
62941,Meyer CA,722,Meyer,Kitchen & Small Electrics,50.0,0.52,0.38,8.46,9.08,0.6199999999999992,0.9446314754040515,114.67200000000001,Chicago,,,,,,,,,,,,,,,,,,,,,,False,False
158009,Modway Inc. CA 92345,11526,Modway Inc.,Outdoor Furniture,49.0,0.6122448979591837,0.6530612244897959,8.224489795918368,8.285714285714286,0.06122448979591866,0.9625636228755627,75.39387755102041,Chicago,,,,,,,,,,,,,,,,,,,,,,False,False
38484,BNF Home CA 91761,17539,BNF Home,APS Soft Home,47.0,0.0,0.7446808510638298,7.914893617021277,7.9787234042553195,0.06382978723404253,0.9664099713562425,68.87872340425531,Toledo,,,,,,,,,,,,,,,,,,,,,,False,False
47458,vida XL CA 92374,39327,vidaXL LLC,Outdoor Furniture,47.0,1.0,0.9787234042553191,8.340425531914894,7.425531914893617,-0.9148936170212769,0.9719451325894858,57.317021276595746,South Chicago,,,,,,,,,,,,,,,,,,,,,,False,False
406808,Yii Lighting CA  92324,61379,Eternadecor INC_1,APS Home Improvement,47.0,0.9787234042553191,0.9574468085106383,8.148936170212766,7.382978723404255,-0.7659574468085104,0.9693191826363862,63.0404255319149,Chicago,,,,,,,,,,,,,,,,,,,,,,False,False
82470,Ledel Lighting INC CA92841,75706,Ledel Lighting INC,Lighting,47.0,0.2765957446808511,0.7872340425531915,8.340425531914894,8.063829787234043,-0.2765957446808507,0.9729591595149957,53.704255319148935,Chicago Loop,,,,,,,,,,,,,,,,,,,,,,False,False
100167,NingBo KaiMeiChen DianZiShangWu You CA 92571,83386,"Ningbo FanKai E-commerce Co., Ltd._1",APS Home Improvement,46.0,1.0,0.9347826086956522,9.021739130434783,7.456521739130435,-1.5652173913043486,0.9723952980548021,59.080434782608684,Toledo,,,,,,,,,,,,,,,,,,,,,,False,False
255050,JOYIN US CORP. CA 91730,49117,JOYIN US CORP.,APS Decor,46.0,1.0,1.0,8.782608695652174,5.3478260869565215,-3.4347826086956523,0.9587484542334351,79.21739130434783,Chicago,2.0,1.0,1.0,8.0,5.0,-3.0,0.419212873942553,1086.05,South Houston,,,,,,,,,,0.0,0.0,-0.3478260869565215,True,False
460941,   USCOI03,251752,LUXHOME (HK) TRADING LIMITED,APS Bedroom,45.0,1.0,0.9777777777777777,8.71111111111111,7.2444444444444445,-1.466666666666666,0.9749191165104713,50.34444444444444,Toledo,,,,,,,,,,,,,,,,,,,,,,False,False
44421,Danya B. CA,5362,Danya B.,Decor,45.0,0.9777777777777777,0.8222222222222222,7.822222222222222,7.555555555555555,-0.2666666666666666,0.9671424485567454,67.08888888888887,Chicago,,,,,,,,,,,,,,,,,,,,,,False,False
216053,Homelux Designs LLC CA 90220,72859,Homelux Designs LLC,APS Home Improvement,45.0,0.9111111111111111,0.7777777777777778,7.977777777777778,8.0,0.022222222222222143,0.9689559228867335,63.88666666666667,Chicago,,,,,,,,,,,,,,,,,,,,,,False,False
288246,"Xiamen Yakesi e-commerce.CO., LTD CA 91761 ",96089,KEY CLOISON LIMITED,APS,45.0,0.9555555555555556,0.8888888888888888,9.466666666666667,8.466666666666667,-1.0,0.9586986730416031,79.79111111111109,Toledo,,,,,,,,,,1.0,0.0,1.0,9.0,9.0,0.0,0.5470147802411514,931.7,West Dallas Ncpc,,,,False,True
134818,Glass Warehouse CA 92056,24123,Glass Warehouse,Plumbing,45.0,1.0,0.9111111111111111,8.044444444444444,7.222222222222222,-0.822222222222222,0.9646367128950554,74.03555555555556,Romeoville Ncpc,,,,,,,,,,,,,,,,,,,,,,False,False
281658,Joseph Joseph CA 92835,7712,Joseph Joseph,Storage & Org - Frequency,44.0,0.8863636363636364,0.9772727272727273,10.181818181818182,8.227272727272727,-1.954545454545455,0.9730607275048494,55.43636363636363,Chicago,,,,,,,,,,,,,,,,,,,,,,False,False
26103,Jeco Inc. CA 91761,11408,Jeco Inc.,Outdoor Furniture,44.0,0.6363636363636364,0.6590909090909091,8.818181818181818,8.477272727272727,-0.3409090909090917,0.9518377333939589,98.32727272727271,Chicago,,,,,,,,,,,,,,,,,,,,,,False,False
116460,J.Queen CA 91710,26272,J.Queen,Soft Home,44.0,0.9772727272727273,0.8636363636363636,8.477272727272727,7.954545454545454,-0.5227272727272725,0.960025697345083,81.30000000000001,Chicago,,,,,,,,,,,,,,,,,,,,,,False,False
147134,Star Home Living Corp. CA 92337,33420,Star Home Living Corp.,Upholstery,43.0,0.9534883720930233,0.7674418604651163,11.628571428571428,10.930232558139535,-0.6983388704318934,0.9506984710679057,101.1046511627907,Chicago,,,,,,,,,,,,,,,,,,,,,,False,False
77923,Wayfair Embellish chang LLC CA 92880,70498,Embellish chang LLC,APS Outdoor,43.0,0.7906976744186046,0.813953488372093,9.13953488372093,8.372093023255815,-0.7674418604651159,0.96299046813453,70.81860465116279,Romeoville Rsf,,,,,,,,,,,,,,,,,,,,,,False,False
352873,"Foshan Youfanka Furniture Co., Ltd. CA 91761",322783,"Foshan Youfanka Furniture Co., Ltd.",Upholstery,43.0,0.9767441860465116,0.9534883720930233,9.488372093023257,8.348837209302326,-1.1395348837209305,0.9634619818358389,68.31627906976745,Romeoville Rsf,,,,,,,,,,,,,,,,,,,,,,False,False
116262,EFPerfect CA 91766,55886,EFPerfect,APS Home Improvement,43.0,1.0,0.8372093023255814,8.162790697674419,7.5813953488372094,-0.5813953488372094,0.9674304449117479,68.89767441860464,Chicago,,,,,,,,,,,,,,,,,,,,,,False,False
305641,Cozayh LLC CA 91762 ,57235,Cozayh LLC,APS,42.0,1.0,0.9761904761904762,9.238095238095237,7.5,-1.7380952380952372,0.9689128595783784,64.65,Columbus,,,,,,,,,,,,,,,,,,,,,,False,False
270038,Kouboo CA 92879,20420,Kouboo,Storage & Org - Frequency,42.0,0.9761904761904762,0.7857142857142857,8.428571428571429,8.0,-0.4285714285714288,0.9714115068492871,59.283333333333324,Chicago,,,,,,,,,,,,,,,,,,,,,,False,False
66308,Abble Inc. CA 91730 (3),37693,Abble Inc.,Outdoor Furniture,42.0,1.0,0.8809523809523809,8.976190476190476,7.523809523809524,-1.4523809523809526,0.9708227726064235,59.00714285714285,Chicago,,,,,,,,,,,,,,,,,,,,,,False,False
251283,JourneyClassArtLLC CA 91708 ,206225,Journey ClassArt LLC,APS Outdoor,42.0,0.7619047619047619,0.9761904761904762,8.047619047619047,6.738095238095238,-1.3095238095238093,0.9581547152729252,88.61190476190477,Greenwood,,,,,,,,,,,,,,,,,,,,,,False,False
244511,Delta Enterprise CA 92570,676,Delta Enterprise,Youth Furniture & Decor,41.0,0.6097560975609756,0.7073170731707317,8.439024390243903,8.24390243902439,-0.19512195121951237,0.9662432982552466,66.42682926829268,Chicago,,,,,,,,,,,,,,,,,,,,,,False,False
336760,Edgemod CA 92374,23758,Edgemod,Upholstery,41.0,1.0,0.975609756097561,8.121951219512194,6.975609756097561,-1.1463414634146334,0.9677921829709817,61.926829268292686,Chicago,,,,,,,,,,,,,,,,,,,,,,False,False
62940,HONGYE TECHNOLOGY CA 92879,62080,HONGYE TECHNOLOGY LLC.,APS,41.0,0.9024390243902439,0.9024390243902439,9.536585365853659,8.292682926829269,-1.2439024390243905,0.9696358025556229,62.52439024390245,Greenwood,,,,,,,,,,,,,,,,,,,,,,False,False
38581,Cordelia Lighting Inc. CA 90221,3638,Cordelia Lighting Inc.,Lighting,40.0,0.8,0.9,8.675,8.45,-0.22500000000000142,0.9683952396630124,64.8925,Chicago,,,,,,,,,,,,,,,,,,,,,,False,False
174220,Alpine Corporation CA 93065,981,Alpine Corporation,Decor,40.0,1.0,0.875,7.8,7.55,-0.25,0.9736056044233417,54.83,Mccook,,,,,,,,,,,,,,,,,,,,,,False,False
104910,Simpli Home Ltd. WA 98424,8762,Simpli Home Ltd.,Casegoods,38.0,1.0,0.7894736842105263,7.894736842105263,7.473684210526316,-0.4210526315789469,0.9716412984832641,61.31578947368421,Chicago,,,,,,,,,,,,,,,,,,,,,,False,False
59611,Crystal Art Gallery CA 90058,3353,Crystal Art Gallery,Decor,38.0,0.9473684210526315,0.9473684210526315,8.342105263157896,7.526315789473684,-0.8157894736842115,0.9724777379960908,58.48684210526316,Chicago,,,,,,,,,,,,,,,,,,,,,,False,False
23133,Gatco CA,1293,Gatco,Plumbing,38.0,1.0,0.6842105263157895,8.394736842105264,7.7631578947368425,-0.6315789473684212,0.9602107690688945,89.0263157894737,Chicago,,,,,,,,,,,,,,,,,,,,,,False,False
366303,HuiAnXian XiMao DianZiShangWu YouXianGongSi CA 91789,365391,QUANZHOU FENGZE OUYUANTONG MAOYI YOUXIAN GONGSI,APS Decor,38.0,0.7368421052631579,0.8947368421052632,9.921052631578947,8.263157894736842,-1.6578947368421044,0.9664542390391414,69.11315789473683,Chicago,,,,,,,,,,,,,,,,,,,,,,False,False
349604,Kusnug CA 92337,69162,Kusnug,Mattress,38.0,0.9736842105263158,0.9473684210526315,9.394736842105264,7.421052631578948,-1.973684210526316,0.9653264816706494,70.06052631578946,Chicago,,,,,,,,,,,,,,,,,,,,,,False,False
