supplier_id,su_name,parent_suid,parent_su_name,sto,vol_direct_peak,ifr_direct_peak,del_direct_peak,o2d_stated_direct_peak,o2d_actual_direct_peak,o2d_gap_direct_peak,mi_direct_peak,hub_direct_peak,vol_socal_peak,ifr_socal_peak,del_socal_peak,o2d_stated_socal_peak,o2d_actual_socal_peak,o2d_gap_socal_peak,mi_socal_peak,hub_socal_peak,has_both_peak,ifr_delta,del_delta,o2d_actual_delta
408080,"Hangzhou Chuandiai Cultural Media Co., Ltd. CA 92337",284231,Kaiyon International (Hong Kong) Limited_1,APS Rugs,99.0,0.9797979797979798,0.9595959595959596,12.8989898989899,7.737373737373737,-5.161616161616163,56.82727272727274,Chicago,,,,,,,,,False,,,
126078,Ideal Ventures - GGI International CA,11859,Ideal Ventures - GGI International,Storage & Org - Frequency,95.0,1.0,0.9473684210526315,8.136842105263158,7.526315789473684,-0.6105263157894738,78.7221052631579,Chicago,,,,,,,,,False,,,
27593,NFusion CA El Monte,3215,"GigaCloud Trading, Inc.",Outdoor Furniture,91.0,0.8681318681318682,0.9230769230769231,8.186813186813186,7.417582417582418,-0.7692307692307683,49.162637362637355,Chicago,,,,,,,,,False,,,
117518,Winsome House CA 92881,31822,Winsome House,Decor,88.0,0.9886363636363636,0.9204545454545454,7.920454545454546,7.340909090909091,-0.579545454545455,61.21477272727273,Greenwood,,,,,,,,,False,,,
348867,JAFFE MURPHY HOUSE INC CA 91746 (2),72736,JAFFE MURPHY HOUSE INC,APS Housewares & More,88.0,1.0,1.0,9.352272727272727,7.340909090909091,-2.011363636363636,60.33295454545455,Toledo,,,,,,,,,False,,,
287737,Safavieh CA 95363,381,Safavieh,Rugs,87.0,0.8735632183908046,0.7701149425287356,8.275862068965518,7.091954022988506,-1.1839080459770122,71.96436781609196,Chicago,,,,,,,,,False,,,
79383,ColourTree CA,41086,ColourTree,Upholstery,86.0,0.37209302325581395,0.8604651162790697,9.5,8.255813953488373,-1.2441860465116275,93.39767441860465,Chicago,,,,,,,,,False,,,
296291,AMCA,64001,Zhengzhou hanzhouboyang jinchukoumaoyiyouxiangongs,APS Housewares & More,85.0,0.5294117647058824,0.6235294117647059,9.035294117647059,8.847058823529412,-0.1882352941176464,68.34470588235293,Chicago,,,,,,,,,False,,,
275205,Town Country Linen Corporation CA 92376,29622,Town Country Linen Corporation,Tabletop,84.0,0.9761904761904762,0.9880952380952381,9.464285714285714,7.428571428571429,-2.0357142857142847,74.11547619047617,Chicago,,,,,,,,,False,,,
399345,Shenzhen Like Keji Youxiangongsi CA 91730(2),62368,Shenzhen Like Keji Youxiangongsi,APS Bedroom,83.0,0.9397590361445783,0.891566265060241,8.855421686746988,7.373493975903615,-1.4819277108433733,75.47710843373493,Romeoville Rsf,,,,,,,,,False,,,
79733,MKAY GROUP CORP,79733,MKAY GROUP CORP,Outdoor Structures,81.0,0.9629629629629629,0.9382716049382716,9.716049382716049,8.185185185185185,-1.530864197530864,77.49629629629632,Chicago,1.0,0.0,0.0,9.0,35.0,26.0,1763.9,Arcadia,True,0.9629629629629629,0.9382716049382716,-26.814814814814817
373889, SLM CA3,58041,YISHANG TRADE INC,APS Outdoor,80.0,0.9625,0.95,8.1625,7.2,-0.9624999999999995,98.5325,Romeoville Rsf,,,,,,,,,False,,,
125473,Tregards LLC CA 91730,81672,Tregards LLC,APS,79.0,0.45569620253164556,0.7341772151898734,9.329113924050633,9.316455696202532,-0.012658227848101333,64.71518987341773,Chicago,,,,,,,,,False,,,
267302,Karat Home Inc (14 Karat) CA 90249,21718,Karat Home Inc (14 Karat),APS Upholstery,78.0,0.9230769230769231,0.8461538461538461,8.320512820512821,8.012820512820513,-0.3076923076923084,71.6525641025641,Chicago,,,,,,,,,False,,,
105765,Andes Furniture CA 92870,56976,Andes Furniture,Upholstery,74.0,1.0,0.972972972972973,9.324324324324325,8.337837837837839,-0.986486486486486,74.4202702702703,Chicago Loop,,,,,,,,,False,,,
123170,Puredown CA 91761,24613,Puredown,APS Mattresses,74.0,0.7972972972972973,0.918918918918919,8.08108108108108,7.554054054054054,-0.5270270270270263,61.28243243243243,Toledo,,,,,,,,,False,,,
288245,Xiamen MDM CA 91761,85432,Xiamen MDM,APS,74.0,0.6891891891891891,0.8783783783783784,9.364864864864865,8.405405405405405,-0.9594594594594597,81.80810810810812,Romeoville Rsf,1.0,0.0,0.0,11.0,14.0,3.0,2309.2,Chino Hills Ncpc,True,0.6891891891891891,0.8783783783783784,-5.594594594594595
338215,"Bedshe International Co.,LTD CA 91761",25843,"Bedshe International Co.,LTD",APS,72.0,0.9305555555555556,0.9444444444444444,9.208333333333334,7.347222222222222,-1.8611111111111116,56.973611111111104,Chicago,,,,,,,,,False,,,
433182,NUU GARDEN CORPORATION CA 91730,39276,NUU GARDEN CORPORATION,APS Outdoor,70.0,0.2571428571428571,0.7428571428571429,9.542857142857143,9.457142857142857,-0.08571428571428541,84.40714285714287,Chicago,13.0,1.0,0.7692307692307693,11.615384615384615,9.846153846153847,-1.7692307692307683,1943.2173076923077,South Rialto - Ncpc,True,-0.7428571428571429,-0.02637362637362639,-0.3890109890109894
63689,Surya CA 93725,291,Surya,Rugs,69.0,0.9855072463768116,0.8840579710144928,8.666666666666666,7.507246376811594,-1.1594202898550723,61.721739130434784,Chicago,,,,,,,,,False,,,
182959,Brightech Inc. CA,63240,Brightech Inc.,Lighting,68.0,0.8382352941176471,0.8382352941176471,7.985294117647059,7.088235294117647,-0.8970588235294121,57.41764705882353,Chicago,,,,,,,,,False,,,
54805,Enova Corporation CA 91732,39581,Enova Corporation,Decor,68.0,0.9411764705882353,0.9264705882352942,9.25,7.9411764705882355,-1.3088235294117645,60.03823529411765,Toledo,,,,,,,,,False,,,
318241,"AD ASTRA(Xiamen) E-Commerce Co.,LTD CA 92337",275382,"HONGKONG BENJAMIN TRADE CO., LIMITED",APS Youth,67.0,1.0,0.9552238805970149,7.925373134328358,6.582089552238806,-1.3432835820895521,69.45522388059702,Columbus,,,,,,,,,False,,,
313259,AM-CA,100553,SHENZHEN NAMUNANI WANGLUO KEJI YOUXIAN GONGSI,APS,67.0,0.44776119402985076,0.6119402985074627,9.253731343283581,8.940298507462687,-0.313432835820894,66.54477611940298,Chicago,,,,,,,,,False,,,
60106,Winado CA 91762,58611,WINADO INC,APS Outdoor,65.0,0.7538461538461538,0.7692307692307693,7.953846153846154,7.230769230769231,-0.7230769230769232,66.04153846153847,Toledo,,,,,,,,,False,,,
58244,P and P Imports LLC CA92614,8832,P and P Imports LLC,Recreation,64.0,1.0,0.921875,7.4375,7.03125,-0.40625,75.33125,Chicago,,,,,,,,,False,,,
54257,XSL INC CA 92880 Wayfair,50139,XSL TECHNOLOGIES INC,APS Upholstery,64.0,0.828125,0.796875,8.40625,7.859375,-0.546875,65.71249999999999,Toledo,,,,,,,,,False,,,
269131,Suprecozy INC CA 91748 Wayfair,67643,Suprecozy INC,APS Outdoor,64.0,0.890625,0.953125,9.890625,7.96875,-1.921875,51.69375,Toledo,,,,,,,,,False,,,
8176,Rod Desyne,8176,Rod Desyne,Soft Home,62.0,0.9354838709677419,0.9193548387096774,9.35483870967742,8.209677419354838,-1.1451612903225818,78.20483870967742,Chicago,,,,,,,,,False,,,
2743,Greenland Home Fashions,2743,Greenland Home Fashions,Soft Home,61.0,0.8688524590163934,0.9344262295081968,8.491803278688524,7.688524590163935,-0.8032786885245891,78.79344262295082,Toledo,,,,,,,,,False,,,
21190,Globe Electric Company CA 92410,9534,Globe Electric Company,Lighting,59.0,0.9661016949152542,0.9661016949152542,8.05084745762712,6.9491525423728815,-1.101694915254238,54.41694915254237,Chicago,,,,,,,,,False,,,
82484,Elrene Home Fashions CA 91748,22255,Threadmade Home LLC,Soft Home,58.0,0.9137931034482759,0.8793103448275862,8.155172413793103,7.344827586206897,-0.8103448275862064,58.71551724137931,Chicago,,,,,,,,,False,,,
151576,Gibson CA,19128,Gibson,Tabletop,58.0,1.0,0.9310344827586207,7.741379310344827,7.293103448275862,-0.4482758620689653,63.18620689655171,Chicago,1.0,0.0,0.0,8.0,29.0,21.0,2005.2,Santa Fe Springs,True,1.0,0.9310344827586207,-21.70689655172414
60227,Unique Loom CA 93725,20901,Unique Loom,Rugs,57.0,0.22807017543859648,0.21052631578947367,7.719298245614035,8.842105263157896,1.1228070175438605,79.38421052631578,Chicago,,,,,,,,,False,,,
44532,GlideRite Hardware CA,19340,GlideRite Hardware,Hardware,57.0,0.9649122807017544,0.7719298245614035,7.982456140350878,7.87719298245614,-0.10526315789473717,67.27368421052631,Chicago,,,,,,,,,False,,,
23665,"Cozy Line Home Fashions, Inc.",23665,"Cozy Line Home Fashions, Inc.",Soft Home,55.0,0.7636363636363637,0.9636363636363636,7.909090909090909,7.327272727272727,-0.581818181818182,58.45090909090909,North St.Louis,,,,,,,,,False,,,
28664,Saro CA,13460,Saro,Tabletop,54.0,0.8888888888888888,0.9259259259259259,8.222222222222221,7.407407407407407,-0.814814814814814,59.507407407407406,Chicago,,,,,,,,,False,,,
32733,TarHong CA 91748,19818,TarHong,Tabletop,53.0,0.18867924528301888,0.8679245283018868,10.81132075471698,10.037735849056604,-0.7735849056603765,93.57924528301886,Chicago,,,,,,,,,False,,,
112675,Sign Leader Incorporation CA 91766,109826,Sign Leader Incorporation,APS Youth,53.0,0.9056603773584906,0.9811320754716981,8.584905660377359,7.6415094339622645,-0.9433962264150946,72.49056603773585,Columbus,,,,,,,,,False,,,
30002,Amrapur Overseas Inc. CA,14580,Amrapur Overseas Inc.,Soft Home,52.0,1.0,1.0,8.442307692307692,7.4423076923076925,-0.9999999999999991,74.70384615384616,Chicago,,,,,,,,,False,,,
413783,"Sorara Outdoor Living USA, Inc. CA 91746",49963,"Sorara Outdoor Living USA, Inc.",Outdoor Structures,52.0,0.19230769230769232,0.6923076923076923,8.25,8.26923076923077,0.01923076923077005,54.04807692307692,Chicago,1.0,0.0,1.0,9.0,8.0,-1.0,1979.5,Rialto,True,0.19230769230769232,-0.3076923076923077,0.26923076923077005
59466,nuLOOM CA 95206,5468,nuLOOM,Rugs,52.0,0.9038461538461539,0.8846153846153846,8.096153846153847,7.0,-1.0961538461538467,67.66730769230769,Chicago,,,,,,,,,False,,,
282751,Natus Sports & Recreation Inc WA 98421,19626,Natus Sports & Recreation Inc,Recreation,51.0,1.0,1.0,10.764705882352942,7.647058823529412,-3.11764705882353,84.81960784313726,Chicago,,,,,,,,,False,,,
62941,Meyer CA,722,Meyer,Kitchen & Small Electrics,50.0,0.52,0.38,8.46,9.08,0.6199999999999992,114.67200000000001,Chicago,,,,,,,,,False,,,
158009,Modway Inc. CA 92345,11526,Modway Inc.,Outdoor Furniture,49.0,0.6122448979591837,0.6530612244897959,8.224489795918368,8.285714285714286,0.06122448979591866,75.39387755102041,Chicago,,,,,,,,,False,,,
38484,BNF Home CA 91761,17539,BNF Home,APS Soft Home,47.0,0.0,0.7446808510638298,7.914893617021277,7.9787234042553195,0.06382978723404253,68.87872340425531,Toledo,,,,,,,,,False,,,
47458,vida XL CA 92374,39327,vidaXL LLC,Outdoor Furniture,47.0,1.0,0.9787234042553191,8.340425531914894,7.425531914893617,-0.9148936170212769,57.317021276595746,South Chicago,,,,,,,,,False,,,
406808,Yii Lighting CA  92324,61379,Eternadecor INC_1,APS Home Improvement,47.0,0.9787234042553191,0.9574468085106383,8.148936170212766,7.382978723404255,-0.7659574468085104,63.0404255319149,Chicago,,,,,,,,,False,,,
82470,Ledel Lighting INC CA92841,75706,Ledel Lighting INC,Lighting,47.0,0.2765957446808511,0.7872340425531915,8.340425531914894,8.063829787234043,-0.2765957446808507,53.70425531914893,Chicago Loop,,,,,,,,,False,,,
100167,NingBo KaiMeiChen DianZiShangWu You CA 92571,83386,"Ningbo FanKai E-commerce Co., Ltd._1",APS Home Improvement,46.0,1.0,0.9347826086956522,9.021739130434783,7.456521739130435,-1.5652173913043486,59.08043478260869,Toledo,,,,,,,,,False,,,
255050,JOYIN US CORP. CA 91730,49117,JOYIN US CORP.,APS Decor,46.0,1.0,1.0,8.782608695652174,5.3478260869565215,-3.4347826086956523,79.21739130434783,Chicago,,,,,,,,,False,,,
460941,   USCOI03,251752,LUXHOME (HK) TRADING LIMITED,APS Bedroom,45.0,1.0,0.9777777777777777,8.71111111111111,7.2444444444444445,-1.466666666666666,50.34444444444444,Toledo,,,,,,,,,False,,,
44421,Danya B. CA,5362,Danya B.,Decor,45.0,0.9777777777777777,0.8222222222222222,7.822222222222222,7.555555555555555,-0.2666666666666666,67.08888888888889,Chicago,,,,,,,,,False,,,
216053,Homelux Designs LLC CA 90220,72859,Homelux Designs LLC,APS Home Improvement,45.0,0.9111111111111111,0.7777777777777778,7.977777777777778,8.0,0.022222222222222143,63.88666666666667,Chicago,,,,,,,,,False,,,
288246,"Xiamen Yakesi e-commerce.CO., LTD CA 91761 ",96089,KEY CLOISON LIMITED,APS,45.0,0.9555555555555556,0.8888888888888888,9.466666666666667,8.466666666666667,-1.0,79.79111111111109,Toledo,1.0,0.0,0.0,10.0,23.0,13.0,2164.7,Chino Hills Ncpc,True,0.9555555555555556,0.8888888888888888,-14.533333333333333
134818,Glass Warehouse CA 92056,24123,Glass Warehouse,Plumbing,45.0,1.0,0.9111111111111111,8.044444444444444,7.222222222222222,-0.822222222222222,74.03555555555555,Romeoville Ncpc,,,,,,,,,False,,,
281658,Joseph Joseph CA 92835,7712,Joseph Joseph,Storage & Org - Frequency,44.0,0.8863636363636364,0.9772727272727273,10.181818181818182,8.227272727272727,-1.954545454545455,55.436363636363645,Chicago,,,,,,,,,False,,,
26103,Jeco Inc. CA 91761,11408,Jeco Inc.,Outdoor Furniture,44.0,0.6363636363636364,0.6590909090909091,8.818181818181818,8.477272727272727,-0.3409090909090917,98.32727272727271,Chicago,,,,,,,,,False,,,
116460,J.Queen CA 91710,26272,J.Queen,Soft Home,44.0,0.9772727272727273,0.8636363636363636,8.477272727272727,7.954545454545454,-0.5227272727272725,81.3,Chicago,,,,,,,,,False,,,
147134,Star Home Living Corp. CA 92337,33420,Star Home Living Corp.,Upholstery,43.0,0.9534883720930233,0.7674418604651163,11.628571428571428,10.930232558139535,-0.6983388704318934,101.1046511627907,Chicago,,,,,,,,,False,,,
77923,Wayfair Embellish chang LLC CA 92880,70498,Embellish chang LLC,APS Outdoor,43.0,0.7906976744186046,0.813953488372093,9.13953488372093,8.372093023255815,-0.7674418604651159,70.81860465116279,Romeoville Rsf,,,,,,,,,False,,,
352873,"Foshan Youfanka Furniture Co., Ltd. CA 91761",322783,"Foshan Youfanka Furniture Co., Ltd.",Upholstery,43.0,0.9767441860465116,0.9534883720930233,9.488372093023257,8.348837209302326,-1.1395348837209305,68.31627906976745,Romeoville Rsf,,,,,,,,,False,,,
116262,EFPerfect CA 91766,55886,EFPerfect,APS Home Improvement,43.0,1.0,0.8372093023255814,8.162790697674419,7.5813953488372094,-0.5813953488372094,68.89767441860465,Chicago,1.0,0.0,0.0,9.0,22.0,13.0,1951.8,Industry,True,1.0,0.8372093023255814,-14.418604651162791
305641,Cozayh LLC CA 91762 ,57235,Cozayh LLC,APS,42.0,1.0,0.9761904761904762,9.238095238095237,7.5,-1.7380952380952372,64.65,Columbus,,,,,,,,,False,,,
270038,Kouboo CA 92879,20420,Kouboo,Storage & Org - Frequency,42.0,0.9761904761904762,0.7857142857142857,8.428571428571429,8.0,-0.4285714285714288,59.283333333333324,Chicago,,,,,,,,,False,,,
66308,Abble Inc. CA 91730 (3),37693,Abble Inc.,Outdoor Furniture,42.0,1.0,0.8809523809523809,8.976190476190476,7.523809523809524,-1.4523809523809526,59.00714285714285,Chicago,,,,,,,,,False,,,
251283,JourneyClassArtLLC CA 91708 ,206225,Journey ClassArt LLC,APS Outdoor,42.0,0.7619047619047619,0.9761904761904762,8.047619047619047,6.738095238095238,-1.3095238095238093,88.61190476190478,Greenwood,,,,,,,,,False,,,
244511,Delta Enterprise CA 92570,676,Delta Enterprise,Youth Furniture & Decor,41.0,0.6097560975609756,0.7073170731707317,8.439024390243903,8.24390243902439,-0.19512195121951237,66.42682926829269,Chicago,,,,,,,,,False,,,
336760,Edgemod CA 92374,23758,Edgemod,Upholstery,41.0,1.0,0.975609756097561,8.121951219512194,6.975609756097561,-1.1463414634146334,61.926829268292686,Chicago,,,,,,,,,False,,,
62940,HONGYE TECHNOLOGY CA 92879,62080,HONGYE TECHNOLOGY LLC.,APS,41.0,0.9024390243902439,0.9024390243902439,9.536585365853659,8.292682926829269,-1.2439024390243905,62.52439024390244,Greenwood,,,,,,,,,False,,,
38581,Cordelia Lighting Inc. CA 90221,3638,Cordelia Lighting Inc.,Lighting,40.0,0.8,0.9,8.675,8.45,-0.22500000000000142,64.89250000000001,Chicago,,,,,,,,,False,,,
174220,Alpine Corporation CA 93065,981,Alpine Corporation,Decor,40.0,1.0,0.875,7.8,7.55,-0.25,54.83,Mccook,,,,,,,,,False,,,
104910,Simpli Home Ltd. WA 98424,8762,Simpli Home Ltd.,Casegoods,38.0,1.0,0.7894736842105263,7.894736842105263,7.473684210526316,-0.4210526315789469,61.31578947368421,Chicago,,,,,,,,,False,,,
59611,Crystal Art Gallery CA 90058,3353,Crystal Art Gallery,Decor,38.0,0.9473684210526315,0.9473684210526315,8.342105263157896,7.526315789473684,-0.8157894736842115,58.48684210526316,Chicago,,,,,,,,,False,,,
23133,Gatco CA,1293,Gatco,Plumbing,38.0,1.0,0.6842105263157895,8.394736842105264,7.7631578947368425,-0.6315789473684212,89.0263157894737,Chicago,,,,,,,,,False,,,
366303,HuiAnXian XiMao DianZiShangWu YouXianGongSi CA 91789,365391,QUANZHOU FENGZE OUYUANTONG MAOYI YOUXIAN GONGSI,APS Decor,38.0,0.7368421052631579,0.8947368421052632,9.921052631578947,8.263157894736842,-1.6578947368421044,69.11315789473683,Chicago,,,,,,,,,False,,,
349604,Kusnug CA 92337,69162,Kusnug,Mattress,38.0,0.9736842105263158,0.9473684210526315,9.394736842105264,7.421052631578948,-1.973684210526316,70.06052631578946,Chicago,,,,,,,,,False,,,
141329,Homebeez CA 91761,31734,Homebeez (parent),Upholstery,37.0,0.7567567567567568,0.972972972972973,8.216216216216216,7.45945945945946,-0.7567567567567561,67.5027027027027,Chicago,,,,,,,,,False,,,
127631,Shenzhen Zhichen Trading Co. LTD. CA 91761,59517,Shenzhen Zhichen Trading Co. LTD.,APS K&D,37.0,0.8918918918918919,0.8648648648648649,8.324324324324325,7.297297297297297,-1.0270270270270272,62.67837837837839,North Kansas City Ncpc,,,,,,,,,False,,,
111282,Costway CA 92374 [2],38830,Costway,APS Outdoor,37.0,0.8648648648648649,0.7837837837837838,8.162162162162161,7.243243243243243,-0.9189189189189184,67.93783783783782,West Columbus,1.0,0.0,0.0,7.0,25.0,18.0,1987.5,West Rialto,True,0.8648648648648649,0.7837837837837838,-17.756756756756758
280957,"CHITA (HK) IMPORT & EXPORT CO., LIMITED CA 91762 ",68916,SPRINGDIAL (HK) E-COMMERCE LIMITED,APS,37.0,0.8108108108108109,0.8918918918918919,8.108108108108109,6.945945945945946,-1.1621621621621632,74.10810810810811,Chicago,,,,,,,,,False,,,
101813,"Zhejiang Xingyang Furniture Co.,Ltd. CA 92880",61200,"Zhejiang Xingyang Furniture Co.,Ltd.",APS,37.0,1.0,0.972972972972973,9.405405405405405,8.027027027027026,-1.378378378378379,90.6081081081081,Romeoville Rsf,,,,,,,,,False,,,
460617,FUJIAN VIITION INTERNET DEVELOPMENT CO LTD CA 92571,100332,FUJIAN VIITION INTERNET DEVELOPMENT CO LTD,APS Decor,36.0,1.0,1.0,9.444444444444445,7.333333333333333,-2.1111111111111116,55.094444444444456,Greenwood,,,,,,,,,False,,,
320854,Curtis International CA,40691,Curtis International,Appliances,36.0,0.0,0.9722222222222222,10.36111111111111,9.88888888888889,-0.47222222222222143,45.12777777777778,Chicago,,,,,,,,,False,,,
357179,"Dewenwils Network Technology Co., Ltd CA 92335",62262,"Dewenwils Network Technology Co., Ltd",APS Home Improvement,36.0,0.9166666666666666,0.8055555555555556,9.277777777777779,7.833333333333333,-1.4444444444444455,75.64722222222223,West Columbus,,,,,,,,,False,,,
23903,Adeco Trading CA 91761,19407,Adeco Trading,Upholstery,35.0,0.8857142857142857,0.9428571428571428,8.314285714285715,7.571428571428571,-0.7428571428571438,68.01142857142857,Chicago,,,,,,,,,False,,,
96245,Vanten LLC CA 92880,57966,Vanten LLC,APS,35.0,0.9428571428571428,0.8857142857142857,9.714285714285714,8.371428571428572,-1.3428571428571416,59.33142857142857,Northern Kentucky,,,,,,,,,False,,,
357438,"Baoding Kaiman Wool Textile Manufacture Co., Ltd. CA 92346",207537,"Baoding Kaiman Wool Textile Manufacture Co., Ltd.",APS Rugs,35.0,1.0,0.8571428571428571,9.2,7.8,-1.3999999999999995,93.71428571428571,Chicago,,,,,,,,,False,,,
134134,Ningbo Jiangdong Peter International CA 92571,53013,Ningbo Jiangdong Peter International Trading CoLTD,APS Outdoor,35.0,1.0,0.9714285714285714,10.885714285714286,7.714285714285714,-3.1714285714285717,45.54857142857143,Chicago,,,,,,,,,False,,,
146557,A298 CA01,69162,Kusnug,Mattress,34.0,0.47058823529411764,0.7647058823529411,7.9411764705882355,7.911764705882353,-0.02941176470588225,79.67941176470586,Romeoville Rsf,,,,,,,,,False,,,
36805,Martin Svensson Home CA 90058,14363,"Martin Svensson Home, LLC",Casegoods,34.0,1.0,0.9117647058823529,8.382352941176471,7.823529411764706,-0.5588235294117654,71.52352941176471,Chicago,,,,,,,,,False,,,
130098,guangzhoushilianyingwangluokejiyouxiang CA 91706,123700,MagicAmazingInc.,APS Home Improvement,34.0,0.8235294117647058,0.9411764705882353,8.441176470588236,7.647058823529412,-0.7941176470588234,52.60588235294118,Romeoville Rsf,,,,,,,,,False,,,
50419,Permasteel CA,20867,Permasteel,Fireplaces & Grills,33.0,0.696969696969697,0.8484848484848485,8.393939393939394,7.818181818181818,-0.5757575757575761,58.2939393939394,Chicago,,,,,,,,,False,,,
248293,Phantoscope CA,40013,Phantoscope,APS,33.0,1.0,0.8787878787878788,8.666666666666666,7.878787878787879,-0.7878787878787872,82.07878787878788,Toledo,,,,,,,,,False,,,
245572,YITA LLC CA 92374,70265,YITA LLC,APS AEOF,33.0,0.9090909090909091,0.9696969696969697,7.96969696969697,7.0606060606060606,-0.9090909090909092,69.20606060606062,Chicago,,,,,,,,,False,,,
