supplier_id,su_name,parent_suid,parent_su_name,sto,own_state,total_vol,misshipping_vol,ghost_vol,other_closer_vol,other_farther_vol,local_wrong_hub_vol,aligned_vol,pct_misshipping,pct_ghost,pct_other_closer,pct_other_farther
410092,NW Investment Inc CA 91766,64824,NW Investment Inc,APS Decor,CA,1656,299,3,2,0,1276,76,0.18055555555555555,0.0018115942028985507,0.0012077294685990338,0.0
268986,LUOYANG STEELCUBE TRADING CO.LTD NJF,78198,LUOYANG STEELCUBE TRADING CO.LTD,APS Wayfair Professional,NJ,341,301,0,0,0,0,40,0.8826979472140762,0.0,0.0,0.0
371127,"Decor Holding Group Co., LTD GA 30044",64234,"Decor Holding Group Co., LTD",APS Home Improvement,GA,321,288,0,0,0,0,33,0.897196261682243,0.0,0.0,0.0
345665,"Ningbo Maowei E-commerce Co., Ltd. NY 11716",293239,"Ningbo Maowei E-commerce Co., Ltd.",APS Outdoor,NY,294,286,0,0,0,2,6,0.9727891156462585,0.0,0.0,0.0
20947,Mint Group Inc.,20947,Mint Group Inc.,Casegoods,VA,3713,0,283,375,0,2973,82,0.0,0.07621869108537571,0.10099649878804201,0.0
27346,Nearly Natural FL,6812,Nearly Natural,Decor,FL,2289,0,282,200,0,1717,90,0.0,0.12319790301441677,0.08737439930100481,0.0
176360,CANVELLO DC 20020,158018,CANVELLO,Soft Home,DC,301,276,0,0,0,0,25,0.9169435215946844,0.0,0.0,0.0
252104,OKD  PRO-1,93740,OKD INTERNATIONAL TRADING COMPANY LIMITED,APS,SC,290,254,19,5,0,0,12,0.8758620689655172,0.06551724137931035,0.017241379310344827,0.0
289770,Ningbo le verde home furnishing SC 29927,70401,"Ningbo le verde home furnishing co.,ltd.",APS Outdoor,SC,279,262,11,1,0,0,5,0.9390681003584229,0.03942652329749104,0.0035842293906810036,0.0
17066,  CA2,3215,"GigaCloud Trading, Inc.",Outdoor Furniture,CA,710,199,69,161,0,229,52,0.2802816901408451,0.09718309859154929,0.2267605633802817,0.0
371179,Rug Tycoon CA 92154,27167,Rug Tycoon,Rugs,CA,269,266,0,0,0,0,3,0.9888475836431226,0.0,0.0,0.0
147944,孟菲斯仓Foxridge LLC,108807,YEEYOO INTERNATIONAL LIMITED,APS,TN,5473,90,171,160,0,4878,174,0.016444363237712405,0.031244290151653573,0.029234423533710946,0.0
285926,"Shenzhen Laiwo Trading Co., Ltd. NJ 08057",65593,"Shenzhen Laiwo Trading Co., Ltd.",APS,NJ,617,259,1,0,0,0,357,0.419773095623987,0.0016207455429497568,0.0,0.0
427684,Wireless Cornerstone LLC TX 75074,52947,Wireless Cornerstone LLC,Decor,TX,260,248,2,0,0,1,9,0.9538461538461539,0.007692307692307693,0.0,0.0
324795,Shenzhen Like Keji Youxiangongsi PA 18064,62368,Shenzhen Like Keji Youxiangongsi,APS Bedroom,PA,2488,4,243,182,0,2012,47,0.001607717041800643,0.09766881028938906,0.07315112540192927,0.0
81518,"Fitueyes,Inc. GA 30518",45223,"Fitueyes,Inc.",APS,GA,5283,5,239,3135,0,1747,157,0.0009464319515426841,0.0452394472837403,0.5934128336172629,0.0
288214,FlexiSpot Inc NJ 08016,30987,FlexiSpot Inc,APS,NJ,281,241,1,2,0,0,37,0.8576512455516014,0.0035587188612099642,0.0071174377224199285,0.0
268988,西邮 WPNJ7,104050,"Ningbo Qiangbang Outdoor Leisure Products Co., Ltd",APS Outdoor,NJ,467,227,12,45,0,52,131,0.4860813704496788,0.02569593147751606,0.09635974304068523,0.0
449411,TURVISION INC TX  07036,439102,TURVISION INC,APS Housewares & More,TX,244,237,2,1,0,0,4,0.9713114754098361,0.00819672131147541,0.004098360655737705,0.0
351177,DWSAV. GA 31326,326437,Hongkong Taisheng Furniture Trading Limited,APS AEOF,GA,1595,0,232,798,0,532,33,0.0,0.14545454545454545,0.5003134796238244,0.0
520270, WYD-GAJW04,199602,NINGBO RUISEN DIANZIKEJI YOUXIANGONGSI,APS Bedroom,GA,712,2,226,148,0,317,19,0.0028089887640449437,0.31741573033707865,0.20786516853932585,0.0
58696,"VM MP, LLC NE 68521",47495,Spreetail,Storage & Org - Frequency,NE,360,112,114,10,0,115,9,0.3111111111111111,0.31666666666666665,0.027777777777777776,0.0
313259,AM-CA,100553,SHENZHEN NAMUNANI WANGLUO KEJI YOUXIAN GONGSI,APS,CA,1492,218,7,174,0,1027,66,0.14611260053619302,0.004691689008042895,0.11662198391420911,0.0
248614,WINADO INC GA 31326,58611,WINADO INC,APS Outdoor,GA,1637,8,214,852,0,511,52,0.004886988393402566,0.13072693952351863,0.5204642638973732,0.0
