lookback_window,timebase,lookback_weeks,window_start,window_end,vol_bucket,vol,pct_of_delivered_vol,ifr,delivery_rel,avg_dist_assignedhub_customer,avg_dist_actualhub_customer,avg_dist_assignedhub_actualhub,avg_direct_gain
delivered_3w,delivery_date,3,2026-08-12,2026-09-02,misshipping,87720,0.03640714745517277,0.8855107159142718,0.7028499772001823,874.6485941087926,1150.7886093502382,1171.4543245571585,-3.9659029533741395
delivered_3w,delivery_date,3,2026-08-12,2026-09-02,ghost,47586,0.01975000591429379,0.8033875509603665,0.6605724372714648,720.5643299731804,1147.5676103441535,894.1135228848817,-5.328213960024392
delivered_3w,delivery_date,3,2026-08-12,2026-09-02,other_closer,337396,0.14003221526203227,0.899323050658575,0.8854313625532013,866.406224927581,791.6565806944946,112.12313307564558,0.09925735536492518
delivered_3w,delivery_date,3,2026-08-12,2026-09-02,local_wrong_hub,970823,0.4029285922694162,0.9072137763526402,0.8843012577987975,1039.3943360824078,1030.834309802587,16.053166616990843,-0.048329505926798244
delivered_3w,delivery_date,3,2026-08-12,2026-09-02,aligned,965892,0.400882039099085,0.913065850012215,0.814470976051154,1055.6114060158561,1050.7790700907576,0.0,0.0
