lookback_window,timebase,ops,purchase_order_number,tracking_number,supplier_id,su_name,parent_suid,parent_su_name,parent_warehouse_states,sto,srm_contact,own_state,city_name,postal_code,msbd_su,promised_delivery_end_range_date_at_order,ind_day,week_start,delivery_date,assigned_induction_hub_name,assigned_station_state,actual_induction_hub_name,actual_induction_hub_state,destination_zipcode,destination_state,distance_assignedhub_customer,distance_actualhub_customer,distance_assignedhub_actualhub,direct_gain,inducted_on_time_or_early,delivery_rel,cushion,missing_actual_hub,is_candidate,is_far_hub,is_sibling_state,is_undeclared_state,supplier_behavior,supplier_total_vol,supplier_candidate_vol,supplier_misshipping_vol,supplier_misshipping_share,supplier_undeclared_candidate_vol,supplier_directish_vol,supplier_directish_share,supplier_ghost_hubs,supplier_ghost_states,n_ghost_hubs,n_ghost_states,supplier_ifr,supplier_delivery_rel,opid_flag,is_misshipping,is_ghost_warehouse,is_jumbo,is_direct,is_other_far
pdd_10w,promised_delivery_end_range_date_at_order,12238047403,663984784,873508805977,110022,Loloi Rugs TX 75241,1452,Loloi Rugs,"GA,TX",Rugs,Alex Melius,TX,Dallas,75241,2026-06-24,2026-06-26,2026-06-24,2026-06-21,2026-06-26,DALLAS LOCAL,TX,Olive Branch,MS,39046,MS,422.8,180.0,475.5,0.5742667928098392,1,1,0,0,1,1,0,1,ghost_warehouse,29725,2447,119,0.0040033641715727505,2279,1813,0.06099243061396131,,CA 33 hubs 3%,0,1,0.9374600504625731,0.8593439865433121,other_far,0,0,0,0,1
pdd_10w,promised_delivery_end_range_date_at_order,12238160523,663925333,873500442844,110022,Loloi Rugs TX 75241,1452,Loloi Rugs,"GA,TX",Rugs,Alex Melius,TX,Dallas,75241,2026-06-24,2026-06-26,2026-06-24,2026-06-21,2026-06-29,DALLAS LOCAL,TX,Nashville,TN,37064,TN,667.2,25.6,669.2,0.9616306954436451,1,0,0,0,1,1,0,1,ghost_warehouse,29725,2447,119,0.0040033641715727505,2279,1813,0.06099243061396131,,CA 33 hubs 3%,0,1,0.9374600504625731,0.8593439865433121,other_far,0,0,0,0,1
pdd_10w,promised_delivery_end_range_date_at_order,12238206303,663989556,873498855966,110022,Loloi Rugs TX 75241,1452,Loloi Rugs,"GA,TX",Rugs,Alex Melius,TX,Dallas,75241,2026-06-24,2026-06-26,2026-06-24,2026-06-21,2026-06-26,DALLAS LOCAL,TX,Denver,CO,80221,CO,899.1,8.5,902.0,0.9905461016572128,1,1,0,0,1,1,0,1,ghost_warehouse,29725,2447,119,0.0040033641715727505,2279,1813,0.06099243061396131,,CA 33 hubs 3%,0,1,0.9374600504625731,0.8593439865433121,other_far,0,0,0,0,1
pdd_10w,promised_delivery_end_range_date_at_order,12238310363,663941534,873499486320,110022,Loloi Rugs TX 75241,1452,Loloi Rugs,"GA,TX",Rugs,Alex Melius,TX,Dallas,75241,2026-06-24,2026-06-26,2026-06-24,2026-06-21,2026-06-26,DALLAS LOCAL,TX,Denver,CO,80134,CO,807.9,33.3,902.0,0.9587820274786484,1,1,0,0,1,1,0,1,ghost_warehouse,29725,2447,119,0.0040033641715727505,2279,1813,0.06099243061396131,,CA 33 hubs 3%,0,1,0.9374600504625731,0.8593439865433121,other_far,0,0,0,0,1
pdd_10w,promised_delivery_end_range_date_at_order,12238501303,663956642,873503983961,110022,Loloi Rugs TX 75241,1452,Loloi Rugs,"GA,TX",Rugs,Alex Melius,TX,Dallas,75241,2026-06-24,2026-06-26,2026-06-24,2026-06-21,2026-06-26,DALLAS LOCAL,TX,Denver,CO,80203,CO,897.0,16.3,902.0,0.9818283166109254,1,1,0,0,1,1,0,1,ghost_warehouse,29725,2447,119,0.0040033641715727505,2279,1813,0.06099243061396131,,CA 33 hubs 3%,0,1,0.9374600504625731,0.8593439865433121,other_far,0,0,0,0,1
pdd_10w,promised_delivery_end_range_date_at_order,12238542693,663960427,873501340797,110022,Loloi Rugs TX 75241,1452,Loloi Rugs,"GA,TX",Rugs,Alex Melius,TX,Dallas,75241,2026-06-24,2026-06-26,2026-06-24,2026-06-21,2026-06-27,DALLAS LOCAL,TX,Denver,CO,80031,CO,902.1,11.9,902.0,0.9868085578095555,1,0,0,0,1,1,0,1,ghost_warehouse,29725,2447,119,0.0040033641715727505,2279,1813,0.06099243061396131,,CA 33 hubs 3%,0,1,0.9374600504625731,0.8593439865433121,other_far,0,0,0,0,1
pdd_10w,promised_delivery_end_range_date_at_order,12238595743,663965905,873509378699,110022,Loloi Rugs TX 75241,1452,Loloi Rugs,"GA,TX",Rugs,Alex Melius,TX,Dallas,75241,2026-06-24,2026-06-26,2026-06-24,2026-06-21,2026-06-26,DALLAS LOCAL,TX,North St.Louis,MO,63130,MO,640.2,,647.4,,1,1,0,0,1,1,0,1,ghost_warehouse,29725,2447,119,0.0040033641715727505,2279,1813,0.06099243061396131,,CA 33 hubs 3%,0,1,0.9374600504625731,0.8593439865433121,jumbo,0,0,1,0,0
pdd_10w,promised_delivery_end_range_date_at_order,12238807573,663993815,873510176087,110022,Loloi Rugs TX 75241,1452,Loloi Rugs,"GA,TX",Rugs,Alex Melius,TX,Dallas,75241,2026-06-24,2026-06-26,2026-06-24,2026-06-21,2026-06-26,DALLAS LOCAL,TX,North St.Louis,MO,62712,IL,746.8,118.6,647.4,0.8411890733797536,1,1,0,0,1,1,0,1,ghost_warehouse,29725,2447,119,0.0040033641715727505,2279,1813,0.06099243061396131,,CA 33 hubs 3%,0,1,0.9374600504625731,0.8593439865433121,other_far,0,0,0,0,1
pdd_10w,promised_delivery_end_range_date_at_order,12238836283,663992641,873508427180,110022,Loloi Rugs TX 75241,1452,Loloi Rugs,"GA,TX",Rugs,Alex Melius,TX,Dallas,75241,2026-06-24,2026-06-26,2026-06-24,2026-06-21,2026-06-26,DALLAS LOCAL,TX,North St.Louis,MO,63146,MO,640.3,13.5,647.4,0.9789161330626269,1,1,0,0,1,1,0,1,ghost_warehouse,29725,2447,119,0.0040033641715727505,2279,1813,0.06099243061396131,,CA 33 hubs 3%,0,1,0.9374600504625731,0.8593439865433121,other_far,0,0,0,0,1
pdd_10w,promised_delivery_end_range_date_at_order,12239661723,664055645,873507824005,110022,Loloi Rugs TX 75241,1452,Loloi Rugs,"GA,TX",Rugs,Alex Melius,TX,Dallas,75241,2026-06-24,2026-06-26,2026-06-24,2026-06-21,2026-06-26,DALLAS LOCAL,TX,Atlanta,GA,31909,GA,736.1,109.1,798.2,0.8517864420595027,1,1,0,0,1,1,1,0,ghost_warehouse,29725,2447,119,0.0040033641715727505,2279,1813,0.06099243061396131,,CA 33 hubs 3%,0,1,0.9374600504625731,0.8593439865433121,misshipping,1,0,0,0,0
pdd_10w,promised_delivery_end_range_date_at_order,12253535459,663689107,873399344524,110022,Loloi Rugs TX 75241,1452,Loloi Rugs,"GA,TX",Rugs,Alex Melius,TX,Dallas,75241,2026-06-23,2026-06-26,2026-06-22,2026-06-21,2026-06-25,DALLAS LOCAL,TX,Cedar Rapids,IA,55424,MN,951.6,,836.1,,1,1,0,0,1,1,0,1,ghost_warehouse,29725,2447,119,0.0040033641715727505,2279,1813,0.06099243061396131,,CA 33 hubs 3%,0,1,0.9374600504625731,0.8593439865433121,jumbo,0,0,1,0,0
pdd_10w,promised_delivery_end_range_date_at_order,12276609319,663854241,873448501779,110022,Loloi Rugs TX 75241,1452,Loloi Rugs,"GA,TX",Rugs,Alex Melius,TX,Dallas,75241,2026-06-23,2026-06-26,2026-06-23,2026-06-21,2026-06-25,DALLAS LOCAL,TX,Denver,CO,80906,CO,748.2,79.4,902.0,0.8938786420743117,1,1,0,0,1,1,0,1,ghost_warehouse,29725,2447,119,0.0040033641715727505,2279,1813,0.06099243061396131,,CA 33 hubs 3%,0,1,0.9374600504625731,0.8593439865433121,other_far,0,0,0,0,1
pdd_10w,promised_delivery_end_range_date_at_order,12280501909,663904169,873464820687,110022,Loloi Rugs TX 75241,1452,Loloi Rugs,"GA,TX",Rugs,Alex Melius,TX,Dallas,75241,2026-06-24,2026-06-26,2026-06-23,2026-06-21,2026-06-25,DALLAS LOCAL,TX,Memphis,TN,39571,MS,540.6,374.3,455.7,0.30762116167221604,1,1,0,0,1,1,0,1,ghost_warehouse,29725,2447,119,0.0040033641715727505,2279,1813,0.06099243061396131,,CA 33 hubs 3%,0,1,0.9374600504625731,0.8593439865433121,jumbo,0,0,1,0,0
pdd_10w,promised_delivery_end_range_date_at_order,12282201019,663169615,873321523557,110022,Loloi Rugs TX 75241,1452,Loloi Rugs,"GA,TX",Rugs,Alex Melius,TX,Dallas,75241,2026-06-22,2026-06-26,2026-06-19,2026-06-21,2026-06-23,DALLAS LOCAL,TX,Ocala Local,FL,34470,FL,1007.3,7.6,999.6,0.9924550779311029,1,1,0,0,1,1,0,1,ghost_warehouse,29725,2447,119,0.0040033641715727505,2279,1813,0.06099243061396131,,CA 33 hubs 3%,0,1,0.9374600504625731,0.8593439865433121,other_far,0,0,0,0,1
pdd_10w,promised_delivery_end_range_date_at_order,12282452839,663192714,873346544938,110022,Loloi Rugs TX 75241,1452,Loloi Rugs,"GA,TX",Rugs,Alex Melius,TX,Dallas,75241,2026-06-22,2026-06-26,2026-06-21,2026-06-21,2026-06-25,DALLAS LOCAL,TX,Van Buren Rsf,MI,48220,MI,1197.3,,1173.7,,1,1,0,0,1,1,0,1,ghost_warehouse,29725,2447,119,0.0040033641715727505,2279,1813,0.06099243061396131,,CA 33 hubs 3%,0,1,0.9374600504625731,0.8593439865433121,jumbo,0,0,1,0,0
pdd_10w,promised_delivery_end_range_date_at_order,12283825759,663869924,873457887582,110022,Loloi Rugs TX 75241,1452,Loloi Rugs,"GA,TX",Rugs,Alex Melius,TX,Dallas,75241,2026-06-24,2026-06-26,2026-06-23,2026-06-21,2026-06-25,DALLAS LOCAL,TX,North St.Louis,MO,63116,MO,639.0,,647.4,,1,1,0,0,1,1,0,1,ghost_warehouse,29725,2447,119,0.0040033641715727505,2279,1813,0.06099243061396131,,CA 33 hubs 3%,0,1,0.9374600504625731,0.8593439865433121,jumbo,0,0,1,0,0
pdd_10w,promised_delivery_end_range_date_at_order,12284194729,663717653,873435102969,110022,Loloi Rugs TX 75241,1452,Loloi Rugs,"GA,TX",Rugs,Alex Melius,TX,Dallas,75241,2026-06-23,2026-06-26,2026-06-23,2026-06-21,2026-06-26,DALLAS LOCAL,TX,Billings,MT,59901,MT,1909.7,,1444.0,,1,1,0,0,1,1,0,1,ghost_warehouse,29725,2447,119,0.0040033641715727505,2279,1813,0.06099243061396131,,CA 33 hubs 3%,0,1,0.9374600504625731,0.8593439865433121,jumbo,0,0,1,0,0
pdd_10w,promised_delivery_end_range_date_at_order,12287596769,663510554,873409094867,110022,Loloi Rugs TX 75241,1452,Loloi Rugs,"GA,TX",Rugs,Alex Melius,TX,Dallas,75241,2026-06-22,2026-06-26,2026-06-22,2026-06-21,2026-06-26,DALLAS LOCAL,TX,Portland,OR,97701,OR,2034.0,147.7,2130.8,0.9273844641101278,1,1,0,0,1,1,0,1,ghost_warehouse,29725,2447,119,0.0040033641715727505,2279,1813,0.06099243061396131,,CA 33 hubs 3%,0,1,0.9374600504625731,0.8593439865433121,other_far,0,0,0,0,1
pdd_10w,promised_delivery_end_range_date_at_order,12287959929,663192714,873346544938,110022,Loloi Rugs TX 75241,1452,Loloi Rugs,"GA,TX",Rugs,Alex Melius,TX,Dallas,75241,2026-06-22,2026-06-26,2026-06-21,2026-06-21,2026-06-25,DALLAS LOCAL,TX,Van Buren Rsf,MI,48220,MI,1197.3,,1173.7,,1,1,0,0,1,1,0,1,ghost_warehouse,29725,2447,119,0.0040033641715727505,2279,1813,0.06099243061396131,,CA 33 hubs 3%,0,1,0.9374600504625731,0.8593439865433121,jumbo,0,0,1,0,0
pdd_10w,promised_delivery_end_range_date_at_order,12289481045,663670275,873402772499,110022,Loloi Rugs TX 75241,1452,Loloi Rugs,"GA,TX",Rugs,Alex Melius,TX,Dallas,75241,2026-06-23,2026-06-26,2026-06-22,2026-06-21,2026-06-28,DALLAS LOCAL,TX,Atlanta,GA,32257,FL,999.3,346.4,798.2,0.6533573501451015,1,1,0,0,1,1,1,0,ghost_warehouse,29725,2447,119,0.0040033641715727505,2279,1813,0.06099243061396131,,CA 33 hubs 3%,0,1,0.9374600504625731,0.8593439865433121,misshipping,1,0,0,0,0
pdd_10w,promised_delivery_end_range_date_at_order,12291719359,663431465,873345069850,110022,Loloi Rugs TX 75241,1452,Loloi Rugs,"GA,TX",Rugs,Alex Melius,TX,Dallas,75241,2026-06-22,2026-06-26,2026-06-21,2026-06-21,2026-06-25,DALLAS LOCAL,TX,Billings,MT,99208,WA,1987.8,,1444.0,,1,1,0,0,1,1,0,1,ghost_warehouse,29725,2447,119,0.0040033641715727505,2279,1813,0.06099243061396131,,CA 33 hubs 3%,0,1,0.9374600504625731,0.8593439865433121,jumbo,0,0,1,0,0
pdd_10w,promised_delivery_end_range_date_at_order,12292547729,663641604,873406801440,110022,Loloi Rugs TX 75241,1452,Loloi Rugs,"GA,TX",Rugs,Alex Melius,TX,Dallas,75241,2026-06-22,2026-06-26,2026-06-22,2026-06-21,2026-06-25,DALLAS LOCAL,TX,Port St. Lucie Rsf,FL,33178,FL,1293.0,134.8,1186.6,0.8957463263727765,1,1,0,0,1,1,0,1,ghost_warehouse,29725,2447,119,0.0040033641715727505,2279,1813,0.06099243061396131,,CA 33 hubs 3%,0,1,0.9374600504625731,0.8593439865433121,other_far,0,0,0,0,1
pdd_10w,promised_delivery_end_range_date_at_order,12293810699,663755326,873441372256,110022,Loloi Rugs TX 75241,1452,Loloi Rugs,"GA,TX",Rugs,Alex Melius,TX,Dallas,75241,2026-06-23,2026-06-26,2026-06-23,2026-06-21,2026-06-25,DALLAS LOCAL,TX,Birmingham,AL,36022,AL,649.0,,641.5,,1,1,0,0,1,1,0,1,ghost_warehouse,29725,2447,119,0.0040033641715727505,2279,1813,0.06099243061396131,,CA 33 hubs 3%,0,1,0.9374600504625731,0.8593439865433121,jumbo,0,0,1,0,0
pdd_10w,promised_delivery_end_range_date_at_order,12294286669,663586471,873384781056,110022,Loloi Rugs TX 75241,1452,Loloi Rugs,"GA,TX",Rugs,Alex Melius,TX,Dallas,75241,2026-06-22,2026-06-26,2026-06-22,2026-06-21,2026-06-26,DALLAS LOCAL,TX,Portland,OR,97045,OR,2153.8,24.3,2130.8,0.9887176153774723,1,1,0,0,1,1,0,1,ghost_warehouse,29725,2447,119,0.0040033641715727505,2279,1813,0.06099243061396131,,CA 33 hubs 3%,0,1,0.9374600504625731,0.8593439865433121,other_far,0,0,0,0,1
pdd_10w,promised_delivery_end_range_date_at_order,12294288159,663586471,873384781056,110022,Loloi Rugs TX 75241,1452,Loloi Rugs,"GA,TX",Rugs,Alex Melius,TX,Dallas,75241,2026-06-22,2026-06-26,2026-06-22,2026-06-21,2026-06-26,DALLAS LOCAL,TX,Portland,OR,97045,OR,2153.8,24.3,2130.8,0.9887176153774723,1,1,0,0,1,1,0,1,ghost_warehouse,29725,2447,119,0.0040033641715727505,2279,1813,0.06099243061396131,,CA 33 hubs 3%,0,1,0.9374600504625731,0.8593439865433121,other_far,0,0,0,0,1
pdd_10w,promised_delivery_end_range_date_at_order,12294512889,663882235,873464096911,110022,Loloi Rugs TX 75241,1452,Loloi Rugs,"GA,TX",Rugs,Alex Melius,TX,Dallas,75241,2026-06-24,2026-06-26,2026-06-23,2026-06-21,2026-06-25,DALLAS LOCAL,TX,Boulder,CO,80030,CO,900.3,9.2,909.5,0.9897811840497611,1,1,0,0,1,1,0,1,ghost_warehouse,29725,2447,119,0.0040033641715727505,2279,1813,0.06099243061396131,,CA 33 hubs 3%,0,1,0.9374600504625731,0.8593439865433121,other_far,0,0,0,0,1
pdd_10w,promised_delivery_end_range_date_at_order,12294718809,663620649,873378158620,110022,Loloi Rugs TX 75241,1452,Loloi Rugs,"GA,TX",Rugs,Alex Melius,TX,Dallas,75241,2026-06-22,2026-06-26,2026-06-22,2026-06-21,2026-06-25,DALLAS LOCAL,TX,Tracy,CA,94117,CA,1754.0,64.7,1701.0,0.9631128848346636,1,1,0,0,1,1,0,1,ghost_warehouse,29725,2447,119,0.0040033641715727505,2279,1813,0.06099243061396131,,CA 33 hubs 3%,0,1,0.9374600504625731,0.8593439865433121,ghost_warehouse,0,1,0,0,0
pdd_10w,promised_delivery_end_range_date_at_order,12295343019,663739374,873434738422,110022,Loloi Rugs TX 75241,1452,Loloi Rugs,"GA,TX",Rugs,Alex Melius,TX,Dallas,75241,2026-06-23,2026-06-26,2026-06-23,2026-06-21,2026-06-26,DALLAS LOCAL,TX,Van Buren Rsf,MI,49428,MI,1103.2,,1173.7,,1,1,0,0,1,1,0,1,ghost_warehouse,29725,2447,119,0.0040033641715727505,2279,1813,0.06099243061396131,,CA 33 hubs 3%,0,1,0.9374600504625731,0.8593439865433121,jumbo,0,0,1,0,0
pdd_10w,promised_delivery_end_range_date_at_order,12295574459,663682435,873401293350,110022,Loloi Rugs TX 75241,1452,Loloi Rugs,"GA,TX",Rugs,Alex Melius,TX,Dallas,75241,2026-06-23,2026-06-26,2026-06-22,2026-06-21,2026-06-25,DALLAS LOCAL,TX,Madison,WI,53703,WI,1003.3,3.3,1004.6,0.9967108541812021,1,1,0,0,1,1,0,1,ghost_warehouse,29725,2447,119,0.0040033641715727505,2279,1813,0.06099243061396131,,CA 33 hubs 3%,0,1,0.9374600504625731,0.8593439865433121,other_far,0,0,0,0,1
pdd_10w,promised_delivery_end_range_date_at_order,12296172679,663794833,873435028006,110022,Loloi Rugs TX 75241,1452,Loloi Rugs,"GA,TX",Rugs,Alex Melius,TX,Dallas,75241,2026-06-23,2026-06-26,2026-06-23,2026-06-21,2026-06-26,DALLAS LOCAL,TX,Woodbridge,NJ,11249,NY,1559.3,25.0,1535.0,0.983967164753415,1,1,0,0,1,1,0,1,ghost_warehouse,29725,2447,119,0.0040033641715727505,2279,1813,0.06099243061396131,,CA 33 hubs 3%,0,1,0.9374600504625731,0.8593439865433121,other_far,0,0,0,0,1
pdd_10w,promised_delivery_end_range_date_at_order,12296235289,663740586,873437293292,110022,Loloi Rugs TX 75241,1452,Loloi Rugs,"GA,TX",Rugs,Alex Melius,TX,Dallas,75241,2026-06-23,2026-06-26,2026-06-23,2026-06-21,2026-06-26,DALLAS LOCAL,TX,Ocala,FL,33166,FL,1309.4,312.7,999.6,0.7611883305330686,1,1,0,0,1,1,0,1,ghost_warehouse,29725,2447,119,0.0040033641715727505,2279,1813,0.06099243061396131,,CA 33 hubs 3%,0,1,0.9374600504625731,0.8593439865433121,other_far,0,0,0,0,1
pdd_10w,promised_delivery_end_range_date_at_order,12296603169,663745721,873434921227,110022,Loloi Rugs TX 75241,1452,Loloi Rugs,"GA,TX",Rugs,Alex Melius,TX,Dallas,75241,2026-06-23,2026-06-26,2026-06-23,2026-06-21,2026-06-25,DALLAS LOCAL,TX,Albuquerque,NM,87112,NM,663.3,20.3,679.4,0.9693954470073873,1,1,0,0,1,1,0,1,ghost_warehouse,29725,2447,119,0.0040033641715727505,2279,1813,0.06099243061396131,,CA 33 hubs 3%,0,1,0.9374600504625731,0.8593439865433121,other_far,0,0,0,0,1
pdd_10w,promised_delivery_end_range_date_at_order,12297190719,663784700,873434433098,110022,Loloi Rugs TX 75241,1452,Loloi Rugs,"GA,TX",Rugs,Alex Melius,TX,Dallas,75241,2026-06-23,2026-06-26,2026-06-23,2026-06-21,2026-06-26,DALLAS LOCAL,TX,Billings,MT,59937,MT,1922.3,,1444.0,,1,1,0,0,1,1,0,1,ghost_warehouse,29725,2447,119,0.0040033641715727505,2279,1813,0.06099243061396131,,CA 33 hubs 3%,0,1,0.9374600504625731,0.8593439865433121,jumbo,0,0,1,0,0
pdd_10w,promised_delivery_end_range_date_at_order,12297558639,663911327,873499717969,110022,Loloi Rugs TX 75241,1452,Loloi Rugs,"GA,TX",Rugs,Alex Melius,TX,Dallas,75241,2026-06-24,2026-06-26,2026-06-24,2026-06-21,2026-06-26,DALLAS LOCAL,TX,Denver,CO,80218,CO,815.8,15.5,902.0,0.981000245158127,1,1,0,0,1,1,0,1,ghost_warehouse,29725,2447,119,0.0040033641715727505,2279,1813,0.06099243061396131,,CA 33 hubs 3%,0,1,0.9374600504625731,0.8593439865433121,other_far,0,0,0,0,1
pdd_10w,promised_delivery_end_range_date_at_order,12297924439,663850819,873448607600,110022,Loloi Rugs TX 75241,1452,Loloi Rugs,"GA,TX",Rugs,Alex Melius,TX,Dallas,75241,2026-06-23,2026-06-26,2026-06-23,2026-06-21,2026-06-25,DALLAS LOCAL,TX,Birmingham,AL,36078,AL,676.2,,641.5,,1,1,0,0,1,1,0,1,ghost_warehouse,29725,2447,119,0.0040033641715727505,2279,1813,0.06099243061396131,,CA 33 hubs 3%,0,1,0.9374600504625731,0.8593439865433121,jumbo,0,0,1,0,0
pdd_10w,promised_delivery_end_range_date_at_order,12297940319,663853892,873448123213,110022,Loloi Rugs TX 75241,1452,Loloi Rugs,"GA,TX",Rugs,Alex Melius,TX,Dallas,75241,2026-06-23,2026-06-26,2026-06-23,2026-06-21,2026-06-25,DALLAS LOCAL,TX,Aldine Rsf,TX,70002,LA,495.3,351.5,224.3,0.2903290934786998,1,1,0,0,1,1,0,0,ghost_warehouse,29725,2447,119,0.0040033641715727505,2279,1813,0.06099243061396131,,CA 33 hubs 3%,0,1,0.9374600504625731,0.8593439865433121,jumbo,0,0,1,0,0
pdd_10w,promised_delivery_end_range_date_at_order,12297947399,663853892,873448123213,110022,Loloi Rugs TX 75241,1452,Loloi Rugs,"GA,TX",Rugs,Alex Melius,TX,Dallas,75241,2026-06-23,2026-06-26,2026-06-23,2026-06-21,2026-06-25,DALLAS LOCAL,TX,Aldine Rsf,TX,70002,LA,495.3,351.5,224.3,0.2903290934786998,1,1,0,0,1,1,0,0,ghost_warehouse,29725,2447,119,0.0040033641715727505,2279,1813,0.06099243061396131,,CA 33 hubs 3%,0,1,0.9374600504625731,0.8593439865433121,jumbo,0,0,1,0,0
pdd_10w,promised_delivery_end_range_date_at_order,12297951759,663854317,873448873695,110022,Loloi Rugs TX 75241,1452,Loloi Rugs,"GA,TX",Rugs,Alex Melius,TX,Dallas,75241,2026-06-23,2026-06-26,2026-06-23,2026-06-21,2026-06-25,DALLAS LOCAL,TX,North St.Louis,MO,62034,IL,669.1,,647.4,,1,1,0,0,1,1,0,1,ghost_warehouse,29725,2447,119,0.0040033641715727505,2279,1813,0.06099243061396131,,CA 33 hubs 3%,0,1,0.9374600504625731,0.8593439865433121,jumbo,0,0,1,0,0
pdd_10w,promised_delivery_end_range_date_at_order,12298066879,663864297,873462095408,110022,Loloi Rugs TX 75241,1452,Loloi Rugs,"GA,TX",Rugs,Alex Melius,TX,Dallas,75241,2026-06-24,2026-06-26,2026-06-23,2026-06-21,2026-06-25,DALLAS LOCAL,TX,Birmingham,AL,35222,AL,639.3,3.5,641.5,0.9945252620053183,1,1,0,0,1,1,0,1,ghost_warehouse,29725,2447,119,0.0040033641715727505,2279,1813,0.06099243061396131,,CA 33 hubs 3%,0,1,0.9374600504625731,0.8593439865433121,other_far,0,0,0,0,1
pdd_10w,promised_delivery_end_range_date_at_order,12298089279,663866076,873464213141,110022,Loloi Rugs TX 75241,1452,Loloi Rugs,"GA,TX",Rugs,Alex Melius,TX,Dallas,75241,2026-06-24,2026-06-26,2026-06-23,2026-06-21,2026-06-25,DALLAS LOCAL,TX,North St.Louis,MO,61550,IL,809.6,183.1,647.4,0.7738389328063241,1,1,0,0,1,1,0,1,ghost_warehouse,29725,2447,119,0.0040033641715727505,2279,1813,0.06099243061396131,,CA 33 hubs 3%,0,1,0.9374600504625731,0.8593439865433121,other_far,0,0,0,0,1
pdd_10w,promised_delivery_end_range_date_at_order,12298154689,663872626,873526825051,110022,Loloi Rugs TX 75241,1452,Loloi Rugs,"GA,TX",Rugs,Alex Melius,TX,Dallas,75241,2026-06-24,2026-06-26,2026-06-24,2026-06-21,2026-06-26,DALLAS LOCAL,TX,Memphis,TN,63857,MO,503.6,110.4,455.7,0.7807783955520254,1,1,0,0,1,1,0,1,ghost_warehouse,29725,2447,119,0.0040033641715727505,2279,1813,0.06099243061396131,,CA 33 hubs 3%,0,1,0.9374600504625731,0.8593439865433121,other_far,0,0,0,0,1
pdd_10w,promised_delivery_end_range_date_at_order,12298172789,663883797,873464051114,110022,Loloi Rugs TX 75241,1452,Loloi Rugs,"GA,TX",Rugs,Alex Melius,TX,Dallas,75241,2026-06-24,2026-06-26,2026-06-23,2026-06-21,2026-06-25,DALLAS LOCAL,TX,Lenexa,KS,68823,NE,739.9,380.5,500.2,0.4857413163941073,1,1,0,0,1,1,0,1,ghost_warehouse,29725,2447,119,0.0040033641715727505,2279,1813,0.06099243061396131,,CA 33 hubs 3%,0,1,0.9374600504625731,0.8593439865433121,other_far,0,0,0,0,1
pdd_10w,promised_delivery_end_range_date_at_order,12298288449,663883865,873464937424,110022,Loloi Rugs TX 75241,1452,Loloi Rugs,"GA,TX",Rugs,Alex Melius,TX,Dallas,75241,2026-06-24,2026-06-26,2026-06-23,2026-06-21,2026-06-25,DALLAS LOCAL,TX,Denver,CO,80305,CO,919.5,29.2,902.0,0.9682436106579663,1,1,0,0,1,1,0,1,ghost_warehouse,29725,2447,119,0.0040033641715727505,2279,1813,0.06099243061396131,,CA 33 hubs 3%,0,1,0.9374600504625731,0.8593439865433121,other_far,0,0,0,0,1
pdd_10w,promised_delivery_end_range_date_at_order,12298713529,663922649,873501134248,110022,Loloi Rugs TX 75241,1452,Loloi Rugs,"GA,TX",Rugs,Alex Melius,TX,Dallas,75241,2026-06-24,2026-06-26,2026-06-24,2026-06-21,2026-06-26,DALLAS LOCAL,TX,Birmingham,AL,36526,AL,597.7,261.8,641.5,0.56198761920696,1,1,0,0,1,1,0,1,ghost_warehouse,29725,2447,119,0.0040033641715727505,2279,1813,0.06099243061396131,,CA 33 hubs 3%,0,1,0.9374600504625731,0.8593439865433121,other_far,0,0,0,0,1
pdd_10w,promised_delivery_end_range_date_at_order,12299014379,663949488,873524805594,110022,Loloi Rugs TX 75241,1452,Loloi Rugs,"GA,TX",Rugs,Alex Melius,TX,Dallas,75241,2026-06-24,2026-06-26,2026-06-24,2026-06-21,2026-06-27,DALLAS LOCAL,TX,Nashville,TN,37055,TN,632.5,45.4,669.2,0.9282213438735178,1,0,0,0,1,1,0,1,ghost_warehouse,29725,2447,119,0.0040033641715727505,2279,1813,0.06099243061396131,,CA 33 hubs 3%,0,1,0.9374600504625731,0.8593439865433121,other_far,0,0,0,0,1
pdd_10w,promised_delivery_end_range_date_at_order,12299231269,663968818,873505859176,110022,Loloi Rugs TX 75241,1452,Loloi Rugs,"GA,TX",Rugs,Alex Melius,TX,Dallas,75241,2026-06-24,2026-06-26,2026-06-24,2026-06-21,2026-06-27,DALLAS LOCAL,TX,Nashville,TN,37909,TN,845.0,,669.2,,1,0,0,0,1,1,0,1,ghost_warehouse,29725,2447,119,0.0040033641715727505,2279,1813,0.06099243061396131,,CA 33 hubs 3%,0,1,0.9374600504625731,0.8593439865433121,jumbo,0,0,1,0,0
pdd_10w,promised_delivery_end_range_date_at_order,12312407515,663706003,873404841782,110022,Loloi Rugs TX 75241,1452,Loloi Rugs,"GA,TX",Rugs,Alex Melius,TX,Dallas,75241,2026-06-23,2026-06-26,2026-06-22,2026-06-21,2026-06-24,DALLAS LOCAL,TX,Phoenix,AZ,86315,AZ,1081.3,101.6,1081.4,0.9060390270970128,1,1,0,0,1,1,0,1,ghost_warehouse,29725,2447,119,0.0040033641715727505,2279,1813,0.06099243061396131,,CA 33 hubs 3%,0,1,0.9374600504625731,0.8593439865433121,other_far,0,0,0,0,1
