candidate_bucket,supplier_id,su_name,own_state,city_name,postal_code,address_1,assigned_induction_hub_name,assigned_station_state,actual_induction_hub_name,actual_induction_hub_state,destination_state,destination_zipcode,distance_assignedhub_customer,distance_actualhub_customer,distance_assignedhub_actualhub,direct_gain,inducted_on_time_or_early,delivery_rel,purchase_order_number,tracking_number,ops,promised_delivery_end_range_date_at_order
jumbo,292469,Baishi NJ 08810 Bedshe,NJ,Dayton ,08810,11 Corn Rd ,SAVANNAH,GA,East Brunswick,NJ,TN,38120,619.8,1068.3,783.6,-0.723620522749274,1,0,672242798,531307448240,80181940830,2026-08-07
jumbo,292469,Baishi NJ 08810 Bedshe,NJ,Dayton ,08810,11 Corn Rd ,SAVANNAH,GA,East Brunswick,NJ,OH,43062,669.3,504.0,783.6,0.2469744509188704,1,0,672244509,531307448549,80182534210,2026-08-07
jumbo,292469,Baishi NJ 08810 Bedshe,NJ,Dayton ,08810,11 Corn Rd ,SAVANNAH,GA,East Brunswick,NJ,IL,61938,817.0,846.2,783.6,-0.03574051407588745,1,0,671685401,531304274335,12355043663,2026-08-05
jumbo,292469,Baishi NJ 08810 Bedshe,NJ,Dayton ,08810,11 Corn Rd ,PRINCETON,NJ,West Columbus,OH,MS,39170,1192.5,,532.5,,0,0,671337210,531303282830,80174060500,2026-08-05
jumbo,292469,Baishi NJ 08810 Bedshe,NJ,Dayton ,08810,11 Corn Rd ,SAVANNAH,GA,East Brunswick,NJ,IL,60046,1015.9,851.0,783.6,0.1623191258982183,1,0,671468551,531303716292,80175266580,2026-08-05
jumbo,293214,CIAO JING INC CA 92879 ,CA,Corona,92879 ,2565 Sampson Ave ,WEST RIALTO,CA,Charlotte,NC,SC,29045,2369.5,,2361.8,,1,1,661074774,526528000272,12331589602,2026-06-16
jumbo,293214,CIAO JING INC CA 92879 ,CA,Corona,92879 ,2565 Sampson Ave ,WEST RIALTO,CA,Marietta,GA,PA,18964,2676.2,,2139.5,,1,1,661096576,526528075649,12335723805,2026-06-16
jumbo,293214,CIAO JING INC CA 92879 ,CA,Corona,92879 ,2565 Sampson Ave ,WEST RIALTO,CA,Marietta,GA,PA,18964,2676.2,,2139.5,,1,1,661096576,526528075649,12335723835,2026-06-16
jumbo,293214,CIAO JING INC CA 92879 ,CA,Corona,92879 ,2565 Sampson Ave ,WEST RIALTO,CA,Portland,OR,ID,83854,1340.5,,1033.7,,1,1,661298295,526528956464,11450094377,2026-06-13
jumbo,293214,CIAO JING INC CA 92879 ,CA,Corona,92879 ,2565 Sampson Ave ,WEST RIALTO,CA,Toledo,OH,MI,49269,2152.0,,2197.3,,0,0,660773072,526526174870,11446726847,2026-06-12
jumbo,302333,NW Investment Inc TX 75041,TX,Garland,75041,3422 W Kingsley Rd,MESQUITE,TX,Woodbridge,NJ,FL,34432,986.5,1031.2,1524.0,-0.04531170805879376,1,0,672107021,531306687122,80181966750,2026-08-08
jumbo,302333,NW Investment Inc TX 75041,TX,Garland,75041,3422 W Kingsley Rd,MESQUITE,TX,Champaign,IL,MN,56172,894.2,594.0,824.1,0.33571907850592714,0,0,671315089,531303211713,80173815370,2026-08-07
jumbo,302333,NW Investment Inc TX 75041,TX,Garland,75041,3422 W Kingsley Rd,MESQUITE,TX,Birmingham,AL,MN,55447,951.9,1091.7,637.0,-0.1468641664040341,0,0,671467168,531303716958,80175391410,2026-08-06
jumbo,302333,NW Investment Inc TX 75041,TX,Garland,75041,3422 W Kingsley Rd,MESQUITE,TX,Princeton,NJ,FL,33928,1224.5,1227.8,1508.4,-0.002694977541853781,1,0,670828913,531300842514,80168842580,2026-08-01
jumbo,302333,NW Investment Inc TX 75041,TX,Garland,75041,3422 W Kingsley Rd,MESQUITE,TX,Eagle River,WI,NC,27577,1201.4,,1213.4,,0,0,669818408,531295913183,80158405820,2026-07-31
jumbo,302637,"GigaCloud Trading, Inc. GA 31302",GA,Bloomingdale,31302,3001 Jimmy Deloach Parkway,SAVANNAH,GA,Davenport,FL,CA,90712,2423.5,,315.8,,0,1,671447746,875200393711,11520933977,2026-08-10
jumbo,302637,"GigaCloud Trading, Inc. GA 31302",GA,Bloomingdale,31302,3001 Jimmy Deloach Parkway,SAVANNAH,GA,Davenport,FL,CO,80220,1651.4,,315.8,,1,1,672211064,875350619865,12427218709,2026-08-10
jumbo,302637,"GigaCloud Trading, Inc. GA 31302",GA,Bloomingdale,31302,3001 Jimmy Deloach Parkway,SAVANNAH,GA,South Atlanta Ncpc,GA,TX,76692,1097.7,868.5,239.0,0.20880021863897244,1,1,672314358,875397561100,12433430539,2026-08-10
jumbo,302637,"GigaCloud Trading, Inc. GA 31302",GA,Bloomingdale,31302,3001 Jimmy Deloach Parkway,SAVANNAH,GA,South Atlanta Ncpc,GA,VA,23116,476.4,552.3,239.0,-0.15931989924433246,0,1,672322672,875397929440,12494785691,2026-08-10
jumbo,302637,"GigaCloud Trading, Inc. GA 31302",GA,Bloomingdale,31302,3001 Jimmy Deloach Parkway,SAVANNAH,GA,Davenport,FL,NY,12553,859.3,1164.8,315.8,-0.35552193645990926,0,1,672368654,875402987618,12507219905,2026-08-10
jumbo,350373,York Wallcoverings PA 17408,PA,York,17408,2075 Loucks Road,ROMEOVILLE NCPC,IL,Harrisburg,PA,OR,97211,2105.7,2773.4,682.6,-0.3170917034715298,1,0,670373890,530762234236,80164149370,2026-07-31
jumbo,350373,York Wallcoverings PA 17408,PA,York,17408,2075 Loucks Road,QUINCY,MA,Harrisburg,PA,TN,37075,1107.9,727.4,405.1,0.3434425489665133,1,1,670520094,530762240286,80165631390,2026-07-31
jumbo,350373,York Wallcoverings PA 17408,PA,York,17408,2075 Loucks Road,ROMEOVILLE NCPC,IL,Harrisburg,PA,GA,30017,754.1,,682.6,,1,1,669698712,530762228090,80157129250,2026-07-30
jumbo,350373,York Wallcoverings PA 17408,PA,York,17408,2075 Loucks Road,ROMEOVILLE NCPC,IL,Harrisburg Local,PA,OK,73078,778.6,1309.6,682.6,-0.6819933213460054,1,0,667260860,530762169320,12275680313,2026-07-12
jumbo,350373,York Wallcoverings PA 17408,PA,York,17408,2075 Loucks Road,HARRISBURG LOCAL,PA,Salt Lake City,UT,ID,83221,2132.0,,2053.4,,1,1,661241587,521610387021,12322637481,2026-06-18
misshipping,22696,Surya GA 30184 (1 Surya Dr),GA,White,30184,1 Surya Drive,MARIETTA LOCAL,GA,Tracy,CA,CA,94928,2523.6,105.3,2429.9,0.9582738944365192,1,1,651900902,872553039903,11341397696,2026-08-03
misshipping,22696,Surya GA 30184 (1 Surya Dr),GA,White,30184,1 Surya Drive,MARIETTA LOCAL,GA,Tracy,CA,NV,89436,2359.3,203.3,2429.9,0.9138303734158436,1,1,650492512,872636102390,11332767326,2026-07-31
misshipping,22696,Surya GA 30184 (1 Surya Dr),GA,White,30184,1 Surya Drive,MARIETTA LOCAL,GA,Chino,CA,CA,93012,2226.6,86.0,2151.2,0.9613760891044641,1,1,650943021,872315184637,11379324197,2026-07-31
misshipping,22696,Surya GA 30184 (1 Surya Dr),GA,White,30184,1 Surya Drive,MARIETTA LOCAL,GA,Rialto,CA,CA,91765,2164.0,37.6,2139.5,0.9826247689463956,1,1,651429395,872628031087,11382538687,2026-07-31
misshipping,22696,Surya GA 30184 (1 Surya Dr),GA,White,30184,1 Surya Drive,MARIETTA LOCAL,GA,Rialto,CA,CA,91765,2164.0,37.6,2139.5,0.9826247689463956,1,1,651429395,872628031087,11382546927,2026-07-31
misshipping,34657,Unique Loom SC29707,SC,Fort Mill,29707,793 Fort Mill Highway,FORT MILL,SC,Fresno,CA,CA,94703,2713.2,180.6,2543.5,0.93343653250774,1,1,671711375,382968453909,11472480436,2026-08-10
misshipping,34657,Unique Loom SC29707,SC,Fort Mill,29707,793 Fort Mill Highway,FORT MILL,SC,Fresno,CA,CA,94703,2713.2,180.6,2543.5,0.93343653250774,1,1,671711375,382967292054,11472483306,2026-08-10
misshipping,34657,Unique Loom SC29707,SC,Fort Mill,29707,793 Fort Mill Highway,FORT MILL,SC,Fresno,CA,OR,97423,2913.3,625.4,2543.5,0.7853293515944119,1,1,671803665,382969233183,11473173326,2026-08-10
misshipping,34657,Unique Loom SC29707,SC,Fort Mill,29707,793 Fort Mill Highway,FORT MILL,SC,Fresno,CA,OR,97423,2913.3,625.4,2543.5,0.7853293515944119,1,1,671803665,382969233183,11473175396,2026-08-10
misshipping,34657,Unique Loom SC29707,SC,Fort Mill,29707,793 Fort Mill Highway,FORT MILL,SC,Fresno,CA,NV,89117,2215.7,395.8,2543.5,0.821365708354019,1,1,671903926,382993288975,11473896366,2026-08-10
misshipping,35069,JLA Home GA 31407 - SV2,GA,Port Wentworth,31407,550 Northport Pkwy,SAVANNAH,GA,Rialto,CA,MD,20735,580.9,2637.5,2380.1,-3.5403683938715784,0,0,662214742,873089322108,12332614121,2026-06-18
misshipping,35069,JLA Home GA 31407 - SV2,GA,Port Wentworth,31407,550 Northport Pkwy,SAVANNAH,GA,Sacramento,CA,CA,95762,2728.7,29.0,2710.9,0.989372228533734,0,1,661161567,872825280650,11231496987,2026-06-16
misshipping,35069,JLA Home GA 31407 - SV2,GA,Port Wentworth,31407,550 Northport Pkwy,SAVANNAH,GA,Sacramento,CA,CA,95757,2702.6,15.9,2710.9,0.9941167764375046,1,1,661156638,872825268204,11396175946,2026-06-16
misshipping,35069,JLA Home GA 31407 - SV2,GA,Port Wentworth,31407,550 Northport Pkwy,SAVANNAH,GA,Sacramento,CA,CA,94928,2763.4,,2710.9,,1,1,660593054,872763190966,11398596686,2026-06-16
misshipping,35069,JLA Home GA 31407 - SV2,GA,Port Wentworth,31407,550 Northport Pkwy,SAVANNAH,GA,Stockton Rsf,CA,CA,94577,2699.9,62.7,2667.9,0.9767769176636173,1,1,660682725,872780213389,11399091456,2026-06-16
misshipping,36423,NFusion GA 31407,GA,Savannah,31407,425 Jimmy Deloach Parkway,SAVANNAH,GA,Arcadia,CA,KY,40207,654.1,2072.7,2402.9,-2.16878153187586,1,1,671783694,875218562617,80178643510,2026-08-06
misshipping,36423,NFusion GA 31407,GA,Savannah,31407,425 Jimmy Deloach Parkway,SAVANNAH,GA,Rialto,CA,KY,41011,663.5,2135.4,2380.1,-2.2183873398643557,1,0,671350596,875185578448,80174204600,2026-08-05
misshipping,36423,NFusion GA 31407,GA,Savannah,31407,425 Jimmy Deloach Parkway,SAVANNAH,GA,Carson,CA,IL,60640,968.0,2029.0,2432.6,-1.0960743801652892,1,0,671548339,875200384897,80176228060,2026-08-05
misshipping,36423,NFusion GA 31407,GA,Savannah,31407,425 Jimmy Deloach Parkway,SAVANNAH,GA,Rialto,CA,KY,40330,577.7,2114.2,2380.1,-2.659684957590444,1,0,669669134,874869332767,12379611269,2026-07-30
misshipping,36423,NFusion GA 31407,GA,Savannah,31407,425 Jimmy Deloach Parkway,SAVANNAH,GA,Carson,CA,FL,33134,495.6,2741.7,2432.6,-4.532082324455206,1,0,670370982,874904195500,12468515902,2026-07-30
misshipping,59119,Safavieh CA 92518,CA,Riverside,92518,20800 Krameria Aveune,RIALTO LOCAL,CA,North  Indianapolis,IN,WI,53717,1929.0,,2032.3,,0,0,669868252,875166101289,80158920030,2026-07-31
misshipping,59119,Safavieh CA 92518,CA,Riverside,92518,20800 Krameria Aveune,RIALTO LOCAL,CA,Baytown,TX,WA,98112,1203.2,2463.1,1521.5,-1.0471243351063828,0,0,669874118,874922314648,11507744517,2026-07-29
misshipping,59119,Safavieh CA 92518,CA,Riverside,92518,20800 Krameria Aveune,RIALTO LOCAL,CA,Robbinsville,NJ,TX,75202,1389.5,1500.4,2705.1,-0.07981288233177408,0,0,669812746,874915928373,80158347240,2026-07-29
misshipping,59119,Safavieh CA 92518,CA,Riverside,92518,20800 Krameria Aveune,RIALTO LOCAL,CA,North  Indianapolis,IN,CA,95938,523.7,2206.5,2032.3,-3.213290051556234,0,0,667524893,874802249689,11441006606,2026-07-15
misshipping,59119,Safavieh CA 92518,CA,Riverside,92518,20800 Krameria Aveune,RIALTO LOCAL,CA,Garden City,NY,MS,39402,1872.3,1234.9,2782.7,0.34043689579661374,1,1,649456658,871421603043,12120076269,2026-06-29
misshipping,211658,WPLA4,CA,Fontana,92337,13083 Slover Ave,WEST RIALTO,CA,Richmond Hill Ncpc,GA,WA,99202,1361.7,,2378.0,,1,0,662088436,526532377653,11404634686,2026-06-18
misshipping,211658,WPLA4,CA,Fontana,92337,13083 Slover Ave,WEST RIALTO,CA,Richmond Hill Ncpc,GA,WA,98031,1180.2,2914.5,2378.0,-1.469496695475343,1,0,661860679,526531687277,11406504696,2026-06-18
misshipping,211658,WPLA4,CA,Fontana,92337,13083 Slover Ave,WEST RIALTO,CA,Marietta,GA,GA,30542,2175.3,57.0,2139.5,0.9737967176941111,1,1,661323810,526529141043,12308227845,2026-06-17
misshipping,211658,WPLA4,CA,Fontana,92337,13083 Slover Ave,WEST RIALTO,CA,Metuchen,NJ,NY,10803,2761.9,54.6,2723.0,0.9802310003982766,1,1,661509481,526530068728,12325093015,2026-06-17
misshipping,211658,WPLA4,CA,Fontana,92337,13083 Slover Ave,WEST RIALTO,CA,Marietta,GA,GA,30120,2136.2,19.0,2139.5,0.9911057017133227,1,1,661390737,526529546561,12337007842,2026-06-17
misshipping,291275, 美南SAV自营仓,GA,Savannah,31407,150 Knowlton Way Savannah,SAVANNAH,GA,Arcadia,CA,KY,40223,649.0,2079.9,2402.9,-2.204776579352851,1,0,671456213,531304940586,80175282640,2026-08-06
misshipping,291275, 美南SAV自营仓,GA,Savannah,31407,150 Knowlton Way Savannah,SAVANNAH,GA,Arcadia,CA,NY,12182,957.7,,2402.9,,1,0,671459300,531304940760,80175312900,2026-08-06
misshipping,291275, 美南SAV自营仓,GA,Savannah,31407,150 Knowlton Way Savannah,SAVANNAH,GA,South Rialto - Ncpc,CA,TX,75205,1038.9,1388.2,2380.1,-0.3362210029839252,1,1,670784551,531301293478,80168370660,2026-08-01
misshipping,291275, 美南SAV自营仓,GA,Savannah,31407,150 Knowlton Way Savannah,SAVANNAH,GA,Arcadia,CA,TN,37763,451.4,2127.5,2402.9,-3.7131147540983607,1,0,669939502,531298232535,80159657260,2026-07-30
misshipping,291275, 美南SAV自营仓,GA,Savannah,31407,150 Knowlton Way Savannah,SAVANNAH,GA,South Rialto - Ncpc,CA,OH,43081,686.6,2219.0,2380.1,-2.2318671715700553,1,0,670167736,531298378069,80162008990,2026-07-30
misshipping,292469,Baishi NJ 08810 Bedshe,NJ,Dayton ,08810,11 Corn Rd ,PRINCETON,NJ,Chino,CA,GA,30401,821.7,2319.4,2729.9,-1.8226846781063648,1,0,672356612,531307868427,12496278585,2026-08-10
misshipping,292469,Baishi NJ 08810 Bedshe,NJ,Dayton ,08810,11 Corn Rd ,PRINCETON,NJ,Chino,CA,GA,30401,821.7,2319.4,2729.9,-1.8226846781063648,1,0,672356612,531307868427,12496281815,2026-08-10
misshipping,292469,Baishi NJ 08810 Bedshe,NJ,Dayton ,08810,11 Corn Rd ,PRINCETON,NJ,Chino,CA,FL,33331,1244.9,2673.8,2729.9,-1.147803036388465,1,0,672392615,531308106210,12512143215,2026-08-10
misshipping,292469,Baishi NJ 08810 Bedshe,NJ,Dayton ,08810,11 Corn Rd ,PRINCETON,NJ,Chino,CA,FL,33036,1330.3,2776.1,2729.9,-1.0868225212358116,1,0,672061496,531306584500,80181488680,2026-08-10
misshipping,292469,Baishi NJ 08810 Bedshe,NJ,Dayton ,08810,11 Corn Rd ,PRINCETON,NJ,Chino,CA,MS,39564,1218.9,1926.6,2729.9,-0.5806054639428991,1,0,672107301,531306732346,80181969540,2026-08-10
misshipping,302333,NW Investment Inc TX 75041,TX,Garland,75041,3422 W Kingsley Rd,MESQUITE,TX,Diamond Bar Rsf,CA,WA,98604,2146.3,1020.0,1424.1,0.5247635465685133,1,1,671328385,531303244450,11519770087,2026-08-10
misshipping,302333,NW Investment Inc TX 75041,TX,Garland,75041,3422 W Kingsley Rd,MESQUITE,TX,Fairless Hills,PA,PA,19382,1441.2,52.7,1479.6,0.9634332500693866,1,1,672313558,531307587538,12494580681,2026-08-10
misshipping,302333,NW Investment Inc TX 75041,TX,Garland,75041,3422 W Kingsley Rd,MESQUITE,TX,Fairless Hills,PA,IN,46706,1039.5,645.9,1479.6,0.37864357864357867,1,1,672204922,531307149948,12501435095,2026-08-10
misshipping,302333,NW Investment Inc TX 75041,TX,Garland,75041,3422 W Kingsley Rd,MESQUITE,TX,Fairless Hills,PA,OH,45701,1049.8,479.9,1479.6,0.5428653076776528,1,1,672363874,531307858805,12506419022,2026-08-10
misshipping,302333,NW Investment Inc TX 75041,TX,Garland,75041,3422 W Kingsley Rd,MESQUITE,TX,Fairless Hills,PA,IN,46706,1039.5,645.9,1479.6,0.37864357864357867,1,1,672204922,531307149948,12508276435,2026-08-10
misshipping,302637,"GigaCloud Trading, Inc. GA 31302",GA,Bloomingdale,31302,3001 Jimmy Deloach Parkway,SAVANNAH,GA,Arcadia,CA,OH,44011,782.3,2303.2,2402.9,-1.944139077080404,1,0,672347847,875398324091,80184592680,2026-08-09
misshipping,302637,"GigaCloud Trading, Inc. GA 31302",GA,Bloomingdale,31302,3001 Jimmy Deloach Parkway,SAVANNAH,GA,South Dallas Rsf,TX,PA,19152,730.0,1486.1,1034.7,-1.0357534246575342,1,1,672030137,875289704770,80181172850,2026-08-08
misshipping,302637,"GigaCloud Trading, Inc. GA 31302",GA,Bloomingdale,31302,3001 Jimmy Deloach Parkway,SAVANNAH,GA,South Dallas Rsf,TX,VA,22554,532.5,1287.5,1034.7,-1.4178403755868545,1,1,672055183,875341478901,80181424410,2026-08-08
misshipping,302637,"GigaCloud Trading, Inc. GA 31302",GA,Bloomingdale,31302,3001 Jimmy Deloach Parkway,SAVANNAH,GA,South Dallas Rsf,TX,VA,24141,407.6,1070.4,1034.7,-1.6261040235525026,1,1,672066291,875341478897,80181535860,2026-08-08
misshipping,302637,"GigaCloud Trading, Inc. GA 31302",GA,Bloomingdale,31302,3001 Jimmy Deloach Parkway,SAVANNAH,GA,Rialto,CA,CA,90025,2440.4,69.7,2380.1,0.9714391083428947,1,1,670080587,874884875020,80161119920,2026-08-03
misshipping,350373,York Wallcoverings PA 17408,PA,York,17408,2075 Loucks Road,HARRISBURG LOCAL,PA,Columbus,OH,NV,89044,2410.3,2036.1,378.5,0.15525038376965533,1,1,671224158,521481231090,11518918807,2026-08-10
misshipping,350373,York Wallcoverings PA 17408,PA,York,17408,2075 Loucks Road,HARRISBURG LOCAL,PA,Columbus,OH,CO,81301,1930.9,1555.0,378.5,0.19467605779688232,1,1,671547498,534866672209,12353330373,2026-08-10
misshipping,350373,York Wallcoverings PA 17408,PA,York,17408,2075 Loucks Road,HARRISBURG LOCAL,PA,Columbus,OH,SC,29588,554.4,614.4,378.5,-0.10822510822510822,1,1,672116772,534866679773,12364444783,2026-08-10
misshipping,350373,York Wallcoverings PA 17408,PA,York,17408,2075 Loucks Road,HARRISBURG LOCAL,PA,Columbus,OH,TX,77494,1498.8,1177.4,378.5,0.21443821724045894,1,1,671320676,534866672297,12490939945,2026-08-10
misshipping,350373,York Wallcoverings PA 17408,PA,York,17408,2075 Loucks Road,HARRISBURG LOCAL,PA,Columbus,OH,CA,94127,2781.2,2449.9,378.5,0.11912124262908089,1,1,671054939,521481229413,80171146020,2026-08-10
