supplier_id,su_name,parent_suid,parent_su_name,sto,vol_socal_july4,ifr_socal_july4,del_socal_july4,o2d_stated_socal_july4,o2d_actual_socal_july4,o2d_gap_socal_july4,mi_socal_july4,hub_socal_july4,vol_direct_peak,ifr_direct_peak,del_direct_peak,o2d_stated_direct_peak,o2d_actual_direct_peak,o2d_gap_direct_peak,mi_direct_peak,hub_direct_peak,vol_direct_july4,ifr_direct_july4,del_direct_july4,o2d_stated_direct_july4,o2d_actual_direct_july4,o2d_gap_direct_july4,mi_direct_july4,hub_direct_july4,o2d_actual_delta_july4socal_vs_peakdirect,ifr_delta_july4socal_vs_peakdirect
237104,Devion Furniture,58079,Devion Furniture_1,APS,522,0.9463601532567049,0.9674329501915708,9.806513409961687,8.235632183908047,-1.5708812260536398,1968.6700385356453,Chino Hills Ncpc,754.0,0.4469496021220159,0.8209549071618037,10.071618037135279,9.23607427055703,-0.8355437665782492,76.14721485411141,Romeoville Rsf,,,,,,,,,-1.0004420866489827,0.49941055113468896
238512,CP HomeDecor CA 91761(2),66884,CP HomeDecor,APS,166,0.9156626506024096,0.8734939759036144,8.289156626506024,7.162650602409639,-1.1265060240963853,2058.527382256298,Chino Hills Ncpc,212.0,0.6650943396226415,0.8679245283018868,9.004716981132075,8.339622641509434,-0.665094339622641,82.50990566037737,Romeoville Rsf,,,,,,,,,-1.1769720390997955,0.25056831097976806
272805,Karat Home Inc (14 Karat) CA 92880,21718,Karat Home Inc (14 Karat),APS Upholstery,135,1.0,0.9481481481481482,9.133333333333333,7.325925925925926,-1.807407407407407,2008.7970370370365,Chino,149.0,0.5771812080536913,0.8456375838926175,9.961409395973154,8.63758389261745,-1.323825503355705,63.05906040268457,Chicago,,,,,,,,,-1.3116579666915236,0.42281879194630867
39837,Kingston CA,2940,Kingston,Plumbing,130,1.0,0.9384615384615385,8.992307692307692,7.8076923076923075,-1.1846153846153848,1975.9919780219784,Industry,151.0,0.8807947019867549,0.8940397350993378,9.56953642384106,8.682119205298013,-0.887417218543046,66.65827814569536,Chicago,,,,,,,,,-0.8744268976057059,0.11920529801324509
267302,Karat Home Inc (14 Karat) CA 90249,21718,Karat Home Inc (14 Karat),APS Upholstery,129,0.24031007751937986,0.8837209302325582,8.015503875968992,7.263565891472868,-0.7519379844961245,2026.2070058656925,Carson,78.0,0.9230769230769231,0.8461538461538461,8.320512820512821,8.012820512820513,-0.3076923076923084,71.6525641025641,Chicago,,,,,,,,,-0.749254621347645,-0.6827668455575433
20530,Million Dollar Baby CA 90660,426,Million Dollar Baby Co,Youth Furniture & Decor,129,0.9844961240310077,0.8062015503875969,7.217054263565892,7.248062015503876,0.03100775193798455,1992.9589147286824,Santa Fe Springs,121.0,0.9669421487603306,0.9090909090909091,8.049586776859504,7.595041322314049,-0.45454545454545503,63.41157024793388,Chicago,,,,,,,,,-0.34697930681017297,0.017553975270677147
119437,Aosom LLC CA 92374,5725,Aosom LLC,APS Outdoor,128,1.0,0.9140625,6.578125,5.875,-0.703125,1991.9904754425263,Rialto,165.0,0.9939393939393939,0.8484848484848485,7.587878787878788,6.848484848484849,-0.7393939393939393,75.11575757575758,Chicago,,,,,,,,,-0.9734848484848486,0.0060606060606061
292636,Green Living Group INC CA 91762,78686,Green Living Group INC,Soft Home,124,1.0,0.9838709677419355,8.080645161290322,6.403225806451613,-1.677419354838709,1933.283870967742,Chino,122.0,0.860655737704918,0.8442622950819673,8.51639344262295,7.762295081967213,-0.7540983606557372,68.99918032786886,Toledo,,,,,,,,,-1.3590692755156004,0.139344262295082
316872,"Heze Starfire Trading Co., Ltd CA 91761(5)",83413,"Heze Starfire Trading Co., Ltd",APS,111,0.972972972972973,0.972972972972973,10.72972972972973,8.162162162162161,-2.5675675675675684,2046.3162162162162,Chino Hills Ncpc,280.0,0.6678571428571428,0.9035714285714286,11.014285714285714,9.442857142857143,-1.5714285714285712,58.95642857142857,Romeoville Rsf,,,,,,,,,-1.2806949806949817,0.3051158301158302
100167,NingBo KaiMeiChen DianZiShangWu You CA 92571,83386,"Ningbo FanKai E-commerce Co., Ltd._1",APS Home Improvement,110,0.8272727272727273,0.8090909090909091,6.554545454545455,6.6,0.04545454545454497,2013.0941896024465,Rialto,46.0,1.0,0.9347826086956522,9.021739130434783,7.456521739130435,-1.5652173913043486,59.08043478260869,Toledo,,,,,,,,,-0.856521739130435,-0.17272727272727273
280028, CHINO,88820,"Ningbo Meigao Outdoor Products Co., Ltd.",APS Outdoor,109,0.9724770642201835,0.9174311926605505,7.247706422018348,6.422018348623853,-0.8256880733944953,1967.0642201834862,Industry,199.0,0.9949748743718593,0.8944723618090452,7.71356783919598,6.944723618090452,-0.7688442211055273,74.05628140703517,Chicago,,,,,,,,,-0.5227052694665995,-0.022497810151675735
105765,Andes Furniture CA 92870,56976,Andes Furniture,Upholstery,106,0.8490566037735849,0.9716981132075472,9.10377358490566,7.820754716981132,-1.283018867924528,2037.4298313321897,Anaheim,74.0,1.0,0.972972972972973,9.324324324324325,8.337837837837839,-0.986486486486486,74.4202702702703,Chicago Loop,,,,,,,,,-0.5170831208567064,-0.15094339622641506
338215,"Bedshe International Co.,LTD CA 91761",25843,"Bedshe International Co.,LTD",APS,102,0.6862745098039216,0.8137254901960784,7.588235294117647,7.0588235294117645,-0.5294117647058822,1952.1166666666663,Chino,72.0,0.9305555555555556,0.9444444444444444,9.208333333333334,7.347222222222222,-1.8611111111111116,56.973611111111104,Chicago,,,,,,,,,-0.2883986928104578,-0.244281045751634
149170,Alphamarts 007-F CA 91789,46710,Alphamarts,APS Outdoor,100,0.99,0.72,7.27,6.67,-0.5999999999999996,2044.632033096927,Anaheim,31.0,0.9354838709677419,0.9032258064516129,7.935483870967742,7.387096774193548,-0.548387096774194,60.61612903225806,Greenwood Local,,,,,,,,,-0.7170967741935481,0.05451612903225811
348867,JAFFE MURPHY HOUSE INC CA 91746 (2),72736,JAFFE MURPHY HOUSE INC,APS Housewares & More,94,0.9574468085106383,0.9042553191489362,8.191489361702128,6.531914893617022,-1.6595744680851068,2034.8865501519758,Arcadia,88.0,1.0,1.0,9.352272727272727,7.340909090909091,-2.011363636363636,60.33295454545455,Toledo,,,,,,,,,-0.8089941972920691,-0.04255319148936165
60106,Winado CA 91762,58611,WINADO INC,APS Outdoor,92,0.6739130434782609,0.717391304347826,6.804347826086956,6.8478260869565215,0.04347826086956541,2006.2934065934064,Chino,65.0,0.7538461538461538,0.7692307692307693,7.953846153846154,7.230769230769231,-0.7230769230769232,66.04153846153847,Toledo,,,,,,,,,-0.38294314381270933,-0.07993311036789297
117518,Winsome House CA 92881,31822,Winsome House,Decor,91,0.6813186813186813,0.8681318681318682,7.3076923076923075,6.626373626373627,-0.6813186813186807,1957.0678779553778,Rialto,88.0,0.9886363636363636,0.9204545454545454,7.920454545454546,7.340909090909091,-0.579545454545455,61.21477272727273,Greenwood,,,,,,,,,-0.714535464535464,-0.3073176823176823
288245,Xiamen MDM CA 91761,85432,Xiamen MDM,APS,89,0.9213483146067416,0.898876404494382,9.629213483146067,8.348314606741573,-1.2808988764044944,2035.809659090909,Chino Hills Ncpc,74.0,0.6891891891891891,0.8783783783783784,9.364864864864865,8.405405405405405,-0.9594594594594597,81.80810810810812,Romeoville Rsf,,,,,,,,,-0.05709079866383249,0.23215912541755246
79733,MKAY GROUP CORP,79733,MKAY GROUP CORP,Outdoor Structures,88,1.0,0.9659090909090909,9.363636363636363,7.590909090909091,-1.7727272727272725,1985.7103448275861,Industry,81.0,0.9629629629629629,0.9382716049382716,9.716049382716049,8.185185185185185,-1.530864197530864,77.49629629629632,Chicago,,,,,,,,,-0.5942760942760943,0.03703703703703709
497107,Greenland Home Fashions CA 91710,2743,Greenland Home Fashions,Soft Home,85,0.8941176470588236,0.9764705882352941,8.658823529411764,6.7176470588235295,-1.9411764705882346,2013.7289156626503,Chino,,,,,,,,,1.0,0.0,1.0,10.0,10.0,0.0,210.5,Plainfield,,
297318,Eazeemats CA 91752 (4),45285,Eazeemats,APS Upholstery,84,1.0,0.6904761904761905,7.273809523809524,7.476190476190476,0.20238095238095255,1984.9451961944196,South Rialto - Ncpc,120.0,0.95,0.8583333333333333,8.15,7.85,-0.3000000000000007,64.2375,Chicago,,,,,,,,,-0.37380952380952337,0.050000000000000044
